GO	[-7.17 -0.68]	[-0.68 -0.36]	[-0.36 -0.19]	[-0.19 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.11]	[0.11 0.29]	[0.29 0.55]	[0.55 1.07]	[1.07 7.81]
BUD13_K562_POSTAR_eCLIP BUD13_K562_POSTAR_eCLIP	-2.151	2.880	0.262	2.006	-0.958	-4.315	0.463	-0.760	3.546	0.463	-2.592
TNRC6C_HEK293_Plass TNRC6C_HEK293_Plass	0.399	2.626	2.016	0.847	-0.742	-4.157	2.016	0.527	-0.424	-3.425	-2.834
LIN28B_K562_POSTAR_eCLIP LIN28B_K562_POSTAR_eCLIP	-1.073	-0.477	1.690	0.797	0.258	-5.983	0.797	1.967	1.434	-2.116	-0.643
LARP4_HepG2_POSTAR_eCLIP LARP4_HepG2_POSTAR_eCLIP	-1.233	-0.435	1.711	2.916	-1.233	-5.104	-0.580	1.459	1.228	-1.233	0.384
UPF1_HeLa,treated_with_puromycoin_POSTAR_Piranha_0.01 UPF1_HeLa,treated_with_puromycoin_POSTAR_Piranha_0.01	-2.529	-1.676	0.316	2.542	0.499	-1.676	1.005	3.026	0.316	-1.676	-0.742
TIA1_K562_POSTAR_eCLIP TIA1_K562_POSTAR_eCLIP	-1.161	2.516	0.518	3.520	-0.419	-3.798	-0.555	1.432	0.293	-1.445	-1.455
DDX6_K562_POSTAR_eCLIP DDX6_K562_POSTAR_eCLIP	-0.805	0.851	2.182	1.916	-1.528	-6.203	1.027	0.430	-0.372	-0.277	-0.640
DDX55_K562_POSTAR_eCLIP DDX55_K562_POSTAR_eCLIP	-1.391	-0.624	1.833	1.833	-0.830	-5.441	0.384	1.555	0.862	-0.460	-0.465
IGF2BP2_K562_POSTAR_eCLIP IGF2BP2_K562_POSTAR_eCLIP	-1.002	-0.565	0.947	0.751	-0.565	-5.274	0.751	2.627	1.168	-1.002	-0.416
SUB1_HepG2_POSTAR_eCLIP SUB1_HepG2_POSTAR_eCLIP	-0.844	1.459	0.692	2.231	-0.509	-4.072	1.037	0.548	1.037	-1.320	-2.399
STAU1_HEK293_POSTAR_Piranha_0.01 STAU1_HEK293_POSTAR_Piranha_0.01	-0.790	0.368	1.181	1.652	-1.959	-4.266	1.181	0.368	1.652	0.368	-1.599
ATXN2_HEK293T_POSTAR_Piranha_0.01 ATXN2_HEK293T_POSTAR_Piranha_0.01	-0.614	0.502	1.859	2.638	-0.266	-3.359	-0.411	0.702	0.340	-2.399	-0.618
TIA1_HepG2_POSTAR_eCLIP TIA1_HepG2_POSTAR_eCLIP	-0.632	0.326	0.911	1.814	0.326	-3.401	-0.277	2.182	0.485	-2.435	-0.916
YTHDF2_HeLa_POSTAR_Piranha_0.01 YTHDF2_HeLa_POSTAR_Piranha_0.01	-1.192	0.693	1.061	0.866	-1.192	-4.120	-0.553	1.061	3.003	-0.301	-0.946
RBM15_HEK293T_POSTAR_Piranha_0.01 RBM15_HEK293T_POSTAR_Piranha_0.01	-0.743	1.193	0.770	1.715	-0.743	-5.232	0.770	0.595	0.595	-1.276	-0.404
EWSR1_K562_POSTAR_eCLIP EWSR1_K562_POSTAR_eCLIP	-0.896	1.320	0.441	1.618	-0.301	-2.918	0.613	-0.896	1.320	0.613	-2.929
RPS3_K562_POSTAR_eCLIP RPS3_K562_POSTAR_eCLIP	-1.295	0.283	0.523	0.677	-1.295	-3.092	-0.320	1.784	3.811	-0.783	-0.446
SF3A3_HepG2_POSTAR_eCLIP SF3A3_HepG2_POSTAR_eCLIP	-0.440	-0.327	1.382	3.791	-0.956	-2.685	1.164	-1.827	0.631	-0.327	-0.965
NONO_K562_POSTAR_eCLIP NONO_K562_POSTAR_eCLIP	-0.566	1.513	0.611	0.453	0.453	-3.675	0.796	-0.773	1.513	0.453	-2.889
FAM120A_HepG2_POSTAR_eCLIP FAM120A_HepG2_POSTAR_eCLIP	-0.828	0.783	2.017	1.126	-1.027	-3.591	0.637	0.396	1.769	-0.658	-1.850
IGF2BP1_HEK293_POSTAR_Piranha_0.01 IGF2BP1_HEK293_POSTAR_Piranha_0.01	-1.192	1.277	2.050	1.772	0.541	-3.392	-0.301	-0.301	0.693	-1.192	-1.506
KHSRP_K562_POSTAR_eCLIP KHSRP_K562_POSTAR_eCLIP	-1.080	0.837	0.677	2.489	-0.292	-3.450	0.837	0.413	1.216	-1.645	-1.351
ZNF622_K562_POSTAR_eCLIP ZNF622_K562_POSTAR_eCLIP	-0.822	2.750	0.347	0.464	-0.357	-2.975	0.464	0.936	1.595	-0.822	-2.467
CPSF1_HEK293_POSTAR_Piranha_0.01 CPSF1_HEK293_POSTAR_Piranha_0.01	-0.902	2.974	0.783	2.295	-0.373	-2.895	-0.373	-0.265	-0.373	-0.265	-1.882
UPF1_HEK_293_FRT_POSTAR_CIMS UPF1_HEK_293_FRT_POSTAR_CIMS	-0.742	0.292	2.959	2.626	-0.310	-2.311	-1.882	0.527	0.527	-0.566	-0.964
