GO	[-50.28 -1.15]	[-1.15 -0.63]	[-0.63 -0.40]	[-0.40 -0.12]	[-0.12 0.00]	[0.00 0.00]	[0.00 0.13]	[0.13 0.45]	[0.45 0.92]	[0.92 1.99]	[1.99 26.18]
GSE29618_MONOCYTE_VS_MDC_UP GSE29618_MONOCYTE_VS_MDC_UP	-2.757	-1.652	-5.967	-1.973	-3.233	-6.992	-1.128	1.612	3.910	10.600	6.216
HOWARD_DENDRITIC_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP HOWARD_DENDRITIC_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP	2.628	-1.706	-0.517	-2.539	-3.694	-4.446	-1.103	0.319	0.708	3.297	5.698
GSE36078_WT_VS_IL1R_KO_LUNG_DC_AFTER_AD5_INF_UP GSE36078_WT_VS_IL1R_KO_LUNG_DC_AFTER_AD5_INF_UP	-1.391	-4.433	-3.808	-0.271	-0.597	-2.364	-0.933	0.828	3.528	2.605	5.333
GSE9988_LOW_LPS_VS_ANTI_TREM1_AND_LPS_MONOCYTE_DN GSE9988_LOW_LPS_VS_ANTI_TREM1_AND_LPS_MONOCYTE_DN	-3.589	-1.258	-0.658	0.637	-1.258	-5.742	-0.516	4.184	1.767	1.125	2.265
GSE22886_NEUTROPHIL_VS_MONOCYTE_UP GSE22886_NEUTROPHIL_VS_MONOCYTE_UP	0.752	-1.060	-2.648	-1.568	-0.684	0.485	-1.881	-1.295	0.286	1.488	9.320
GSE22443_NAIVE_VS_ACT_AND_IL2_TREATED_CD8_TCELL_DN GSE22443_NAIVE_VS_ACT_AND_IL2_TREATED_CD8_TCELL_DN	-0.350	-1.128	-0.738	-2.757	-0.264	-0.738	-0.264	-2.339	-0.585	8.056	2.919
GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_20MIN_UP GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_20MIN_UP	0.396	-1.258	-0.827	-1.026	-2.189	-1.835	-1.835	-0.516	4.184	1.322	5.314
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_FETAL_DN GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_FETAL_DN	0.560	-0.738	-2.339	-3.776	-1.973	-0.264	-1.128	2.094	0.443	1.612	4.612
GSE19198_1H_VS_24H_IL21_TREATED_TCELL_DN GSE19198_1H_VS_24H_IL21_TREATED_TCELL_DN	0.342	1.612	-0.457	-0.350	-1.372	-6.992	-2.339	0.693	1.195	1.011	2.346
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_6H_ACT_CD4_TCELL_UP GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_6H_ACT_CD4_TCELL_UP	0.898	-3.373	-1.385	-2.409	-0.571	0.898	-1.385	-0.727	1.964	1.076	4.134
GSE40666_WT_VS_STAT4_KO_CD8_TCELL_UP GSE40666_WT_VS_STAT4_KO_CD8_TCELL_UP	-1.994	-2.829	-0.897	-2.383	-0.713	1.994	0.480	-0.326	1.510	0.278	4.949
GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_COLON_TUMOR_DN GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_COLON_TUMOR_DN	1.900	-3.174	-1.927	-1.927	-0.887	1.048	-0.561	-0.333	0.722	1.441	2.142
GSE37605_C57BL6_VS_NOD_FOXP3_FUSION_GFP_TREG_UP GSE37605_C57BL6_VS_NOD_FOXP3_FUSION_GFP_TREG_UP	-0.660	-3.085	-0.482	-1.163	0.871	2.542	0.376	-1.163	-1.506	1.087	2.531
GSE4142_PLASMA_CELL_VS_MEMORY_BCELL_UP GSE4142_PLASMA_CELL_VS_MEMORY_BCELL_UP	-1.111	-2.314	-1.352	-1.352	2.673	2.124	-0.342	-0.446	-0.724	0.264	2.956
GSE25502_WT_VS_KLF13_KO_THYMIC_MEMORY_LIKE_CD8_TCELL_DN GSE25502_WT_VS_KLF13_KO_THYMIC_MEMORY_LIKE_CD8_TCELL_DN	-0.713	-3.342	-0.559	-2.829	-0.559	1.510	0.370	-0.326	1.096	0.752	3.145
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4_KO_BCELL_UP GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4_KO_BCELL_UP	0.326	-5.220	-0.372	-2.227	-0.277	1.434	0.692	0.430	0.430	-0.372	2.449
GSE6259_DEC205_POS_DC_VS_BCELL_UP GSE6259_DEC205_POS_DC_VS_BCELL_UP	-0.493	-0.838	-0.267	-1.337	-0.493	3.389	-2.036	-0.649	-0.493	-0.367	4.527
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP	-0.326	-1.365	0.370	-3.342	1.510	0.607	0.752	-1.994	-1.113	0.915	2.830
GSE13485_CTRL_VS_DAY21_YF17D_VACCINE_PBMC_DN GSE13485_CTRL_VS_DAY21_YF17D_VACCINE_PBMC_DN	0.409	-1.899	-1.043	-1.286	0.663	3.325	-0.512	-1.899	-0.391	0.409	2.674
GSE37532_WT_VS_PPARG_KO_LN_TREG_DN GSE37532_WT_VS_PPARG_KO_LN_TREG_DN	-0.365	-1.984	-0.923	-1.207	1.273	1.273	1.533	-2.507	-0.365	-0.365	2.444
