GO	[-6.10 -0.90]	[-0.90 -0.61]	[-0.61 -0.42]	[-0.42 -0.26]	[-0.26 -0.15]	[-0.15 0.00]	[0.00 0.12]	[0.12 0.37]	[0.37 0.81]	[0.81 1.72]	[1.72 10.00]
MORF_G22P1 MORF_G22P1	1.009	13.163	9.538	1.671	-1.115	-0.888	-2.970	-2.058	-5.004	-7.254	-7.254
MORF_PRKDC MORF_PRKDC	8.095	12.561	1.227	0.857	-0.477	-0.615	-3.000	-1.778	-3.000	-8.029	-8.029
GNF2_HCK GNF2_HCK	-2.148	-2.867	-2.867	-3.888	-3.888	-2.148	-1.604	-0.860	0.870	7.629	17.815
MORF_RAD23B MORF_RAD23B	0.363	2.078	12.114	2.666	-0.337	-0.450	-2.594	-0.588	-1.789	-6.140	-7.426
MORF_TPT1 MORF_TPT1	-2.454	-0.776	7.927	7.306	0.671	0.346	-1.059	-0.776	-1.874	-3.210	-4.269
GNF2_STAT6 GNF2_STAT6	-3.298	-3.298	-2.342	-1.206	-0.847	-0.847	0.367	5.972	3.729	1.968	-0.579
GNF2_HPX GNF2_HPX	-0.265	-0.912	-3.625	-5.670	0.987	-0.912	1.455	-1.504	-0.265	0.987	7.716
GNF2_CDC2 GNF2_CDC2	-2.583	-0.490	2.497	1.292	2.978	2.054	-0.301	-0.490	-2.583	-2.583	-2.583
GCM_GSPT1 GCM_GSPT1	-0.269	-0.823	1.303	0.729	-0.367	0.729	-1.041	5.758	0.578	-3.409	-5.816
MORF_BECN1 MORF_BECN1	-3.326	-0.426	0.810	3.410	-0.604	-0.426	0.810	2.597	-0.291	-1.129	-3.326
GNF2_TIMP2 GNF2_TIMP2	-0.412	-1.913	-0.704	-1.162	0.923	-1.162	1.277	-1.913	-0.704	1.277	4.472
GNF2_DDX5 GNF2_DDX5	-1.757	-1.187	-0.789	-0.315	0.459	3.962	0.459	1.998	0.459	-0.789	-2.625
GNF2_MMP1 GNF2_MMP1	-0.703	-1.329	-1.329	-1.329	0.480	-1.329	0.480	1.188	0.480	-0.363	4.165
GNF2_CDH3 GNF2_CDH3	-0.551	-0.551	-1.121	-1.121	-0.260	-0.551	1.034	-0.551	-1.121	0.645	5.871
GNF2_DNM1 GNF2_DNM1	0.883	-1.527	-2.157	-1.070	0.288	-0.490	-0.735	0.288	-0.314	6.515	0.288
GNF2_MYL2 GNF2_MYL2	1.653	-0.703	-1.329	-1.329	0.480	-0.363	1.188	-1.329	-1.329	1.653	0.795
GNF2_IL2RB GNF2_IL2RB	0.409	-1.872	-0.678	-1.872	-0.393	0.226	0.226	-0.678	-0.393	1.326	4.592
MORF_REV3L MORF_REV3L	-1.068	1.420	-0.435	2.699	0.346	-0.435	0.346	0.787	0.346	-2.458	-2.458
GNF2_TTN GNF2_TTN	-0.521	-1.079	-1.079	-1.079	-0.241	0.371	0.371	-0.241	-1.079	1.091	4.313
GNF2_SPRR1B GNF2_SPRR1B	-0.996	-0.996	-0.463	-0.996	-0.463	1.749	2.366	-0.996	-0.463	0.773	0.773
MORF_ITGA2 MORF_ITGA2	-0.981	-1.508	-2.332	0.233	0.397	1.197	0.880	-0.981	1.561	-0.624	1.561
GCM_TPR GCM_TPR	0.795	2.187	0.247	1.653	-0.703	0.480	-0.363	-1.329	-0.363	-1.329	-1.329
GCM_SIRT2 GCM_SIRT2	-0.626	-0.626	-1.788	0.253	-0.626	-0.355	-0.355	4.157	1.044	0.717	-1.060
GCM_PRKCG GCM_PRKCG	0.459	-1.187	-1.187	-0.509	0.459	-0.315	1.998	-1.757	-0.509	3.416	-0.509
GNF2_CCNA1 GNF2_CCNA1	1.103	-1.308	-1.901	0.238	0.583	0.388	0.583	-1.308	-1.308	1.103	1.426
