GO	[-23.88 -0.90]	[-0.90 -0.57]	[-0.57 -0.36]	[-0.36 -0.21]	[-0.21 -0.04]	[-0.04 0.02]	[0.02 0.27]	[0.27 0.60]	[0.60 1.22]	[1.22 2.21]	[2.21 10.00]
MORF_SS18 MORF_SS18	-0.489	0.479	0.302	0.703	2.484	-0.489	2.484	0.302	-1.714	-2.573	-2.588
GNF2_SPI1 GNF2_SPI1	-1.409	-1.409	-1.409	-1.409	-0.765	0.216	-0.407	0.717	0.717	1.515	3.857
MODULE_180 MODULE_180	-0.613	-0.613	-1.100	-0.443	-0.830	-0.613	-2.990	0.414	0.563	0.738	7.374
GNF2_MSN GNF2_MSN	-0.994	-0.994	-0.994	-0.994	1.215	-0.994	2.361	2.361	0.773	-0.994	-0.466
GCM_ING1 GCM_ING1	0.389	0.820	2.620	-0.374	0.389	-2.782	1.421	0.583	-0.374	-1.892	-2.798
MODULE_298 MODULE_298	-1.077	-1.077	-0.520	1.090	-0.520	6.068	-0.520	-1.077	-1.077	0.372	0.368
MODULE_28 MODULE_28	0.247	0.795	4.922	1.186	-0.363	-0.363	-0.363	-1.326	-1.326	-1.326	-1.334
GNF2_HLA_C GNF2_HLA_C	-1.949	-1.192	-1.192	-1.192	0.885	-1.949	1.625	1.228	2.072	0.885	-0.436
GNF2_RFC3 GNF2_RFC3	0.785	3.092	1.538	-0.318	1.131	-0.318	-0.574	-0.991	-1.700	-1.700	-1.710
MORF_RAB11A MORF_RAB11A	-0.691	0.542	2.221	1.078	1.416	-0.434	1.078	-0.434	-1.607	-2.448	-2.463
MORF_XPC MORF_XPC	-0.452	0.758	3.644	1.042	0.520	0.331	-0.273	-0.273	-1.643	-2.490	-2.504
GNF2_MSH2 GNF2_MSH2	0.324	4.781	1.966	-0.279	-0.279	-0.279	-0.579	-1.160	-1.160	-1.160	-1.167
MODULE_278 MODULE_278	2.578	-0.407	2.015	1.081	0.428	-1.409	0.428	-0.765	-1.409	-1.409	-1.417
MODULE_91 MODULE_91	-0.250	0.615	4.194	1.793	0.359	-0.476	-0.476	-0.860	-1.534	-1.534	-1.543
GCM_MAP4K4 GCM_MAP4K4	-1.084	-0.521	-0.521	0.679	0.310	-1.345	5.039	1.222	1.222	-2.008	-2.449
MODULE_102 MODULE_102	3.863	3.023	-0.324	-0.324	0.279	-0.787	-0.787	-0.787	-0.787	-0.787	-0.791
MODULE_568 MODULE_568	-2.110	-0.300	0.302	-3.032	0.464	0.909	0.464	2.264	2.264	-1.039	-1.501
GNF2_SPRR1B GNF2_SPRR1B	-0.994	-0.462	-0.994	-0.462	-0.994	6.546	-0.462	-0.994	0.427	0.427	0.423
GNF2_ANP32B GNF2_ANP32B	0.359	2.884	2.310	0.615	0.615	-0.860	-0.476	-0.860	-1.534	-1.534	-1.543
GNF2_RRM2 GNF2_RRM2	-0.958	1.179	2.075	0.528	2.075	-0.300	0.528	-0.958	-1.658	-1.658	-1.668
MODULE_259 MODULE_259	-1.908	-0.702	-1.158	-1.158	-0.702	-1.158	-0.702	1.275	1.682	2.649	1.668
GNF2_HPX GNF2_HPX	-0.264	-0.904	-3.593	-0.904	-0.373	2.308	-1.490	-0.373	-0.512	1.998	2.959
GNF2_RAP1B GNF2_RAP1B	-1.492	-1.492	-1.492	-1.492	0.381	-0.453	1.863	2.985	-0.234	0.647	0.376
MODULE_61 MODULE_61	5.318	2.347	0.523	-0.285	-0.810	-0.492	-0.810	-1.294	-1.294	-0.492	-1.304
GNF2_LCAT GNF2_LCAT	0.343	-0.711	-3.201	-0.945	-0.523	2.097	-2.019	-0.263	-0.523	1.791	3.120
GNF2_TYK2 GNF2_TYK2	-1.368	-0.733	0.231	-0.733	0.755	-0.733	4.011	1.581	0.453	-1.368	-1.375
GCM_TINF2 GCM_TINF2	0.285	0.785	2.002	-0.574	-0.318	-1.700	2.521	0.785	-0.991	-1.700	-1.710
GNF2_MBD4 GNF2_MBD4	-0.491	-0.491	3.663	-1.036	2.922	-0.491	0.398	-0.222	-1.036	-1.036	-1.042
GNF2_H2AFX GNF2_H2AFX	-1.285	0.264	0.837	2.272	2.272	-0.671	0.837	-0.671	-1.285	-1.285	-1.292
MORF_RAB6A MORF_RAB6A	-0.885	2.183	1.421	0.820	1.100	-0.586	0.239	0.389	-0.586	-2.782	-2.798
MODULE_96 MODULE_96	0.359	-1.534	-1.534	-0.476	-0.476	0.942	-0.860	-1.534	-0.250	2.310	2.866
MODULE_126 MODULE_126	2.712	1.624	2.414	-0.293	0.665	-2.730	-0.513	-0.391	-0.838	-1.292	-2.317
MODULE_165 MODULE_165	-1.741	-2.403	-0.888	-0.614	-0.412	2.648	-1.741	-0.266	0.940	1.865	1.505
MORF_MAP2K7 MORF_MAP2K7	-0.648	-1.885	-2.702	0.541	1.013	1.899	-0.648	-1.556	0.680	3.749	-0.661
MORF_IL4 MORF_IL4	-0.801	-1.493	-3.547	-0.379	0.533	2.651	-0.285	-1.227	0.533	3.610	-0.293
GNF2_CD48 GNF2_CD48	-1.326	-1.326	-1.326	-0.702	0.795	-1.326	1.650	0.795	1.650	1.186	-0.707
MODULE_388 MODULE_388	3.366	1.824	1.208	-0.704	-0.272	-0.704	-0.704	-0.704	-0.704	-0.704	-0.708
MODULE_125 MODULE_125	0.240	1.000	4.022	0.431	0.685	-1.091	0.431	-1.091	-0.650	-1.824	-1.835
MODULE_119 MODULE_119	1.526	-0.441	-2.523	-1.017	-2.040	-0.595	-0.785	-0.441	2.083	0.524	3.410
MODULE_491 MODULE_491	-2.329	-0.382	-0.243	-2.329	0.367	0.998	0.540	1.957	2.766	-1.199	-1.211
CAR_HPX CAR_HPX	0.464	-2.110	-2.110	-0.300	-0.710	2.264	-1.039	-1.039	-0.300	2.264	1.852
GCM_ZNF198 GCM_ZNF198	-0.811	-0.430	2.050	0.758	0.758	-0.811	1.740	1.197	-0.430	-2.955	-2.978
GCM_SUFU GCM_SUFU	0.254	-0.797	1.355	0.254	1.355	-1.145	1.687	1.059	0.254	-3.198	-2.272
MODULE_297 MODULE_297	-0.595	-1.226	-1.226	-0.595	-0.865	1.911	-0.595	-0.595	-1.226	1.562	4.630
GNF2_SMC2L1 GNF2_SMC2L1	-1.368	1.132	1.581	1.132	1.132	-0.385	0.755	-0.733	-1.368	-1.368	-1.375
MODULE_261 MODULE_261	-1.331	1.199	2.126	-0.506	0.385	-3.075	0.730	0.542	1.479	-0.715	-2.355
GCM_TPR GCM_TPR	0.795	2.182	2.182	0.247	0.480	-1.326	-0.363	-0.363	-1.326	-1.326	-1.334
GCM_NUMA1 GCM_NUMA1	0.246	0.639	1.235	0.639	0.246	-1.467	2.984	0.416	-1.467	-2.282	-1.478
MODULE_199 MODULE_199	-1.006	-0.645	-1.006	-1.537	-0.398	-1.537	-1.006	0.847	1.508	2.831	1.889
MORF_CTSB MORF_CTSB	-0.326	-2.396	-2.844	0.481	0.371	3.526	-0.560	-0.900	0.481	2.280	-0.442
GNF2_HPN GNF2_HPN	0.352	-0.886	-2.872	-0.886	-0.362	2.347	-1.466	-0.362	-0.672	1.473	3.006
MODULE_288 MODULE_288	0.359	-1.534	-0.476	-0.250	-0.476	0.942	-1.534	-1.534	-0.476	1.793	2.866
MODULE_358 MODULE_358	-1.677	1.283	1.603	-0.382	0.367	-2.329	0.367	0.750	1.957	-0.842	-2.346
MODULE_357 MODULE_357	-0.595	-1.226	-1.226	-0.397	-0.865	1.562	-0.595	-0.595	-1.226	1.562	4.630
MODULE_164 MODULE_164	-1.123	-2.532	-1.123	-0.287	-0.738	0.730	-0.738	-0.470	1.007	3.036	1.679
MODULE_169 MODULE_169	-0.476	-1.279	-1.279	-1.279	0.413	-0.476	-1.712	-0.324	2.592	0.577	3.845
MODULE_57 MODULE_57	-0.381	4.617	1.194	0.233	0.613	-0.977	0.613	-1.502	-0.977	-1.502	-0.987
GNF2_MYL3 GNF2_MYL3	0.837	-0.671	-1.285	0.509	-0.671	2.272	-1.285	-1.285	-0.671	2.272	0.261
MODULE_154 MODULE_154	-0.505	-1.092	-1.550	-0.753	-0.753	1.777	-0.505	-0.505	-1.092	1.777	3.977
GNF2_FGR GNF2_FGR	-1.326	-0.702	-0.702	-1.326	-0.702	-1.326	0.795	0.480	1.186	2.778	0.788
MODULE_182 MODULE_182	-1.771	0.950	2.126	-0.347	1.479	-2.335	1.199	0.385	0.385	-1.771	-1.345
MODULE_410 MODULE_410	0.381	-1.492	-1.492	-0.453	-0.453	0.647	-0.453	-1.492	-0.234	2.395	2.379
MODULE_149 MODULE_149	-0.250	0.942	0.942	1.793	1.793	-1.534	-0.250	-0.476	-1.534	-1.534	-0.867
GCM_HDAC1 GCM_HDAC1	0.900	3.401	1.281	-0.500	0.585	-0.893	-0.266	-0.893	-0.500	-1.575	-1.584
GNF2_TTN GNF2_TTN	-0.520	-1.077	-1.077	-0.240	-1.077	1.090	0.372	-1.077	-0.520	1.581	2.782
MODULE_321 MODULE_321	0.497	-2.168	0.497	-0.972	0.356	-2.781	0.497	1.340	2.991	-1.287	0.488
MODULE_329 MODULE_329	-0.300	-2.115	-1.328	-0.300	-0.300	0.752	-0.513	-1.328	-0.300	1.416	3.879
MODULE_97 MODULE_97	-1.712	1.002	2.216	-0.324	1.261	-2.268	1.261	-0.324	0.577	-1.712	-1.293
GNF2_LYN GNF2_LYN	-1.119	-1.119	0.347	-0.550	0.645	-1.119	1.506	0.645	2.681	-1.119	-0.554
MORF_ITGA2 MORF_ITGA2	-0.977	-1.502	-1.502	0.879	-0.622	4.009	-1.502	0.398	0.613	-0.381	0.869
GCM_ERBB2IP GCM_ERBB2IP	-0.738	-0.287	-1.123	0.730	2.550	-0.738	1.695	1.007	-0.287	-1.123	-2.546
GNF2_MYL2 GNF2_MYL2	1.650	-0.702	-1.326	0.247	-0.702	2.182	-1.326	-1.326	-0.363	1.186	0.475
CAR_IGFBP1 CAR_IGFBP1	-0.234	-1.537	-1.537	-1.006	-0.645	1.154	-0.645	-0.645	-0.234	3.914	1.493
GNF2_GSTM1 GNF2_GSTM1	0.544	-0.910	-2.677	-0.668	-0.334	1.725	-1.597	-0.479	-0.479	1.169	3.120
MODULE_424 MODULE_424	0.304	-0.745	-0.745	0.304	-0.298	-0.745	-0.745	-0.745	-0.298	0.656	5.013
GCM_CRKL GCM_CRKL	-0.810	0.275	1.552	0.909	0.275	-1.212	1.936	0.652	0.275	-1.785	-2.672
MODULE_107 MODULE_107	0.367	-2.329	-2.329	0.750	-1.199	1.603	-0.842	-0.382	0.367	0.998	1.938
GNF2_MKI67 GNF2_MKI67	-1.160	-0.279	0.608	0.980	2.570	0.324	0.980	-0.579	-1.160	-1.160	-1.167
MODULE_337 MODULE_337	1.936	1.552	0.441	1.209	0.909	-0.810	-0.810	-0.527	-0.810	-2.657	-1.223
GNF2_TST GNF2_TST	-0.585	-1.098	-2.505	-0.280	0.324	1.316	-1.462	-0.280	-0.585	1.058	3.844
MODULE_306 MODULE_306	0.372	0.685	2.798	0.685	1.090	-1.077	-0.520	-1.077	-1.077	-0.520	-1.083
GNF2_MMP11 GNF2_MMP11	-0.335	-1.024	-0.599	0.477	-0.599	1.481	-1.741	-1.741	0.269	1.086	2.422
GNF2_TIMP2 GNF2_TIMP2	-0.411	-1.158	-0.702	0.390	-0.702	1.275	-1.158	-1.908	-0.228	1.682	2.630
MODULE_387 MODULE_387	-0.270	-2.032	-1.260	-0.270	-0.270	0.547	-0.471	-1.260	-0.270	1.140	4.086
MORF_GPX4 MORF_GPX4	-0.600	0.416	1.235	1.235	1.606	-0.949	0.416	0.416	-0.364	-2.282	-2.295
GCM_SIRT2 GCM_SIRT2	-0.624	-0.624	-1.057	0.454	-0.354	-1.057	2.905	1.426	1.426	-0.624	-1.793
MORF_THPO MORF_THPO	-0.762	-2.644	-2.106	0.311	0.311	1.690	-1.004	0.950	-0.566	2.302	0.935
MORF_PRKCA MORF_PRKCA	-0.277	-3.759	-1.861	0.327	-0.634	2.197	-0.372	-0.372	0.327	2.197	0.838
MODULE_430 MODULE_430	-0.364	-0.949	-1.467	-0.949	0.912	-0.949	2.022	2.984	0.416	0.246	-1.478
MORF_LCAT MORF_LCAT	1.775	-0.868	-1.442	-0.486	-1.127	1.775	-0.868	-0.351	-1.823	2.727	0.634
GCM_RBM8A GCM_RBM8A	-0.397	0.521	0.969	0.521	1.562	-1.226	1.911	0.353	-0.595	-2.366	-2.383
MODULE_404 MODULE_404	0.372	-1.077	-1.077	-0.520	-0.240	6.068	-0.520	-0.240	-0.520	-0.240	-0.243
GNF2_CEBPA GNF2_CEBPA	-0.329	-0.527	-1.212	-0.810	-0.527	0.441	-1.785	-0.810	0.441	1.552	4.385
MODULE_85 MODULE_85	-0.837	-0.513	-1.328	-1.328	-0.300	-1.328	-0.837	1.058	1.823	2.278	1.048
MORF_RAP1A MORF_RAP1A	-0.998	0.292	1.306	0.876	-0.429	1.826	1.080	0.696	-0.768	-2.013	-3.096
GNF2_MMP1 GNF2_MMP1	-0.702	-1.326	-1.326	0.480	-1.326	0.247	0.480	0.795	-0.363	0.247	3.415
GNF2_RPA1 GNF2_RPA1	0.324	1.434	2.570	0.980	0.324	-0.579	-1.160	-0.579	-0.579	-1.160	-1.167
MORF_UBE2A MORF_UBE2A	-0.471	-0.270	0.547	1.140	1.517	-0.782	1.140	0.816	-0.782	-2.032	-2.044
MODULE_352 MODULE_352	-0.272	2.545	1.208	1.208	0.332	-0.704	-0.704	-0.704	-0.704	-0.704	-0.708
GCM_BCL2L1 GCM_BCL2L1	0.216	1.081	-0.407	-1.409	1.081	-0.765	2.015	0.216	0.717	-1.409	-1.417
MODULE_323 MODULE_323	-2.490	0.331	1.372	-0.273	1.745	-1.093	1.745	-0.273	0.331	-1.093	-1.103
MODULE_148 MODULE_148	-0.538	-0.176	-0.538	-0.176	-0.538	-0.538	-0.538	-0.176	0.477	-0.538	5.398
MODULE_320 MODULE_320	-0.828	0.567	0.256	-0.351	2.871	-0.828	1.523	-0.828	0.256	-0.828	-0.833
GCM_CSNK1D GCM_CSNK1D	-1.285	-0.671	0.509	0.509	2.885	-0.671	1.723	-0.671	0.264	-1.285	-0.676
MORF_WNT1 MORF_WNT1	1.226	-1.168	-2.013	-0.451	-0.870	1.799	-1.543	-0.311	-0.634	1.799	1.479
GNF2_VAV1 GNF2_VAV1	-1.492	-0.828	-1.492	-0.828	0.647	-0.828	1.392	0.986	1.392	0.986	-0.458
GNF2_CDH3 GNF2_CDH3	-0.550	-0.550	-1.119	-0.550	-0.550	1.033	-0.260	-1.119	-0.550	2.056	2.666
MODULE_239 MODULE_239	-0.343	-0.482	1.092	-0.661	1.336	-1.511	1.092	0.874	1.336	-1.166	-3.119
GNF2_INPP5D GNF2_INPP5D	-1.057	-1.783	-0.624	-0.624	0.454	-1.057	3.498	0.254	1.042	0.717	-0.358
MODULE_22 MODULE_22	0.226	1.741	2.211	0.410	-0.392	-0.676	0.410	0.410	-0.676	-1.866	-1.877
MODULE_71 MODULE_71	2.599	-0.405	-0.911	-0.911	-0.911	1.935	0.217	0.491	-0.405	-0.911	0.215
MODULE_115 MODULE_115	0.645	1.506	1.033	1.033	0.645	-1.119	-0.260	-1.119	-1.119	-1.119	-0.554
GNF2_SPINK1 GNF2_SPINK1	-0.240	-0.240	-1.077	-0.240	-1.077	4.300	-1.077	0.372	-0.240	0.685	-0.524
GNF2_ESPL1 GNF2_ESPL1	-0.430	0.681	1.032	1.032	1.938	-0.218	-0.218	-0.430	-1.451	-1.451	-1.459
GNF2_KISS1 GNF2_KISS1	-0.471	-1.260	-0.782	0.334	-0.782	1.944	-1.260	-1.260	0.334	1.140	2.400
GCM_CDH5 GCM_CDH5	-1.492	-1.492	0.381	0.381	-0.234	2.395	0.647	-1.492	-0.453	-0.234	0.977
GNF2_CYP2B6 GNF2_CYP2B6	-0.270	-1.260	-0.782	-0.471	-1.260	-0.270	-1.260	0.334	0.547	1.140	4.086
MODULE_201 MODULE_201	-0.285	-2.074	-1.294	-0.285	-0.285	1.098	-0.810	-0.810	0.318	1.098	2.836
MODULE_545 MODULE_545	-0.351	-0.828	-0.351	-0.828	-0.828	4.567	-0.351	-0.351	-0.351	0.256	0.985
GNF2_IGFBP1 GNF2_IGFBP1	-0.430	-0.430	-0.430	0.404	-0.430	1.452	-1.451	-1.451	-0.796	2.484	1.023
MODULE_209 MODULE_209	0.377	-1.479	-2.700	0.377	-1.078	0.971	-0.538	-0.538	0.971	0.541	2.590
MORF_PPP5C MORF_PPP5C	-0.257	0.506	1.174	1.781	1.174	-0.257	0.695	-0.572	-1.536	-2.068	-2.085
MORF_MYL3 MORF_MYL3	0.714	-2.948	-0.668	0.501	-0.987	2.819	-0.987	-0.275	0.328	0.714	0.323
MORF_CDH4 MORF_CDH4	-0.923	-1.190	-1.904	0.598	-0.384	1.962	-0.923	-0.923	0.453	2.946	0.586
GCM_BAG5 GCM_BAG5	-0.266	-0.500	-0.266	0.339	1.281	-0.893	3.401	0.585	-0.893	-1.575	-0.900
MODULE_326 MODULE_326	-0.538	-0.176	-0.538	-0.176	-0.538	-0.538	-0.176	-0.176	-0.176	-0.538	5.398
MODULE_133 MODULE_133	1.387	2.869	0.396	0.396	-0.621	-0.223	-0.621	-0.621	-0.621	-0.621	-0.625
GNF2_JAK1 GNF2_JAK1	-0.702	-1.326	-0.702	-1.326	-0.363	-0.363	0.480	2.182	-0.363	2.182	0.475
MODULE_247 MODULE_247	-0.476	-1.534	-0.860	-1.534	-0.476	0.615	-0.476	0.359	0.615	1.335	2.294
GCM_MSN GCM_MSN	-1.160	0.980	1.434	0.324	0.324	-0.279	1.966	-0.579	-0.579	-1.160	-1.167
MODULE_521 MODULE_521	-1.492	-1.492	-0.453	0.647	-0.453	0.381	-0.453	-0.453	-0.453	2.395	1.850
MODULE_277 MODULE_277	-0.600	0.416	2.482	0.246	1.606	-0.600	1.235	-0.949	-0.600	-1.467	-1.478
MODULE_160 MODULE_160	2.071	2.869	-0.223	-0.223	-0.621	-0.223	-0.223	-0.621	-0.621	-0.621	-0.625
MODULE_516 MODULE_516	-0.662	-0.662	-0.662	0.763	-0.662	0.763	-0.662	-0.662	0.363	2.700	0.360
GNF2_CASP8 GNF2_CASP8	-0.550	-1.119	-0.260	-0.260	-0.550	-1.119	-0.550	4.136	0.645	0.645	-0.262
MORF_HEAB MORF_HEAB	0.314	-0.442	1.148	0.886	1.148	-0.289	1.776	-0.935	-0.442	-2.477	-1.821
MODULE_191 MODULE_191	0.279	0.279	-0.787	-0.787	0.279	2.273	-0.787	-0.787	-0.787	1.615	0.277
MODULE_56 MODULE_56	1.732	2.550	0.525	0.167	-0.497	-0.497	-0.497	-0.497	-0.497	-0.497	-0.500
MODULE_109 MODULE_109	0.556	-1.617	-1.617	1.660	-0.524	1.660	-0.524	0.320	-0.925	0.320	0.550
GNF2_ITGAL GNF2_ITGAL	-0.949	-0.600	-0.364	-1.467	-0.600	-0.364	-0.600	4.107	0.416	1.606	-0.370
GNF2_EGFR GNF2_EGFR	-0.363	-0.702	-0.702	0.480	-0.363	0.247	-0.702	-1.326	-0.702	2.778	2.168
MODULE_235 MODULE_235	1.483	-0.277	0.327	0.681	-1.773	-0.427	-3.407	0.681	-0.277	0.327	0.901
MORF_FLT1 MORF_FLT1	-0.399	-0.744	-0.744	-0.552	-0.552	5.200	-1.639	0.972	-0.399	0.322	-0.288
MODULE_233 MODULE_233	0.217	0.217	1.935	1.935	0.217	-0.405	0.491	-0.911	-0.911	-0.911	-0.916
MODULE_178 MODULE_178	-0.704	-0.704	-0.704	0.332	0.332	0.707	-0.704	-0.704	-0.272	3.366	0.329
MODULE_432 MODULE_432	0.396	3.776	0.824	-0.223	-0.223	-0.621	-0.621	-0.223	-0.621	-0.621	-0.625
MODULE_14 MODULE_14	-0.621	-0.621	-0.621	-0.223	-0.223	0.824	-0.621	-0.621	-0.223	3.776	0.393
MODULE_248 MODULE_248	-0.436	-3.378	-1.348	-0.796	-0.436	1.361	-0.310	0.409	0.906	1.361	1.104
MODULE_29 MODULE_29	-1.160	0.608	2.570	0.980	0.324	-0.279	-0.279	0.324	-0.579	-1.160	-1.167
MODULE_262 MODULE_262	0.279	0.279	-0.787	-0.787	0.279	2.273	-0.787	-0.787	-0.787	1.058	0.605
MODULE_200 MODULE_200	-1.119	-0.550	-1.119	-1.119	-0.550	0.347	0.347	0.347	0.645	0.645	2.666
MORF_BCL2L11 MORF_BCL2L11	0.481	-1.665	-2.844	0.371	0.371	2.871	-0.560	-0.900	0.756	0.610	0.470
MODULE_462 MODULE_462	-0.621	-0.223	-0.621	-0.223	-0.223	-0.621	-0.621	-0.223	0.396	-0.223	4.772
GCM_HMGA2 GCM_HMGA2	-0.694	-1.211	-0.925	0.354	-0.925	3.204	-0.694	-1.211	0.354	1.540	1.027
GNF2_SERPINI2 GNF2_SERPINI2	-0.204	-0.204	-0.994	-0.204	-0.994	3.821	-0.994	-0.204	0.427	0.427	-0.466
GNF2_CASP4 GNF2_CASP4	-0.994	-0.994	-0.994	-0.462	-0.462	-0.204	0.773	1.215	2.361	0.427	-0.466
MODULE_150 MODULE_150	0.396	-0.621	3.776	0.396	0.396	-0.621	-0.621	-0.223	-0.621	-0.621	-0.225
MODULE_197 MODULE_197	-0.425	2.114	1.156	0.500	2.114	-2.084	-0.425	-0.425	-1.407	-0.719	-0.733
MODULE_361 MODULE_361	1.360	-0.887	-1.433	-0.515	-0.380	-0.274	-2.707	-0.380	1.133	1.360	1.339
MORF_PSMF1 MORF_PSMF1	-0.355	-0.475	-0.799	1.795	-0.260	-0.260	1.546	0.913	0.742	-1.561	-2.813
MODULE_35 MODULE_35	1.942	2.700	-0.247	-0.247	-0.247	-0.247	-0.247	-0.662	-0.662	-0.662	-0.666
MODULE_157 MODULE_157	-0.322	-1.570	-2.044	-0.465	0.281	0.744	-0.651	-0.890	2.084	0.956	1.447
MODULE_407 MODULE_407	-0.176	-0.176	-0.538	-0.538	-0.538	-0.538	-0.538	-0.538	1.604	0.968	1.597
MODULE_528 MODULE_528	0.579	0.187	3.766	0.187	-0.455	-0.455	-0.455	-0.455	0.187	-0.455	-0.458
MODULE_21 MODULE_21	2.041	2.041	0.212	0.212	-0.414	-0.414	-0.414	-0.414	-0.414	-0.414	-0.416
