GO	[-4.68 -0.45]	[-0.45 -0.21]	[-0.21 -0.12]	[-0.12 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.07]	[0.07 0.17]	[0.17 0.35]	[0.35 0.73]	[0.73 6.53]
MODULE_92 MODULE_92	-0.402	-2.263	-1.478	-6.213	0.311	10.311	-2.769	-2.263	-0.923	2.401	3.771
GNF2_HCK GNF2_HCK	-1.178	-2.850	-1.178	-0.606	-0.418	-3.866	-1.594	2.039	0.867	5.189	2.383
MODULE_324 MODULE_324	1.775	-1.823	-2.283	-1.823	-2.283	2.727	-1.442	-0.486	0.256	0.824	4.687
GNF2_HPX GNF2_HPX	2.308	-0.687	-1.877	-3.593	0.466	2.639	-1.169	-1.877	-1.490	0.981	3.330
MODULE_292 MODULE_292	0.767	-1.904	-1.904	-1.190	-0.923	1.176	-2.372	-0.923	0.960	0.960	5.890
MODULE_113 MODULE_113	2.169	-0.437	-0.850	-1.983	0.301	2.527	-3.341	-1.516	-1.145	1.006	2.145
MODULE_316 MODULE_316	2.020	-0.647	-0.961	-2.001	-0.961	2.020	-0.647	-2.907	-0.263	0.739	2.414
MODULE_426 MODULE_426	1.269	-0.350	-0.350	-1.450	-1.969	1.908	-1.969	0.257	-2.663	1.573	2.251
GNF2_MYL3 GNF2_MYL3	0.837	-0.341	-0.671	-1.285	0.509	0.837	-1.285	-1.285	-1.285	0.264	4.274
GNF2_DNM1 GNF2_DNM1	0.446	0.446	-1.519	-1.065	-0.488	1.472	-1.065	-3.073	-0.488	2.210	2.189
