GO	[-6.85 -0.67]	[-0.67 -0.33]	[-0.33 -0.17]	[-0.17 -0.04]	[-0.04 0.00]	[0.00 0.02]	[0.02 0.15]	[0.15 0.32]	[0.32 0.62]	[0.62 1.16]	[1.16 24.36]
DESCARTES_FETAL_PANCREAS_LYMPHOID_CELLS DESCARTES_FETAL_PANCREAS_LYMPHOID_CELLS	3.887	-0.310	-3.165	-4.560	0.395	2.215	-2.628	-2.628	-0.555	1.006	3.522
DESCARTES_FETAL_KIDNEY_METANEPHRIC_CELLS DESCARTES_FETAL_KIDNEY_METANEPHRIC_CELLS	3.630	0.513	-3.461	-4.195	1.710	3.630	-3.461	-0.759	-1.543	0.513	0.661
DESCARTES_FETAL_LIVER_LYMPHOID_CELLS DESCARTES_FETAL_LIVER_LYMPHOID_CELLS	2.715	0.331	-1.254	-2.573	-0.273	0.788	-2.573	-3.228	-0.537	0.459	5.726
DESCARTES_FETAL_CEREBRUM_SKOR2_NPSR1_POSITIVE_CELLS DESCARTES_FETAL_CEREBRUM_SKOR2_NPSR1_POSITIVE_CELLS	3.465	-1.999	-1.077	-1.477	0.539	6.679	-1.077	-1.477	-1.477	-0.364	0.377
DESCARTES_FETAL_SPLEEN_LYMPHOID_CELLS DESCARTES_FETAL_SPLEEN_LYMPHOID_CELLS	2.455	0.353	-0.924	-3.982	-0.924	0.353	-1.986	-1.986	0.829	2.808	1.535
DESCARTES_FETAL_MUSCLE_SCHWANN_CELLS DESCARTES_FETAL_MUSCLE_SCHWANN_CELLS	3.990	-0.291	-1.055	-2.913	-0.417	0.775	-2.288	-1.787	-0.417	0.594	3.160
DESCARTES_FETAL_ADRENAL_SYMPATHOBLASTS DESCARTES_FETAL_ADRENAL_SYMPATHOBLASTS	2.414	-1.383	-0.792	-2.913	0.775	2.414	-2.288	-1.383	-0.291	-0.417	2.777
DESCARTES_MAIN_FETAL_SQUAMOUS_EPITHELIAL_CELLS DESCARTES_MAIN_FETAL_SQUAMOUS_EPITHELIAL_CELLS	3.034	-2.605	-1.276	-3.263	0.968	2.670	-1.276	-0.552	-0.552	0.769	0.770
DESCARTES_MAIN_FETAL_MUC13_DMBT1_POSITIVE_CELLS DESCARTES_MAIN_FETAL_MUC13_DMBT1_POSITIVE_CELLS	3.792	-0.424	-2.534	-0.290	-0.601	2.947	-3.296	-0.601	-1.120	1.028	0.313
DESCARTES_FETAL_PANCREAS_ENS_NEURONS DESCARTES_FETAL_PANCREAS_ENS_NEURONS	2.181	-1.182	-1.804	-2.657	1.186	0.505	-0.568	-2.197	-0.940	2.791	1.906
DESCARTES_FETAL_LUNG_LYMPHATIC_ENDOTHELIAL_CELLS DESCARTES_FETAL_LUNG_LYMPHATIC_ENDOTHELIAL_CELLS	3.355	-0.647	-1.999	-1.999	0.998	2.874	-0.960	-0.647	-1.999	0.519	0.343
DESCARTES_FETAL_PLACENTA_PAEP_MECOM_POSITIVE_CELLS DESCARTES_FETAL_PLACENTA_PAEP_MECOM_POSITIVE_CELLS	6.175	0.355	-1.241	-1.877	-0.463	0.602	-1.877	-0.782	-1.241	0.755	1.122
DESCARTES_FETAL_PLACENTA_STROMAL_CELLS DESCARTES_FETAL_PLACENTA_STROMAL_CELLS	2.737	-1.201	-0.875	-2.164	0.632	3.153	-1.201	-1.621	-0.875	0.456	1.082
DESCARTES_FETAL_ADRENAL_VASCULAR_ENDOTHELIAL_CELLS DESCARTES_FETAL_ADRENAL_VASCULAR_ENDOTHELIAL_CELLS	4.028	-1.535	-0.940	-1.209	0.746	-0.283	-1.926	-0.940	-0.940	0.746	2.884
DESCARTES_FETAL_CEREBRUM_OLIGODENDROCYTES DESCARTES_FETAL_CEREBRUM_OLIGODENDROCYTES	2.682	-1.038	-1.038	-3.028	0.665	2.682	-1.038	-1.038	-0.471	0.665	0.464
DESCARTES_FETAL_HEART_ELF3_AGBL2_POSITIVE_CELLS DESCARTES_FETAL_HEART_ELF3_AGBL2_POSITIVE_CELLS	2.135	-0.228	-1.157	-1.907	-0.411	1.272	-0.702	-1.157	-1.157	-0.228	3.197
DESCARTES_MAIN_FETAL_RETINAL_PIGMENT_CELLS DESCARTES_MAIN_FETAL_RETINAL_PIGMENT_CELLS	3.537	1.116	-0.548	-2.359	1.116	1.116	-1.347	-0.701	-1.347	0.379	-0.881
DESCARTES_MAIN_FETAL_STELLATE_CELLS DESCARTES_MAIN_FETAL_STELLATE_CELLS	2.039	-0.762	-0.489	-0.489	0.478	1.641	-1.712	-1.712	0.702	-1.152	0.972
FAN_EMBRYONIC_CTX_ASTROCYTE_2 FAN_EMBRYONIC_CTX_ASTROCYTE_2	2.545	-0.329	-1.935	-0.447	-0.329	-2.369	-0.594	-0.594	0.809	0.809	1.434
