GO	[-6.85 -0.67]	[-0.67 -0.33]	[-0.33 -0.17]	[-0.17 -0.04]	[-0.04 0.00]	[0.00 0.02]	[0.02 0.15]	[0.15 0.32]	[0.32 0.61]	[0.61 1.16]	[1.16 24.36]
DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS	0.469	-0.782	-3.937	-3.937	9.750	2.673	-4.707	-1.534	-0.992	-0.992	4.462
DESCARTES_FETAL_PANCREAS_LYMPHOID_CELLS DESCARTES_FETAL_PANCREAS_LYMPHOID_CELLS	3.887	-0.310	-3.165	-4.560	1.431	0.823	-2.628	-2.628	-0.555	1.006	3.522
DESCARTES_FETAL_KIDNEY_STROMAL_CELLS DESCARTES_FETAL_KIDNEY_STROMAL_CELLS	0.778	-1.384	-1.384	-3.941	6.710	-0.851	-1.093	-1.384	-0.652	-0.258	5.279
DESCARTES_FETAL_INTESTINE_ENS_NEURONS DESCARTES_FETAL_INTESTINE_ENS_NEURONS	-0.409	-0.409	-4.523	-1.143	5.156	-0.543	-1.143	-2.599	-0.409	1.966	3.214
CUI_DEVELOPING_HEART_C4_ENDOTHELIAL_CELL CUI_DEVELOPING_HEART_C4_ENDOTHELIAL_CELL	-0.667	-0.869	-0.370	-1.406	-0.370	-6.069	-0.667	0.457	0.760	1.379	6.640
DESCARTES_FETAL_CEREBELLUM_ASTROCYTES DESCARTES_FETAL_CEREBELLUM_ASTROCYTES	0.505	-0.568	-1.804	-1.182	4.221	2.181	-3.834	-1.804	-1.804	0.986	2.184
DESCARTES_FETAL_PANCREAS_DUCTAL_CELLS DESCARTES_FETAL_PANCREAS_DUCTAL_CELLS	1.714	-0.744	-4.098	-2.072	1.714	1.192	-2.605	-1.276	-0.744	2.329	2.012
DESCARTES_FETAL_STOMACH_SQUAMOUS_EPITHELIAL_CELLS DESCARTES_FETAL_STOMACH_SQUAMOUS_EPITHELIAL_CELLS	1.417	-2.779	0.238	-1.891	1.777	1.777	-1.891	-1.891	-1.302	0.582	2.177
DESCARTES_FETAL_EYE_SKELETAL_MUSCLE_CELLS DESCARTES_FETAL_EYE_SKELETAL_MUSCLE_CELLS	0.946	-0.452	-0.594	-3.902	3.380	0.268	-2.716	-1.221	-0.767	1.589	2.117
TRAVAGLINI_LUNG_PLASMACYTOID_DENDRITIC_CELL TRAVAGLINI_LUNG_PLASMACYTOID_DENDRITIC_CELL	0.380	-1.622	0.261	0.527	-3.486	-1.622	-0.685	0.702	1.395	0.527	2.695
ZHONG_PFC_C1_NEUROD1_POS_EXCITATORY_NEURON ZHONG_PFC_C1_NEUROD1_POS_EXCITATORY_NEURON	0.684	-0.520	-1.077	-0.520	0.371	-1.077	-1.077	-0.241	1.579	-0.241	2.150
DESCARTES_FETAL_SPLEEN_STC2_TLX1_POSITIVE_CELLS DESCARTES_FETAL_SPLEEN_STC2_TLX1_POSITIVE_CELLS	0.578	-0.455	0.187	-0.455	1.148	-0.455	-0.455	-0.455	-0.455	-0.455	2.749
