GO	[-23.88 -0.89]	[-0.89 -0.54]	[-0.54 -0.32]	[-0.32 -0.20]	[-0.20 0.00]	[0.00 0.01]	[0.01 0.28]	[0.28 0.65]	[0.65 1.22]	[1.22 2.26]	[2.26 10.00]
KEGG_SPLICEOSOME KEGG_SPLICEOSOME	0.582	22.770	7.855	-1.010	-0.412	-5.321	-2.662	-2.662	-5.321	-2.662	-4.206
KEGG_RIBOSOME KEGG_RIBOSOME	-1.978	2.290	11.863	0.560	1.920	-3.673	-0.753	-0.753	-1.978	-3.673	-2.696
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	-1.863	1.235	3.074	1.757	1.757	-4.449	4.286	-1.476	-2.329	-1.863	-2.355
KEGG_HUNTINGTONS_DISEASE KEGG_HUNTINGTONS_DISEASE	0.309	3.765	7.659	-1.304	0.531	-2.314	1.197	-0.844	-2.758	-1.928	-2.345
KEGG_OXIDATIVE_PHOSPHORYLATION KEGG_OXIDATIVE_PHOSPHORYLATION	-1.092	4.468	6.944	-0.331	0.522	-0.628	0.273	-0.462	-1.782	-3.473	-3.504
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	3.104	6.692	0.502	-1.703	0.502	-1.703	-0.574	-0.993	-1.703	-0.993	-1.714
KEGG_PARKINSONS_DISEASE KEGG_PARKINSONS_DISEASE	-0.583	5.128	6.652	-0.301	0.301	-1.333	0.301	-1.333	-2.150	-1.702	-2.174
KEGG_CELL_CYCLE KEGG_CELL_CYCLE	-0.950	4.925	1.806	0.474	0.632	-4.057	1.260	-0.525	-2.032	-0.950	-1.259
KEGG_DNA_REPLICATION KEGG_DNA_REPLICATION	-0.234	2.995	5.097	-0.829	0.648	-1.494	-0.453	-0.829	-1.494	-0.829	-1.504
KEGG_NUCLEOTIDE_EXCISION_REPAIR KEGG_NUCLEOTIDE_EXCISION_REPAIR	0.239	2.292	4.716	-1.093	0.686	-1.828	0.239	0.239	-1.828	-1.093	-1.840
KEGG_LYSOSOME KEGG_LYSOSOME	-2.467	-0.343	-1.520	-0.664	0.377	-3.939	1.617	1.098	4.655	0.685	-0.677
KEGG_PYRIMIDINE_METABOLISM KEGG_PYRIMIDINE_METABOLISM	4.328	0.980	2.561	-0.492	0.399	-1.311	0.561	-2.313	-1.750	-0.967	-1.769
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.358	-1.971	-2.874	-0.251	-1.368	-0.251	-1.368	-0.251	0.767	1.696	4.521
KEGG_RNA_DEGRADATION KEGG_RNA_DEGRADATION	0.788	3.207	1.081	1.081	0.543	-1.067	0.347	-0.693	-2.455	-1.612	-2.471
KEGG_RNA_POLYMERASE KEGG_RNA_POLYMERASE	3.845	0.931	2.472	-0.610	0.303	-1.203	-0.610	-0.610	-1.203	-1.203	-1.211
KEGG_ECM_RECEPTOR_INTERACTION KEGG_ECM_RECEPTOR_INTERACTION	0.452	-1.846	-0.962	-1.343	0.301	-0.458	-3.504	0.639	0.452	1.415	4.332
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	-0.990	-0.748	-0.554	-0.748	2.040	-1.287	4.332	1.737	0.447	-0.990	-2.656
KEGG_MTOR_SIGNALING_PATHWAY KEGG_MTOR_SIGNALING_PATHWAY	-0.316	-0.867	2.712	-0.867	-0.535	-0.535	3.825	1.022	-0.535	-1.366	-2.177
KEGG_ERBB_SIGNALING_PATHWAY KEGG_ERBB_SIGNALING_PATHWAY	-0.506	-2.637	0.579	-0.506	0.788	-3.630	1.309	1.965	1.031	0.405	-1.047
KEGG_ENDOCYTOSIS KEGG_ENDOCYTOSIS	-1.571	-0.828	-1.038	-0.383	2.194	-3.831	2.789	-0.285	-0.285	1.670	0.308
KEGG_CHRONIC_MYELOID_LEUKEMIA KEGG_CHRONIC_MYELOID_LEUKEMIA	-0.301	-0.712	0.301	-1.042	1.196	-2.117	1.880	1.519	1.880	-1.493	-2.135
KEGG_CELL_ADHESION_MOLECULES_CAMS KEGG_CELL_ADHESION_MOLECULES_CAMS	0.385	-2.239	-2.239	-0.628	-1.404	0.273	-0.462	0.385	0.273	4.032	2.461
KEGG_HOMOLOGOUS_RECOMBINATION KEGG_HOMOLOGOUS_RECOMBINATION	-0.279	0.608	4.798	-1.161	0.324	-1.161	0.324	0.608	-1.161	-0.580	-1.169
KEGG_ENDOMETRIAL_CANCER KEGG_ENDOMETRIAL_CANCER	-0.535	-0.867	0.287	-2.162	0.478	-2.162	3.825	1.022	0.478	0.478	-0.876
KEGG_PROTEASOME KEGG_PROTEASOME	-0.228	2.148	3.218	0.627	0.390	-0.703	-0.411	-1.912	-0.703	-0.703	-1.924
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	-1.062	-1.802	-2.938	-1.062	-0.584	0.312	0.781	2.817	1.232	1.789	-0.298
KEGG_FOCAL_ADHESION KEGG_FOCAL_ADHESION	-0.449	-2.354	-2.354	-1.657	0.577	-1.373	1.046	2.743	1.237	0.716	0.851
KEGG_CALCIUM_SIGNALING_PATHWAY KEGG_CALCIUM_SIGNALING_PATHWAY	0.596	-1.807	-1.484	-0.459	-0.969	-0.459	-1.206	-0.599	2.945	4.001	0.453
KEGG_JAK_STAT_SIGNALING_PATHWAY KEGG_JAK_STAT_SIGNALING_PATHWAY	-1.310	-2.009	-2.455	-0.472	-0.348	2.845	-0.472	1.400	1.400	1.400	-0.829
