DPM1	0.885327006212705
SCYL3	-0.309622508120557
C1orf112	-0.79107779361726
NFYA	0
ANKIB1	0.443834691643909
KRIT1	0.68307730685455
LASP1	0.262739532591921
M6PR	0
RBM5	0
PLXND1	-2.83709063562915
AK2	-0.113795218274787
CD38	0.0858378429768462
KDM1A	1.2267491736353
RBM6	-1.23534373624778
RECQL	0
VPS50	0.714762251063393
CDC27	0
UPF1	0
SKAP2	0.255757429367136
CREBBP	0
TSPOAP1	0
GCFC2	-1.56371870175158
KMT2E	0
IBTK	0.32693568943522
MYCBP2	0
ITGAL	0
ZFX	0
LAMP2	0
AP2B1	0
PHTF2	0
FARP2	0
DBF4	-1.66586562572208
IFRD1	0
COX10	0
VPS41	0.15836920064367
ADIPOR2	0
PAFAH1B1	-1.12227444002117
KIAA0100	0
ST7L	0.695788345951756
LUC7L	0
DNAJC11	-0.00677349856886855
PSMB1	0.636035274606823
JARID2	0.112872279704352
CDK11A	0
SPAG9	-0.544002804073955
MGST1	0
PKD1	0
HEATR5B	0.13034516947229
SEC62	0
RPS20	0
CSDE1	0.208733967813816
UBE3C	0
TRAF3IP3	1.79640998028072
VTA1	0.10801569518792
BAZ1B	0
RANBP9	0
ZNF207	0
NCAPD2	0
IFFO1	-3.2493803113687
BTK	-0.856395144524965
SCMH1	-0.0865734540303374
MRC2	3.07634781049592
AKAP8L	-0.0407106187481492
UTP18	-0.491422471196024
RNF216	-3.30215756944349
PTBP1	0
LARS2	-1.28684282055749
PIK3C2A	0
ANLN	0
RABGAP1	0
PPP5C	-1.34037339182226
MAP4K3	1.15539096490278
ELOVL5	0.384738640936308
MAP4K5	-0.0190003524979701
CLK1	0
DDX11	0
TACC3	0
UFL1	3.68153421494006
ZC3H3	0
MDH1	-1.24120634826343
SLC30A9	-0.270267387194041
MATR3	-0.537443513305157
RGPD5	0
NUDCD3	0
ATP2C1	0.991995339289051
RALBP1	0.699847107348407
AGPS	-0.184386988534057
TTC27	-1.59655851178897
ADGRA2	3.32499238379802
MNAT1	0
