GO	[-5.99 -0.73]	[-0.73 -0.33]	[-0.33 -0.15]	[-0.15 -0.05]	[-0.05 0.00]	[0.00 0.01]	[0.01 0.10]	[0.10 0.21]	[0.21 0.36]	[0.36 0.75]	[0.75 6.04]
FAN_EMBRYONIC_CTX_MICROGLIA_1 FAN_EMBRYONIC_CTX_MICROGLIA_1	-5.223	-3.562	-3.562	0.475	-1.986	-5.223	1.379	10.210	10.210	0.955	-5.219
BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS	-4.913	-3.593	0.636	13.459	3.490	-5.748	4.557	0.945	-2.192	-4.204	-3.590
FAN_OVARY_CL12_T_LYMPHOCYTE_NK_CELL_2 FAN_OVARY_CL12_T_LYMPHOCYTE_NK_CELL_2	-2.599	-3.766	-1.756	0.676	0.676	-5.458	3.938	9.086	1.232	-1.143	-1.422
DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS	4.863	-1.534	-1.534	-5.654	0.755	7.622	-1.877	-3.937	-0.992	0.260	1.565
DESCARTES_FETAL_CEREBELLUM_OLIGODENDROCYTES DESCARTES_FETAL_CEREBELLUM_OLIGODENDROCYTES	3.133	-0.479	0.270	-3.448	1.164	4.929	-3.448	-3.448	-0.909	-1.594	1.719
DESCARTES_FETAL_KIDNEY_STROMAL_CELLS DESCARTES_FETAL_KIDNEY_STROMAL_CELLS	2.875	-0.851	-1.731	-1.731	-1.093	3.992	-2.637	-2.637	-0.258	-0.490	5.279
DESCARTES_FETAL_INTESTINE_ENS_NEURONS DESCARTES_FETAL_INTESTINE_ENS_NEURONS	5.156	-0.906	-0.301	-2.144	0.406	5.156	-3.134	-1.756	-1.424	-0.906	1.028
DESCARTES_FETAL_KIDNEY_METANEPHRIC_CELLS DESCARTES_FETAL_KIDNEY_METANEPHRIC_CELLS	4.418	-0.975	-0.975	-1.909	0.283	4.837	-4.195	-1.234	-1.234	1.227	0.389
TRAVAGLINI_LUNG_NONCLASSICAL_MONOCYTE_CELL TRAVAGLINI_LUNG_NONCLASSICAL_MONOCYTE_CELL	-2.663	-1.250	0.691	0.691	-0.806	-3.743	0.850	-1.010	4.898	2.763	-0.804
DESCARTES_FETAL_CEREBELLUM_ASTROCYTES DESCARTES_FETAL_CEREBELLUM_ASTROCYTES	2.477	-0.568	-0.568	-3.834	0.805	2.791	-2.657	-1.804	0.284	-0.568	2.184
DESCARTES_MAIN_FETAL_BIPOLAR_CELLS DESCARTES_MAIN_FETAL_BIPOLAR_CELLS	1.113	0.301	-1.836	-1.336	2.083	3.810	-3.485	-1.336	-0.957	-0.301	0.858
DESCARTES_MAIN_FETAL_PHOTORECEPTOR_CELLS DESCARTES_MAIN_FETAL_PHOTORECEPTOR_CELLS	2.206	-0.677	-0.940	-0.940	0.279	4.835	-2.995	-1.709	-1.277	-0.324	1.863
DESCARTES_FETAL_EYE_SKELETAL_MUSCLE_CELLS DESCARTES_FETAL_EYE_SKELETAL_MUSCLE_CELLS	1.842	-0.337	-1.853	-1.512	-0.767	2.114	-2.251	-3.260	0.365	1.356	3.041
DESCARTES_FETAL_CEREBELLUM_PURKINJE_NEURONS DESCARTES_FETAL_CEREBELLUM_PURKINJE_NEURONS	1.053	0.419	-0.325	-1.901	1.332	4.158	-1.901	-2.584	-1.901	0.278	0.597
DESCARTES_FETAL_PLACENTA_TROPHOBLAST_GIANT_CELLS DESCARTES_FETAL_PLACENTA_TROPHOBLAST_GIANT_CELLS	0.337	-1.151	-2.098	-0.589	1.420	5.244	-1.563	-2.098	-0.589	0.337	1.422
DESCARTES_MAIN_FETAL_INTESTINAL_EPITHELIAL_CELLS DESCARTES_MAIN_FETAL_INTESTINAL_EPITHELIAL_CELLS	0.737	0.968	-1.077	-2.696	0.539	5.508	-1.477	-1.999	0.376	0.246	-0.537
CUI_DEVELOPING_HEART_TRABECULAR_ATRIAL_CARDIOMYOCYTE CUI_DEVELOPING_HEART_TRABECULAR_ATRIAL_CARDIOMYOCYTE	-3.711	-0.363	1.243	1.944	-1.230	-1.831	1.046	3.120	-0.479	-1.230	0.336
DESCARTES_FETAL_CEREBELLUM_GRANULE_NEURONS DESCARTES_FETAL_CEREBELLUM_GRANULE_NEURONS	0.654	0.654	-1.124	-0.676	1.737	3.900	-1.865	-1.865	-0.392	-1.124	0.226
DESCARTES_FETAL_PANCREAS_DUCTAL_CELLS DESCARTES_FETAL_PANCREAS_DUCTAL_CELLS	1.441	-0.552	-0.983	-2.605	0.321	3.418	-1.635	-1.276	-0.400	-0.552	3.037
DESCARTES_MAIN_FETAL_SQUAMOUS_EPITHELIAL_CELLS DESCARTES_MAIN_FETAL_SQUAMOUS_EPITHELIAL_CELLS	1.192	-0.744	-2.072	-1.276	0.321	3.034	-3.263	-0.744	-0.400	0.968	2.012
