name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
DAC+SB.137.3-x1-0	DAC+SB.137.3-x1-0	0.0769543698852593	0.364009433359879	4.06387474162592	0.0895720110739048	0.928627326905465	1
DAC+SB.137.2-x1-0	DAC+SB.137.2-x1-0	0	0	NA	NA	NA	1
DAC+SB.138.1-x1-0	DAC+SB.138.1-x1-0	8.56484598344249	-0.328368650440136	0.567101845182735	-0.579029416372869	0.562569324622643	0.999886859973333
DAC+SB.138.2-x1-0	DAC+SB.138.2-x1-0	0.230863109655778	1.42821559298769	4.01061662075409	0.356108730412419	0.721759139327687	1
DAC+SB.140.1-x1-0	DAC+SB.140.1-x1-0	0	0	NA	NA	NA	1
DAC+SB.140.2-x1-0	DAC+SB.140.2-x1-0	0.1640669716798	1.07343088604841	3.59394503835245	0.2986776020761	0.765186048349222	1
DAC+SB.140.4-x1-0	DAC+SB.140.4-x1-0	0	0	NA	NA	NA	1
DAC+SB.140.3-x1-0	DAC+SB.140.3-x1-0	2.56574954174624	0.111061890466046	1.06565322664105	0.10421954130061	0.916995126702368	1
DAC+SB.142.1-x1-0	DAC+SB.142.1-x1-0	1.31146781390072	1.29252841506451	1.4700939706507	0.879214826309645	0.379284807020769	1
DAC+SB.145.1-x1-0	DAC+SB.145.1-x1-0	1.35854649244546	1.63879073818092	1.78714830676147	0.916986425793954	0.359149753247684	1
DAC+SB.146.1-x1-0	DAC+SB.146.1-x1-0	0	0	NA	NA	NA	1
DAC+SB.146.3-x1-0	DAC+SB.146.3-x1-0	99.9027253948746	-0.00373549987039478	0.230533037157427	-0.0162037507354916	0.987071843202984	0.999886859973333
DAC+SB.146.4-x1-0	DAC+SB.146.4-x1-0	46.9654069157994	-0.156429929559719	1.2778466165445	-0.122416828071847	0.902568911869551	0.999886859973333
DAC+SB.146.5-x1-0	DAC+SB.146.5-x1-0	7.57026425843308	2.09372345997938	1.66660476405535	1.2562807362225	0.209014203698997	0.999886859973333
DAC+SB.146.2-x1-0	DAC+SB.146.2-x1-0	1.46477408471995	0.345207975836981	1.24434160456709	0.277422192242041	0.781455943168283	1
DAC+SB.147.3-x1-0	DAC+SB.147.3-x1-0	0	0	NA	NA	NA	1
DAC+SB.147.1-x1-0	DAC+SB.147.1-x1-0	4.43316397177911	-0.209516629335009	1.17010369056791	-0.179058173240459	0.857892024076181	0.999886859973333
DAC+SB.147.2-x1-0	DAC+SB.147.2-x1-0	0	0	NA	NA	NA	1
DAC+SB.147.4-x1-0	DAC+SB.147.4-x1-0	0.279148542426907	0.0663935419072189	2.29052793759467	0.0289861305847857	0.976875652137514	1
DAC+SB.149.2-x1-0	DAC+SB.149.2-x1-0	5.16257806449544	-0.424361829139685	0.809420121790919	-0.524278823462831	0.600084623603417	0.999886859973333
DAC+SB.149.1-x1-0	DAC+SB.149.1-x1-0	0.184015444122251	-0.478893557412663	3.5991817160323	-0.133056231998364	0.894148909096196	1
DAC+SB.150.1-x1-0	DAC+SB.150.1-x1-0	4.16927914414176	-0.0240742701238493	2.09932851735349	-0.0114676049626565	0.990850375589712	0.999886859973333
DAC+SB.150.2-x1-0	DAC+SB.150.2-x1-0	0.435563008972702	2.10254318850068	3.99158104202287	0.526744456987184	0.598371058588586	1
DAC+SB.150.3-x1-0	DAC+SB.150.3-x1-0	1.03960378523171	0.261126406929742	2.36386949060212	0.110465661479149	0.912040081337943	1
DAC+SB.155.2-x1-0	DAC+SB.155.2-x1-0	0.261337805383621	1.54914716217712	4.00655348498517	0.386653308880724	0.699012886740451	1
DAC+SB.155.1-x1-0	DAC+SB.155.1-x1-0	0	0	NA	NA	NA	1
DAC+SB.157.1-x1-0	DAC+SB.157.1-x1-0	1.78851732316899	-1.26932546685078	2.07995591030401	-0.610265564074023	0.541685904376406	1
DAC+SB.157.2-x1-0	DAC+SB.157.2-x1-0	0.192035940632367	-0.690531202161137	3.57980000735801	-0.192896586608694	0.84703995832371	1
DAC+SB.158.2-x1-0	DAC+SB.158.2-x1-0	1.75515063491763	-0.716042804326906	1.3135304129838	-0.545128454772777	0.58566517363496	1
DAC+SB.160.1-x1-0	DAC+SB.160.1-x1-0	0.865046604857177	-0.868403223593489	2.38345411417469	-0.364346524830912	0.715599262047484	1
DAC+SB.162.1-x1-0	DAC+SB.162.1-x1-0	0.153908739770519	1.01501601105546	4.02716988020127	0.252042014926059	0.801008588615327	1
DAC+SB.164.1-x1-0	DAC+SB.164.1-x1-0	1.90499163458239	-1.37952085208708	2.76950297438002	-0.498111345193953	0.618405564512877	1
DAC+SB.165.1-x1-0	DAC+SB.165.1-x1-0	0.0769543698852593	0.364009433359879	4.06387474162592	0.0895720110739048	0.928627326905465	1
DAC+SB.166.1-x1-0	DAC+SB.166.1-x1-0	0	0	NA	NA	NA	1
DAC+SB.166.2-x1-0	DAC+SB.166.2-x1-0	0.368030888244502	-0.421155712105371	3.57935132061511	-0.117662580278092	0.906335017373291	1
DAC+SB.167.1-x1-0	DAC+SB.167.1-x1-0	0.937887957654542	-0.893107930270512	1.74185895667214	-0.512732633632297	0.608138358840765	1
DAC+SB.168.1-x1-0	DAC+SB.168.1-x1-0	0	0	NA	NA	NA	1
DAC.22.2-x2-0	DAC.22.2-x2-0	0	0	NA	NA	NA	1
DAC.22.1-x2-0	DAC.22.1-x2-0	0	0	NA	NA	NA	1
DAC+SB.169.2-x1-0	DAC+SB.169.2-x1-0	5.80379870084044	0.241700235899357	0.804259984280372	0.300525005127072	0.763776726058416	0.999886859973333
uc011clv.1-x0-0	uc011clv.1-x0-0	838.232928305758	0.109922369016587	0.102308811410682	1.07441741821574	0.282635639191863	0.999886859973333
uc003jaq.4-x0-0	uc003jaq.4-x0-0	26.4918775608552	0.424245278204086	0.44582098248724	0.951604556244117	0.341297569955533	0.999886859973333
