GO	[-4.32 -0.48]	[-0.48 -0.23]	[-0.23 -0.13]	[-0.13 -0.05]	[-0.05 0.00]	[0.00 0.03]	[0.03 0.11]	[0.11 0.23]	[0.23 0.46]	[0.46 0.97]	[0.97 6.79]
GNF2_FBL GNF2_FBL	-5.922	1.034	10.423	15.103	1.254	-3.139	-0.802	-2.556	-4.734	-5.922	-4.747
MORF_NPM1 MORF_NPM1	-5.244	1.162	6.044	16.947	1.631	-1.619	-0.470	-2.437	-4.322	-6.469	-6.485
MORF_ANP32B MORF_ANP32B	-5.666	2.122	4.007	8.331	2.122	-2.992	4.007	-1.779	-2.992	-7.988	-8.007
GNF2_EIF3S6 GNF2_EIF3S6	-3.725	0.311	4.943	19.219	1.486	-1.793	-1.386	-2.295	-3.725	-4.831	-3.736
MORF_ACTG1 MORF_ACTG1	-5.544	-0.352	7.214	15.629	0.492	-1.128	0.256	-1.444	-2.285	-5.544	-5.557
MORF_TPT1 MORF_TPT1	-4.119	0.259	5.226	19.022	-0.348	-0.986	-1.773	-1.332	-1.773	-4.119	-4.129
GNF2_DAP3 GNF2_DAP3	-4.747	1.036	4.604	14.666	0.630	-1.337	-0.757	-0.757	-4.747	-4.747	-3.659
MORF_G22P1 MORF_G22P1	-3.886	3.454	5.024	6.372	0.970	-2.234	2.162	-1.836	-3.244	-5.600	-6.865
MORF_FBL MORF_FBL	-3.559	3.416	6.091	5.124	1.226	-2.874	1.472	-1.852	-3.559	-5.586	-5.600
GCM_APEX1 GCM_APEX1	-2.046	1.761	7.218	6.085	2.084	-1.571	-0.323	-4.496	-3.419	-4.496	-4.507
MORF_EIF4A2 MORF_EIF4A2	-4.422	0.351	2.682	14.750	1.226	-0.887	0.478	-0.887	-3.559	-3.559	-5.600
GCM_NPM1 GCM_NPM1	-1.216	-0.479	6.000	10.274	2.756	-1.216	-0.669	-2.679	-3.457	-4.538	-4.549
GCM_ACTG1 GCM_ACTG1	-2.326	-0.301	6.955	11.328	1.196	-0.812	-0.430	-2.957	-2.957	-3.764	-4.885
