GO	[-5.24 -0.49]	[-0.49 -0.23]	[-0.23 -0.12]	[-0.12 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.07]	[0.07 0.18]	[0.18 0.35]	[0.35 0.72]	[0.72 7.53]
MIR142_3P MIR142_3P	-1.155	0.486	1.563	-0.327	0.277	-6.011	0.277	1.337	-0.327	0.770	0.369
MIR371A_5P MIR371A_5P	-0.595	1.290	0.591	0.353	-0.345	-5.115	1.088	2.007	-0.595	-1.192	0.350
MIR4436B_5P MIR4436B_5P	-1.015	0.392	2.072	0.523	-2.035	-2.035	1.275	-0.441	2.709	-1.015	-0.598
MIR337_3P MIR337_3P	-0.469	1.360	0.530	0.893	1.631	-3.053	0.388	0.388	0.699	-1.482	-2.422
MIR4768_3P MIR4768_3P	0.624	2.251	0.929	0.387	-0.309	-1.861	0.929	1.302	-1.549	-1.861	-1.558
MIR3675_3P MIR3675_3P	0.942	-0.791	-0.377	1.493	0.363	-3.735	-1.102	0.522	1.201	-0.554	0.519
MIR2115_5P MIR2115_5P	0.978	-1.167	5.025	-0.373	-0.686	-1.487	-0.512	-0.373	-0.903	0.783	-0.376
MIR34B_3P MIR34B_3P	-0.950	0.252	2.647	1.366	-0.702	-3.524	0.512	0.683	-0.507	-0.507	0.250
MIR1913 MIR1913	-3.194	0.987	0.987	0.359	0.359	-2.117	0.483	-0.477	-0.477	2.266	-0.352
MIR6866_3P MIR6866_3P	-0.301	0.301	1.189	2.257	0.301	-2.107	0.301	1.189	-1.486	-1.486	-0.473
MIR136_5P MIR136_5P	-0.357	0.368	1.366	2.647	0.883	-0.702	-1.649	-0.357	-0.950	-2.132	0.508
MIR596 MIR596	0.836	0.836	-0.671	0.264	-0.341	0.836	0.264	-1.284	1.721	-1.284	-1.287
MIR619_5P MIR619_5P	0.427	0.427	0.566	0.566	-1.559	-2.995	-1.559	1.884	0.427	0.914	0.308
MIR484 MIR484	-0.730	0.405	1.025	0.784	-3.610	-0.730	-1.029	0.405	0.784	0.577	0.779
MIR218_1_3P MIR218_1_3P	0.363	-0.791	-0.247	-0.554	-0.554	-1.102	0.942	0.522	3.870	-2.032	-0.249
MIR600 MIR600	-0.320	0.283	0.523	2.380	1.275	-1.296	0.392	-1.015	1.053	-1.632	-1.639
