GO	[-5.78 -0.60]	[-0.60 -0.28]	[-0.28 -0.13]	[-0.13 -0.04]	[-0.04 0.00]	[0.00 0.03]	[0.03 0.12]	[0.12 0.22]	[0.22 0.38]	[0.38 0.74]	[0.74 5.19]
KRAS.KIDNEY_UP.V1_DN KRAS.KIDNEY_UP.V1_DN	1.470	-1.148	-1.850	-0.499	-0.362	0.478	-3.556	-2.872	0.351	2.344	4.644
KRAS.BREAST_UP.V1_UP KRAS.BREAST_UP.V1_UP	1.856	-0.301	-1.985	-0.752	-0.301	3.542	-4.612	-2.462	-0.567	0.895	2.142
NOTCH_DN.V1_DN NOTCH_DN.V1_DN	0.650	0.516	-0.853	-4.544	2.375	0.516	-1.312	-1.599	-1.312	1.837	2.086
BMI1_DN_MEL18_DN.V1_UP BMI1_DN_MEL18_DN.V1_UP	0.780	0.471	-2.645	-1.388	-0.258	-0.653	-3.953	0.471	0.349	1.411	4.001
KRAS.LUNG.BREAST_UP.V1_UP KRAS.LUNG.BREAST_UP.V1_UP	2.079	0.392	-1.636	-1.636	0.855	1.056	-1.018	-3.808	-0.785	0.392	3.058
ATF2_S_UP.V1_DN ATF2_S_UP.V1_DN	3.869	0.277	-1.118	-3.956	-0.716	-0.561	-1.371	0.609	0.481	-0.326	2.549
MEL18_DN.V1_UP MEL18_DN.V1_UP	0.855	-0.785	-1.299	-2.040	-0.595	-0.442	-2.040	2.389	-1.018	1.791	3.058
KRAS.AMP.LUNG_UP.V1_UP KRAS.AMP.LUNG_UP.V1_UP	1.823	-0.310	-0.430	-1.612	-0.581	2.429	-1.612	-3.069	-0.581	0.403	2.751
P53_DN.V2_UP P53_DN.V2_UP	2.129	0.727	-0.905	-2.737	-0.528	0.907	-2.235	-1.156	-0.391	0.434	3.095
PTEN_DN.V2_UP PTEN_DN.V2_UP	-0.418	0.712	-0.752	-2.462	-0.301	0.712	-0.752	-1.587	-0.752	0.712	5.697
EGFR_UP.V1_UP EGFR_UP.V1_UP	-1.227	0.666	-0.998	-1.227	-1.227	-1.493	-0.998	0.532	0.532	2.645	3.935
BMI1_DN.V1_UP BMI1_DN.V1_UP	0.584	0.329	-1.433	-1.136	-1.433	-0.275	-2.207	-0.275	-0.381	2.804	3.508
KRAS.LUNG_UP.V1_UP KRAS.LUNG_UP.V1_UP	1.102	-0.418	-1.985	-0.979	1.102	0.552	-2.462	-1.255	-0.567	1.331	2.794
LEF1_UP.V1_UP LEF1_UP.V1_UP	1.545	-0.517	0.301	-0.661	0.301	-0.398	-3.608	-2.201	0.301	1.545	2.562
IL21_UP.V1_DN IL21_UP.V1_DN	2.308	0.285	-0.702	-0.885	0.770	1.121	-1.980	-1.643	-1.643	-0.318	2.584
PTEN_DN.V1_DN PTEN_DN.V1_DN	2.098	-1.064	0.516	-0.853	-0.525	1.595	-1.312	-0.853	-1.599	-0.525	2.966
ESC_V6.5_UP_EARLY.V1_DN ESC_V6.5_UP_EARLY.V1_DN	1.237	-0.708	-0.409	0.301	-0.908	-2.151	-1.146	-0.543	0.678	0.301	4.340
SNF5_DN.V1_DN SNF5_DN.V1_DN	1.359	0.601	0.464	-2.019	0.601	-0.358	-1.641	-1.321	-1.321	0.759	2.432
ESC_J1_UP_LATE.V1_UP ESC_J1_UP_LATE.V1_UP	1.346	0.293	-0.688	-1.621	-0.411	-0.309	-1.621	-0.869	-0.688	1.809	2.927
KRAS.DF.V1_UP KRAS.DF.V1_UP	-0.981	0.680	0.427	-0.278	-2.127	-0.981	-0.981	1.398	1.398	-0.981	2.106
