GO	[-20.07 -0.89]	[-0.89 -0.37]	[-0.37 -0.18]	[-0.18 -0.05]	[-0.05 0.00]	[0.00 0.04]	[0.04 0.19]	[0.19 0.43]	[0.43 0.72]	[0.72 1.23]	[1.23 22.12]
RBM10_HEK293_Plass RBM10_HEK293_Plass	-0.584	-0.452	3.081	1.689	-0.742	0.351	1.056	0.580	-3.407	0.351	-3.401
CF_Im59_HEK293_Plass CF_Im59_HEK293_Plass	-0.634	0.531	2.627	1.821	-1.223	0.415	1.165	-0.634	-4.138	0.415	-1.483
CPSF1_HEK293_POSTAR_Piranha_0.01 CPSF1_HEK293_POSTAR_Piranha_0.01	-0.634	-0.813	4.349	1.077	-2.332	-0.813	1.753	-0.634	-0.269	-0.486	-0.810
EIF3B_HEK293T_POSTAR_PARalyzer EIF3B_HEK293T_POSTAR_PARalyzer	-1.112	-1.112	0.263	4.684	-1.633	-1.112	-0.447	1.417	1.029	0.263	-0.722
AGO2_HEK293_Plass AGO2_HEK293_Plass	-0.350	0.986	1.688	2.580	-2.117	-2.607	0.359	0.359	-1.074	-0.350	-0.348
NOP58_HEK293_POSTAR_PAR-CLIP NOP58_HEK293_POSTAR_PAR-CLIP	-2.414	-1.900	-0.332	1.112	-1.482	-0.645	2.244	1.358	0.530	0.530	0.273
NOP58_HEK293_POSTAR_PARalyzer NOP58_HEK293_POSTAR_PARalyzer	-2.351	-1.844	-0.311	0.937	-1.432	-0.613	2.327	1.418	0.561	0.561	-0.310
NCBP2_HepG2_POSTAR_eCLIP NCBP2_HepG2_POSTAR_eCLIP	1.648	-1.023	0.731	0.563	-0.424	-3.334	-0.581	0.563	-1.322	0.301	1.941
CF_Im68_HEK293_Plass CF_Im68_HEK293_Plass	-1.878	0.317	2.725	0.832	-0.821	-0.382	0.677	0.419	-1.878	1.410	-1.546
CPSF4_HEK293_POSTAR_Piranha_0.01 CPSF4_HEK293_POSTAR_Piranha_0.01	-0.828	-0.828	2.390	0.646	-1.492	-0.453	0.380	-1.492	0.380	1.390	-0.233
GPKOW_K562_POSTAR_eCLIP GPKOW_K562_POSTAR_eCLIP	-0.672	0.496	0.623	3.124	-1.549	-1.279	0.496	1.985	-1.279	-0.843	-0.525
EIF3B_HEK293T_POSTAR_Piranha_0.01 EIF3B_HEK293T_POSTAR_Piranha_0.01	1.132	-1.855	-0.566	2.232	-0.860	-1.271	0.604	-0.566	0.846	-0.860	0.849
SUB1_HepG2_POSTAR_eCLIP SUB1_HepG2_POSTAR_eCLIP	-0.395	-1.646	0.535	0.836	-1.081	-2.001	1.432	0.676	-1.341	1.668	0.679
YTHDF2_HeLa_POSTAR_Piranha_0.01 YTHDF2_HeLa_POSTAR_Piranha_0.01	-0.712	0.463	1.900	0.721	-1.929	-2.292	1.047	-0.562	-0.334	-0.562	1.446
