gene_name	log2FoldChange
DNAJC25	-0.840010133282895
SLC2A3	2.27273093818975
PSD	3.23352818166092
CTDP1	-1.11064711421868
YBX3	0.0683334820959373
STYK1	0.356523880636504
WNK1	2.05575169033031
RPS17P5	0
CCAR1	0.285739886809331
OGFR	0.842140982904697
GNA15	-2.42777917550193
CREB3L3	-1.03673414923387
PIGV	0.175956712041928
PTPRU	-2.02683372401473
SNRNP40	-1.82525750022771
RIMBP2	4.56716522950536
COL11A1	-1.03674616043701
QSER1	-0.902159153394555
MPC1	-0.105641732717558
ACAA1	0.894224032581421
BCAT1	-0.0480323597551035
HDAC7	3.55554000107363
LZTS1	-0.587657198050574
PRDM6	-1.03673369550271
WNT8A	0
SPAG4	-3.95553064858581
NCKAP1	3.37182203731118
MRPS35	-0.531509597132729
GUCY1B1	0.0853788359016748
SFSWAP	-0.434683515824639
TNK2	0.754191648169116
MON2	1.25581103163314
CDH3	0.335880532341705
ARSF	-0.39136201296195
GPBP1	-1.10252633516998
DGAT2	2.46313807087477
ZNF112	4.06264932952258
CS	-0.454794579629031
LTK	-1.03673480062837
MRPS24	-2.03882970301262
ELMO2	3.88711050912714
WAPL	0.48386798909589
VMP1	1.06054105961427
APPBP2	1.59208110227906
POLD1	-0.154424589982514
SEZ6	-1.03676621510243
EIF4B	-0.492411007083477
SLC6A16	1.27067478998645
BICRA	-1.43239711414498
SPHK2	-0.51495939229532
RPL18	-1.4438656837015
CA11	2.71491597229993
ISOC2	-2.90131634589205
U2AF2	-0.334670003118792
EPN1	-0.104265487338802
MED29	0.204787071629243
AHRR	1.80717571858969
GSC2	0
ZNF275	-0.387179811676956
MTMR1	0.946028292732413
GPC1	1.51433729828325
ADCK1	-0.692290670847712
HAGH	1.64912062249919
RNF4	0.241520306733032
CASP8	0.913560456600107
LIMCH1	-5.88409810615248
INTS13	-1.57756637896001
TM7SF3	0.105759084977892
DLX3	10.6056064568101
SPA17	1.33970653451958
TSPAN32	1.19609181430818
CCN5	-0.260432805062494
DMRT3	0
ST3GAL6	0.985539672049577
ATP2C2	-4.19634575946142
NGFR	-2.38458745919567
CDON	0.0188872595723837
TAF2	0.670307572926235
HIPK2	1.79783443219032
TNPO3	-0.456076244972235
BORCS8-MEF2B	-1.29605526001952
RFXANK	-0.812559248009523
TMEM161A	-1.78860528832415
LPAR2	0.4006370601109
CTSA	0.491956517536053
SUGP2	-1.76147695685018
SLC12A2	-2.88944378243471
SNX24	2.15108599951123
EYA2	0
CNN2	-0.872523381353601
ABCA7	0.630109925601168
SNCAIP	-1.67642050761643
DDX20	0.569376428442524
BTBD1	2.66091583744405
FAR2	0.692004533007688
BCAS1	0.684267930284604
POU1F1	0
CHI3L2	4.30744248538592
SBNO2	-0.133148427917178
PMS1	-1.26357149408544
HMG20B	0.924685543324445
CALCRL	-2.12381673602541
TAF11	-0.692146571053017
ANKS1A	0.0248378179305099
AP3D1	1.24923420540359
ZNF76	-1.90126527698531
SLC9A3R2	3.06349916389963
NTHL1	0.730080941837546
UHRF1BP1	-0.232368860443704
GNAI3	0.726453681053888
IPO5	-2.11025101104448
OAT	-0.565128180747575
WDR3	-1.96109518898222
PKN2	-0.590666495154084
WDR18	-1.40909652367438
TRAM2	1.18605047556831
NTN1	-0.100591348977212
GLP2R	0
MCM10	-3.65255773493507
DGKA	1.42720394493039
ERBB3	-3.50281684472107
ROPN1	1.28787009582357
ANKRD44	3.12661141129746
KARS1	-1.84008486043127
ADAT1	1.29143893290296
PDIA5	-2.82274421137013
TBC1D22B	1.23984150597785
NDUFB4	-0.987922296323374
SPEN	-0.0542510949248558
MYLK	1.56623941870374
ZC3H15	-1.31571477370462
MAP2K4	-0.846076759214604
PACC1	-1.16923675417436
SNAP91	3.30844392996501
SLK	1.40665939489656
CYB5R4	1.43596450960818
COL17A1	-8.45252903516277
GSTO2	1.38336967935169
SEC61A2	-1.60115371735575
PRKCQ	-2.25779987839243
TLE2	-1.59821664300931
ASB1	1.49447680074813
FAM107B	-0.846898980824055
ME1	0.654294671709333
TBC1D1	1.08643218235826
CDK13	0.662687104873751
MTHFD2	-0.214553501581402
SLC9A7	3.12451949069369
FOXJ2	0.574697805978249
YBX1	-1.58854962589287
PDE4A	2.90353830783335
PPP2R5A	-0.654212172230931
CTNNA2	0
ELAVL1	0.206678244276099
TIE1	6.30229810330436
DIP2B	0.451908990209423
SMARCD1	0.00606617658847945
KDM4A	-0.688944831218328
NFYC	1.08799886938189
ZMYND12	2.04949464580135
SLC9A3	1.98309383454318
NGEF	-1.03674089995573
ASPM	-3.57236958516968
CD84	3.2253559548198
ELOVL1	1.99491379383304
SPI1	0.460981300235414
ZNRD1	-1.58690437419872
MPPED2	-7.70048423466898
CLDN18	2.45434380194043
ZBTB11	-0.149725183797188
ATXN3	0.106267845495715
GOLGA5	1.66877138252267
FGFR2	-0.44366797141914
LRRC40	-0.351229896612244
ISOC1	1.48925069453343
EML1	0.278990668629705
TRMT11	-0.662870999184927
THUMPD1	-0.539763149733013
MSANTD3	0.124736827723035
KIF26A	0
ATG2B	1.11801029895051
ARFGEF1	-0.498578751347337
ACSM2B	-0.836558097481288
ZFAT	0.358949070489207
MTFR1	0.351455630529246
STAG3	-0.791315896706646
