gene_name	log2FoldChange
GALR2	0
RESP18	0
IGIP	1.19374858731706
TSKU	1.36108780580297
FXYD6P3	0
CMC4	0.319105294032319
ANXA2	4.97143637114801
SEPHS1P1	-1.03675281556597
RGS6	-1.59233215374546
HOXB4	-3.06160702879929
SLC35D3	0
PAQR7	-1.25275805632606
PAPPA	-5.49573067968259
MAFA	3.72096531741818
NGRN	0.14179885270623
GRID1	3.90787371734019
RPS17	-1.76297616650726
AC239585.1	-1.03675871803936
HCAR2	4.34229785486801
OR2T29	0
CCDC87	0.571531091108742
GSTA5	2.42804368508201
C1orf116	-0.884408776318621
TMEM198B	2.20147399949238
MAGEB17	0
CRIP2	4.08187784912594
DDX28	0.666123053452834
FUNDC2P2	0
KRTAP13-2	0
FAM230E	-1.03673653277137
ACBD3	0.67291379938228
C16orf72	1.1515517848433
PLCXD3	0
RRP7BP	-2.43086694917928
VMO1	0.687331298758813
OR4F15	1.18483231573795
ALG12	-0.417454631456029
LCK	-1.19773629216768
GALNT9	-3.47081837250864
COL18A1	-1.11866458067816
RBM10	-0.909539097105798
PRKCZ-AS1	-0.161183731855661
ADGRG3	-0.852259449235812
AC007685.1	0
GLUD2	-3.37547683101336
TMEM95	0
TCHHL1	-2.49359831226969
RPL35A	-2.36419417892277
RGS7	-1.92749834948081
SLC25A18	-5.71407404266555
ZNF721	0.301162575379397
TSPEAR-AS2	-1.09622072703672
TCEAL7	0
C11orf54	1.51344056935652
CCDC75P1	0
CEP63	-1.0342903051947
WFDC10B	0
SRPRA	0.726064196612932
OTOP3	-1.03673690891575
EWSR1	-0.239115496158865
ODF3L1	4.22990560063399
HMGN4	0.832677756636072
SPATA13	1.91517970539624
GJC1	-1.00644614698492
NPM1P14	0
SOX1	-0.278757217084769
CNOT10	-0.444558456211935
AC135068.1	0
MTA1	-2.09102943762713
ZNF662	-0.271229010941667
CADM1	2.0055667613441
ZNF320	0.839222920634717
C12orf60	-0.136927863209907
PYCR1	-4.86254891386186
NAA38	-1.03798903875441
SPNS2	-2.00218151251367
MCEMP1	1.76847759439664
AP2A2	-0.872330806763908
TPM3P8	0.00208622735354321
SLC8A1	0.588526290783519
OR1G1	0
SLC25A21	-0.43946484147409
OTOP2	0
CYLC1	0
PCP4	3.45460517765007
ABAT	1.89404903857722
SLC25A10	-4.93175597886342
CAMK1D	-0.403754761806375
RGPD6	1.30903680317804
FAM133CP	-3.08589310794869
LYSMD4	0.596419348181696
WBP2NL	0.56910765059045
IGSF5	-3.81481765816167
NKX2-5	-1.03673617438243
AFMID	-2.47244903420792
GAS6	-3.64762324214616
FREM3	0
NEB	2.97032144370697
BEGAIN	-1.40403809001558
GPC6	-1.70187121029206
ARHGEF37	2.56086084853812
FAM43B	0
CSMD1	3.31541862241854
OR2A3P	0
CALHM3	-1.99109342997517
PTGDR2	-1.35351981560887
CEP57L1	-0.205694564876291
RIPPLY3	0.25790065641529
PRORY	-3.39021061098576
ANKRD20A2P	0
GPR19	-1.86590771345003
GJD3	3.80033743651661
AC138356.1	0.295031371771532
RABIF	-0.361275372298476
TMEM119	-0.0520626810354682
FANCF	0.172335749705457
CALN1	0.84692028399722
POM121L1P	0
BX322650.1	1.36600179078092
SMDT1	0.187644414442839
GABRR3	0
C2CD4C	0
CHST6	-0.42267959858487
HSP90AB3P	-7.62107106228126
POTEC	-1.68018324973124
RUVBL2	-2.19499741764708
GDPGP1	1.09502996767436
CTNNA3	1.48531312429171
AL109615.1	-1.03673619418314
WT1-AS	-4.51449350424694
RIMBP3C	-0.201997328110197
PRR36	3.43958319713686
NF1P3	0
LINC01547	2.23183413729554
OR51B4	0
PTTG1IP	1.0591493462335
DDX41	1.84710849489033
ABHD16B	0
OR52E8	0
CCDC60	0
PLGLB1	0.8394319312505
DAZAP2	1.12581779877535
CCBE1	0.498537493457559
SELENOF	1.06690016861025
PRSS40A	-1.12316050245306
RPSAP19	-1.03675287884229
OR5P2	0
FAM9A	0
MAGEA2B	0
TMEM121B	2.14034073922697
AC005037.1	-1.06909562038761
ZNF623	0.765587642850667
OR2T34	0
OR52L1	-3.35548315676806
EPHA10	0.116442844284886
SPDYE4	-0.47989506134664
CCDC125	-0.508456116291861
REC114	0
BOLA2	0.577335804023501
BCOR	0.516856398017462
JRKL	1.12081587398413
CABCOCO1	-5.06410277811007
GBP6	-1.7508987328027
KIAA2026	-0.319406617613311
OVCH2	0
SYNDIG1L	-1.03673529408772
FHL3	0.18075112594519
OR56A4	-0.564531026439153
PMCH	0
TMEM89	0.0813577852267524
C19orf71	-1.08422341545168
CCDC159	-1.13994481092496
RIPK4	-2.49359831226969
LRIT3	3.09945020952558
NPIPA1	-1.33227060001957
SF3A3	-0.228750444584856
ZBTB8OSP1	-2.04893119671669
TFDP3	-1.03676422286736
TRIM61	-1.49956657653679
OR7E38P	-1.43442141151046
GRIN2A	-1.13363049362837
AC138932.1	1.83242432201193
URAD	0
AC009365.1	-1.03674504372164
GTF2H2C	-0.626630442835232
ASB7	0.927514072996079
SH2D7	0
TREX2	-1.71275622962928
GPR132	-1.87535470388582
MX2	0.110139431136661
EP400	0.759108111984348
MEX3B	-0.0575809547075827
PI4KAP2	2.0175484883118
TENT5C	-4.13034510154418
COA5	-1.01880151729007
TDGF1P2	-5.06410277811007
UTP11	-0.969189536597603
PSMG1	-3.74652744835435
PRR14L	0.668651775192045
COL18A1-AS1	-1.03675281556597
KLRC4	-1.03676962261881
ACSM5	-3.64192281812829
C10orf120	0
IZUMO1R	0
AC131971.1	-1.03673690891575
BPIFA4P	0
SERHL2	0.276035027866699
PCBP3	-0.239495211629046
PGPEP1L	-1.03677647974588
SETD3	1.99246274660983
TNFAIP8L3	7.37682821384111
ZNRF3	-1.62496347849928
FBXL7	0
HMGN3P1	0
TANGO2	-1.23940759762687
H3C13	-7.30981646032031
SMG1P5	-0.590427699321677
SFXN4	-2.02597888909519
GKN2	0
FAM167B	-0.100800559832042
MRPL54	-0.902288735454357
ZNF438	0.470885046879517
HMCES	0.921881595753491
CCR3	-0.894744667291282
DGCR6	-2.15995830549952
GOLGA8G	-0.399596780921194
PRR32	1.41173160825796
TP53TG3	0
RP1L1	1.70481130288241
KRTAP8-1	0
C15orf32	0
C11orf88	0.0572702763547987
ZNF530	-0.315898042641428
NDUFB1	-0.238854819547614
MARCHF11	-4.56502561205363
KLHL25	0.350287951999531
TAFA1	0
AC007992.1	-1.03673690891575
TRMT12	0.434199765571728
GUSBP1	-2.1533418058251
PSG9	0
GPR1	0.588562964619069
LINC00518	1.66555204876655
BMP8A	-1.05755320718075
ALYREF	-1.46876817039769
RFLNB	2.74816893030228
EFHC2	5.03274081872988
NOG	-6.68992696857662
MRGPRX2	0
UPP1	2.74650094804998
SLC9B1P1	0
OR4N4	0
IFNL2	0
OPCML	1.0405529596224
TRIM52	0.530159516662189
LHFPL6	-0.0478900950345905
CMTM4	-2.67164731954843
TMEM50A	1.52964319996014
NPBWR1	-1.03673690891575
FIGLA	0
ASCL2	0.865439813086239
TBK1	1.95593103473338
CBX6	-3.07887999525741
MACC1	-0.899906452383671
ACSM2A	1.0079667927167
TBL3	-0.606898195711578
BPY2	0
ACP7	0.247109751411116
KREMEN1	1.86391080796839
TRAIP	-2.06245752267508
CHEK2	-0.676193124677374
FOXL2	0
AIFM3	1.66071806175715
KCTD16	-3.43342495846556
B3GALT5	0.743139073958405
ZNF703	-0.673477819162366
SLC35F3	3.48837535877321
KCTD8	0
DOCK8-AS1	-0.841529184675396
TUBA8	3.67233281559267
ELOA3D	0
NPIPA5	-1.96440436515891
EMILIN3	3.69789477434781
OLFML1	-5.68420591744774
FAM162B	0
RBM12B	-0.0956645674985825
CCR4	0.477136888006581
LIN9	-2.03304408225077
NCF4-AS1	-1.03677577897034
BTBD9	0.758245678688012
NUDT14	-0.625681523054983
ANKRD45	-2.28443230544145
MAATS1	-0.700776910931928
PNMA3	1.33014613605061
GPR39	0
FAM3B	-1.03676916422789
ZNF730	0
KIRREL1	3.53993597475157
IQGAP3	0.900952894658808
CNGA2	0
TOB2	-0.975056433996118
SCN5A	7.97093688146339
ARSI	0
UTY	-2.32377209403975
SRARP	-0.00522494030804674
AC138969.1	-1.67103122478299
TTC32	0.365738619495312
LRRC55	2.16177129017713
OR4G2P	0
RPL21P132	0
DNAH2	-2.18206750780634
SH2D1A	0
SDR42E2	-4.41898602669207
DUSP5P1	-4.31808122457044
HTR7P1	1.44372128219554
TRBV21OR9-2	-1.03673619418314
PRKX	0.534132076630912
KMT5A	0.25156675850006
KCNH8	2.59665615000082
SMTN	0.69462091185599
NPW	-3.35951745047081
PP2D1	-1.03677750140586
COA3	0.557752700657063
NPB	-0.993994330148006
MAGEA13P	0
ST6GALNAC3	-6.35195725396534
PTP4A2	1.47128470054091
ACTG1	-1.3444220994646
TMPRSS2	-1.0367317652738
DENND5A	-2.27573643698434
OR2T10	0
DSCR4	0
KRTAP20-2	0
CTAG1B	1.06573328992801
DIABLO	0.019755413725307
OR7E87P	0.576055458133169
VPS33B	-1.04998466433221
TBX1	-1.66380104210902
ADAP2	3.0976526520503
SREBF2-AS1	0.51834305173755
UQCR10	0.433340708000161
FAM120C	0.910679349612276
AC091868.1	0
BRD7P2	-0.0377898162045061
TREML3P	-2.36781645895686
TRIML1	0
EIF3C	-1.3496222320637
RPL11P4	-1.03673690891575
CLDN5	0
AC112229.1	0.957823965701487
NIPSNAP1	0.0908106910050149
RPL7AP28	0
OR4F6	0
CNTN2	-0.0184860384238131
SPRR4	0
LRTOMT	-0.362330739117438
OR10J5	0
KCNQ3	0.243720338915981
ADRA2C	0
NR2C2AP	-1.28921104090961
C1QTNF12	0.341466735459709
CRELD2	-0.864132287491231
OR1D2	-0.626866062567278
SCFD2	0.195447858815148
UBE2F	1.78297919465411
KCNJ12	-2.8524710875722
AC026410.1	-1.03673690891575
GPR173	0.819180621390576
PPP1R2	0.00259575417708848
TSPYL2	1.04886028084646
GOLGA6L4	6.77992782152291
PGP	-0.0397318366560756
C22orf46	0.11914606718867
SNRNP35	0.890661370498261
DGAT2L6	0
IRAK1	-0.881228944480056
CMSS1	-4.7707914069251
OLIG1	0.900269279450099
C11orf72	-0.742188117448444
PCDH9	0.59520350771659
ACOT1	-1.03674597481999
OAF	1.0193168576667
ALDH1A3	0.198545372634074
H2AC20	-6.81735320931301
KCNK12	-1.45532386588202
H2AC21	-4.53199346414429
POU6F1	5.19620301528711
LINC00315	0
DEFB108B	0
TM2D3	0.126071598724093
TSSC4	0.11428894121409
TACSTD2	8.78817893098513
CLECL1	-1.54362462697099
SIX6	-5.06410277811007
DRD5P1	0
PRKD1	-5.66952722157837
CCSER1	2.80693919180328
ZDHHC23	-4.16196159534242
MROH7	0.355057562610675
RPL23AP82	-0.710759382291961
OR51J1	0
S100A7A	-1.03673690891575
SRPK3	-5.09940335387414
GDF3	0
IQCF2	0
SLIT3	1.89243642323448
EFNA5	5.42008521579708
MRGPRE	-1.03673639486838
KRTAP19-1	0
H1-5	-5.86683686389753
SPATA32	-2.01223915554526
PKP3	2.75526649944834
MAP7D2	-3.81999353116473
CSF1	9.22397284990425
COLEC10	-4.51626238861943
ACTRT3	0.0727895756871772
PLA2G6	-0.897544894262276
MAML2	7.2000973296606
UMODL1-AS1	3.29200710948572
PABPC1L2B	0
A3GALT2	-1.03673619418314
OR4N5	-1.03676640049027
SS18L1	0.586940245043992
KCND2	-0.312470933848656
IRS3P	-0.0777219870574487
RPL23AP38	0
TOP1MT	-0.968192009158853
COPB2	0.972287624765062
LRRC19	-1.73363474042884
THAP7	-1.21880318238803
AP001062.1	0.182577958817952
KNTC1	-1.70267176858386
CCR10	-1.03674859876703
NCMAP	-2.15584623647232
BPIFC	0.66566517198725
WDR27	-1.22465699605258
TXNRD2	-1.0973812712605
C1QTNF8	-2.66517300236718
OR56A3	0
FOXO4	1.43940237363675
POU3F2	-1.03675281556597
PTP4A3	5.17224734133612
FOXD4L1	-2.86260937178917
TMEM255B	-0.362695602720551
PROS1	1.50094731177352
GAST	0
NUTM1	-1.79633071516879
HDDC3	-0.988548934596564
BEX5	0
ZFP1	2.18479538254509
PTGER4P2	0.576055458133169
CEND1	-1.03675901786276
C6orf58	0.109924700790366
DHRS7C	0
DUSP8	2.4076812733562
SOCS3	0.815194544743416
SPEM2	-1.03677084814316
SLITRK6	0
AC132216.1	0
PIWIL3	0.275472620460996
LPAR5	-2.66623409717645
XPOT	-0.10175850059822
STING1	-3.30070122771118
PDE4B	-3.73596438665358
TAFA3	8.46431320909814
C14orf180	0
SNN	-0.00527245821651063
FAM167A-AS1	0.538046389643422
KCNH7	2.15309970430098
RPL7P26	-1.03673639486838
NELL2	1.78195612077188
SPDYE12P	0
ZNF840P	0
KRBA2	3.92101552962538
ZNF72P	0
MED12	0.34118733180776
ZNF93	-0.340818050768929
SEPTIN9	1.43380147483929
PRSS55	0.282242201177898
ODF4	0
FOXD4L4	-2.43861728211989
CDCA2	-3.26665075477598
OR7E14P	3.41102021947496
RALYL	-2.22504023652483
AMER1	-1.73437750059468
ZBTB40	-0.366531832448197
H2BC21	-1.13313604154781
CLDN6	-1.03674813115598
OR51M1	0.742888029774216
SEPTIN5	-3.29324208317083
EIF4ENIF1	-1.21817226317605
LRRC26	-0.0392634030335205
SERINC4	-2.71399612088251
RNLS	-0.413312503110541
KRTAP6-1	0
APOBR	3.0639737706556
FAM110C	0
DDX53	0
OR5AQ1P	0
ATL3	-0.550289457892828
NDUFA12	-0.510993932221537
PRSS40B	-1.03675871803936
MGAT4EP	-1.75554400117281
SMIM10	-5.13836957807454
TCTE3	-0.134235064496856
UBE2G2	-0.14191323455519
SATL1	0.0393714910171256
OR4C10P	0
OSBP2	-2.22607062541879
UNC93B5	0
B3GALT5-AS1	-0.0923160911362738
TRARG1	3.18624635254844
PRR23B	0
ZBTB7C	4.54944595197401
APOO	0.935646649863732
PRR16	4.32695826249201
TMED9	0.0701031816302746
CYCSP45	0
DRD1	0
LINC00308	0
TMEM186	-0.647205700791232
SDR42E1	-0.701488655196627
RBM33	0.193655180977738
ARMCX2	0
BTBD6	0.963762078108764
SRY	0
H1-10	-0.693557391616416
RBM43	1.87050689825828
SUMO3	-0.919154501021198
IMMP2L	-3.41112152740973
TCEAL2	3.78652037766911
AMYH02020865.1	-0.0804529884760654
CLCNKB	1.36567474286523
DMRTC1B	0
JAG2	-1.50729879787981
FMNL1	-0.0293350534911766
NUTM2A	-1.80916434125781
PTRHD1	-1.5225993883183
LCN12	0.479240478834081
OR6A2	4.59719603739922
WT1	-1.78131667680037
ZFP90	-0.645090370908988
AQP12A	0
FAM227A	-0.417103813211093
OR6C70	0
MUC6	0.596432059668022
RPL7AP49	0
NOC4L	-1.00051881733459
USP18	3.09189269813688
NDUFA6	-0.479009284314124
CHRM5	-2.52486484601961
SORCS2	-4.17674224908363
TMEM121	4.64440413161782
TMEM106A	-0.0543011954627555
SIVA1	-2.45203074865815
TTTY13	0
BRI3BP	-1.5672537228125
IFNE	0
SLC22A10	0
DGAT1	0.606066013550494
RFX6	-1.03675706378121
ROBO2	0.0231842923021714
AP3M1	1.02313678403345
F8	2.62417587613881
NT5C1B	0
CA13	-0.429766973547199
UBOX5	0.438430839570032
MAFF	2.46398423605497
BRF1	-1.17614205078456
LRRC14B	-3.03690674741158
SLC2A3P2	-0.46152214304145
SEMA4B	0.0689602658174193
ZNF733P	0
MROH2A	-3.83396735514761
SPDYE16	-0.505177894992858
CIB1	0.469852898616601
ANKS1B	1.38293995917989
NELFA	-0.421388845193138
SLC24A3	1.67336229428054
SGCZ	-1.03675798996899
EFCAB10	-1.03676776401219
C5orf47	0.912460109204669
AC000068.1	0.61899637291454
KRT76	3.38954129190906
FLRT2	5.58815631421811
OR7E31P	-4.44574537452481
RPL9P14	-1.03673639486838
INTS5	0.631699795613273
RPS27L	-1.02880069660161
MANEAL	0.197723836461483
ADSS1	-0.422109399703083
ANO9	2.17676155810407
FAF1	-0.441934819182168
MYADML2	0
FAM43A	2.10649454487302
NSMCE3	-0.0386821148178668
HSF1	0.633576574695175
C6orf120	0.986603609631341
PURA	-0.932890123725851
H2BC13	-7.58779451785032
INPP5J	-4.03909533473395
NPY2R	-1.03676331215699
MIXL1	-2.03032194568698
MFSD6L	-0.659620890095346
LRRC37B	-0.455621770400747
DDX51	-1.93377566392652
NOMO2	0.372979222666506
LINC00482	1.70765695418095
AQP12B	0
ZNF479	0
GOLGA8EP	0
LINC00313	0.19726325835332
SIGIRR	-0.818556974566527
NRBP2	1.68220271256177
PRSS57	-9.16652900401012
IFITM2	-1.73955473128016
WASIR1	-2.74159373958967
TNFAIP2	-1.23072655058678
ZNF445	-0.439112294806213
PGBD2	1.34120853240505
GAPDHP24	0
TCEAL9	2.31055145772248
MC2R	0
RAB11B	0.185066920353181
PRMT3	-1.04057742489735
GP1BA	0.00281964064028848
PRPF39	-0.347189571737335
MAGEA11	0
PPIL6	-0.595707184907929
ZNF74	-1.2783337008508
KIAA0825	4.46668743889344
UBALD2	-0.664864482495172
TEX33	0
CDNF	-0.550644349363328
NOTUM	-5.88599920843373
KLHL33	0.017463033791924
RBM11	0.639545370670823
GALNT17	-3.63823149040615
CD24P4	0
ZBTB37	-0.188491942095964
NUPR2	0
IL3RA	-3.99613464502673
SPPL2C	0
AC026785.1	0
CCDC137	-1.66314536307155
SFTPA2	0
RGPD2	3.54244352618899
ARL15	2.94442440749216
C12orf56	3.98866128017678
SCN10A	-4.44570492251037
SSXP4	0
CDK10	-1.42254951948833
AC027601.1	-1.48856535115012
SOCS1	3.22578532150934
TCN2	2.80294445134209
GAS2L1	4.88126736594446
ATP6V0A2	0.341430268536582
PRKN	1.26269273446301
TEDC1	-0.769380344057606
HS6ST3	0
HGS	0.0634616906451994
TNFAIP8L1	1.03848511786676
OR2V1	2.66669567985257
RAD51D	-2.22126660064166
OR7A17	-0.513685328361708
MAPK11	-2.20053661396965
FGF7P2	0
SP140L	0.997078301235737
MRPL30	-0.47822242806959
TARS3	-0.665907144830652
SMYD3	-1.34654338062116
METTL7A	0.988664684891159
LINC00158	-1.03677955369981
IFNLR1	-1.01064924965399
SH3BGR	3.23843895562385
FAM174B	1.08165334136375
FAM47A	0
ZSWIM9	-0.758145075664439
KPNA7	0
TMEM179B	0.387190491308512
GPRIN3	6.53490386922283
KRT6B	0
PARPBP	-2.86075843942849
STAC3	0.842348236076165
ROR1	0.889429288249348
SDHAP1	-0.384797636666388
AC138393.1	0.176657199553049
MUC1	5.11776849759339
FAAP100	-0.311373953463798
IRF7	-0.0835317238384285
L3MBTL1	-0.888377828921493
BRCC3	0.926084714816183
SV2B	0.0592639531228691
FAM131C	-1.03673397986823
LMNTD2	0.148602940405179
SPATA45	0
PDE6G	0.351289472699924
PRKG1	-0.678606395715524
NR2F2	-0.496878290280834
DLK1	3.14677100756409
TLCD2	0.453653915236456
LSAMP	-1.04355673710894
AHNAK2	-0.996856816433641
OLFML2A	-0.919930354879992
SP1	2.2960912989945
SPATA8	0
WASH3P	-0.21517869671787
ACTBP7	0
MRPL40	-0.521442531492652
DBX2	0
INKA1	-1.84662674796562
PDIA2	-1.03677099642303
PCGF3	-0.267877887486877
LMLN	1.12383066874798
P4HB	-1.54446531295749
PSMD13	-0.407727214115259
PBX1	-2.28339605218667
RPL14P6	-0.100800559832042
NDUFA4L2	-1.33209199831403
SHC4	1.77582443765084
FTH1P14	0
KRT79	8.8020255437623
AC034236.1	0
ZFP36L1	4.0736267047588
UBE2L3	-0.326541792294321
NTF3	0
BRWD1	0.0600014070313675
SMIM23	-4.44570492251037
PMEL	-2.88711075224417
SYN3	-0.810833414400222
POU3F1	6.77105467057166
SNAI3	4.55357766122823
ZBTB3	0.0661473324771899
LYG2	-0.0793180083138911
MORN5	0
EP400P1	-1.0545427830356
PRAME	2.02480047590305
C6orf201	0
MYBL1	-4.55929744616453
TTTY8B	0
OR5M5P	0
SMG1P4	-0.9228912911157
MOSMO	0.675876030006369
DRG1	-0.898369459820855
ANKFY1	-0.401765582341875
YTHDF3	1.57267262587017
ZNF696	0.500162021516539
ADARB2	0.900451973336219
NRG3	0
SRL	0.192626076701304
C11orf87	8.36448286141352
IFIT1	1.41283063192241
CXorf38	1.68427214882182
CLDN24	0
KCNQ5	-5.42011699387893
ADAMTSL5	3.53459688087497
KCNIP4	0
SPATA31A6	3.25360042444837
MORF4L1	-0.385862900981621
NLRP9	0
WDR53	1.21186960529672
DMWD	-0.26391687478416
SLC52A2	0.0465045491297393
PIGP	-0.157528630662364
IKZF1	-3.16329872330717
PCYT2	-0.56198319140122
NAT8L	-0.179971150630092
OR6C76	0
NPAP1	-2.34772601988051
BCAP31	2.09168290411812
ARL17A	-3.28011405203082
RPL12P4	-0.625333861341746
HDHD5-AS1	0.0798041861729679
GNB1L	0.167288546380955
AL035411.1	-1.03676934890848
DNAH14	-1.16053147749729
LINC01405	-0.95607804537067
CCDC190	0
EVI2B	2.24436154390205
TMEM210	0
NPIPB4	-1.09827465011011
ZNF829	-1.20697233217005
TMPRSS11B	3.59192922265118
THNSL1	-0.622631971216533
TRIM69	0.721509698520207
ATP6V0C	1.06883947831731
IFITM1	-1.03676946311831
PRSS38	0
LAMP1	0.0468549742707006
FFAR3	-1.03677534140564
TAS2R60	-1.38185542300889
POMK	-0.21145364715452
OR11N1P	-1.03673690891575
LINC00839	-2.79254830828194
C16orf54	0.345310791354314
KLHDC8B	3.41548596157012
KLHL34	0
SETD4	-0.388078786962434
PTCH1	0.752111259070736
RTN4RL1	5.67583419166737
OR4C46	0
CALHM1	6.33339964017267
KRTAP5-5	-5.06410277811007
NKAIN3	0
RNPC3	1.37743019722373
ZNF267	2.15448281312969
IRS2	0.992643298438786
C7orf61	-4.41719310257205
FAM186A	-1.30073275687636
SHOX	-0.861806009329115
LCE3A	0
BICD2	0.68225259344797
LCE3E	0
CCIN	3.10853131022485
TMLHE	0.137644912230952
GRK1	-3.63943704232569
DEFB128	0
SLITRK2	-1.03673619418314
SDHAP3	-0.1504638125742
PLK5	-1.44550259983132
RASA3	0.0669330448229213
LRCH3	0.761524270718955
LEMD1	0
RPS4XP21	-3.08588143792627
ATP4B	0
NDUFA13	0.0836024844295122
ZNF566	-0.648598638862053
AC021092.1	-0.233982501863457
ZNF529	-1.8631616104833
ZNF284	-0.163110749501048
HTR3E	-1.03674710268344
DLEU7	-1.02621419232421
KRT73	3.9106423322892
TAL2	-0.21673741104933
MATN1-AS1	2.88708414748391
AIDA	0.450636183787676
C15orf41	-1.83120684024231
CD300LF	0.23246868508289
ZPBP2	0
AC012085.1	-5.85215774909106
KRT5	-5.85724097682768
KRT18P14	0
NBPF6	0
GSAP	0.246977557354444
HTR3D	0
OR4F5	0
AGBL4	0.16535998110898
ARGFX	-0.409913228837905
CYP2R1	0.0824812291205592
LRRC70	-2.48880109120585
ANKRD46	-0.632932316164553
PIP5K1C	1.09820096774999
OR5D14	0
CYP4F2	-0.0511525308551763
TEX38	0
OR5D18	0
OR9M1P	1.34956111883068
ZBTB6	1.65963678732492
C2orf76	2.29824475108562
TAS2R42	0
POLR3C	0.0151206288524741
PRR30	0.552298324908131
DEFB131A	0
AC013268.1	1.3934751938592
UBL4B	-0.0377997856390241
LILRP1	0
WWOX	-0.407887461096406
CYP4Z1	0
CIDECP1	0.932568075114484
AC245088.1	0
CCDC84	0.880334145826598
BCL9L	1.41810199620572
POLR1D	-0.949264814990775
KIF18B	-2.24887153878376
ZNRF1	-1.54770207612495
FFAR4	1.31237535300887
BPIFB3	0
BPIFB4	0
SAPCD2	-4.31344502397503
EDARADD	-0.609422673545559
SLC51B	4.00887662609906
CYP4F12	2.80898947022416
MTARC1	0.531923917427358
LCE5A	0
SOWAHB	2.42803211040705
BLOC1S4	1.20207533265945
LCE1E	0
ZNF749	-2.16576784731661
KLHL32	1.88451385364728
FAM86MP	0
LINC02610	0.177101435869606
AC091180.1	-1.03673639486838
MRTFB	0.676175441013721
BTLA	2.92951638038441
OR10D4P	0
ZNF17	-0.594900715895417
KDM4D	-2.94424935907042
GPAT2	5.99637002163236
TOR3A	-1.49392972370951
PABPC1L2A	-4.44570492251037
GABRA5	-1.03673153992067
PPP1CC	-0.350715461875082
ZNF555	-0.767523929866875
MST1P2	1.91583970764929
OR10T2	0
NAP1L3	0
CA5BP1	0.223616458886435
PRELID2	1.26326626605736
BACE1	1.54601753274685
RGS9BP	-2.695528674026
AL451165.1	0
TMEM212	0.0643125821548244
SLC36A3	-0.774924623882608
SLC36A2	-0.467039554943591
THBS2	0
RXRA	0.373372267736789
ANKRD37	-4.14695639172749
NUDT17	1.1513125294228
MINAR2	-0.656608682805073
LINC00643	-0.264816652076826
ZNF75D	0.461448172709573
CYP4X1	0
KRT26	-1.03675163366385
KRT10	-0.644153412814663
GOLGA8R	-3.68225414396809
CD300E	2.49945792290746
CCDC30	0.953667244040917
NKRF	-0.513678388281322
GLDN	4.73182615602034
FCAR	-0.123705751657413
KPNA4	0.767589836658608
TRDN	0
OR6P1	-2.49359831226969
KRT3	6.95041869165678
ZNF501	1.34371333095676
ZNF197	0.947396698967839
SPATA12	0.666287442425512
TMPRSS12	1.36359734281952
FAM228A	-2.13417975175134
DEFB132	0
NAP1L2	-5.06410277811007
AQP7P1	0
RPS23	-1.97920489951197
GNG2	0.621882277853791
BTN3A2	0.131093629958349
AKAP14	-0.0377898162045059
PCLO	-1.91728254558335
KLK12	-1.03675752678414
RGS7BP	0
INSIG1	0.853978942501631
ANKRD20A5P	-1.81415139504209
MYT1L	-0.371064187287421
C5orf38	-4.98684338355712
ZNF396	-0.463635172105928
TMEM222	-0.0511632461704867
OR9I2P	0
OR9Q1	0
CLCNKA	4.47696046653465
OR9Q2	1.81683696328999
ARHGAP30	0.767862598159966
SEPTIN10	1.96253117059711
FAM86B1	-3.36714682606991
CYP4F8	-1.8342958363611
CYP4F3	0.43878538996046
SMYD4	-0.72548854672405
CROCCP5	0
DEFB105A	0
FOXD2	-1.03677008040668
GPATCH8	0.206634975280139
CEACAM19	-1.23568891183483
DEFB107A	0
NF2	0.692687859207546
SMIM29	1.12285822569133
DEFB106A	0
SPATC1	-0.292388761136458
UBE2H	-0.397848609132622
MIR22HG	4.18608521584139
DEFB105B	0
HPDL	-6.62406047707076
KTN1-AS1	-1.51067193911919
KATNA1	0.658922001553151
FSD2	0.109234589149806
ARAP1	0.808780295004171
KIF24	-1.05882963876494
PDE2A	3.27119068875799
SPDYE17	1.05449460590376
CARMIL3	9.62268280651273
PRG2	-5.69313854200333
PRR5	-1.68267304631996
ZFP91	-0.178375068067984
C17orf58	0.744119554490094
BCDIN3D	0.609760477419415
MAGEE2	-4.44570492251037
EEF1GP1	-1.43405262019813
AL590240.1	0
CYP27C1	2.17997145752445
LYRM7	-2.23764295274859
DTX2P1	0.0384101133842959
CFAP73	2.506704239894
CCDC73	-0.0171794574124471
MST1L	2.03798512341053
BCR	-1.07399923161609
OR10H1	-0.0802757490436192
MPPED1	-1.90123479601954
TPI1P3	-0.100800559832042
FSCN2	1.46725345636437
FOXI2	-2.46850262216897
SPIN4	-1.1769460731247
ZNF732	0
SPIN2B	-0.697204913892916
SPATA31D3	0
FOXE3	0
HYAL3	-5.3156000635277
KCNK18	0
IFNA10	0
VSIG10L	1.30394991873457
CXCR3	-1.31428057510196
ZNF397	-1.19126280593662
ZSCAN30	1.12018148566699
TPCN1	-2.56411133590579
LILRB4	2.32775598756827
C2orf27B	3.05072061489331
TNFRSF4	-1.1201211511446
KRT17P2	-0.253766870326107
KRT16	0
HEXIM1	1.78327089510341
SELENOV	-1.03675342168297
LCE1A	0
KRT14	-2.4402298017481
TRABD2A	-0.550283567656448
KRTAP17-1	0
PDZD7	-1.99640616772952
POFUT2	1.0530812297675
QRFPR	-3.58954389510766
