GO	[-0.69 -0.10]	[-0.10 -0.07]	[-0.07 -0.04]	[-0.04 -0.03]	[-0.03 -0.01]	[-0.01 0.00]	[0.00 0.02]	[0.02 0.03]	[0.03 0.06]	[0.06 0.09]	[0.09 0.97]
MORF_RFC4 MORF_RFC4	4.044	0.397	-0.814	-0.320	-0.448	-1.065	-1.744	-0.814	-1.065	-0.814	4.433
GCM_CSNK2B GCM_CSNK2B	3.293	0.674	-0.268	0.489	-0.404	-3.825	2.085	-0.589	-0.589	-0.834	-1.167
GNF2_RRM2 GNF2_RRM2	0.573	1.881	-0.299	-1.202	-1.202	-1.202	-0.299	-0.610	-0.610	-0.299	3.813
GCM_NPM1 GCM_NPM1	1.726	1.434	-0.668	0.545	-0.479	-3.456	2.044	-0.479	0.545	-1.598	-0.924
GCM_APEX1 GCM_APEX1	2.481	0.981	0.420	-0.451	-1.168	-3.380	1.800	-1.544	0.420	-0.634	0.284
MORF_G22P1 MORF_G22P1	5.331	0.882	-0.874	-0.518	0.560	-0.874	0.882	-1.714	-0.518	-1.386	-0.530
MORF_TERF1 MORF_TERF1	2.360	0.652	-1.785	-0.527	0.652	-0.527	-1.212	0.441	0.441	-2.657	1.196
GNF2_MLF1 GNF2_MLF1	-3.408	-0.633	3.488	-0.277	1.181	0.327	-0.911	0.327	0.485	-0.277	-0.923
MORF_EIF4A2 MORF_EIF4A2	3.929	1.280	-0.641	-0.341	-0.850	-3.487	-0.341	-0.341	0.663	-0.850	0.365
GNF2_APEX1 GNF2_APEX1	4.499	-0.427	-0.277	-0.427	-0.277	-0.911	-0.277	-2.440	0.485	-1.282	1.166
MORF_CTBP1 MORF_CTBP1	2.233	-0.309	-1.166	0.520	1.012	-0.556	-0.309	-2.179	-0.419	-2.179	2.501
GNF2_DEK GNF2_DEK	2.483	0.416	-0.364	0.246	-1.467	-0.364	-1.467	-1.467	0.639	-0.949	2.462
GNF2_HMMR GNF2_HMMR	0.647	1.864	-0.453	-0.828	-0.828	-1.492	-0.453	-0.234	-0.828	-0.453	3.608
GNF2_SMC2L1 GNF2_SMC2L1	1.936	1.359	-0.911	-0.911	-0.911	-0.911	0.217	0.217	-0.911	0.217	1.349
MORF_PPP2CA MORF_PPP2CA	4.030	-0.365	-0.510	-0.510	-0.694	-0.365	-1.211	-0.925	-0.694	-0.694	3.171
GNF2_CDC2 GNF2_CDC2	1.682	1.275	-0.702	-1.158	-0.411	-1.908	-0.702	-0.228	-0.702	-0.228	2.629
MORF_DNMT1 MORF_DNMT1	2.577	0.312	-0.601	-1.122	-0.830	-0.830	-0.830	-0.290	-0.424	-0.830	4.239
GNF2_BUB1 GNF2_BUB1	-0.787	2.273	0.279	-0.787	-0.324	-0.324	-0.324	-0.787	-0.324	-0.787	3.009
MORF_SMC1L1 MORF_SMC1L1	4.109	-0.600	0.912	-0.949	-1.467	0.246	-0.364	-0.949	-0.949	-0.364	1.223
GNF2_CDC20 GNF2_CDC20	1.086	1.934	-0.599	-1.742	-0.335	-1.024	-0.335	0.269	-1.024	-0.599	2.421
GCM_PSME1 GCM_PSME1	2.347	0.540	0.540	-0.843	-0.382	-3.283	1.283	-0.843	0.368	-0.843	0.361
GNF2_CENPF GNF2_CENPF	1.323	1.323	-0.676	-1.124	-0.676	-1.866	-0.392	0.226	-0.676	0.226	2.711
MORF_PRKDC MORF_PRKDC	0.841	-0.676	-0.292	-0.863	-1.346	-1.346	-0.395	-0.521	0.537	-0.292	5.415
MORF_HAT1 MORF_HAT1	3.245	-0.447	0.275	-0.594	-0.328	-0.995	-0.995	-0.776	-1.259	-0.328	3.206
GCM_PFN1 GCM_PFN1	3.602	0.850	-0.256	-0.755	0.352	-1.991	0.850	-0.451	-0.451	-0.755	-0.763
MODULE_183 MODULE_183	3.318	-0.811	-0.329	-0.527	-0.811	-0.527	0.441	-1.785	-0.527	-0.329	2.338
MORF_MSH2 MORF_MSH2	1.767	0.477	2.211	0.287	-0.534	-0.534	-0.865	-2.157	0.477	-1.363	0.282
MORF_LCAT MORF_LCAT	-1.614	-2.581	2.386	0.996	-0.272	-0.272	0.332	-0.272	1.479	-0.272	-1.274
GCM_HBP1 GCM_HBP1	3.851	-0.811	-0.527	-0.811	-0.811	-1.212	-0.329	0.275	-0.811	1.936	0.434
GNF2_CENPE GNF2_CENPE	0.608	1.966	-1.160	-1.160	-0.279	-1.160	-0.279	0.324	-0.579	-0.279	1.953
GNF2_ST13 GNF2_ST13	2.103	1.007	-0.470	1.329	-0.738	-1.678	1.329	-0.470	-0.470	-1.123	-1.134
MODULE_105 MODULE_105	1.573	2.073	-0.869	0.505	1.350	-1.082	-0.869	-0.869	-0.869	-1.958	0.938
GNF2_DENR GNF2_DENR	0.370	-0.729	-0.431	-1.192	-0.241	-0.431	-0.241	-1.192	1.228	-0.729	4.306
GNF2_CCNA2 GNF2_CCNA2	1.140	0.816	-0.471	-1.260	-0.471	-1.260	-0.270	-0.270	-1.260	-0.270	3.481
MODULE_253 MODULE_253	2.731	-0.378	-0.870	-0.378	0.527	-0.870	0.236	0.527	-0.870	-0.870	0.924
MORF_MYL3 MORF_MYL3	-0.910	0.561	1.735	-0.389	-0.606	1.066	-2.824	-0.910	1.066	-0.389	0.553
GCM_ACTG1 GCM_ACTG1	2.131	0.454	-0.405	0.454	0.323	-2.886	1.520	-1.764	0.323	-0.774	0.315
GNF2_NPM1 GNF2_NPM1	3.094	0.820	0.239	0.239	-1.893	0.583	-0.374	-1.303	-0.374	-1.303	0.574
