GO	[-5.99 -0.58]	[-0.58 -0.26]	[-0.26 -0.13]	[-0.13 -0.04]	[-0.04 0.00]	[0.00 0.03]	[0.03 0.10]	[0.10 0.20]	[0.20 0.34]	[0.34 0.69]	[0.69 6.04]
GTGCCAT_MIR183 GTGCCAT_MIR183	-1.343	0.676	0.535	1.016	0.413	-2.415	1.215	4.198	-2.003	-0.522	-1.994
AAGGGAT_MIR188 AAGGGAT_MIR188	-2.181	-0.327	0.276	0.851	0.851	-1.549	4.529	0.428	-0.753	-1.549	-0.325
MIR6768_5P MIR6768_5P	-2.269	0.278	0.597	1.929	-1.318	-4.308	1.465	0.736	0.597	0.474	0.280
MIR4755_3P MIR4755_3P	-0.350	-1.708	0.482	4.049	-1.363	-2.119	-0.478	0.628	-1.074	1.433	0.632
MIR4762_5P MIR4762_5P	0.257	-1.708	0.986	3.277	0.257	-2.119	0.986	-0.638	-0.478	1.199	-2.111
MIR5585_5P MIR5585_5P	0.728	0.310	0.310	2.498	-1.954	-0.959	1.882	-0.292	-1.560	-2.427	0.919
MIR4724_5P MIR4724_5P	-1.927	0.320	0.934	2.217	0.439	-1.536	0.439	0.934	0.934	-2.964	-0.715
MIR4473 MIR4473	-0.731	1.605	0.267	-0.338	-0.505	-0.338	2.314	1.298	-2.622	-1.934	0.269
MIR6800_5P MIR6800_5P	-0.373	-0.373	3.387	0.684	-0.650	-1.091	-0.650	0.430	1.371	-1.824	-0.648
ATACCTC_MIR202 ATACCTC_MIR202	0.577	-0.469	-0.354	1.975	-0.608	-2.180	1.266	1.720	-2.180	-1.212	0.582
MIR550B_2_5P MIR550B_2_5P	-0.756	-0.256	1.566	-0.756	-1.226	-0.256	-0.756	2.002	-1.990	1.180	0.573
MIR7975 MIR7975	-1.783	-0.354	2.897	2.354	-0.354	-0.354	0.254	-0.625	0.254	-1.057	-0.622
MIR2054 MIR2054	0.602	0.755	0.468	-0.783	-0.993	-3.940	-0.608	1.120	1.563	0.927	-0.604
MIR4284 MIR4284	-0.369	1.083	1.915	-1.677	-0.720	-2.776	0.860	1.083	-0.522	-0.522	0.499
MIR6814_5P MIR6814_5P	-0.262	-0.537	0.838	3.740	-0.992	-0.537	-0.738	0.838	-2.196	0.646	-0.734
MIR34C_3P MIR34C_3P	-1.784	0.440	0.651	0.907	-0.329	-0.329	-0.527	2.351	0.907	-1.212	-1.779
MIR3146 MIR3146	1.096	-2.073	0.317	-0.492	-0.810	0.317	1.877	1.462	-0.285	-0.492	-1.290
MIR4494 MIR4494	-1.006	-0.399	-0.399	-0.399	-0.645	0.845	1.504	2.341	-2.364	0.379	-0.397
MIR181A_2_3P MIR181A_2_3P	-0.774	1.008	0.453	1.512	2.119	-2.258	-0.281	-0.774	0.322	-0.281	-1.754
