GO	[-6.34 -0.66]	[-0.66 -0.29]	[-0.29 -0.15]	[-0.15 -0.04]	[-0.04 0.00]	[0.00 0.01]	[0.01 0.11]	[0.11 0.27]	[0.27 0.53]	[0.53 1.06]	[1.06 6.87]
BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS	-4.204	-0.301	9.006	18.629	-0.517	-2.598	-0.301	-1.260	-3.062	-4.204	-3.590
RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS	-6.245	-0.647	2.725	21.117	-0.285	-5.262	0.419	-0.502	-1.269	-2.255	-1.875
FAN_EMBRYONIC_CTX_MICROGLIA_1 FAN_EMBRYONIC_CTX_MICROGLIA_1	-6.444	-3.562	0.259	0.614	-0.806	-3.562	2.468	7.980	5.530	-0.470	-6.440
FAN_OVARY_CL0_XBP1_SELK_HIGH_STROMAL_CELL FAN_OVARY_CL0_XBP1_SELK_HIGH_STROMAL_CELL	-5.943	-0.340	2.622	14.808	0.496	-3.869	0.496	0.265	-1.054	-3.160	-2.574
RUBENSTEIN_SKELETAL_MUSCLE_B_CELLS RUBENSTEIN_SKELETAL_MUSCLE_B_CELLS	-3.646	-1.466	2.569	15.987	-0.761	-4.317	0.737	0.463	-0.345	-1.784	-3.069
DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS	2.673	0.260	-3.937	-3.937	1.331	11.490	-3.937	-1.241	-3.292	0.260	0.756
BUSSLINGER_GASTRIC_PPP1R1B_POSITIVE_CELLS BUSSLINGER_GASTRIC_PPP1R1B_POSITIVE_CELLS	-2.446	-1.508	4.120	14.246	-0.343	-1.164	-0.661	-3.087	-3.087	-0.482	-0.481
MANNO_MIDBRAIN_NEUROTYPES_BASAL MANNO_MIDBRAIN_NEUROTYPES_BASAL	-3.277	-0.842	1.597	11.523	0.367	-1.198	1.597	-0.577	-1.198	-3.277	-3.275
AIZARANI_LIVER_C21_STELLATE_CELLS_1 AIZARANI_LIVER_C21_STELLATE_CELLS_1	0.301	-0.398	-3.593	-1.529	-1.028	-4.913	-2.192	-1.028	2.558	5.752	6.624
LAKE_ADULT_KIDNEY_C7_PROXIMAL_TUBULE_EPITHELIAL_CELLS_S3 LAKE_ADULT_KIDNEY_C7_PROXIMAL_TUBULE_EPITHELIAL_CELLS_S3	-1.872	-5.610	5.484	9.228	-0.687	-1.872	-0.512	-1.487	-0.903	0.612	-0.511
DESCARTES_FETAL_ADRENAL_STROMAL_CELLS DESCARTES_FETAL_ADRENAL_STROMAL_CELLS	1.203	0.500	-5.145	-1.566	0.377	8.147	-3.494	-3.494	-0.594	0.377	2.240
DESCARTES_FETAL_ADRENAL_SYMPATHOBLASTS DESCARTES_FETAL_ADRENAL_SYMPATHOBLASTS	2.774	-0.582	-4.817	-3.714	1.219	3.990	-0.792	-2.913	-2.288	0.775	2.417
ZHONG_PFC_C2_UNKNOWN_NPC ZHONG_PFC_C2_UNKNOWN_NPC	-1.580	-3.153	-1.580	-0.523	-0.523	-2.216	1.088	1.725	9.664	0.412	-1.579
AIZARANI_LIVER_C25_KUPFFER_CELLS_4 AIZARANI_LIVER_C25_KUPFFER_CELLS_4	-3.549	-0.909	-0.909	0.498	-1.714	-7.238	1.359	0.632	1.834	2.997	2.101
