GO	[-6.38 -0.50]	[-0.50 -0.23]	[-0.23 -0.12]	[-0.12 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.07]	[0.07 0.17]	[0.17 0.35]	[0.35 0.74]	[0.74 7.26]
TAATGTG_MIR323 TAATGTG_MIR323	-0.556	1.209	1.431	2.515	0.518	-5.501	1.209	0.395	-0.556	-2.172	-1.440
MIR520F_3P MIR520F_3P	-0.334	1.048	0.722	1.236	0.722	-6.925	-0.712	1.663	0.359	-0.889	-0.707
MIR302A_5P MIR302A_5P	-0.634	1.166	1.587	0.415	-1.489	-3.534	1.166	2.930	-0.800	-0.996	-0.629
MIR9898 MIR9898	1.112	1.846	-0.416	-0.416	1.112	0.362	-1.572	-0.416	1.112	-1.572	-2.401
MIR2115_5P MIR2115_5P	1.195	-0.903	4.573	-0.512	-1.873	-1.488	0.782	-0.374	-0.903	0.611	-0.509
MIR1_5P MIR1_5P	0.289	-0.473	0.289	4.236	-0.313	-1.869	-1.364	1.082	0.831	-0.982	-0.978
MIR337_3P MIR337_3P	-0.333	0.530	1.629	0.388	1.925	-2.415	0.388	0.892	-0.333	-1.483	-2.408
MIR4768_3P MIR4768_3P	0.766	1.513	1.513	0.293	-0.309	-1.862	0.293	1.987	-1.045	-1.280	-2.210
MIR488_3P MIR488_3P	1.345	0.309	-1.012	2.594	1.345	-1.242	-0.647	0.405	-2.574	-1.012	0.523
MIR5699_5P MIR5699_5P	0.356	-0.720	3.800	1.915	-0.720	-1.677	-0.720	-0.971	-0.369	0.664	-0.716
MIR6771_3P MIR6771_3P	-0.313	1.025	1.580	-0.313	-2.232	-1.681	0.426	1.580	1.025	-1.253	-0.915
MIR4700_3P MIR4700_3P	0.897	-1.382	0.359	0.897	1.137	-0.752	-0.250	2.764	-1.382	-1.829	-0.748
MIR877_3P MIR877_3P	-0.437	0.876	-1.337	3.012	-1.337	-0.889	-0.712	0.270	2.426	-0.889	-0.331
MIR10398_5P MIR10398_5P	1.639	-1.172	-0.820	1.998	-1.644	-1.172	1.025	1.025	0.243	-0.820	-0.366
MIR5088_3P MIR5088_3P	0.769	0.321	-4.100	0.445	-0.282	-0.744	0.594	-0.552	1.714	0.968	-0.740
MIR34B_3P MIR34B_3P	-1.262	0.368	2.645	1.364	0.683	-2.741	-0.703	0.368	-0.508	-0.508	0.253
