GO	[-6.20 -0.49]	[-0.49 -0.23]	[-0.23 -0.12]	[-0.12 -0.04]	[-0.04 0.00]	[0.00 0.00]	[0.00 0.07]	[0.07 0.17]	[0.17 0.35]	[0.35 0.73]	[0.73 7.26]
GSE29618_MONOCYTE_VS_MDC_UP GSE29618_MONOCYTE_VS_MDC_UP	-4.631	-1.114	-1.114	-3.940	-1.114	-7.740	-0.431	1.996	3.844	4.977	4.568
GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP	-3.438	-0.756	-1.168	-3.438	-1.426	-7.866	-0.596	1.908	6.495	4.064	2.725
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP	1.485	-0.692	-1.402	-3.731	-0.398	4.794	-3.102	-2.570	-1.731	-0.888	11.481
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN	-4.071	-1.446	-0.608	-0.770	-1.186	-7.907	-1.446	3.007	5.161	3.007	2.400
GSE10325_BCELL_VS_MYELOID_DN GSE10325_BCELL_VS_MYELOID_DN	-2.517	-2.118	-0.621	-1.770	-0.370	-7.949	-0.978	1.187	6.369	2.106	3.607
GSE6269_E_COLI_VS_STREP_PNEUMO_INF_PBMC_DN GSE6269_E_COLI_VS_STREP_PNEUMO_INF_PBMC_DN	-2.012	-2.976	-1.317	-0.822	-2.455	-5.262	0.600	0.463	2.432	3.812	6.378
GSE11057_PBMC_VS_MEM_CD4_TCELL_UP GSE11057_PBMC_VS_MEM_CD4_TCELL_UP	-0.285	-0.285	-2.255	-1.877	-1.550	-4.456	-2.690	0.420	3.718	2.431	6.092
GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP	3.205	-1.346	-4.596	-3.315	-0.882	5.032	-0.700	-1.346	-1.637	2.026	2.571
GSE10325_CD4_TCELL_VS_MYELOID_DN GSE10325_CD4_TCELL_VS_MYELOID_DN	-2.860	-0.441	-2.411	-0.913	-0.334	-6.483	-0.334	1.966	1.966	3.454	2.221
GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_UP GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_UP	-0.633	-3.004	-0.799	-0.994	-0.994	-4.138	-1.222	1.369	6.751	1.369	2.334
GSE13485_DAY1_VS_DAY7_YF17D_VACCINE_PBMC_UP GSE13485_DAY1_VS_DAY7_YF17D_VACCINE_PBMC_UP	1.459	-0.580	-4.194	-3.460	1.018	4.421	-0.435	-1.543	-2.341	0.514	2.905
GSE6674_UNSTIM_VS_ANTI_IGM_STIM_BCELL_DN GSE6674_UNSTIM_VS_ANTI_IGM_STIM_BCELL_DN	1.167	-0.760	-1.299	-5.276	-0.291	2.628	-1.299	-2.100	-0.566	1.413	4.179
GSE21360_TERTIARY_VS_QUATERNARY_MEMORY_CD8_TCELL_UP GSE21360_TERTIARY_VS_QUATERNARY_MEMORY_CD8_TCELL_UP	-0.714	-0.431	-0.714	-0.431	-1.659	-7.740	-0.898	1.745	1.996	1.996	2.536
GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_UP GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_UP	1.538	-0.659	-3.593	-1.259	-1.837	-0.516	-1.837	-1.259	0.946	4.191	4.544
GSE13485_DAY1_VS_DAY3_YF17D_VACCINE_PBMC_UP GSE13485_DAY1_VS_DAY3_YF17D_VACCINE_PBMC_UP	1.406	-0.607	-3.528	-2.397	0.488	4.723	-2.397	-1.275	-0.790	0.630	3.162
GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_DN GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_DN	-0.646	-1.241	-0.505	-1.011	-1.815	-4.171	-1.241	0.309	3.880	3.536	3.193
GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_DN GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_DN	1.711	-1.543	-1.234	-1.543	-0.435	6.687	-0.974	-1.543	-1.543	-0.758	3.620
