GO	[-23.89 -0.90]	[-0.90 -0.57]	[-0.57 -0.34]	[-0.34 -0.21]	[-0.21 -0.01]	[-0.01 0.05]	[0.05 0.33]	[0.33 0.72]	[0.72 1.25]	[1.25 2.30]	[2.30 9.13]
MODULE_76 MODULE_76	-0.891	-2.409	-1.257	-2.409	-2.409	1.212	-1.257	-0.891	-0.616	1.863	13.838
MODULE_183 MODULE_183	0.627	6.877	4.322	-0.548	0.877	-1.825	-0.548	-1.825	-2.703	-2.703	-2.684
MODULE_292 MODULE_292	-0.386	-0.927	-1.911	-1.195	-1.911	0.596	-4.509	-0.528	0.765	4.548	5.523
MODULE_244 MODULE_244	1.495	2.248	2.835	0.468	3.487	-2.039	-0.444	-0.921	-1.696	-3.406	-3.964
MODULE_152 MODULE_152	1.790	3.154	3.551	-0.526	0.628	-0.714	0.341	-0.378	-2.556	-4.042	-4.009
MODULE_324 MODULE_324	1.024	-2.849	-1.830	-1.132	-2.849	0.255	-1.830	0.491	0.644	3.470	4.344
MODULE_382 MODULE_382	-0.581	-1.162	-1.162	-0.280	-1.162	7.549	-0.581	-1.162	-0.280	1.433	-0.276
MODULE_68 MODULE_68	-1.079	-1.079	-0.521	1.089	-0.521	7.047	-1.079	-1.079	-0.521	0.684	-0.516
MODULE_91 MODULE_91	-0.250	0.614	4.193	1.791	0.614	-0.862	-0.250	-1.536	-1.536	-1.536	-1.525
MODULE_96 MODULE_96	0.359	-1.536	-1.536	-0.250	-0.862	1.334	-1.536	-1.536	0.614	1.334	2.905
MODULE_61 MODULE_61	4.642	2.855	0.782	-0.493	-0.811	-0.493	-0.811	-1.297	-1.297	-0.493	-1.285
MODULE_182 MODULE_182	-1.777	0.948	2.491	-0.508	1.787	-2.342	2.125	-0.508	0.258	-1.777	-1.318
MODULE_568 MODULE_568	-2.114	-0.302	0.301	-3.037	0.908	0.462	0.908	3.153	0.908	-1.042	-1.476
MODULE_239 MODULE_239	-0.344	-0.344	0.872	-0.664	2.215	-2.459	2.215	1.603	-0.344	-1.516	-3.075
MODULE_36 MODULE_36	-1.151	0.405	1.465	-0.302	3.237	-2.160	0.677	0.405	-0.546	0.405	-3.122
MODULE_71 MODULE_71	2.597	-0.406	-0.912	-0.912	-0.912	1.934	0.490	0.490	-0.912	-0.912	0.219
MODULE_329 MODULE_329	-0.301	-2.119	-0.839	-0.301	-0.301	0.498	-0.301	-2.119	1.822	0.301	2.800
MODULE_337 MODULE_337	1.550	1.934	0.651	0.907	0.907	-0.813	-0.813	-0.330	-1.215	-1.789	-1.773
MODULE_404 MODULE_404	0.371	-1.079	-1.079	-0.241	-0.241	5.150	-0.241	-0.521	-0.521	0.371	-0.516
MODULE_29 MODULE_29	-1.162	0.978	2.568	0.607	0.607	-0.581	0.323	-0.280	-0.581	-1.162	-1.154
MODULE_331 MODULE_331	1.122	3.497	0.428	0.276	0.620	-0.507	-0.328	-1.095	-1.095	-0.507	-2.169
MODULE_159 MODULE_159	0.338	1.520	1.863	0.702	0.702	-1.746	0.702	-0.891	-1.257	-0.891	-1.242
MODULE_200 MODULE_200	-1.120	-0.551	-1.120	-1.120	-0.551	0.346	0.644	0.346	0.346	0.644	2.698
MODULE_178 MODULE_178	-0.705	-0.705	-0.705	1.207	-0.273	0.331	-0.705	-0.705	0.331	2.543	0.335
