GO	[-25.09 -0.59]	[-0.59 -0.26]	[-0.26 -0.12]	[-0.12 -0.03]	[-0.03 0.00]	[0.00 0.01]	[0.01 0.09]	[0.09 0.18]	[0.18 0.34]	[0.34 0.67]	[0.67 7.04]
chr21q22 chr21q22	-0.479	0.564	-0.479	-0.621	1.943	10.813	-4.386	-0.363	-1.508	-1.230	-1.506
chr11q12 chr11q12	-0.462	-1.168	-2.069	-1.168	1.906	8.882	-1.725	-0.596	0.447	0.568	-1.424
chrXq27 chrXq27	0.928	-1.201	-0.610	-0.610	3.825	2.461	-1.201	-0.610	-0.610	-1.201	-0.299
chr11q11 chr11q11	-0.176	-0.538	-0.538	-0.538	2.370	4.274	-0.538	-0.538	-0.538	-0.538	-0.538
chr1q44 chr1q44	0.876	-0.344	-0.835	0.422	1.503	3.749	0.262	-0.835	-2.695	-0.835	-1.240
chr22q13 chr22q13	0.736	1.076	2.510	0.270	-2.411	-3.972	0.270	0.270	1.272	-0.914	-0.334
chr8p23 chr8p23	0.604	0.405	-1.271	0.847	1.826	2.232	-2.737	-1.271	0.250	-0.566	-0.858
chr9p21 chr9p21	-0.837	-0.513	-1.328	-0.837	1.818	4.513	-0.301	-0.301	-0.513	-1.328	0.499
MT MT	-0.538	-0.538	-0.538	-0.176	-0.176	-0.176	5.410	0.477	-0.538	-0.538	-0.538
chr17q25 chr17q25	1.086	-0.417	1.714	-0.317	-0.685	-3.119	-1.570	1.714	0.751	0.751	-1.295
chr6p22 chr6p22	-1.535	-1.535	-1.926	0.934	1.637	-1.209	-0.283	2.216	0.746	0.746	-0.538
chr4q13 chr4q13	0.764	-0.626	-0.251	-1.362	1.682	2.066	-0.626	-1.362	-1.962	1.030	-0.251
chr21p11 chr21p11	1.382	-0.373	-0.373	-0.373	0.240	0.240	-0.373	-0.373	-0.373	-0.373	2.230
