GO	[-5.99 -0.54]	[-0.54 -0.24]	[-0.24 -0.12]	[-0.12 -0.03]	[-0.03 0.00]	[0.00 0.04]	[0.04 0.11]	[0.11 0.21]	[0.21 0.35]	[0.35 0.72]	[0.72 4.24]
MODULE_152 MODULE_152	-3.210	-1.593	0.472	0.809	1.017	0.809	1.507	1.790	1.017	-1.593	-5.140
MODULE_92 MODULE_92	1.307	-0.716	-1.181	-3.383	2.096	0.554	-2.779	-1.845	0.421	0.309	4.688
MODULE_29 MODULE_29	-1.162	-1.162	1.964	4.780	0.978	-1.162	-0.280	-1.162	0.323	-1.162	-1.154
MODULE_323 MODULE_323	-1.646	-2.494	0.519	0.519	-0.274	-0.453	1.743	4.212	0.330	-0.716	-2.477
MODULE_183 MODULE_183	-1.825	-0.548	0.422	1.505	0.627	1.505	1.170	1.170	-0.837	-2.703	-2.684
MODULE_298 MODULE_298	-0.521	-0.521	-1.079	-1.079	3.513	2.150	-1.079	-1.079	-0.521	-0.521	1.592
MODULE_115 MODULE_115	-1.120	0.346	1.032	4.134	-1.120	-0.551	1.032	0.346	-1.120	-1.120	-1.112
MODULE_91 MODULE_91	-1.536	-0.862	0.359	0.359	-0.250	-0.250	4.193	0.940	0.359	-1.536	-1.525
MODULE_329 MODULE_329	0.498	-0.301	-0.514	-0.514	1.822	-0.839	-2.119	-0.514	-2.119	1.822	1.840
MODULE_400 MODULE_400	2.271	-0.325	-0.788	-0.788	0.279	-0.325	-0.788	-0.788	-0.788	-0.325	3.882
MODULE_57 MODULE_57	-2.328	-1.505	1.192	1.554	-0.382	-0.624	-0.624	1.554	1.554	-0.382	-0.969
MODULE_321 MODULE_321	-2.175	-0.976	-0.723	-0.723	-0.976	-0.370	-0.253	1.338	4.747	0.664	0.248
MODULE_277 MODULE_277	-2.286	-0.601	0.415	2.983	-0.366	-0.366	1.604	0.637	0.245	-0.951	-1.457
MODULE_113 MODULE_113	1.253	0.300	0.300	-1.521	1.531	-0.302	-2.581	-1.989	-0.302	0.300	2.197
MODULE_257 MODULE_257	-0.359	-1.056	2.769	0.938	-0.484	-0.828	1.138	0.758	0.463	-1.056	-2.965
MODULE_59 MODULE_59	2.679	0.644	-0.260	-1.120	1.032	-0.551	0.346	-1.120	-1.120	-0.551	0.350
MODULE_292 MODULE_292	0.329	0.329	-1.195	-1.911	-0.706	0.451	-0.927	-0.528	-0.275	1.174	4.167
