GO	[-5.59 -0.42]	[-0.42 -0.22]	[-0.22 -0.12]	[-0.12 -0.04]	[-0.04 0.00]	[0.00 0.03]	[0.03 0.12]	[0.12 0.25]	[0.25 0.46]	[0.46 0.92]	[0.92 6.96]
GO_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY GO_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2.135	-1.048	-2.012	-1.636	-0.822	-0.822	-1.636	-1.317	1.356	2.434	3.790
GO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE GO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	3.247	-1.540	-2.009	-1.540	-0.451	-0.868	-0.868	-0.451	-0.633	3.247	2.454
GO_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE GO_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	2.448	-1.611	-1.611	-1.144	-0.354	-0.354	-0.797	-0.797	0.254	2.880	1.343
GO_POSTSYNAPTIC_DENSITY_MEMBRANE GO_POSTSYNAPTIC_DENSITY_MEMBRANE	3.076	-1.252	-1.739	-1.252	-0.411	-0.411	-0.614	-0.411	-0.614	1.859	1.848
GO_BONE_MINERALIZATION GO_BONE_MINERALIZATION	2.035	-1.594	-1.594	-0.334	-0.909	-2.070	0.271	-0.478	0.930	2.035	1.156
GO_REGULATION_OF_BIOMINERALIZATION GO_REGULATION_OF_BIOMINERALIZATION	2.553	-1.505	-2.732	-0.377	-0.247	-1.505	0.522	-0.377	0.715	1.202	0.517
GO_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN GO_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	3.185	0.302	-0.957	-0.957	0.302	0.821	-0.300	-1.657	1.178	-0.957	-0.552
GO_REGULATION_OF_BONE_MINERALIZATION GO_REGULATION_OF_BONE_MINERALIZATION	2.313	-1.012	-2.071	0.315	-0.454	-1.455	0.481	-1.012	0.689	1.914	0.312
GO_TASTE_RECEPTOR_ACTIVITY GO_TASTE_RECEPTOR_ACTIVITY	2.070	-0.621	-0.621	-0.223	-0.621	0.824	-0.621	-0.621	-0.223	-0.621	2.064
GO_NEUROTRANSMITTER_BINDING GO_NEUROTRANSMITTER_BINDING	2.476	-1.466	-0.948	-0.600	0.246	0.416	-0.948	-0.364	-1.466	1.603	1.226
GO_INTRAMEMBRANE_LIPID_TRANSPORTER_ACTIVITY GO_INTRAMEMBRANE_LIPID_TRANSPORTER_ACTIVITY	2.271	0.279	-0.787	-0.324	-0.324	-0.787	-0.787	-0.324	-0.787	2.271	0.278
GO_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_E_STIMULUS GO_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_E_STIMULUS	2.070	-0.621	-0.621	0.824	-0.621	0.396	-0.621	-0.223	1.386	-0.621	-0.623
