GO	[-6.20 -0.51]	[-0.51 -0.23]	[-0.23 -0.12]	[-0.12 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.09]	[0.09 0.21]	[0.21 0.40]	[0.40 0.82]	[0.82 6.53]
RPS14_DN.V1_UP RPS14_DN.V1_UP	0.553	-0.808	-2.674	-0.635	-3.759	-2.238	-3.759	1.032	2.195	4.942	3.415
HOXA9_DN.V1_UP HOXA9_DN.V1_UP	-1.957	-0.869	-0.537	-1.082	-1.957	-6.390	-0.869	2.069	3.269	3.967	2.051
NOTCH_DN.V1_DN NOTCH_DN.V1_DN	3.060	-0.415	-2.478	-1.698	-0.415	3.060	-4.195	-3.531	0.293	1.624	2.127
PTEN_DN.V1_UP PTEN_DN.V1_UP	3.700	-0.661	-1.578	-2.291	-0.661	4.440	-2.291	-2.730	-0.838	0.665	2.688
KRAS.KIDNEY_UP.V1_UP KRAS.KIDNEY_UP.V1_UP	1.386	-0.395	-1.931	-3.665	-1.539	4.923	-2.403	-1.212	1.150	0.440	2.213
KRAS.LUNG.BREAST_UP.V1_UP KRAS.LUNG.BREAST_UP.V1_UP	1.501	-0.656	-2.839	-2.283	0.362	4.728	-0.656	-2.283	-1.127	0.824	2.053
KRAS.LUNG.BREAST_UP.V1_DN KRAS.LUNG.BREAST_UP.V1_DN	2.814	-0.832	-0.461	-1.770	-0.461	3.571	-1.770	-1.395	0.273	-1.395	2.128
DCA_UP.V1_UP DCA_UP.V1_UP	0.327	-0.649	-1.606	-1.048	-0.276	4.333	-4.056	0.709	-0.375	-0.375	2.261
RAPA_EARLY_UP.V1_UP RAPA_EARLY_UP.V1_UP	2.446	-1.321	-1.051	-0.824	-2.019	1.360	-0.482	-0.824	-1.051	0.347	4.612
P53_DN.V2_UP P53_DN.V2_UP	1.525	-1.637	-1.018	-1.637	0.524	4.244	-1.018	-0.785	-0.785	-0.785	2.374
KRAS.BREAST_UP.V1_UP KRAS.BREAST_UP.V1_UP	0.811	-0.524	-1.588	-0.945	-0.263	4.860	-1.588	-0.711	-0.945	-0.377	2.081
PTEN_DN.V1_DN PTEN_DN.V1_DN	1.031	-0.301	-0.409	-3.780	-0.301	2.264	-0.908	-1.761	-0.543	0.532	2.550
NOTCH_DN.V1_UP NOTCH_DN.V1_UP	2.362	0.277	-1.744	-0.928	-1.429	0.620	-0.733	-1.429	-0.733	1.342	2.957
PRC2_EZH2_UP.V1_UP PRC2_EZH2_UP.V1_UP	0.459	0.583	-0.932	-1.710	0.262	1.062	-2.449	0.352	-1.412	0.459	4.116
LEF1_UP.V1_UP LEF1_UP.V1_UP	1.172	-0.495	-0.801	-3.547	-0.380	1.597	-0.998	0.533	-1.227	0.533	2.627
EGFR_UP.V1_UP EGFR_UP.V1_UP	-0.432	-0.716	-0.900	-0.561	-1.666	-1.118	-0.900	0.371	1.302	2.565	2.544
CTIP_DN.V1_DN CTIP_DN.V1_DN	1.251	-0.945	-1.588	-1.588	1.018	0.629	-1.588	-0.377	0.473	-0.377	2.759
PTEN_DN.V2_UP PTEN_DN.V2_UP	0.301	-0.581	-1.325	-0.779	-0.581	1.656	-1.691	-0.581	-0.301	0.733	3.712
BMI1_DN_MEL18_DN.V1_UP BMI1_DN_MEL18_DN.V1_UP	1.034	0.274	-2.068	-2.554	-0.609	0.837	-0.802	0.274	0.662	0.510	2.030
SNF5_DN.V1_DN SNF5_DN.V1_DN	0.849	0.292	-0.568	-1.889	0.678	2.027	-0.744	-1.217	-1.217	-0.310	2.011
ESC_V6.5_UP_EARLY.V1_DN ESC_V6.5_UP_EARLY.V1_DN	1.095	-0.665	-2.072	-0.275	-0.665	-0.506	-1.689	0.573	0.328	0.900	2.666
