GO	[-33.74 -1.13]	[-1.13 -0.67]	[-0.67 -0.45]	[-0.45 -0.21]	[-0.21 0.00]	[0.00 0.00]	[0.00 0.20]	[0.20 0.48]	[0.48 0.92]	[0.92 2.04]	[2.04 10.35]
MORF_ANP32B MORF_ANP32B	-0.891	8.307	3.694	4.407	4.043	-8.277	0.465	-1.340	-4.359	-8.277	-8.325
MORF_PRKDC MORF_PRKDC	-0.361	7.423	6.054	4.810	1.650	-6.630	-0.772	-1.755	-2.103	-7.940	-7.986
GCM_MLL GCM_MLL	-2.059	5.346	-0.895	2.147	1.877	-7.223	2.740	0.512	0.512	-3.531	-5.992
MORF_TPR MORF_TPR	-2.707	1.878	0.585	2.478	0.585	-4.926	3.159	2.478	-1.135	-1.787	-6.164
GNF2_HPX GNF2_HPX	0.466	-2.342	-0.512	-4.458	-0.687	6.015	-3.593	-0.687	-1.490	0.786	6.989
MODULE_92 MODULE_92	-0.541	-4.099	-0.541	-2.769	-2.769	5.983	-0.402	-1.838	-0.402	1.308	6.412
GNF2_HCK GNF2_HCK	-1.594	-1.594	-1.594	-0.855	-0.855	-3.866	-0.855	0.325	3.229	3.229	4.624
MORF_GSPT1 MORF_GSPT1	-0.270	3.504	2.939	4.112	-0.782	-2.032	-0.782	-1.260	-1.260	-2.032	-2.044
MODULE_298 MODULE_298	-1.077	-1.077	-1.077	-1.077	-0.240	9.200	-1.077	-1.077	-1.077	-0.240	2.139
MORF_CTSB MORF_CTSB	0.481	-3.361	-2.396	-1.371	-0.431	11.443	0.278	-1.117	-0.326	-0.560	1.082
MORF_RAB5A MORF_RAB5A	-1.228	2.696	0.614	1.952	1.623	-3.950	0.614	1.056	-2.201	-0.897	-3.973
GNF2_DDX5 GNF2_DDX5	-2.615	-0.507	0.677	1.598	1.990	-2.615	2.890	0.460	0.288	-1.749	-2.630
MODULE_324 MODULE_324	-1.442	-2.839	-1.442	-1.127	-1.442	2.070	-1.127	0.256	-0.351	3.468	5.144
GNF2_MYL3 GNF2_MYL3	-0.341	-1.285	-1.285	-1.285	-0.671	3.561	-1.285	-1.285	0.264	1.723	2.257
MORF_MAP3K14 MORF_MAP3K14	0.389	-3.060	-0.867	-1.144	-0.332	9.021	-0.645	-0.867	-0.469	-0.332	0.881
GNF2_CDC2 GNF2_CDC2	-1.152	-0.300	-0.489	0.302	0.479	-2.573	3.476	2.045	1.288	-1.714	-2.588
GNF2_MLF1 GNF2_MLF1	0.267	-1.936	-1.030	-1.936	-1.030	6.929	1.027	-1.936	0.785	0.578	-0.344
MODULE_292 MODULE_292	1.176	-2.938	-0.525	-0.703	-1.514	0.598	-1.904	-1.514	0.767	1.678	4.500
MODULE_22 MODULE_22	-0.392	0.226	1.741	5.269	0.410	-1.866	0.226	-0.392	-1.124	-1.124	-1.877
GCM_HMGA2 GCM_HMGA2	-0.925	-0.925	0.354	-1.990	-1.562	7.539	0.487	-0.365	-1.211	0.354	0.818
MODULE_102 MODULE_102	1.615	3.863	0.609	-0.787	0.609	-0.787	-0.787	-0.787	-0.787	-0.787	-0.791
GNF2_DNM1 GNF2_DNM1	0.644	-1.519	0.289	-3.073	0.644	1.472	-0.488	-1.519	-1.065	3.085	0.635
GNF2_EGFR GNF2_EGFR	-0.363	-0.702	-0.702	-1.326	-0.702	5.749	0.480	-0.702	-0.702	-0.702	1.638
MODULE_97 MODULE_97	-0.476	1.002	-0.678	0.280	1.869	-3.000	-0.324	1.550	1.261	-0.476	-3.021
MODULE_404 MODULE_404	0.685	-1.077	-0.520	-1.077	-0.520	4.300	-1.077	-0.520	-0.520	1.581	-0.243
MODULE_545 MODULE_545	-0.828	-0.828	-0.351	-0.351	-0.351	5.538	-0.351	-0.828	-0.828	0.256	0.985
MODULE_29 MODULE_29	-0.579	0.980	0.608	1.966	1.966	-1.160	-0.579	0.324	-1.160	-1.160	-1.167
GCM_AQP4 GCM_AQP4	2.284	0.431	-1.824	-1.824	-0.373	-0.650	0.240	-0.650	-0.650	2.816	0.426
MODULE_148 MODULE_148	-0.538	-0.538	-0.538	-0.176	-0.538	-0.538	-0.538	-0.538	1.604	-0.176	4.264
MODULE_257 MODULE_257	-0.357	0.465	-1.641	0.602	0.348	-5.280	0.760	0.602	1.603	0.760	-0.492
MODULE_316 MODULE_316	-0.263	-2.907	0.343	-1.394	0.520	1.642	-0.961	-0.647	-0.263	1.000	1.625
MODULE_368 MODULE_368	0.304	-0.745	-0.298	-0.745	-0.745	3.188	-0.298	-0.745	-0.745	1.130	0.651
GNF2_IL2RB GNF2_IL2RB	0.655	-1.124	-0.392	0.410	-1.866	-0.392	0.410	-1.124	0.226	0.226	3.887
GCM_DEAF1 GCM_DEAF1	-0.579	-0.279	-1.160	1.434	1.966	-1.160	0.608	0.324	0.608	-0.579	-1.167
MODULE_495 MODULE_495	-0.662	-0.662	0.363	-0.662	-0.247	0.363	-0.662	-0.247	1.293	-0.662	2.687
