ZNF574	-6.79570577516415	0.000160469640257954
ZNF93	-6.78784498230021	1.4382201748319699e-05
KIAA0100	-6.72743172484149	0.000474111416210787
ZNF273	-6.55393340401645	0.0025818996606208396
AC060766.7	-6.532334292212981	0.0017097554057429198
ICAM3	-6.52941883825285	0.0019650976221020603
RAI1	-6.522092798160791	5.05833335519012e-05
RREB1	-6.42648845744832	4.61524226912369e-05
SVIL-AS1	-6.421622267797151	0.00115888811091758
ARMH1	-6.37502481981873	0.00018415092124546298
LRRC37A3	-6.300785794653879	0.000265989999666538
UBXN4	-6.300785794653879	0.00029313023596389
LRRC37A17P	-6.26530121272834	0.000287712289765096
EEF1AKNMT	-6.240275845161411	0.0028688573960695698
MYO1G	-6.210600077015281	3.53164959705811e-07
DYNLL2	-6.14203740557799	0.00016198370111675201
LARP1	-6.12905021005118	0.0030936382191401103
TBC1D24	-6.10702288773289	2.3871969019984e-05
AC093525.2	-6.100318952010701	9.46076437217114e-05
ING1	-6.095824562422861	2.16430378384702e-05
CHPF2	-6.08904487543748	0.00306844897498537
DAG1	-6.05678401321926	0.0012817902728091699
EFHD2	-6.02827852022133	0.0017992377638431601
FUT4	-5.9610053396139095	0.00297862886333922
B4GALT3	-5.95064255257836	0.00258866520867418
NEMF	-5.94279937511734	0.000303928731746672
MASTL	-5.90808293815956	0.00129948860878037
DICER1	-5.8512441663331	0.000132295713722974
GNA12	-5.84354441702199	0.00350022295887986
INKA1	-5.82304589547365	0.00341135852105823
ZNF286B	-5.820082930342999	0.00450979030725851
GAPVD1	-5.817111159802179	0.00251290413475069
AL022069.3	-5.79453683776364	0.0009203393399931369
KAT7	-5.783825182320371	4.04367439821307e-05
PRRC2B	-5.768320995784411	0.0020611565541341897
TECPR1	-5.74300318780012	0.00165683287746865
CEP170	-5.73334127688838	0.000746919782164457
ISCA1	-5.72358510194301	0.000855261483522218
MAML1	-5.72031177659805	2.95835846065851e-05
PLPPR3	-5.710427017365499	0.000284765458247294
UNK	-5.710427017365499	0.000851047416766227
SCAF1	-5.690359454314691	0.000789802038764553
ILF3-DT	-5.680172609007701	0.0012165311025885699
HCFC1	-5.67332326716213	0.000127862787895894
GTF2IP13	-5.6664266879514	3.98029859818294e-05
SPECC1L-ADORA2A	-5.64190707092875	4.5571595782667404e-05
ZNF816	-5.64190707092875	0.000647114428461215
ANO7	-5.6383546693243805	0.00225881500267622
NFKBIA	-5.62040086570778	4.2071736428361e-05
ZEB1	-5.613128106378701	0.0026824995523548898
JMY	-5.60947179502393	8.9113796003959e-05
GLRX5	-5.59471137959247	6.63271630940709e-05
NCOR2	-5.54907608488585	0.00280106236764788
LNPEP	-5.545177444470201	0.00164545476523525
UBR3	-5.53733426700917	0.00017525413560148798
BCLAF1	-5.52942908750206	0.00271156754110757
MFN2	-5.525452939122419	3.91764349571e-05
MDM1	-5.517452896455341	0.0013373131785441301
OXA1L	-5.495116942361621	2.37448619206064e-05
MVB12B	-5.4595855141347895	4.7166448146729296e-05
CBFA2T3	-5.45532111534833	0.00189829481943149
ATRX	-5.45103845355633	0.00235382796779937
SH3KBP1	-5.438079308913831	0.00262024611887945
CDK2	-5.424950017320381	3.9807969699823206e-05
SAMD9	-5.4220088388909105	0.000170053531249326
RRP12	-5.4071717714507495	0.000102958355887312
MPHOSPH9	-5.4071717714507495	0.0011098760032327599
SLMAP	-5.3981627015185705	0.000213279147977308
ZNF451	-5.393627546343	0.00303026586918587
BTG1	-5.38907172980713	0.0012379590188137401
C11orf68	-5.37989735353109	7.54279235831712e-05
ARID4B	-5.37989735353109	0.00010908965046652099
AC118549.1	-5.35894198820345	0.00110968474682072
MORF4L1P1	-5.342334251955441	0.0025225036071854197
XXYLT1	-5.33753807969195	5.41358841382733e-05
REPIN1	-5.32787616879556	4.03070590701468e-07
UBE2K	-5.32300997912904	5.737210842837729e-05
ZNF773	-5.30330490804971	0.00126391297233175
UVRAG	-5.3008142465856	0.00152222827588644
NOP9	-5.29330482471513	0.000560504106736026
AMMECR1L	-5.29330482471513	0.000206310564096368
PRKRIP1	-5.28320372872862	0.0012609714816912401
AC118758.3	-5.26269018889552	0.0031067923982588397
PTGR1	-5.26269018889552	0.000610930088148276
DYNC1LI2	-5.25227342803726	0.000203024452193557
ATG2B	-5.23644196282058	0.00123237731651959
KIF18B	-5.23644196282058	0.00385605293718139
TNFAIP8L2	-5.231108616693559	0.000109133088249225
ZDHHC14	-5.21493575759962	0.0028609248115582
TOP3B	-5.135798437040901	0.000226917481731981
SSU72	-5.129898714913709	0.000458510535989553
GTF2IP20	-5.12396397939389	0.0038659705189154603
ELP5	-5.09986642781483	6.583564936402099e-05
SAYSD1	-5.0937502007974	0.000122860611348696
CNIH4	-5.0814043649751	9.55700004207083e-05
CCDC84-DT	-5.03695260240426	0.00258876989388579
XPO6	-5.03695260240426	0.000392440426983498
ALKBH4	-5.017279836805559	8.519975408094459e-05
AHCTF1	-5.01063529408689	0.0019658443192540603
ACSL3	-5.00394630593609	0.00208332306128423
GSTCD	-5.00058495808173	0.00266036686528726
CPT2	-4.99043258676937	0.000157878372681775
CDC73	-4.99043258676937	0.000133363412534338
SMIM10	-4.99043258676937	0.00102310079303469
TRIM35	-4.97673374241121	0.000707094213243775
CCDC88C	-4.96981329956663	0.000262568631056115
BCOR	-4.96981329956663	0.00222961978551062
ZNF514	-4.966335035038651	6.671209667097329e-05
BCL11A	-4.962844630250539	0.00255101451238904
LINC00294	-4.962844630250539	6.60701361600014e-05
SRSF12	-4.96109484754598	0.00304896080061789
