GO	[-7.99 -0.77]	[-0.77 -0.39]	[-0.39 -0.20]	[-0.20 -0.04]	[-0.04 0.00]	[0.00 0.00]	[0.00 0.13]	[0.13 0.32]	[0.32 0.62]	[0.62 1.15]	[1.15 7.84]
FAN_EMBRYONIC_CTX_MICROGLIA_1 FAN_EMBRYONIC_CTX_MICROGLIA_1	-1.297	16.034	8.516	2.468	-4.304	-6.444	0.259	-1.986	-1.986	-2.946	-6.440
TRAVAGLINI_LUNG_PROLIFERATING_NK_T_CELL TRAVAGLINI_LUNG_PROLIFERATING_NK_T_CELL	0.563	13.987	5.995	1.383	-2.669	-5.318	-0.581	-2.130	-3.334	-3.334	-2.667
BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS	-6.760	-0.829	0.782	5.340	-0.659	-5.748	10.587	2.558	-0.829	-4.913	-1.835
DESCARTES_FETAL_ADRENAL_MYELOID_CELLS DESCARTES_FETAL_ADRENAL_MYELOID_CELLS	-1.010	-2.663	-2.663	-4.421	-1.854	-2.229	-1.529	0.326	1.221	4.504	16.304
ZHONG_PFC_MAJOR_TYPES_NPCS ZHONG_PFC_MAJOR_TYPES_NPCS	-0.320	12.997	6.512	1.052	-2.035	-3.797	-0.441	-1.296	-3.094	-2.516	-3.794
RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS	-4.456	-1.269	-1.027	3.369	0.419	-7.531	12.976	1.200	0.419	-1.878	-1.875
FAN_EMBRYONIC_CTX_BRAIN_MYELOID FAN_EMBRYONIC_CTX_BRAIN_MYELOID	-1.583	-3.028	-1.252	-1.252	-4.600	-5.776	0.551	0.551	4.330	4.762	4.335
GAO_LARGE_INTESTINE_ADULT_CH_MKI67HIGH_CELLS GAO_LARGE_INTESTINE_ADULT_CH_MKI67HIGH_CELLS	1.492	15.663	1.492	-0.451	-1.166	-4.443	-1.166	-0.634	-1.540	-2.603	-2.007
AIZARANI_LIVER_C25_KUPFFER_CELLS_4 AIZARANI_LIVER_C25_KUPFFER_CELLS_4	-1.714	-1.136	-0.718	-0.909	-7.238	-5.969	-0.318	0.785	2.997	4.824	4.829
AIZARANI_LIVER_C2_KUPFFER_CELLS_1 AIZARANI_LIVER_C2_KUPFFER_CELLS_1	-2.733	-2.733	-1.952	-0.904	-3.208	-4.371	-0.342	0.453	5.881	4.314	5.888
DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS	0.755	0.260	-2.278	-4.707	8.658	6.642	-2.278	-1.877	-2.745	-0.607	0.356
DESCARTES_FETAL_HEART_MYELOID_CELLS DESCARTES_FETAL_HEART_MYELOID_CELLS	-0.885	-4.406	-1.845	-2.864	-1.845	-1.463	-0.499	0.477	0.801	3.393	11.851
BUSSLINGER_ESOPHAGEAL_EARLY_SUPRABASAL_CELLS BUSSLINGER_ESOPHAGEAL_EARLY_SUPRABASAL_CELLS	-1.198	5.294	7.816	2.336	-1.675	-2.326	-0.577	-0.842	-1.675	-2.326	-3.275
RUBENSTEIN_SKELETAL_MUSCLE_B_CELLS RUBENSTEIN_SKELETAL_MUSCLE_B_CELLS	-3.646	-1.466	-0.761	0.737	-0.595	-7.364	9.338	2.878	1.086	-0.595	-0.957
FAN_OVARY_CL0_XBP1_SELK_HIGH_STROMAL_CELL FAN_OVARY_CL0_XBP1_SELK_HIGH_STROMAL_CELL	-1.682	1.460	0.644	3.324	-0.623	-5.943	5.406	1.460	-0.817	-2.576	-4.752
TRAVAGLINI_LUNG_NONCLASSICAL_MONOCYTE_CELL TRAVAGLINI_LUNG_NONCLASSICAL_MONOCYTE_CELL	-2.229	-1.854	-1.854	-0.806	-4.421	-4.421	0.326	1.434	2.763	5.731	3.765
DESCARTES_FETAL_MUSCLE_MYELOID_CELLS DESCARTES_FETAL_MUSCLE_MYELOID_CELLS	-1.043	-1.713	-1.713	-1.043	-1.043	-4.213	-2.159	-0.311	0.902	6.954	8.067
DESCARTES_FETAL_THYMUS_ANTIGEN_PRESENTING_CELLS DESCARTES_FETAL_THYMUS_ANTIGEN_PRESENTING_CELLS	0.676	-2.413	-1.646	-2.893	-3.452	-3.452	-0.521	0.676	0.676	5.414	7.255
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_DENDRITIC_CELLS DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_DENDRITIC_CELLS	-1.407	-2.948	-1.077	-0.810	-3.753	-3.753	-0.810	1.191	4.374	2.726	4.844
DESCARTES_FETAL_LUNG_MYELOID_CELLS DESCARTES_FETAL_LUNG_MYELOID_CELLS	-0.436	-2.102	-3.012	-2.102	-0.732	-2.102	-2.524	0.372	1.561	3.996	9.516
HAY_BONE_MARROW_IMMATURE_NEUTROPHIL HAY_BONE_MARROW_IMMATURE_NEUTROPHIL	-2.571	-0.814	-0.646	0.406	-4.171	-8.033	0.963	2.310	2.310	2.891	1.147
DESCARTES_FETAL_PLACENTA_MYELOID_CELLS DESCARTES_FETAL_PLACENTA_MYELOID_CELLS	-1.093	-2.637	-1.731	-1.731	-2.145	-1.093	-1.731	0.470	2.226	2.226	10.627
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MACROPHAGES DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MACROPHAGES	-0.412	-2.400	-2.400	-1.739	-2.400	-1.253	-2.400	0.938	1.517	3.539	6.922
MENON_FETAL_KIDNEY_1_EMBRYONIC_RED_BLOOD_CELLS MENON_FETAL_KIDNEY_1_EMBRYONIC_RED_BLOOD_CELLS	-1.635	-0.282	3.034	2.010	-0.744	-1.635	5.646	1.192	-2.605	-4.098	-2.070
FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE	-3.327	-2.228	-2.228	-0.391	-0.391	-4.950	0.433	4.648	3.833	0.725	1.329
AIZARANI_LIVER_C18_NK_NKT_CELLS_5 AIZARANI_LIVER_C18_NK_NKT_CELLS_5	-0.866	-1.482	-1.900	-0.469	-3.867	-3.052	-0.866	0.698	1.358	5.599	4.639
MANNO_MIDBRAIN_NEUROTYPES_BASAL MANNO_MIDBRAIN_NEUROTYPES_BASAL	-2.326	-1.675	-0.244	3.683	-0.577	-3.277	5.294	2.336	-0.577	-1.198	-1.674
TRAVAGLINI_LUNG_MACROPHAGE_CELL TRAVAGLINI_LUNG_MACROPHAGE_CELL	-2.022	-1.697	-0.610	-0.950	-3.296	-3.296	-0.368	1.350	1.563	6.127	2.867
BUSSLINGER_GASTRIC_PPP1R1B_POSITIVE_CELLS BUSSLINGER_GASTRIC_PPP1R1B_POSITIVE_CELLS	-2.446	-1.928	0.263	4.120	0.263	-1.508	7.665	0.680	-2.446	-1.164	-0.884
DESCARTES_FETAL_ADRENAL_STROMAL_CELLS DESCARTES_FETAL_ADRENAL_STROMAL_CELLS	0.809	-2.369	-0.774	-0.774	0.644	7.106	-2.883	-2.369	-2.369	0.996	2.240
DESCARTES_FETAL_ADRENAL_SYMPATHOBLASTS DESCARTES_FETAL_ADRENAL_SYMPATHOBLASTS	3.157	0.311	-1.787	-2.913	1.767	3.990	-2.913	-1.787	-2.288	-0.291	1.221
DESCARTES_FETAL_KIDNEY_STROMAL_CELLS DESCARTES_FETAL_KIDNEY_STROMAL_CELLS	1.174	-2.145	-1.093	-1.384	1.932	3.601	-3.226	-3.941	-0.851	1.406	2.229
DESCARTES_FETAL_PANCREAS_ACINAR_CELLS DESCARTES_FETAL_PANCREAS_ACINAR_CELLS	0.576	-0.505	-2.621	-1.933	1.605	7.524	-1.420	-0.730	-2.621	-0.730	1.607
DESCARTES_FETAL_ADRENAL_CHROMAFFIN_CELLS DESCARTES_FETAL_ADRENAL_CHROMAFFIN_CELLS	1.767	-0.582	-1.787	-2.913	3.990	3.990	-1.055	-2.913	-1.787	-0.291	0.777
CUI_DEVELOPING_HEART_C9_B_T_CELL CUI_DEVELOPING_HEART_C9_B_T_CELL	-1.030	-1.986	-1.613	-0.348	-1.986	-3.562	0.259	5.989	0.774	2.789	0.957
DESCARTES_FETAL_INTESTINE_CHROMAFFIN_CELLS DESCARTES_FETAL_INTESTINE_CHROMAFFIN_CELLS	0.496	-0.252	-0.720	-1.676	6.243	3.375	-2.163	-0.971	-2.163	-2.163	0.861
DESCARTES_FETAL_KIDNEY_METANEPHRIC_CELLS DESCARTES_FETAL_KIDNEY_METANEPHRIC_CELLS	1.227	0.660	-2.341	-2.852	2.584	5.727	-1.543	-2.341	-1.234	-0.435	0.515
CUI_DEVELOPING_HEART_C7_MAST_CELL CUI_DEVELOPING_HEART_C7_MAST_CELL	-0.621	-0.621	-1.613	-0.806	-3.562	-4.304	0.475	1.884	1.622	1.157	4.256
