GO	[-5.85 -0.55]	[-0.55 -0.28]	[-0.28 -0.14]	[-0.14 -0.03]	[-0.03 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.25]	[0.25 0.51]	[0.51 1.02]	[1.02 24.36]
GOMF_HORMONE_ACTIVITY GOMF_HORMONE_ACTIVITY	2.855	-3.944	-3.122	-3.944	14.097	0.500	-2.477	-2.477	-3.122	0.364	2.501
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	2.229	-0.509	-1.976	-2.863	4.245	-1.063	-2.386	-1.623	-2.386	1.954	4.250
GOMF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY GOMF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	5.208	-0.667	-0.667	-2.172	3.550	-3.259	-2.172	-2.667	0.339	0.598	1.630
GOMF_CARGO_RECEPTOR_ACTIVITY GOMF_CARGO_RECEPTOR_ACTIVITY	2.148	0.620	-1.549	-2.180	-1.549	-2.180	-0.753	-0.753	0.851	1.120	3.485
GOBP_PIRNA_METABOLIC_PROCESS GOBP_PIRNA_METABOLIC_PROCESS	2.400	-0.745	0.304	-0.298	-0.745	-0.745	-0.745	-0.745	1.713	-0.745	1.129
GOBP_MUSCLE_FILAMENT_SLIDING GOBP_MUSCLE_FILAMENT_SLIDING	3.285	-0.525	-1.616	-0.925	0.555	-0.525	-0.283	-0.925	-0.925	1.226	0.859
GOMF_STEROL_TRANSPORTER_ACTIVITY GOMF_STEROL_TRANSPORTER_ACTIVITY	3.869	-0.765	-1.409	-0.407	-0.407	-1.409	0.427	0.427	0.216	0.427	0.216
HP_PULMONARY_CYST HP_PULMONARY_CYST	2.867	-0.828	-0.828	0.566	-0.351	-0.351	0.256	0.991	-0.828	0.256	-0.828
GOMF_BASIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY GOMF_BASIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2.542	0.332	-0.272	0.332	0.332	-0.704	-0.704	-0.704	1.207	-0.704	-0.704
GOBP_THYROID_HORMONE_TRANSPORT GOBP_THYROID_HORMONE_TRANSPORT	2.978	0.211	-0.414	-0.414	1.257	-0.414	-0.414	-0.414	-0.414	0.211	-0.414
