GO	[-15.83 -0.96]	[-0.96 -0.54]	[-0.54 -0.26]	[-0.26 -0.03]	[-0.03 0.00]	[0.00 0.19]	[0.19 0.45]	[0.45 0.58]	[0.58 0.97]	[0.97 2.01]	[2.01 11.56]
BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS	-0.301	12.276	3.831	1.322	-3.062	-0.398	-1.028	-2.598	-1.028	-2.598	-3.059
FAN_EMBRYONIC_CTX_MICROGLIA_1 FAN_EMBRYONIC_CTX_MICROGLIA_1	-3.562	-1.613	0.614	0.614	-2.426	0.259	4.252	0.774	5.989	-0.806	-6.440
DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS	-0.992	-2.278	-2.745	-2.745	4.863	0.355	-2.278	6.175	-2.745	0.469	2.677
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_DENDRITIC_CELLS DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_DENDRITIC_CELLS	-1.407	-0.810	-0.810	-0.597	-4.859	-0.430	0.426	-0.810	2.039	8.651	-0.300
DESCARTES_FETAL_PANCREAS_LYMPHOID_CELLS DESCARTES_FETAL_PANCREAS_LYMPHOID_CELLS	-1.446	-1.446	-1.446	-0.923	3.166	-1.446	-2.171	0.292	-0.555	0.823	8.467
DESCARTES_FETAL_KIDNEY_STROMAL_CELLS DESCARTES_FETAL_KIDNEY_STROMAL_CELLS	-1.093	0.349	-1.384	-3.941	3.601	-0.851	-2.145	2.540	-0.851	0.349	3.232
DESCARTES_FETAL_CEREBELLUM_ASTROCYTES DESCARTES_FETAL_CEREBELLUM_ASTROCYTES	1.406	-1.468	-1.804	-1.804	4.221	-0.737	-2.197	3.122	-1.468	-0.430	1.408
DESCARTES_FETAL_ADRENAL_CHROMAFFIN_CELLS DESCARTES_FETAL_ADRENAL_CHROMAFFIN_CELLS	1.219	-0.792	-1.383	-2.288	6.442	-1.055	-1.787	0.984	-1.787	-0.291	1.482
CUI_DEVELOPING_HEART_C4_ENDOTHELIAL_CELL CUI_DEVELOPING_HEART_C4_ENDOTHELIAL_CELL	-2.173	-0.370	-1.406	-3.260	-1.113	-0.667	-0.667	2.189	1.151	3.939	1.631
DESCARTES_FETAL_LIVER_MEGAKARYOCYTES DESCARTES_FETAL_LIVER_MEGAKARYOCYTES	0.347	-2.012	-1.637	-2.455	-0.358	-0.823	-0.482	-0.823	1.134	4.604	3.087
DESCARTES_FETAL_KIDNEY_METANEPHRIC_CELLS DESCARTES_FETAL_KIDNEY_METANEPHRIC_CELLS	1.017	-1.543	-1.909	-1.543	2.273	-0.319	-2.341	1.982	-1.234	-0.319	3.267
DESCARTES_FETAL_STOMACH_SQUAMOUS_EPITHELIAL_CELLS DESCARTES_FETAL_STOMACH_SQUAMOUS_EPITHELIAL_CELLS	0.388	-0.884	-1.891	-2.779	3.586	-0.884	-1.891	0.818	0.388	0.818	1.419
DESCARTES_FETAL_PANCREAS_ACINAR_CELLS DESCARTES_FETAL_PANCREAS_ACINAR_CELLS	-0.505	-2.621	-0.730	-1.933	5.692	0.576	-1.029	0.404	0.267	-0.730	1.607
