GO	[-10.07 -0.88]	[-0.88 -0.52]	[-0.52 -0.28]	[-0.28 -0.07]	[-0.07 0.00]	[0.00 0.16]	[0.16 0.39]	[0.39 0.58]	[0.58 0.87]	[0.87 1.81]	[1.81 10.90]
MIR4255 MIR4255	-2.443	0.301	-0.534	0.819	-3.487	-1.101	1.193	-0.301	3.420	1.193	-0.402
MIR4436B_5P MIR4436B_5P	-3.096	-0.320	0.676	1.518	-2.517	-1.297	1.783	1.274	0.853	0.523	-1.291
MIR520G_5P MIR520G_5P	0.330	-1.642	0.330	-1.642	-0.273	-0.273	1.368	4.799	-1.093	-1.642	0.332
AAGTCCA_MIR422B_MIR422A AAGTCCA_MIR422B_MIR422A	1.260	-2.036	-1.425	2.809	-0.987	-0.438	1.962	-0.438	-0.276	0.500	-1.420
MIR302D_5P MIR302D_5P	-1.931	-0.563	0.584	1.048	-1.931	1.441	1.901	1.048	0.584	-0.712	-2.698
MIR767_3P MIR767_3P	-2.044	1.748	-0.727	-1.611	-2.044	-0.273	0.788	-0.273	2.048	-0.388	1.478
MIR888_3P MIR888_3P	-0.867	-2.415	0.698	0.388	-0.469	0.272	0.272	0.892	1.358	1.925	-3.046
MIR221_3P MIR221_3P	-1.785	-1.193	-1.785	-0.458	-0.762	0.463	1.289	1.086	2.571	1.289	-0.954
MIR1183 MIR1183	-3.265	-1.277	-0.552	0.321	-0.744	0.594	0.594	3.035	1.192	0.321	-0.548
CCAGGGG_MIR331 CCAGGGG_MIR331	-0.897	-1.651	0.817	0.817	0.441	0.301	-2.921	-0.447	-0.642	2.300	1.057
MIR3191_3P MIR3191_3P	0.873	-0.911	-0.406	-0.911	-0.911	1.357	0.217	2.595	-0.911	0.217	-0.405
MIR222_3P MIR222_3P	-1.716	-1.137	-1.716	-0.426	-0.718	0.382	1.359	0.958	2.681	1.149	-0.904
MIR640 MIR640	0.233	0.397	0.233	0.612	-2.322	1.191	1.552	0.612	-0.382	-2.322	-0.620
MIR4434 MIR4434	-0.878	0.402	-0.405	0.522	-0.878	-2.028	3.775	-1.363	1.642	-0.405	0.303
MIR548B_3P MIR548B_3P	-1.488	0.312	-0.830	1.280	-1.121	-0.291	-0.424	0.805	3.359	0.447	-1.943
MIR3654 MIR3654	-0.702	0.625	0.389	1.272	0.389	-1.158	2.642	-1.158	-0.228	-0.411	-1.903
MIR210_5P MIR210_5P	2.897	-0.977	-0.382	0.397	1.958	-0.382	-0.382	-2.322	0.233	-0.382	-0.620
MIR3144_3P MIR3144_3P	-0.762	-0.489	1.284	-2.572	-0.762	0.301	2.952	0.478	-0.301	0.478	-0.759
AGTCTTA_MIR499 AGTCTTA_MIR499	-1.118	-0.523	1.388	0.412	-3.154	0.412	1.725	0.412	0.265	-1.118	0.602
MIR139_5P MIR139_5P	-0.737	-3.837	0.505	0.986	-1.183	-0.737	0.385	-0.430	0.986	1.645	0.992
MIR4678 MIR4678	-0.971	-1.286	-0.720	-0.369	-0.720	-0.971	0.356	0.664	4.715	1.083	-0.519
MIR4705 MIR4705	-2.016	-0.377	-0.377	-1.585	-1.232	-0.377	1.246	-0.377	2.086	2.086	0.345
MIR1289 MIR1289	0.541	-2.447	-0.434	-1.607	0.784	-0.434	1.075	0.346	-0.260	2.215	-0.689
MIR6807_3P MIR6807_3P	0.380	-0.609	-1.035	0.509	-3.129	-0.609	3.010	0.509	0.660	-0.801	0.839
MIR520E_5P MIR520E_5P	-1.830	-0.958	-0.958	0.493	-0.441	0.630	3.428	-0.441	0.630	1.163	-1.484
GTAGGCA_MIR189 GTAGGCA_MIR189	-1.160	-1.160	0.978	0.978	-1.160	-0.280	1.963	-0.580	0.607	0.324	-0.578
MIR5703 MIR5703	-0.704	0.392	-0.310	0.510	-0.894	-2.053	3.728	-1.384	1.383	-0.415	0.295
MIR1227_3P MIR1227_3P	-0.506	-3.112	0.428	-0.506	-0.506	1.427	0.851	0.851	0.620	0.620	-1.545
CTGTTAC_MIR194 CTGTTAC_MIR194	-2.041	-1.568	-0.323	1.192	-0.323	0.742	0.405	0.280	0.280	2.792	-1.562
MIR6831_3P MIR6831_3P	-1.035	1.112	0.362	0.564	-2.406	0.814	-0.668	-0.247	0.814	1.112	-1.567
MIR194_5P MIR194_5P	-1.079	-1.318	-0.874	0.597	-1.318	1.067	2.747	1.067	0.597	0.368	-1.584
MIR487A_3P MIR487A_3P	-2.434	-2.434	-0.260	0.873	-1.052	0.492	1.109	1.109	0.492	0.873	-0.383
