GO	[-5.46 -0.67]	[-0.67 -0.36]	[-0.36 -0.20]	[-0.20 -0.07]	[-0.07 0.00]	[0.00 0.01]	[0.01 0.12]	[0.12 0.28]	[0.28 0.55]	[0.55 1.06]	[1.06 6.41]
TMTCGCGANR_UNKNOWN TMTCGCGANR_UNKNOWN	-1.536	-0.346	1.336	4.888	1.123	-3.944	2.378	0.356	0.356	-3.298	-3.969
KRCTCNNNNMANAGC_UNKNOWN KRCTCNNNNMANAGC_UNKNOWN	10.528	2.237	-0.566	-0.566	-0.566	-0.359	-1.855	-2.738	-1.855	-0.359	-0.867
GCGNNANTTCC_UNKNOWN GCGNNANTTCC_UNKNOWN	-1.255	1.222	-0.963	2.378	-0.727	-4.064	2.378	2.378	-0.388	0.459	-5.222
SGCGSSAAA_E2F1DP2_01 SGCGSSAAA_E2F1DP2_01	0.435	8.461	3.570	-0.497	-0.648	-2.363	-1.302	-0.375	-1.603	-0.829	-1.620
GGAANCGGAANY_UNKNOWN GGAANCGGAANY_UNKNOWN	-1.623	0.528	0.907	1.686	0.261	-2.708	1.686	0.907	1.139	-2.708	-2.118
ACAWNRNSRCGG_UNKNOWN ACAWNRNSRCGG_UNKNOWN	-0.527	-0.527	5.007	2.815	0.441	-1.784	-0.527	-0.810	0.275	-1.211	-1.794
GATA_Q6 GATA_Q6	0.342	-0.350	-0.739	-3.244	-0.739	2.654	-1.979	0.443	-0.457	-0.350	4.622
NRSF_01 NRSF_01	1.259	1.259	-0.475	-2.266	-0.324	3.870	-0.940	-2.266	-1.278	-0.475	0.989
GKCGCNNNNNNNTGAYG_UNKNOWN GKCGCNNNNNNNTGAYG_UNKNOWN	-0.738	1.006	2.099	1.693	-0.738	-1.677	1.006	0.499	-0.287	-1.677	-2.542
SREBP1_01 SREBP1_01	-0.910	-0.425	1.364	-0.557	0.285	-1.137	0.961	2.693	1.594	-2.988	-1.421
AGCYRWTTC_UNKNOWN AGCYRWTTC_UNKNOWN	1.894	-0.482	-3.910	-0.661	-1.165	-0.343	1.090	-0.661	0.873	0.873	0.672
YNTTTNNNANGCARM_UNKNOWN YNTTTNNNANGCARM_UNKNOWN	1.916	0.315	-2.988	-1.012	-0.688	1.916	-0.688	-0.288	-0.288	-0.288	0.929
AR_03 AR_03	-0.668	0.816	-0.668	-0.668	-0.668	-1.571	-1.035	3.266	-0.416	1.849	0.359
AACYNNNNTTCCS_UNKNOWN AACYNNNNTTCCS_UNKNOWN	0.359	1.409	2.390	-1.029	-0.536	-1.829	0.899	0.689	-0.250	-1.029	-1.393
