GO	[-4.84 -0.50]	[-0.50 -0.28]	[-0.28 -0.16]	[-0.16 -0.06]	[-0.06 0.00]	[0.00 0.03]	[0.03 0.14]	[0.14 0.27]	[0.27 0.52]	[0.52 1.04]	[1.04 7.51]
GNF2_HPX GNF2_HPX	5.057	-0.904	-2.342	-2.342	-0.904	3.366	-2.342	-1.877	-0.904	0.981	2.609
GNF2_HPN GNF2_HPN	5.598	-0.672	-2.872	-2.313	-0.672	3.417	-2.313	-1.148	-1.148	0.630	2.008
GNF2_LCAT GNF2_LCAT	5.342	-0.711	-2.547	-2.019	-0.945	2.779	-2.019	-1.233	-1.233	0.811	2.399
GNF2_GSTM1 GNF2_GSTM1	4.010	-0.910	-2.075	-1.597	-0.668	2.387	-1.597	-1.215	-1.215	0.724	2.728
MODULE_122 MODULE_122	2.083	0.524	-1.299	-2.523	-1.636	0.283	-0.595	-2.523	-0.785	2.724	3.798
GNF2_TST GNF2_TST	3.436	-0.411	-1.922	-1.922	-1.462	2.624	-1.098	-1.098	-1.098	0.463	2.988
MODULE_297 MODULE_297	3.152	-1.226	-1.226	-2.366	0.353	2.706	-1.226	-1.709	-0.254	-0.254	1.545
MODULE_357 MODULE_357	3.152	-1.226	-1.226	-2.366	0.353	2.706	-1.226	-1.709	-0.254	-0.254	1.545
GNF2_MYL2 GNF2_MYL2	4.922	-0.702	-0.702	-1.326	-0.363	0.795	-1.326	-1.326	-0.702	0.247	1.638
MODULE_154 MODULE_154	2.571	-1.550	-1.092	-2.183	0.277	2.571	-1.092	-1.550	0.277	0.277	1.758
MODULE_274 MODULE_274	2.190	-0.911	-2.440	-0.911	0.327	2.190	-1.773	-1.281	0.327	-0.427	2.567
MODULE_426 MODULE_426	2.670	-1.054	-1.054	-1.969	-0.521	0.257	-0.350	-1.969	0.257	1.573	2.251
CAR_IGFBP1 CAR_IGFBP1	2.348	-0.398	-1.006	-1.537	0.589	1.508	-1.006	-2.365	-0.645	1.154	0.581
GNF2_CD7 GNF2_CD7	2.228	0.900	-0.893	-1.575	-0.893	0.585	-1.575	-0.893	-0.500	0.585	1.712
MODULE_289 MODULE_289	2.097	-0.711	-1.233	-1.233	0.811	1.791	-1.233	-2.547	0.343	-0.376	1.768
GNF2_MYL3 GNF2_MYL3	3.561	-0.671	-0.671	-0.671	-0.341	1.243	-1.285	-1.285	-0.341	-0.341	1.234
MODULE_109 MODULE_109	2.695	-0.524	-0.925	-0.524	-0.524	1.660	-0.283	-1.617	-1.617	0.556	0.851
MODULE_160 MODULE_160	2.071	1.387	1.387	-0.621	0.396	-0.621	-0.621	-0.621	-0.621	-0.621	-0.625
MODULE_133 MODULE_133	2.071	0.824	2.071	-0.621	-0.223	-0.223	-0.621	-0.621	-0.621	-0.621	-0.625
MORF_ZNF10 MORF_ZNF10	2.146	0.983	-0.556	-0.332	-1.397	0.456	-2.199	-0.556	-0.893	0.693	0.972
