GO	[-5.47 -0.68]	[-0.68 -0.36]	[-0.36 -0.19]	[-0.19 -0.06]	[-0.06 0.00]	[0.00 0.00]	[0.00 0.12]	[0.12 0.28]	[0.28 0.55]	[0.55 1.06]	[1.06 7.81]
GSE6674_CPG_VS_PL2_3_STIM_BCELL_DN GSE6674_CPG_VS_PL2_3_STIM_BCELL_DN	2.783	2.493	1.716	0.752	0.485	-6.840	0.610	-0.417	-0.539	-2.242	-3.667
GSE22611_NOD2_TRANSD_VS_CTRL_TRANSD_HEK293_MDP_STIM_2H_DN GSE22611_NOD2_TRANSD_VS_CTRL_TRANSD_HEK293_MDP_STIM_2H_DN	2.181	0.728	-3.689	-3.689	-0.552	3.577	-2.994	-0.734	-0.406	1.122	1.347
GSE21379_TFH_VS_NON_TFH_CD4_TCELL_DN GSE21379_TFH_VS_NON_TFH_CD4_TCELL_DN	3.051	-0.550	-3.149	-1.316	-1.906	1.466	-2.267	-1.316	-0.698	2.748	3.688
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_PDC_UP GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_PDC_UP	4.534	-0.913	-1.681	-1.386	0.469	3.124	-2.411	-1.132	-1.132	-0.441	1.956
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_24H_UP GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_24H_UP	3.247	-0.799	-2.544	-2.544	-0.799	0.982	-0.494	-1.792	-0.379	1.369	3.233
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN	3.051	-0.325	-2.679	-1.590	0.368	2.459	-1.590	-1.906	-0.873	0.368	2.735
GSE41867_DAY6_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP GSE41867_DAY6_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP	2.710	-0.267	-0.649	-1.067	0.338	3.393	-0.839	-3.629	-2.038	-0.493	1.815
GSE22886_NEUTROPHIL_VS_MONOCYTE_UP GSE22886_NEUTROPHIL_VS_MONOCYTE_UP	3.329	-0.513	-0.835	-3.224	0.989	1.614	-0.660	-3.224	-0.660	-0.293	1.848
GSE9960_HEALTHY_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP GSE9960_HEALTHY_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP	2.710	-0.649	-1.338	-2.483	0.452	1.823	-0.839	-2.483	-1.067	1.113	2.090
GSE12484_HEALTHY_VS_PERIDONTITIS_NEUTROPHILS_UP GSE12484_HEALTHY_VS_PERIDONTITIS_NEUTROPHILS_UP	3.525	-0.977	-3.027	-0.750	-0.750	4.333	-0.750	-0.566	-0.750	0.551	0.299
GSE19825_NAIVE_VS_IL2RAHIGH_DAY3_EFF_CD8_TCELL_UP GSE19825_NAIVE_VS_IL2RAHIGH_DAY3_EFF_CD8_TCELL_UP	2.820	-1.549	-0.843	-2.217	0.928	0.497	-1.278	0.293	-2.217	1.302	1.977
GSE41867_DAY8_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP GSE41867_DAY8_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP	4.148	-1.660	-1.067	-2.038	0.586	0.586	-1.067	-0.493	-1.338	1.566	1.106
GSE23321_CD8_STEM_CELL_MEMORY_VS_CENTRAL_MEMORY_CD8_TCELL_UP GSE23321_CD8_STEM_CELL_MEMORY_VS_CENTRAL_MEMORY_CD8_TCELL_UP	3.660	-1.335	-0.711	-0.888	0.271	-0.334	0.271	-1.611	-1.611	0.271	3.990
GSE32986_GMCSF_AND_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN GSE32986_GMCSF_AND_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN	2.465	-1.249	-1.529	-1.529	-0.805	1.436	-1.529	-0.805	0.430	1.222	1.906
GSE9988_LPS_VS_LOW_LPS_MONOCYTE_UP GSE9988_LPS_VS_LOW_LPS_MONOCYTE_UP	2.626	-0.310	-0.567	-2.312	-0.743	2.626	-0.956	-0.956	0.292	-0.743	1.246
GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY7_DN GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY7_DN	2.313	-0.505	-2.167	-0.388	-0.646	-0.646	0.964	-1.011	-0.813	0.798	1.787
