GO	[-5.59 -0.43]	[-0.43 -0.22]	[-0.22 -0.12]	[-0.12 -0.04]	[-0.04 0.00]	[0.00 0.04]	[0.04 0.13]	[0.13 0.26]	[0.26 0.46]	[0.46 0.94]	[0.94 9.50]
DDX6_K562_POSTAR_eCLIP DDX6_K562_POSTAR_eCLIP	-0.805	1.916	0.692	1.916	-1.528	-2.661	0.692	4.127	-0.372	-2.661	-2.242
UPF1_HEK_293_FRT_POSTAR_CIMS UPF1_HEK_293_FRT_POSTAR_CIMS	-2.820	1.487	1.252	4.477	-2.311	-1.882	0.292	1.252	-0.566	-0.424	-1.222
FAM120A_K562_POSTAR_eCLIP FAM120A_K562_POSTAR_eCLIP	-0.897	0.753	0.916	1.295	-1.365	-1.995	2.547	3.164	-1.113	-0.897	-2.846
ELAVL1_HEK293_POSTAR_HITS-CLIP ELAVL1_HEK293_POSTAR_HITS-CLIP	-1.591	1.110	-0.418	0.325	-2.844	0.865	2.398	2.793	-0.279	-2.130	-1.599
IGF2BP2_HEK293_POSTAR_Piranha_0.01 IGF2BP2_HEK293_POSTAR_Piranha_0.01	-2.820	0.847	1.487	2.959	-0.424	-0.424	2.626	-0.424	-1.213	-0.956	-2.834
IGF2BP1_K562_POSTAR_eCLIP IGF2BP1_K562_POSTAR_eCLIP	-1.778	-0.310	1.210	1.432	0.661	0.396	1.936	1.432	-1.161	-1.778	-4.576
ELAVL1_HeLa_POSTAR_Piranha_0.01 ELAVL1_HeLa_POSTAR_Piranha_0.01	-0.607	2.203	-0.458	0.488	-1.588	-0.790	3.535	1.406	0.267	-2.396	-1.971
IGF2BP1_HEK293_POSTAR_Piranha_0.01 IGF2BP1_HEK293_POSTAR_Piranha_0.01	-3.392	0.693	0.866	3.003	0.411	-0.413	2.050	0.301	-1.192	-1.192	-1.868
TIA1_K562_POSTAR_eCLIP TIA1_K562_POSTAR_eCLIP	-0.922	0.293	1.007	3.168	-1.161	-1.445	1.432	2.217	-1.161	-1.161	-1.790
KHSRP_K562_POSTAR_eCLIP KHSRP_K562_POSTAR_eCLIP	-2.412	0.413	0.677	2.198	-0.860	-0.394	1.434	-0.394	2.489	-2.412	-1.656
SUB1_HepG2_POSTAR_eCLIP SUB1_HepG2_POSTAR_eCLIP	-2.862	-0.284	1.238	1.698	-0.384	-0.661	2.525	1.459	-0.661	-1.062	-2.399
FAM120A_HepG2_POSTAR_eCLIP FAM120A_HepG2_POSTAR_eCLIP	-1.027	2.856	0.637	1.538	-1.027	-1.527	1.324	1.126	-2.191	-0.398	-1.850
EIF3D_HEK293T_POSTAR_PAR-CLIP EIF3D_HEK293T_POSTAR_PAR-CLIP	-1.043	6.121	0.767	0.624	-1.548	-1.859	0.293	0.293	-0.309	-0.309	-1.288
EIF3D_HEK293T_POSTAR_PARalyzer EIF3D_HEK293T_POSTAR_PARalyzer	-0.775	6.760	0.344	0.578	-1.486	-1.486	0.344	0.344	0.344	-0.775	-1.220
TIA1_HeLa_POSTAR_Piranha_0.01 TIA1_HeLa_POSTAR_Piranha_0.01	-0.908	1.165	-0.478	2.034	-3.446	-0.478	1.428	0.930	0.271	0.271	-2.080
DDX6_HepG2_POSTAR_eCLIP DDX6_HepG2_POSTAR_eCLIP	-0.920	4.087	-0.525	0.452	-0.702	-1.510	1.952	0.956	-0.384	-0.920	-1.909
LIN28B_K562_POSTAR_eCLIP LIN28B_K562_POSTAR_eCLIP	-1.705	0.258	1.200	1.434	-0.477	-0.833	1.967	0.987	-0.349	-0.349	-3.919
DDX55_K562_POSTAR_eCLIP DDX55_K562_POSTAR_eCLIP	-0.331	2.800	-0.460	1.069	-0.624	-1.765	0.519	1.555	0.519	-1.765	-2.228
EWSR1_HEK293_POSTAR_Piranha_0.01 EWSR1_HEK293_POSTAR_Piranha_0.01	-0.896	0.441	1.053	1.320	-1.649	-1.226	3.533	0.613	-0.641	-1.226	-0.902
DDX3X_HEK293T_POSTAR_HITS-CLIP DDX3X_HEK293T_POSTAR_HITS-CLIP	-0.911	1.357	-0.911	0.491	0.217	0.491	2.596	0.217	-0.911	-0.911	-0.914
DDX3X_HEK293T_POSTAR_Piranha_0.01 DDX3X_HEK293T_POSTAR_Piranha_0.01	-0.911	1.357	-0.911	0.491	0.217	0.491	2.596	0.217	-0.911	-0.911	-0.914
CNBP_HEK293_POSTAR_PAR-CLIP CNBP_HEK293_POSTAR_PAR-CLIP	-0.332	4.184	0.699	-0.332	-1.899	-1.141	1.359	0.388	-0.866	-1.481	-0.336
