GO	[-7.27 -0.66]	[-0.66 -0.29]	[-0.29 -0.15]	[-0.15 -0.04]	[-0.04 0.00]	[0.00 0.01]	[0.01 0.11]	[0.11 0.27]	[0.27 0.53]	[0.53 1.06]	[1.06 6.87]
DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS	2.368	0.355	-3.937	-3.937	4.863	5.722	-4.707	-1.241	-2.745	0.260	0.756
DESCARTES_FETAL_ADRENAL_SYMPATHOBLASTS DESCARTES_FETAL_ADRENAL_SYMPATHOBLASTS	2.414	-0.417	-4.817	-3.714	1.767	3.157	-0.792	-2.913	-2.288	0.984	2.081
DESCARTES_FETAL_ADRENAL_CHROMAFFIN_CELLS DESCARTES_FETAL_ADRENAL_CHROMAFFIN_CELLS	3.990	-0.417	-2.288	-2.913	0.311	6.992	-2.288	-2.288	-1.787	0.439	0.985
DESCARTES_FETAL_HEART_VISCERAL_NEURONS DESCARTES_FETAL_HEART_VISCERAL_NEURONS	4.083	-0.730	-2.621	-3.610	1.298	1.605	-0.338	-1.933	-1.933	0.783	1.025
DESCARTES_FETAL_ADRENAL_SCHWANN_CELLS DESCARTES_FETAL_ADRENAL_SCHWANN_CELLS	3.602	-2.188	-2.734	-1.369	-0.321	1.585	-1.739	-1.739	-0.321	0.533	4.446
DESCARTES_FETAL_INTESTINE_CHROMAFFIN_CELLS DESCARTES_FETAL_INTESTINE_CHROMAFFIN_CELLS	3.375	-0.720	-1.676	-1.285	4.713	1.914	-2.774	-1.285	-1.676	-0.522	0.497
DESCARTES_FETAL_EYE_PHOTORECEPTOR_CELLS DESCARTES_FETAL_EYE_PHOTORECEPTOR_CELLS	3.604	-0.578	-0.348	-2.239	0.664	4.820	-2.239	-0.578	-1.431	-0.920	-0.348
DESCARTES_FETAL_HEART_EPICARDIAL_FAT_CELLS DESCARTES_FETAL_HEART_EPICARDIAL_FAT_CELLS	2.330	-0.685	-2.706	-2.101	0.702	4.378	-3.486	-0.685	-0.493	0.380	1.138
DESCARTES_FETAL_INTESTINE_ENS_NEURONS DESCARTES_FETAL_INTESTINE_ENS_NEURONS	3.938	-0.543	-2.599	-1.756	1.232	2.552	-2.144	-2.144	-1.143	0.841	1.028
DESCARTES_MAIN_FETAL_VISCERAL_NEURONS DESCARTES_MAIN_FETAL_VISCERAL_NEURONS	2.470	0.451	-3.485	-1.836	4.843	-0.957	-1.336	-0.671	-0.957	0.857	0.452
