GO	[-5.24 -0.49]	[-0.49 -0.23]	[-0.23 -0.12]	[-0.12 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.07]	[0.07 0.18]	[0.18 0.35]	[0.35 0.72]	[0.72 7.53]
MIR337_3P MIR337_3P	-0.469	1.360	0.530	0.893	2.247	-3.868	0.272	0.388	0.699	-1.482	-2.422
MIR302D_5P MIR302D_5P	-0.888	1.238	0.877	0.877	0.723	-4.340	-0.562	2.158	0.723	-1.335	-1.343
MIR4768_3P MIR4768_3P	0.624	2.251	0.929	0.387	0.387	-2.626	0.929	1.302	-1.549	-1.861	-1.558
MIR142_3P MIR142_3P	-1.155	0.486	1.563	-0.327	0.277	-6.011	0.277	1.337	0.277	0.619	0.369
MIR4436B_5P MIR4436B_5P	-1.015	0.392	2.072	0.523	-1.015	-3.094	1.053	-0.441	2.709	-1.015	-0.598
MIR371A_5P MIR371A_5P	-0.595	1.290	0.591	0.353	0.261	-5.115	0.904	2.007	-0.595	-1.192	0.350
MIR138_1_3P MIR138_1_3P	-0.427	0.911	-0.427	1.479	-0.277	-3.402	2.183	0.326	-0.277	-1.771	-0.279
MIR425_5P MIR425_5P	-0.351	0.558	1.266	1.266	0.996	-3.652	-0.521	-1.448	-0.750	0.996	-0.353
MIR501_5P MIR501_5P	0.997	0.645	1.433	1.433	0.378	-2.884	0.645	-1.566	0.275	-2.370	-0.331
MIR5699_5P MIR5699_5P	-0.522	-0.368	3.803	1.084	0.497	-2.163	-0.971	-1.676	0.497	0.665	-0.724
MIR520F_3P MIR520F_3P	-0.334	0.585	1.443	0.585	1.049	-5.057	-0.562	1.049	0.464	-1.095	-0.567
MIR4753_5P MIR4753_5P	0.707	0.565	1.461	1.695	0.441	-3.134	0.565	-0.269	0.335	-2.204	-1.516
MIR3685 MIR3685	-0.317	0.285	2.298	1.774	-0.548	-3.317	0.621	-0.421	0.769	-1.973	-0.425
MIR7161_5P MIR7161_5P	-0.621	1.001	1.853	2.108	-0.621	-1.770	0.679	0.426	0.326	-2.518	-1.211
MIR2115_5P MIR2115_5P	0.978	-1.167	5.025	-0.373	-0.903	-1.167	-0.512	-0.373	-0.903	0.783	-0.376
MIR1537_5P MIR1537_5P	-0.885	-0.482	0.680	0.263	-0.343	-3.088	0.871	0.376	3.698	-0.343	-0.890
MIR1913 MIR1913	-3.194	0.987	0.987	0.359	0.483	-2.117	0.359	-0.477	-0.477	2.266	-0.352
MIR3922_5P MIR3922_5P	-0.584	1.055	1.596	1.055	0.630	-1.918	0.630	0.323	-1.460	-2.500	0.321
MIR6866_3P MIR6866_3P	-0.301	0.301	1.189	2.257	0.301	-2.107	0.301	1.189	-1.486	-1.486	-0.473
MIR1282 MIR1282	1.522	0.256	-0.828	-0.351	0.256	2.868	-0.828	0.256	-0.828	-0.351	-0.830
MIR12120 MIR12120	-0.524	-0.673	1.588	2.364	-1.061	-0.851	-0.673	1.830	0.649	-0.673	-1.934
MIR628_3P MIR628_3P	0.435	-0.691	2.419	2.419	0.832	-0.981	-1.363	-0.691	-0.981	-0.981	0.288
MIR1914_5P MIR1914_5P	0.250	-2.737	0.847	-0.566	0.405	1.460	0.847	0.250	-0.566	-1.855	0.843
MIR1226_3P MIR1226_3P	-0.345	0.527	1.682	-0.685	0.380	-2.102	-0.929	2.332	0.906	-0.493	-1.628
MIR520G_5P MIR520G_5P	0.756	0.756	0.520	2.610	-0.273	0.756	-1.641	-0.452	-1.093	-1.641	-0.717
MIR762 MIR762	0.269	0.269	0.269	-0.446	-2.552	-1.761	2.315	0.605	0.475	-0.942	1.769
MIR3168 MIR3168	-0.866	0.822	2.060	0.491	0.822	-2.277	-0.866	0.256	1.496	-0.655	-1.446
MIR188_5P MIR188_5P	-0.288	0.315	1.225	1.914	0.315	-2.071	0.315	1.225	-1.455	-1.455	-0.456
MIR5197_5P MIR5197_5P	-0.309	0.293	0.952	0.293	-0.687	-2.334	2.620	1.802	-0.411	-1.327	-0.872
MIR12135 MIR12135	-0.309	0.497	1.107	-0.528	0.293	-2.626	1.302	1.514	0.768	-2.218	-0.849
MIR302A_5P MIR302A_5P	-0.494	0.982	1.825	-0.285	-1.223	-2.545	1.825	0.664	0.416	-1.223	-0.638
MIR622 MIR622	-0.910	0.485	0.326	3.473	-0.633	-2.436	0.326	-0.427	-0.910	0.679	0.482
MIR619_5P MIR619_5P	0.427	0.427	0.566	0.566	-1.559	-2.995	-1.559	1.884	0.566	0.566	0.424
MIR1301_3P_MIR5047 MIR1301_3P_MIR5047	0.291	-0.311	-0.311	3.454	1.419	-2.351	-0.613	0.413	-0.613	-1.098	-0.314
MIR4720_3P MIR4720_3P	-0.755	1.276	0.333	1.276	-0.392	-1.334	2.161	0.467	-2.226	-1.013	-0.273
MIR885_5P MIR885_5P	-0.597	0.756	1.450	1.733	0.961	-1.077	0.301	0.426	-2.319	-1.407	-0.601
MIR22_3P MIR22_3P	-0.751	1.099	0.301	0.894	-0.566	-1.980	0.711	1.850	0.552	-0.418	-2.464
