GO	[-5.47 -0.68]	[-0.68 -0.36]	[-0.36 -0.20]	[-0.20 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.12]	[0.12 0.29]	[0.29 0.55]	[0.55 1.06]	[1.06 7.81]
MIR142_3P MIR142_3P	-0.327	-0.327	0.277	1.807	-0.926	-6.011	2.961	0.940	1.337	-0.926	-1.746
MIR3679_3P MIR3679_3P	0.481	1.143	0.948	0.481	0.481	-5.617	0.617	0.948	0.481	-0.452	-3.272
MIR552_5P MIR552_5P	-1.168	0.864	2.169	2.446	-1.726	-1.726	1.230	0.864	-0.756	-2.919	-0.355
MIR6890_3P MIR6890_3P	-0.812	-2.065	4.799	0.505	-0.812	-2.770	0.350	-0.257	1.170	0.350	-0.393
MIR3682_5P MIR3682_5P	0.347	0.874	2.714	1.375	-0.771	-0.771	1.990	-0.552	-2.433	-1.407	-1.864
MIR6771_3P MIR6771_3P	0.290	-0.918	1.026	1.026	1.026	-3.985	-1.680	0.794	1.581	-0.461	-0.663
MIR3611 MIR3611	4.424	1.018	1.018	-0.319	-1.234	-2.853	0.388	-0.758	-0.435	-0.319	-0.980
MIR3176 MIR3176	0.665	-0.710	0.463	-0.710	-0.471	-1.486	-0.301	6.543	-0.471	-1.038	-0.473
MIR5580_5P MIR5580_5P	-2.319	-1.815	0.578	0.426	0.426	-1.077	0.578	-1.407	0.578	3.934	0.423
MIR4753_5P MIR4753_5P	-1.230	-0.479	0.707	3.125	-0.269	-2.635	1.461	1.461	-0.790	-0.620	-1.237
MIR6810_3P MIR6810_3P	-1.064	0.879	1.155	1.468	0.643	-2.144	-1.064	1.818	-1.064	0.289	-1.522
MIR10393_5P MIR10393_5P	-0.380	3.891	0.329	0.583	-3.294	-0.515	-0.275	0.925	-1.133	0.583	-1.139
MIR548AV_3P MIR548AV_3P	0.904	-0.345	3.549	0.353	0.353	-3.647	0.738	-0.345	-0.345	-1.784	-0.461
MIR6512_5P MIR6512_5P	-0.613	1.698	2.682	2.330	-1.098	-1.098	-1.098	-0.311	-0.828	0.291	-1.438
MIR6889_3P MIR6889_3P	0.954	-0.323	0.281	-0.650	0.742	-3.410	0.281	2.795	0.560	-2.040	-0.325
MIR4765 MIR4765	3.139	3.139	-0.332	-0.332	-0.892	-0.892	-0.332	-0.892	-1.396	0.272	-0.558
MIR5585_5P MIR5585_5P	1.884	-0.406	1.608	0.566	-4.562	0.311	0.427	0.566	-0.552	-0.734	-0.739
MIR1909_3P MIR1909_3P	-2.426	-0.552	-0.292	-0.406	-2.426	-0.406	0.427	2.840	-0.292	0.914	1.347
MIR4314 MIR4314	-0.292	-0.734	1.354	-0.406	-0.734	-0.734	-3.690	2.840	0.311	0.729	0.424
MIR411_5P MIR411_5P	-1.989	-0.451	2.003	1.567	-0.755	-0.755	1.567	0.571	-0.755	-0.451	-0.758
MIR4329 MIR4329	0.996	-0.842	0.996	0.539	0.749	-3.277	-0.842	0.996	0.367	0.367	-1.202
MIR329_3P MIR329_3P	-0.405	-1.759	1.513	0.453	-0.281	-0.773	-0.405	1.009	2.826	-1.759	-0.778
MIR8081 MIR8081	1.113	0.815	0.363	-0.247	-0.247	-2.405	-2.405	0.363	0.564	-0.416	0.811
MIR6793_5P MIR6793_5P	1.005	1.005	-0.287	-0.287	-0.738	1.691	-2.529	-1.122	-0.287	1.005	-0.741
