GO	[-23.88 -0.99]	[-0.99 -0.41]	[-0.41 -0.21]	[-0.21 -0.03]	[-0.03 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.33]	[0.33 0.95]	[0.95 1.76]	[1.76 10.00]
chrYp11 chrYp11	-2.838	-3.631	-1.011	-1.728	2.155	12.987	6.055	-0.754	-3.631	-1.331	-2.843
chr7q34 chr7q34	-1.189	-0.956	-0.759	-0.594	1.743	3.884	4.640	-0.759	-1.461	-1.189	-1.466
chrXq27 chrXq27	-0.576	-2.323	-0.244	-1.673	4.183	1.277	2.750	-0.841	-0.841	-0.576	-0.843
chr16q22 chr16q22	-0.446	2.304	-0.446	-0.335	-2.120	-1.755	-3.033	1.309	2.906	-0.446	0.749
MT MT	0.614	4.179	0.614	-0.250	-1.532	-1.532	-1.532	-0.250	-0.250	0.359	-0.477
chr4q25 chr4q25	1.476	-0.277	0.484	-0.632	-0.909	2.576	-0.909	-0.909	1.176	-3.398	0.325
chr7p22 chr7p22	-0.301	6.336	-0.301	0.577	-0.301	-1.812	-0.301	-0.301	-0.596	-0.809	-1.078
chr5q11 chr5q11	-0.277	-0.277	-0.909	-0.426	2.178	-0.277	1.176	-0.909	1.476	-3.398	-0.278
chr7p14 chr7p14	1.817	0.739	-0.837	-0.648	0.585	-1.655	-3.000	-0.267	-0.493	1.817	0.736
chrXq26 chrXq26	-0.328	-0.991	-0.593	-0.446	4.759	0.275	0.378	-2.363	-0.773	0.378	0.805
chr19p12 chr19p12	-0.948	-3.517	-0.507	-0.356	-0.701	0.511	2.281	-0.356	0.683	1.643	0.251
chr1q22 chr1q22	0.790	1.062	1.375	0.560	-2.817	-0.908	-1.330	0.560	-0.605	-0.605	0.788
chr15q15 chr15q15	0.892	0.551	1.323	-1.579	-0.749	-1.579	-1.249	2.450	0.892	-0.975	-0.302
chr12q21 chr12q21	0.445	-0.981	-0.551	-0.551	0.594	-0.981	0.445	-2.599	3.025	0.967	0.320
