,max pipeline,iAnalyzeR
FLRT1,0.0239019627791,-0.9804541645856979
ZNF707,0.0127565384127,1.10143988889502
DNAJC24,0.150232423411,-0.9150320880563871
MINA,-0.0125184401153,0.0902230619770984
SLC6A7,-0.0328507839516,-2.55655788170617
RIC8A,-0.0701376606478,0.42305703134484
ACE,-0.018097833782,-3.5796170491076498
AKAP12,-0.121352341852,-2.8886688140011603
CELF6,0.0194349149124,-1.9302240499216399
ITGB3,0.0281298453936,-2.23858044509582
IFT122,-0.0275942066287,-0.578345131851398
FOXF2,0.0398228176681,0.0679911831906901
TTC32,-0.0833407583277,-2.28389999617379
ZNF211,-0.0327799456572,-1.5696580503003401
ANXA11,0.0684508613834,-1.82733402277064
EMC4,0.00896168114776,-1.66846563705697
POMGNT2,-0.0248274964225,-0.289440249480726
RIPK4,0.115067643261,-0.8654484356500091
ATP4A,0.0529573796674,-1.8097407151196798
NFIX,0.0934159741229,-1.51162566958734
MAP4K3,0.0693338119973,-1.3473203666582598
CEP63,0.017970283885,-1.6556195122046298
C6,0.0168139971001,-1.91217522480562
ZNF205,-0.0370755810764,-2.9470569706374
REEP3,-0.191309902675,-0.7761276981006079
CLEC12B,0.0156334877187,-1.46526012658131
EXOSC7,0.00368798257303,0.408684757601992
MX2,-0.00541000008979,0.126728292428297
DNAH11,-0.109197608867,-3.1468823363559
PRRC2C,-0.107162987098,-2.87716973673824
BNIP3L,-0.028268904594,2.18423324823488
NUFIP2,-0.0433364830531,-0.722624838061632
ARAP2,-0.0645048058143,0.987586903413177
ME1,0.0134396746456,-1.86202087429097
LRRC7,-0.0492303669057,-0.36293907098589895
NAT2,0.00887434918288,-0.9160118063221151
WNT5B,0.124134299249,-4.02095115614663
TXNDC17,-0.012227636481,-3.3587980741894903
BRCC3,-0.118693772137,-2.16075763295238
CSTA,-0.0937166780624,-1.8046332492198602
TNFSF11,0.047178691168,-1.81519518285444
CBR1,0.0233886514156,-1.81326937190548
BCL10,-0.0652281747215,-3.64097664683356
EPN2,0.0409229294654,0.960120493657638
GPT,-0.0316289484488,5.510868158213951
TSC22D2,0.0381784387294,1.65961064437893
KLK10,-0.0461507037245,1.71970784200603
SIGIRR,-0.0761006887392,-0.797158432439653
ZNF705A,-0.037944520459,2.66906979768072
CSH2,0.0457601945582,-1.59889516580297
ARHGEF7,0.0523893755608,0.594347893036777
ARPC5,-0.110173541299,-2.10948783074828
MOB2,0.0103846055805,-0.8268842279610109
PEX2,0.0304508259245,0.7654509043885199
RNF128,-0.0414256630509,-3.74507990663728
SPINT3,-0.0307856333428,-0.128854289767812
FMO4,0.0333418169038,-2.28315882697283
CPZ,-0.0643425200412,-1.23252160941827
CACNG3,0.0904857219102,-0.559461530449555
SIN3A,-0.259437529668,-4.42983907655208
JTB,-0.0212710763643,-3.5578095822322595
FOS,0.0867732352274,-0.647183953619193
SMAD1,0.0164232848977,0.13953208114293697
PRELID1,0.00409120234666,-2.57262790724472
CUZD1,0.0190101214707,-1.93387355844603
SIRT2,0.040104401472,-2.82136033046012
GTF2E2,0.0222763649696,-1.4171665270372502
SULF1,0.0700759197806,-1.5732228713544198
APOA4,0.00395376203929,1.00027543312378
CBS,-0.0253690629215,-0.8048105397718771
AGRP,-0.0314734845519,-2.1795035773427998
TRMT1,-0.00510822052515,4.65105471898387
CTSC,-0.0333036566834,-0.458395566144928
ASB17,0.0734388059487,-2.3852758565898395
MBD1,-0.0842267720605,-2.97151001436194
FOXD4,0.0505760243057,-0.28937179035584004
TAB2,0.0695152756222,0.0324902882259994
UIMC1,0.0204312890011,-3.75302059924473
GAREML,0.0979406802876,-1.86126642145009
GCDH,-0.158779229968,1.5136494887328202
UBE2NL,0.0295575052167,-1.1635587943991998
GRB14,-0.025577753566,-0.525301266283234
BOK,0.0215503590724,-3.03178162215569
KIAA0020,-0.000344090538045,-1.9694561793624699
KLF5,0.0895112852532,-4.1517423955104
BCAT1,-0.0360026159435,-1.0032289397283
SLC2A2,-0.0180340434936,-1.54063674006673
OR2V1,-0.0268303472431,-2.24254313060329
MAST1,-0.0728325229949,0.7277398574830339
PEX12,0.0272153763818,-2.008619062463
BLOC1S6,0.155221723307,1.62229225120702
PRKCA,-0.06095382652,-0.16069330007534902
FSTL3,0.0208338779769,-3.2378138536050702
P2RY14,-0.0472764987268,-1.4631564742675802
ZC2HC1A,-0.00533183698376,-0.166456650559655
PRDM12,-0.00401165741107,-3.7645250306854505
DCUN1D2,0.0116549512571,-2.4736021784292204
PLCG1,-0.118727651765,-2.33358071849621
UBE2V2,0.0721695193851,-1.00639794191663
TDRD5,0.0142594647564,-0.34965855057100803
JRK,0.0499792426175,0.857778807148331
PHRF1,0.0585864320935,-0.29212933934400603
PITPNM1,0.0329467824837,-2.98830276895745
ASB12,-0.133026704015,-2.23461821323539
SEPSECS,-0.0527796552683,-3.1893267851491602
FBXL5,-0.0504583466719,0.14499129378997302
OSBPL1A,0.00920897533238,-1.65807448791942
ZNF592,-0.0260102973413,-0.651821173601026
FBXL8,-0.0204504633954,-2.5392140941591803
DCTN4,0.00717573628826,-3.49340203695566
ZNF74,-0.0284678955387,-2.13720171815556
TAOK1,-0.104024565445,-0.250752393835231
NPIPA8,-0.106417352714,-2.1654318911686103
CBFA2T3,0.0567045842878,3.73019707522133
OR52I1,-0.0829212079103,-0.8037704747071109
PRCP,0.135977115702,-0.25599417491848897
DNAH8,0.0698831803347,0.654621534616199
EXOC6B,-0.0176138343437,-1.07818585392482
LONP2,-0.0392527367873,1.67543742976511
NELFB,0.0100406361376,-0.0728519125360254
RASA4,0.0406451941004,-0.8935093879145352
SPDYA,0.0556011620946,-1.59729179013246
TNFSF4,0.0189576365223,-1.8748117985922
MARK3,-0.227385256428,-0.0557565331116001
TSPAN13,0.0211650873032,-2.63872129041315
CCDC80,0.0243500371939,-2.26658145785122
AKAP5,0.0235658723261,3.57633346886174
AMACR,0.00863124051416,-1.68512424509426
METTL25,0.00257565176489,-0.9581249878474541
PPIP5K2,-0.0916895250746,-0.655270928730787
DPP8,0.0806403879318,-0.142971325542909
ZNF595,-0.134954800931,0.0448738158001493
ELAC2,0.156512067166,-1.5405177392209097
GNAO1,-0.023484218512,-1.8913935863749498
ZNF546,0.0771321832829,-2.46609325181784
LGALS4,-0.021689912286,0.752614979750153
ELP6,0.0934785757576,0.226321436438323
MMP27,-0.045754065292,-0.25239509741088395
ARRDC3,-0.0955498571514,0.7617607079079459
DGKQ,0.0383616844692,-0.990008305887435
PKD2L1,0.0426426746673,-0.471134337563396
NBPF8,-0.00557493822849,-0.187448473198298
TALDO1,-0.0758151518346,-1.8532434690495199
CHAMP1,-0.00902910999495,-1.18009903242387
STX1B,0.128812606351,-0.47520800696702004
TRIM39,-0.0194958347449,-2.0583920710682198
KIAA0947,0.0199266985907,0.677447775147115
RPN2,0.115469486051,-1.95713451628369
PLEKHA3,0.0608300272624,-1.03080024759154
HS6ST1,0.0189841995426,-2.6885323782876496
SPP2,-0.0174876363605,-0.9095074626877929
SPARC,-0.0103877800364,1.3567445339403799
CDRT4,0.0502111722103,-2.29543825611667
BLOC1S5,0.0505755979447,-0.7079482822534371
BMP7,-0.0306802948034,0.602286356601239
CLDN9,-0.0283521232998,-0.11800557021592499
ADAMTS4,-0.0109934509326,0.0362159591264375
FAM133A,-0.0125094539554,-2.4080105457250096
FES,0.192348227843,-0.578759729187588
DNASE1L2,-0.00493832506482,-1.3010267096889299
OR51A7,-0.0568620471491,-0.903028917275732
CREB3L2,-0.0199013990141,-0.7045291126855721
RNASEH2A,-0.0230635075597,-0.0688445650870863
DAZL,0.104444414875,2.18052073222624
LSMEM2,-0.0455584130776,1.8378072303772
PRR23C,0.0717242878302,-0.217768760153469
RPL36AL,-0.066219051089,-1.80699252367113
NOTCH1,-0.0759263891896,-0.186828355264285
FAM78B,-0.112506545466,-3.21493622199759
AGO4,-0.0945378854751,0.0303287983633872
LTBR,-0.0331014099763,-1.21178476755154
PIR,-0.0151855994605,-0.8907949837618672
USH1G,-0.0786657618565,-0.771215163047824
NHS,0.0543376430158,-0.480080137361538
UQCC2,0.0337010009816,-2.24423028450361
VCAM1,0.100002809491,0.835758540597212
C19orf47,-0.171738482441,-1.9006538939680002
DUSP5,0.00217793994572,-2.45048429954911
CREBRF,-0.112887652896,1.3224957249698002
PHKG2,-0.0135563545161,-0.8027220042893208
EIF2AK2,-0.0170982765779,-2.66338549567813
DLG3,0.108970008474,-0.226629947090846
HNRNPU,0.132367292928,-0.627635297731231
PRSS33,0.053627034421,-0.16422279324129502
MTNR1B,0.0442411093428,-0.6340870974802391
ZFYVE9,0.0173622957065,-0.483516272296568
POLR2D,0.180139561191,-0.549183826951807
AIM1,0.0354989478284,-0.910250099184867
GLIS1,0.130014266632,-2.3316504700961502
ITGA3,-0.0843305719028,-0.556072168818556
PCNXL4,-0.0311994877091,0.20261102504216197
GRPEL1,-0.120578007409,-2.20283164207128
PRR7,0.0691323330985,-0.0641809652897675
LRCH3,0.0873596992239,-0.948180119665532
CDX1,-0.00564914937124,-3.7782377425615095
NR2F2,0.0827901462739,2.21039055092943
SLA,0.0776898257961,-0.205560811674978
DUSP28,-0.0415865388706,-2.21627328914676
CFHR3,-0.0127915479692,-1.0045033518047901
HIST1H2BB,0.0157072126562,0.45359149210764704
PEG10,0.0854698606305,0.18014704744681798
RTN3,0.135602798583,-0.8870954094118371
ACOT7,0.0706146679788,-1.03165904476189
SHROOM4,0.022473854478,0.7575858039422241
PSAT1,0.0187228131157,-0.8247133740292829
RNF11,0.04372497141,2.68254445600207
MBTPS1,0.014580072198,-0.8045449909721459
MGARP,-0.00273722043446,-0.80272200428932
KNDC1,0.0825979591406,2.06014857396266
CACNA1I,-0.0414644288172,-3.1905656957920003
ZBTB45,0.00763611216036,-2.09086730491109
RORC,-0.067858543238,0.00574633112253221
ITGA11,-0.0478301469566,-0.77685940859257
OR51B2,0.0734033670415,0.37091216408999605
PRTN3,-0.0763865726945,-2.1943767283348
ERVFRD-1,-0.0184251652925,2.7360801734823705
ATP11C,0.0116945975581,-1.46794180166076
ATMIN,0.00968995226844,-0.638304581880594
ARHGAP27,-0.00884243266612,-2.44924349154944
FAM153A,0.0327044459757,-0.413056449720262
RYR1,0.034616842957,-2.60794133821477
ZNF223,-0.0598865527786,-1.0159909441624
CHCHD1,-0.0122137646038,-1.69621078933388
RAB41,-0.079759846884,-4.138662005636419
ASPDH,-0.0311522637737,-1.44258912195526
TPTE2,-0.278910760097,-0.38513376945333005
RPUSD1,-0.099000085717,-3.01920675639324
ZNF418,0.0552662465546,-1.77198483532951
EGR4,0.0124776629222,-4.362391494122029
ZNF699,-0.0363869747617,0.7014968650391621
SHISA6,0.0327517332233,-0.72493154402655
ZNF506,0.0670439021362,-3.0745316682167103
RNF214,0.0225492343288,0.533282286857226
MOGAT1,-0.0402563330744,-2.01868310022244
SRA1,-0.0187670590188,-1.19414983260217
UBXN2A,0.110754120402,1.17331893148126
PDE4A,0.0715615245819,2.46029199349853
NCBP2,-0.0833735839631,2.27687758633734
SIM2,0.0398983318257,2.13487534026458
C5orf60,0.0316065812017,-0.201953140075035
KRTAP6-1,-0.0452852160342,-1.0506336233767601
RHOC,0.0599287768418,-1.79796722458002
SLC13A4,-0.0245474090063,-1.6774403352043799
ADAMTSL1,0.100237155781,-1.4003315150924298
ANXA2,0.0156898473408,-0.9493190948740781
BCR,-0.0241572417302,-3.2246119135268096
ZNF514,-0.111059756327,-0.18991305483333
CEP192,0.0695718705631,2.0830572511126597
RFX3,0.0873437150455,-1.99793813963958
SMAD5,0.00533508029592,-2.11807639534392
CYorf17,0.0527542204018,-2.134025961051
GPATCH2L,-0.0496878318282,-1.63081133589331
HIST1H4I,0.0512594926505,0.26665431853597
RAB5A,-0.00299692562828,-0.390046733088217
EXO1,0.0159630485623,-1.78758585827716
B3GNT1,0.0688984379154,-1.8308023247656997
IL36RN,-0.0999510544741,-0.51403456620555
DNAJC21,0.0161343300573,-2.7694914430996
RBBP7,-0.159456641412,-0.89271215930612
ATP8A1,0.0137317046195,-0.7760640970230921
ZSWIM7,-0.0216489793749,-2.0475133176003997
IQGAP2,0.037303929247,-1.35321933836199
ASXL1,-0.173689796821,-1.8793180588201202
ARHGAP44,-0.0137566937087,0.9905791359513241
IDE,-0.0505008323565,-2.15457572027682
MS4A6A,0.0332316758121,-0.21753873921435396
SERPING1,-0.0482603551436,-0.9781245677082421
PLD6,-0.0625698763091,-0.22382263140164102
KLF16,0.164824932332,-0.9649737449127959
TMEM33,-0.0669321090801,-3.12606196885679
HOXD4,0.0289063558756,-1.3971769290716898
COX8C,0.0768932762415,-1.05080472925038
ARPC5L,-0.0495359189866,-0.82927512659117
EIF2D,-0.0408324161742,-0.601612915602984
EGFL6,-0.0105945991713,0.9422759542080059
LAMA4,0.102862357771,-0.72838628627351
TMEM214,-0.0147649044692,-0.5232779980047659
RNF223,-0.0290545535189,-0.21411068110930104
HLF,-0.0263776265619,-0.41468663853919796
IKBKG,-0.0313697121892,-2.05397217455391
C11orf95,-0.0284198217258,-0.635863328121152
SYCN,0.0833652078031,0.863553548995404
CD5,-0.152069770306,-0.9164686508039759
NPY2R,-0.001159765168,-0.904243096373045
ZNF10,0.0196037264976,-1.26198168513174
SCRT2,0.0240724703475,-0.222102589964248
CCKBR,-0.0112038875999,-1.34770426879206
CSNK1D,-0.0687393642144,-0.00761514425017356
ZNF682,-0.0116141123985,-4.5202251925935
CEBPD,-0.0229109649673,-0.8553365356198379
KRBOX4,0.0133469742842,-2.21919861244322
LHX9,0.0513879402108,-2.38899188646567
MAP4K4,0.000826793676774,-1.69427237528835
WIPF2,0.0895184122795,0.0641269358768284
LRRCC1,-0.0158086081431,-1.86127645500707
DSG4,-0.0467095188784,0.538167972655777
PRH2,0.00842802915602,-0.937222456247157
OSBPL5,-0.104616984004,-0.8113229634983571
PLXDC2,-0.003337030232,-0.494348176570755
ZDHHC4,-0.0168918063585,4.62239777878691
TSPYL5,-0.00848953029089,-2.031773977842
STMN3,-0.0189841819138,-0.861640249436249
E2F5,0.0357622854778,-1.49141874581321
ABCA3,-0.0304700411656,-0.24744891406304398
RANBP6,0.141150894846,-2.35345041073445
ARL4A,-0.0606573313612,0.141718148347474
INSL4,0.029624653188,-1.6680592440769602
NAALADL2,0.0217122482203,-1.2275591119504
IRAK1,0.0498574266317,-1.3745800536201298
NFE4,-0.117999140754,-0.889970236381122
RAC1,0.133206784675,-1.5042043377784602
RBM26,-0.107493918798,1.2304371268663201
MTNR1A,-0.0993834859104,-2.04172101545404
TMTC1,-0.0685517223666,0.21379304399235502
YLPM1,0.186058414775,-0.601993298784921
ZNF623,0.0531823409246,-0.6322124243960021
TADA3,-0.0597720444872,-0.436001877226298
ZFP36L1,-0.0184731895653,-0.337975737668777
CD320,0.0954439255878,-1.9652731697904
CES2,0.00339178223153,-3.0412795153439505
ITGB5,-0.0394835807374,-1.41910306119406
TOPBP1,-0.035747703492,-2.7657719309450495
BEGAIN,-0.0698726042541,0.61623645572867
GPR116,0.0499384576051,-1.66305922934971
FKBP7,0.00550515774591,-1.9364565536916598
SACM1L,0.0442510678134,3.0364661315614
ACOT4,0.0648812992936,-1.21494833825631
MCUR1,-0.104777737372,-1.2881488314595602
PLEKHA8,0.0536315428607,-0.6556347861764079
KIF4A,0.027944273678,0.866946362726932
AGPAT1,0.150030300215,-0.0520887010998949
SF3B1,0.03495429626,3.00614676411707
UTP6,-0.0371828583648,-1.02425266038848
MYLPF,0.0576793303187,-1.08143947891578
FAM163B,0.179272033579,-0.687915347024065
TMEM43,-0.0813101919375,-3.0444177630800597
TNFRSF6B,0.0238655803437,-3.6635893677646805
TTLL9,-0.14620873188,-1.32703982350933
TXNDC11,-0.0279307454909,-2.58694126288411
SQSTM1,-0.0538108807005,0.31906687132421696
ASPG,-0.0236118093369,-0.5699432909853449
ENDOG,0.0436475972242,0.44602262540196597
KRT27,0.0215493410586,-2.17706441241262
FAM76A,-0.285361584559,-1.00080362667921
IL3,-0.0855796588257,2.92545774022077
CLIP2,0.0231704549063,-0.600055348498254
TSNAX,-0.0274555860708,3.4665151248547406
S100A10,-0.0309634069718,0.532204737740657
PRKCE,0.0606578591479,-0.7780685374109959
SIPA1,0.0790967803783,-1.87560720471304
HSF1,-0.0501091190723,-2.31431591165333
ZNF550,-0.0313875255187,0.40675006394058205
PRSS55,0.0183848709849,-0.426121625966133
CRYAB,-0.0775416627428,-1.10298998776678
GCNT4,0.000826608022046,-1.57402049716394
PTPRE,0.0124692800591,-2.57813057448093
ZNF705B,0.0240293644034,-2.3321068614034703
RPS28,-0.0874949277802,-2.18254449127698
C2orf82,0.104018270023,-2.95349761628577
MALL,-0.0962312075761,-1.93387355844603
C21orf33,-0.0558920966152,-0.5696132195556679
ADAM30,0.0783906246683,0.770062045976907
SRPK2,-0.0482349564928,-2.17922317933194
TSC22D1,0.0402828345421,-0.655560047271193
HSD17B8,0.043077611135,-3.5219906451879304
INS,0.00384943990171,2.01537225676895
PPM1N,-0.142510756891,-0.17842001508385397
MAPKBP1,0.0301855295087,-0.8616402494362501
NKAIN3,0.0279421778523,-2.7020635155793196
HDAC4,0.0211463048406,-4.60388312164041
CTF1,-0.0208809488299,-1.44671829315876
CAMKK2,0.0491714661216,-0.8390349375490309
LOC100287534,-0.0183178484549,-2.3972854270973
NFIL3,0.0958747244501,-1.39837133040676
B3GNT6,0.0334974957623,-1.92695545903357
PLCB4,-0.0340032447957,-1.9107306698129498
PPP3R2,0.0402580607612,-1.98010646634163
RHO,0.104510042029,-3.0640010007245397
SCN3B,-0.000822268601955,0.130456852154261
PRG3,0.0612221477293,-0.534145995007451
ACTRT3,0.0883324638816,3.30356952798644
CHAT,0.0212263747297,-0.275098731257636
LOC100505679,-0.0369420111969,-0.17420153347490802
JARID2,0.0210186431348,-0.5199736769909389
ACTG2,-0.0841953979423,-0.45620912820579
PTPRF,0.0551163178164,-3.03976120159017
PPAT,-0.0224255765115,-1.7249575044588799
ZBTB8OS,-0.045279976827,-1.33798837965814
ABCB6,-0.0695750858908,-1.01041671567396
FAM213A,-0.0321752902739,-0.543891116405518
TBX18,-0.076193740066,-1.1451121833028401
TPD52L1,0.121302656384,-1.65787066532784
FOXK1,0.0658771651579,-1.8232814979521101
HECW1,0.00707974134478,0.403706334903783
NT5C,0.0439451180011,-0.17382677936352997
C1orf35,-0.02736156629,-2.7052535595641296
RGS9,-0.00536397390159,1.36685899964488
TRIM51,-0.0632074593029,-3.5796170491076498
NYNRIN,-0.0291567291521,-0.727368530223134
OAZ3,0.115010118801,-1.56890972566408
GNG10,-0.0823256297913,-2.85211918555997
OR5V1,-0.11429632263,-1.03704644025248
LCE1A,-0.0568460964694,0.116114528052672
SMARCE1,0.133758259055,-0.57875972918759
ATP6V1G2,-0.012804514021,-3.6666485626823397
CCT3,0.13336689334,-1.8141267675615702
MT1A,-0.107538408404,-0.0327708524538747
HOMEZ,0.0278731493691,-0.644381995826714
SPRED2,0.0955965412257,-0.776764017489491
EIF5B,0.067048805834,0.38845339366771897
PRSS8,-0.0232699861794,-2.30456885291089
WAPAL,0.0252633777636,-1.30945936330718
UXS1,-0.0132568261875,-0.764222017148799
GH2,0.0710054127565,0.36415476085275394
STXBP3,0.0319925666611,4.602681933162151
KIAA0319,-0.0975723094474,1.0597712601732099
DCXR,0.0189084626227,-1.72042971026793
MGAT4A,-0.0767162042446,-0.588866339632342
EXOSC1,-0.0301988852742,-1.7238568483804801
OS9,-0.0270093675412,-3.3155397677205003
NPR2,-0.076605163634,0.951671882877305
GDI1,-0.0150844885316,0.438157644050766
TMPRSS9,0.0373581571075,-1.65646312995399
LRRC49,0.0159260569315,-0.605545638105559
NMB,-0.0221459546172,-4.693625514846571
RAVER1,0.0840446464212,-0.515768666081135
HECA,0.109389118788,-0.355636678367628
MYO3B,0.0456986065641,1.10059166038625
PLBD1,0.0514552518695,-0.39515524209347397
SYCE1,0.0913402606143,2.41388039926834
TNN,-0.10275063297,-1.3952200852343701
UNC5D,0.014842318101,-0.141052398226472
PLTP,-0.0126698890003,1.12382572927247
ERGIC1,-0.0154829722455,3.20586560684571
FANCM,0.0924520875356,-2.7850250510217296
AAMP,-0.0286300571497,-1.62242472338492
SRM,0.0798143029854,-0.20925356251210298
ZNF329,0.0760834831592,0.0373083153817461
MYADM,0.00447111464331,-0.349915186444443
ZBTB37,-0.0608705484677,1.13363428716806
PANX3,0.00360317840504,1.6055959407188702
LAMA1,-0.0371377873694,-0.0732795244988969
HIPK3,-0.0872855010956,-1.9016957327213202
PHLDA3,0.0598111391642,-0.8657533313807779
FCGR3B,-0.11640550433,-2.3420426726447405
MAGEA11,0.0309696062884,-0.612839560989771
TMA16,-0.0440278384587,-3.0232538951965098
FICD,0.124720394469,-2.21037766454319
PRAMEF7,-0.0895056190439,-2.5370202064420497
SYT8,-0.0834478720004,0.0164171533374866
TRPT1,-0.05932180347,0.16535507185008802
BTBD3,0.0651050827998,-0.347434183081135
HMGB4,0.040212815492,-1.01215199885928
RIMS1,0.0113948748673,-2.0918112871039702
AGER,-0.0309602826722,-0.6574781296555091
CRCP,0.0613710726046,-0.31729517711907895
HIPK1,0.0391834907373,-0.8361688582886421
TMEM173,-0.00481396659416,2.39333818831884
PFN2,-0.0171056714599,0.769817738783365
MYPN,0.0640237635749,-0.6035015099152471
CST9,-0.037309891822,1.11053319987819
RGS10,0.0420658874111,-0.965438047822462
SRSF11,0.217968645058,-1.75148106862115
ZXDA,0.0144699690953,-0.9901710997852041
NMNAT1,-0.0625869486479,-2.712756729031
ARHGEF33,0.00917762152069,-1.123300785214
ZNF780A,0.0263032527702,-2.17154879888054
GRIK2,-0.0129509668618,-0.941975338901802
SEC14L3,0.036383169623,-0.44995191834317794
ZC3H3,-0.125026221276,-1.81125876096879
RBM15B,-0.0110327072958,-3.74486812002414
NPM2,0.0201436492853,-3.9822516345831
FAM19A4,-0.0167817147266,0.0459360743270122
IPO5,0.0652448855567,-0.23654648629715397
C10orf35,-0.0584987494509,-1.02397581562526
IRF8,0.00523547320698,-0.8344823912690319
CLIC5,0.0262551406743,-2.01679305950674
ZNF286A,-0.0150185725213,-0.659783036849986
NDOR1,-0.31911521957,0.39542115820153206
MTPN,-0.0217155280015,-1.33082952171932
IMMP1L,0.0811629627166,-1.29387100342259
RPS27L,-0.095284056953,0.364295018975003
MYH10,-0.0150353862941,-0.0314359245313766
CD2AP,0.0383620179905,-2.02524503827197
GPR155,-0.000573480308733,-0.270909302164865
PFKFB1,-0.0133204993074,-3.26357900392511
SYNGR2,-0.014871061247,-1.54508482368992
MMP23B,-0.0704175206494,-2.31484458866992
RPS19,0.0149115072167,-1.9706472398491899
FPR3,0.000661276067705,-2.3973661346003903
XRCC6BP1,0.0744333088055,-2.11709469143621
KLF1,0.0813909931583,-1.94895549034702
TBCE,0.0854590028411,-3.5834190190807003
PTP4A3,-0.104241333563,0.819641091074484
ALS2,0.0107198055279,0.0437780620886853
APBA1,-0.0241967750277,-1.27111767869721
KLHL6,-0.000150117524921,-1.2358814873449
FOXB2,0.0484329178872,-0.651243855136319
ZCRB1,0.316448989271,1.1218655445868
DOLK,0.0130611582545,-1.31931859365043
LEPREL2,-0.0334769705681,-0.915885758717712
MRPS28,-0.05480074659,-1.86239713955109
CHPF2,-0.00746349284337,-0.8900534724121579
FGF13,0.00180238021988,-0.876134949736061
FMO3,0.0777632128232,-0.0224192043836716
WSB2,-0.0620788868758,-2.14627847288055
KLHL11,-0.00734756520273,0.46441949246667796
FAM83A,-0.0207532538951,-0.273338309086618
EIF2B4,-0.0517179297163,-2.9550396436685697
CDKN2A,-0.121414988709,-2.19499883671395
CYP27C1,0.0794011901579,-1.7153750532140701
RNF126,-0.121235695033,-1.87260010668799
WDR20,0.118563514639,-1.2149483382563
DGCR14,-0.0429066230394,0.0730224585614812
COX5B,0.0177602304313,-3.4882686489791803
C2orf74,-0.0465982309163,-1.97499599466579
OR2M3,0.0010485946913,-2.29300774300185
DNAAF3,0.0207805201831,-0.6590512277843721
KCTD18,0.0158481227982,-1.2930810533598798
SEC22A,-0.044475230954,-0.165399371176339
AGT,0.0719830257735,-2.61585106216203
CREB5,0.136746218755,2.32334472419606
ING1,-0.0764958349101,-0.31834364753686795
MAPT,-0.0582801358875,2.42461181407601
TECPR2,0.0163563747275,-1.7194429585643602
CPA6,0.103912525383,-1.55691045772225
SART3,0.00501900961557,-2.2377003919262797
ADAMTS3,0.0597715757117,0.6236936351228399
ASB9,0.0439716622117,-2.14638296110546
STMN2,0.00374111864476,-1.17100593976785
MPP2,-0.0643531267841,-2.6060520245920897
GOLGA7,-0.0069567917521,0.324095798980963
NEO1,-0.0491621450134,-2.90420395367008
TAL2,0.00383470458417,-2.87885555129044
SEPP1,-0.0129015723334,-2.58900944994339
CMTM4,0.0381612234814,-2.5744446944831
LOC728392,-0.00754178203367,-1.3072250428232
HNRNPA3,0.0161490749622,-4.26156759396228
APOBEC3B,-0.0411949315768,-0.6008114881245991
DMBT1,0.0908818721644,1.3011795969135802
TRIM25,-0.0979291312998,-1.2771213700191297
SPRYD7,-0.0199275684544,-1.9461139963136003
ZFP90,0.0758273963455,0.0146925820940104
ZFAND2A,0.0342334481345,-2.4359886554254704
VENTX,-0.0814563073704,1.68655602136125
RMI1,-0.105422561946,-0.7480823940010289
CEACAM19,-0.0528482145374,-1.26647545830433
CLTCL1,-0.190696187906,-1.8182027035193202
RAB24,0.0943021722965,0.10488254858328
MYO1C,-0.0701337689957,1.7979456927401798
HEXIM2,0.0319908927267,-2.28645325181521
C4orf48,0.269125361192,0.305135035380624
PNPLA3,-0.0405390516519,-1.74708761753416
ATP5H,0.0490366320214,-1.28906305863346
SGCZ,0.102095425654,-1.81745709410305
TCF4,-0.0346779075443,-2.33243798951198
PIDD,0.081743294043,-1.8192961423978302
FZD3,-0.0301852715138,-2.12210022863911
KCNC3,-0.111197074411,-0.662317450508436
DENND5B,0.0405859861709,-0.343173401665526
F10,-0.0221054069052,-1.2389469794290602
LGR4,-0.000900254099949,1.37478797093369
SAP30L,-0.0328020375545,-1.48850733722922
CTNNBIP1,-0.0141491506466,0.0790760597500054
DEFB123,-0.060770459022,-0.244417850068593
MYO18A,-0.00316523954825,-2.04572424987894
PLAG1,-0.157234811111,-0.56709803475617
PTP4A2,0.0438098687919,-1.9143687286728899
MAGEA1,-0.0348448857489,-0.36513685114673206
CDS1,-0.0734980953115,-3.3625688846130197
LTB,0.011181672479,0.980896362807457
TRAM2,0.0499031243478,-1.03788473375547
SERPINB5,0.00186572691305,-2.2603815421425804
AKIP1,-0.063448807233,-2.09941292319119
PIAS2,-0.0489495811822,-1.30013340301354
PLCB2,-0.0265577660263,-2.64183462661459
NAGPA,0.0199258975598,-0.0218983715531005
PRDX5,-0.022975711898,-4.880069071402731
SFN,0.106831809866,-1.34968984717384
RNASE6,-0.00798922947098,3.32982697607293
PTN,-0.0606015146555,-0.0617513734252369
FBXL3,0.00542780563621,-0.6265034367384821
RAB10,0.025437150752,-1.5221155430361297
CELF3,0.0565751809192,-1.3429278769346398
SYT1,0.0542239639755,0.588972103488608
HAVCR1,-0.017412979344,-2.7060488711336
CRABP2,-0.00299463045453,2.16068735644102
SHC1,0.00565046580396,-2.16075763295238
MNS1,-0.022441335524,-2.05146461596987
OR4M2,0.0915831040876,-1.7505955664485402
MSI2,0.0224719595257,-1.24052575861176
MANSC4,-0.027804619552,-2.10971670472084
TBRG4,0.0559675770474,-3.29147777710712
FAM206A,0.0541896799737,-1.09888431226549
ARHGAP5,-0.0306609710436,-1.35215758987705
FABP5,0.0895136229457,-0.8151395196439829
MFSD11,-0.0696047905172,-0.09828721896704999
PCDHA7,-0.00904828620137,0.187931062002763
