GO	[-7.17 -0.68]	[-0.68 -0.36]	[-0.36 -0.19]	[-0.19 -0.06]	[-0.06 0.00]	[0.00 0.00]	[0.00 0.12]	[0.12 0.29]	[0.29 0.56]	[0.56 1.08]	[1.08 7.70]
FBL_HEK293_Plass FBL_HEK293_Plass	0.446	1.442	0.770	-0.982	-2.604	-2.071	2.012	0.446	1.194	-2.071	0.317
LIN28A_HEK293_Plass LIN28A_HEK293_Plass	0.370	1.224	1.462	0.496	-1.053	-2.088	0.370	1.462	1.009	-1.339	-3.174
DGCR8_HEK293_Plass DGCR8_HEK293_Plass	1.158	0.476	0.357	0.956	-2.944	-2.944	0.476	2.169	0.259	0.259	-1.038
TTP_HEK293_Plass TTP_HEK293_Plass	0.283	1.785	2.072	0.392	-0.783	-4.676	0.523	-0.320	0.283	-1.015	0.279
EIF4A3_HeLa_POSTAR_CIMS EIF4A3_HeLa_POSTAR_CIMS	-1.558	1.354	-0.291	1.123	-0.552	-1.558	-0.291	1.884	-2.994	-0.291	1.343
C17orf85_HEK293_Plass C17orf85_HEK293_Plass	-0.363	0.540	-0.537	2.217	-0.537	-3.692	1.858	0.540	0.246	-1.077	-0.367
HNRNPM_HEK293T_POSTAR_CIMS HNRNPM_HEK293T_POSTAR_CIMS	1.579	1.878	1.059	-0.380	-0.737	-0.261	0.482	-0.380	-3.599	-0.737	-0.541
PAPD5_HEK293_Plass PAPD5_HEK293_Plass	-0.416	-0.416	0.815	1.458	0.564	-2.404	1.113	1.113	-1.034	-0.667	-1.039
UPF1_HEK293_Plass UPF1_HEK293_Plass	-0.350	0.996	0.760	0.760	-0.750	-3.651	0.760	0.558	0.760	-0.750	-0.756
