GO	[-33.74 -1.11]	[-1.11 -0.62]	[-0.62 -0.38]	[-0.38 -0.11]	[-0.11 0.00]	[0.00 0.00]	[0.00 0.09]	[0.09 0.39]	[0.39 0.85]	[0.85 1.89]	[1.89 26.18]
GOMF_HORMONE_ACTIVITY GOMF_HORMONE_ACTIVITY	0.254	-3.122	0.364	-3.122	0.849	4.501	1.852	-1.957	-3.944	-0.677	2.858
GOMF_PEPTIDE_RECEPTOR_ACTIVITY GOMF_PEPTIDE_RECEPTOR_ACTIVITY	0.388	-2.852	-1.543	-2.852	0.828	3.262	1.017	-2.341	-1.543	0.660	4.018
GOCC_TERTIARY_GRANULE GOCC_TERTIARY_GRANULE	-1.804	-0.737	-1.804	0.985	-3.196	-2.657	-0.940	0.645	1.405	3.837	3.475
GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	-1.261	-2.740	0.252	-1.261	1.645	2.643	-0.950	-2.740	-0.507	1.110	3.029
GOBP_MACROPHAGE_CHEMOTAXIS GOBP_MACROPHAGE_CHEMOTAXIS	-0.500	0.584	-0.266	-1.575	-1.575	0.339	-1.575	-0.893	0.898	-0.500	6.337
GOMF_ENDOPEPTIDASE_REGULATOR_ACTIVITY GOMF_ENDOPEPTIDASE_REGULATOR_ACTIVITY	-0.361	-1.186	-2.946	-1.747	-0.473	4.012	0.692	-0.962	-0.473	-0.271	4.017
GOCC_ANCHORED_COMPONENT_OF_MEMBRANE GOCC_ANCHORED_COMPONENT_OF_MEMBRANE	-0.845	-1.321	-0.285	-2.863	-0.385	1.696	0.318	-1.623	0.691	0.318	4.643
GOBP_NEURAL_CREST_CELL_MIGRATION GOBP_NEURAL_CREST_CELL_MIGRATION	0.416	-0.365	-1.466	-0.949	-1.466	-1.466	-1.466	0.638	1.232	1.232	3.516
GOMF_CARGO_RECEPTOR_ACTIVITY GOMF_CARGO_RECEPTOR_ACTIVITY	0.851	-0.753	-1.091	-2.180	0.276	-0.505	-1.091	-1.091	1.120	0.429	5.097
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	-0.940	-1.709	-0.324	-0.476	-0.324	0.279	-0.940	-1.709	0.279	2.206	4.838
GOCC_CONNEXIN_COMPLEX GOCC_CONNEXIN_COMPLEX	0.236	-0.870	-0.870	-0.378	0.527	-0.870	1.436	0.527	-0.870	-0.870	2.728
GOBP_ARACHIDONIC_ACID_METABOLIC_PROCESS GOBP_ARACHIDONIC_ACID_METABOLIC_PROCESS	0.541	-0.691	1.792	-1.064	0.346	-1.064	-0.691	-2.446	0.541	-0.260	2.679
HP_ABSENT_FACIAL_HAIR HP_ABSENT_FACIAL_HAIR	1.149	0.398	-1.036	-0.491	-1.036	-0.222	-0.222	-0.491	-1.036	-0.222	3.658
GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	0.749	-0.599	0.749	-1.024	-1.024	-0.599	-0.336	0.269	-1.741	0.749	2.990
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	-0.260	-0.550	-1.118	-0.550	2.053	-0.550	-0.260	-0.550	-1.118	1.032	2.054
HP_MACROTHROMBOCYTOPENIA HP_MACROTHROMBOCYTOPENIA	-0.373	1.382	-0.373	-0.373	0.240	-0.373	-0.373	-0.373	-0.373	-0.373	3.246
GOMF_INTERLEUKIN_1_RECEPTOR_ACTIVITY GOMF_INTERLEUKIN_1_RECEPTOR_ACTIVITY	-0.290	-0.290	-0.290	-0.290	0.313	-0.290	0.313	-0.290	-0.290	-0.290	3.956
GOBP_SENSORY_PERCEPTION_OF_UMAMI_TASTE GOBP_SENSORY_PERCEPTION_OF_UMAMI_TASTE	-0.248	-0.248	-0.248	-0.248	1.014	-0.248	-0.248	-0.248	-0.248	-0.248	3.057
