GO	[-5.84 -0.55]	[-0.55 -0.29]	[-0.29 -0.15]	[-0.15 -0.05]	[-0.05 0.00]	[0.00 0.02]	[0.02 0.13]	[0.13 0.28]	[0.28 0.54]	[0.54 1.06]	[1.06 8.49]
GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP	-1.222	2.076	6.751	7.210	-0.285	-6.681	0.416	-0.379	-0.799	-4.138	-8.007
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IFNAB_CD8_TCELL_DN GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IFNAB_CD8_TCELL_DN	-2.192	2.017	7.541	2.856	-0.828	-8.075	2.561	-0.398	-0.398	-3.062	-4.926
GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN	-0.994	6.306	6.751	1.369	-1.792	-6.681	0.416	0.814	-1.792	-3.004	-2.152
GSE37416_CTRL_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN GSE37416_CTRL_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN	-5.336	-0.851	4.355	4.355	-0.301	-4.526	3.288	1.364	-0.301	-2.307	-3.853
GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP	-3.149	-1.590	-0.873	-1.078	-1.906	-6.879	-0.325	3.370	7.336	4.052	0.275
GSE7852_THYMUS_VS_FAT_TREG_UP GSE7852_THYMUS_VS_FAT_TREG_UP	-3.120	2.493	1.280	1.490	-0.685	-4.984	6.497	0.752	0.610	-4.271	-4.283
GSE34006_A2AR_KO_VS_A2AR_AGONIST_TREATED_TREG_DN GSE34006_A2AR_KO_VS_A2AR_AGONIST_TREATED_TREG_DN	-3.120	-0.539	-0.539	6.497	-0.417	-4.271	7.877	0.752	-0.539	-0.539	-4.997
GSE22886_NEUTROPHIL_VS_DC_DN GSE22886_NEUTROPHIL_VS_DC_DN	-5.019	-0.325	2.748	3.051	-0.873	-3.686	3.703	1.690	0.737	-1.078	-6.895
GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP	-5.786	0.387	1.106	3.452	-0.672	-4.949	2.249	3.452	1.514	-2.217	-4.250
GSE22432_PDC_VS_TGFB1_TREATEDCOMMON_DC_PROGENITOR_UP GSE22432_PDC_VS_TGFB1_TREATEDCOMMON_DC_PROGENITOR_UP	-1.549	0.623	1.988	5.290	1.988	-3.624	2.249	0.623	-2.217	-3.624	-5.800
GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_UP GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_UP	-5.055	1.664	1.664	1.049	-1.095	-5.055	3.660	1.902	1.237	-0.888	-5.913
GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_UP GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_UP	-3.907	-0.421	3.540	-0.421	-0.421	-4.596	3.205	5.441	0.492	-0.882	-5.424
GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_48H_DN GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_48H_DN	-3.149	2.459	6.435	1.466	-1.078	-4.304	3.051	-0.427	-0.550	-1.078	-5.033
GSE40493_BCL6_KO_VS_WT_TREG_UP GSE40493_BCL6_KO_VS_WT_TREG_UP	-5.262	1.411	2.728	1.886	-1.550	-3.776	5.255	1.411	-0.501	-2.255	-2.700
GSE13485_CTRL_VS_DAY21_YF17D_VACCINE_PBMC_UP GSE13485_CTRL_VS_DAY21_YF17D_VACCINE_PBMC_UP	-2.747	1.364	1.364	3.984	-1.593	-3.841	3.984	1.588	-0.851	-0.851	-6.338
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_UP GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_UP	-1.259	2.856	3.494	-0.301	-4.204	-3.593	3.167	1.126	1.538	-3.593	-3.072
GSE3920_UNTREATED_VS_IFNB_TREATED_ENDOTHELIAL_CELL_DN GSE3920_UNTREATED_VS_IFNB_TREATED_ENDOTHELIAL_CELL_DN	-4.561	1.801	3.937	2.618	-1.078	-3.285	0.293	0.952	2.056	-1.615	-5.387
