GO	[-16.09 -0.83]	[-0.83 -0.36]	[-0.36 -0.18]	[-0.18 -0.06]	[-0.06 0.00]	[0.00 0.04]	[0.04 0.18]	[0.18 0.39]	[0.39 0.65]	[0.65 1.16]	[1.16 29.70]
DDX6_K562_POSTAR_eCLIP DDX6_K562_POSTAR_eCLIP	-0.490	0.552	0.692	2.465	-1.853	-3.161	1.027	0.430	-1.248	1.436	-0.813
DDX6_HepG2_POSTAR_eCLIP DDX6_HepG2_POSTAR_eCLIP	-0.525	1.171	1.171	0.765	-0.920	-2.928	0.330	0.330	-0.920	2.582	-1.519
KHSRP_K562_POSTAR_eCLIP KHSRP_K562_POSTAR_eCLIP	-1.999	-0.521	0.677	1.017	-0.860	-0.860	1.216	3.464	0.413	-0.675	-1.656
DHX30_K562_POSTAR_eCLIP DHX30_K562_POSTAR_eCLIP	-1.406	0.347	-0.385	3.539	-0.385	-2.431	0.347	-0.385	-0.552	1.989	-0.557
FAM120A_HepG2_POSTAR_eCLIP FAM120A_HepG2_POSTAR_eCLIP	-1.527	2.280	1.324	0.946	-0.398	-1.836	0.946	-0.828	-0.658	0.946	-1.850
LSM11_HepG2_POSTAR_eCLIP LSM11_HepG2_POSTAR_eCLIP	-0.475	0.772	1.544	0.412	-0.939	-4.025	-0.324	-0.677	0.412	1.544	0.277
RBM47_MDA-MB-231_POSTAR_HITS-CLIP RBM47_MDA-MB-231_POSTAR_HITS-CLIP	-0.326	1.512	0.916	1.512	-0.897	-1.995	1.745	0.480	-0.713	-0.897	-2.009
FAM120A_K562_POSTAR_eCLIP FAM120A_K562_POSTAR_eCLIP	-0.897	0.608	0.370	0.916	-0.559	-3.344	2.263	0.278	0.370	1.097	-1.670
SLTM_K562_POSTAR_eCLIP SLTM_K562_POSTAR_eCLIP	-1.783	0.907	0.441	1.548	-0.810	-1.783	0.651	0.651	-1.783	0.275	0.902
HNRNPM_HepG2_POSTAR_eCLIP HNRNPM_HepG2_POSTAR_eCLIP	-1.119	-0.847	0.546	3.004	-0.628	-0.455	0.282	0.717	0.915	-3.016	0.396
CNBP_HEK293_POSTAR_Piranha_0.01 CNBP_HEK293_POSTAR_Piranha_0.01	-0.785	0.939	3.384	0.939	-0.785	-1.181	0.939	-0.507	-1.181	-0.785	-0.511
CSTF2T_K562_POSTAR_eCLIP CSTF2T_K562_POSTAR_eCLIP	-1.481	0.699	0.699	1.926	-1.141	-1.899	0.893	-0.332	-1.141	1.630	-0.473
UPF1_HEK_293_FRT_POSTAR_CIMS UPF1_HEK_293_FRT_POSTAR_CIMS	-0.310	0.399	2.016	2.311	-1.519	-2.820	0.399	-0.566	-0.566	0.527	-0.429
IGF2BP1_K562_POSTAR_eCLIP IGF2BP1_K562_POSTAR_eCLIP	-0.419	0.518	-0.922	1.675	0.661	-0.922	1.936	1.007	-0.419	-1.161	-2.641
DDX3X_HepG2_POSTAR_eCLIP DDX3X_HepG2_POSTAR_eCLIP	-1.047	0.600	0.347	3.439	-0.259	-2.453	0.347	1.135	-0.357	-0.822	-0.829
ELAVL1_HeLa_POSTAR_Piranha_0.01 ELAVL1_HeLa_POSTAR_Piranha_0.01	-0.607	1.406	0.976	0.368	-1.010	-1.959	1.406	1.652	-1.010	-1.275	-0.342
