GO	[-5.47 -0.67]	[-0.67 -0.35]	[-0.35 -0.17]	[-0.17 -0.03]	[-0.03 0.00]	[0.00 0.00]	[0.00 0.08]	[0.08 0.25]	[0.25 0.51]	[0.51 1.03]	[1.03 6.41]
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	2.522	-0.285	-1.976	-2.386	2.522	-0.385	-2.863	-4.853	-0.845	1.237	5.053
GOBP_RESPONSE_TO_INTERFERON_GAMMA GOBP_RESPONSE_TO_INTERFERON_GAMMA	-0.814	-3.561	-1.011	-1.815	1.344	-3.561	-2.167	0.650	1.794	4.993	2.894
GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY	1.177	-0.549	-0.958	-0.549	-1.658	-1.658	0.302	0.820	0.302	-0.958	4.498
GOBP_COLLAGEN_CATABOLIC_PROCESS GOBP_COLLAGEN_CATABOLIC_PROCESS	-1.948	-0.729	-1.191	-1.191	0.883	-0.431	-0.431	-0.431	-0.242	3.104	2.564
HP_DECREASED_URINE_OUTPUT HP_DECREASED_URINE_OUTPUT	0.527	-0.870	-0.378	-0.870	0.236	-0.870	0.236	-0.870	-0.870	2.037	2.728
GOBP_SUPEROXIDE_ANION_GENERATION GOBP_SUPEROXIDE_ANION_GENERATION	-0.218	-1.450	-1.450	-0.796	1.934	-0.796	-0.796	0.680	0.403	-0.218	2.481
GOBP_REGULATION_OF_B_CELL_PROLIFERATION GOBP_REGULATION_OF_B_CELL_PROLIFERATION	-1.122	-0.287	-1.122	-0.470	0.728	-2.529	-0.287	0.316	-0.287	1.325	3.027
GOCC_PLATELET_DENSE_GRANULE_LUMEN GOCC_PLATELET_DENSE_GRANULE_LUMEN	-0.580	-0.580	-0.580	-0.580	1.488	-0.580	-0.580	0.892	0.434	-0.580	2.213
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION	-0.223	-0.621	0.396	0.396	0.396	-0.621	-0.621	-0.621	-0.621	-0.223	3.773
GOMF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_ACTIVITY GOMF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_ACTIVITY	0.892	-0.580	0.434	-0.580	-0.580	-0.580	-0.580	0.892	-0.580	-0.199	2.213
GOCC_PRESYNAPTIC_CYTOSKELETON GOCC_PRESYNAPTIC_CYTOSKELETON	-0.373	-0.373	0.240	-0.373	-0.373	-0.373	0.712	-0.373	0.240	-0.373	3.246
