GO	[-8.55 -0.96]	[-0.96 -0.54]	[-0.54 -0.26]	[-0.26 -0.03]	[-0.03 0.00]	[0.00 0.19]	[0.19 0.45]	[0.45 0.58]	[0.58 0.97]	[0.97 2.01]	[2.01 11.56]
DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS	-0.992	-2.278	-2.746	-2.746	4.456	0.469	-2.278	5.721	-2.278	0.469	2.680
DESCARTES_FETAL_PANCREAS_LYMPHOID_CELLS DESCARTES_FETAL_PANCREAS_LYMPHOID_CELLS	-1.446	-1.446	-1.446	-0.923	2.514	-0.923	-2.171	-0.310	-0.420	0.823	8.474
DESCARTES_FETAL_KIDNEY_STROMAL_CELLS DESCARTES_FETAL_KIDNEY_STROMAL_CELLS	-1.093	0.349	-1.384	-3.942	3.601	-0.851	-2.145	2.540	-0.851	0.349	3.236
DESCARTES_FETAL_LIVER_MEGAKARYOCYTES DESCARTES_FETAL_LIVER_MEGAKARYOCYTES	0.347	-2.013	-1.637	-2.455	-0.260	-1.049	-0.482	-0.823	1.134	4.603	3.091
DESCARTES_FETAL_KIDNEY_METANEPHRIC_CELLS DESCARTES_FETAL_KIDNEY_METANEPHRIC_CELLS	1.017	-1.543	-1.909	-1.543	2.914	-0.581	-2.341	1.709	-0.975	-0.320	3.271
DESCARTES_FETAL_CEREBELLUM_INHIBITORY_INTERNEURONS DESCARTES_FETAL_CEREBELLUM_INHIBITORY_INTERNEURONS	-0.574	-0.574	-0.574	-1.699	2.515	-1.699	-0.574	0.501	-0.318	-0.574	4.373
DESCARTES_FETAL_EYE_SKELETAL_MUSCLE_CELLS DESCARTES_FETAL_EYE_SKELETAL_MUSCLE_CELLS	0.365	-0.594	-1.512	-2.251	0.771	0.268	-1.512	1.589	-0.975	-0.337	5.356
AIZARANI_LIVER_C39_EPCAM_POS_BILE_DUCT_CELLS_4 AIZARANI_LIVER_C39_EPCAM_POS_BILE_DUCT_CELLS_4	-1.973	-0.701	-0.318	0.285	-2.360	-0.882	0.285	-0.548	1.535	2.294	2.301
DESCARTES_FETAL_LUNG_STROMAL_CELLS DESCARTES_FETAL_LUNG_STROMAL_CELLS	0.638	-1.466	-0.600	-2.280	1.232	0.245	-0.600	1.232	-0.600	-0.600	2.479
HAY_BONE_MARROW_CD34_POS_EO_B_MAST HAY_BONE_MARROW_CD34_POS_EO_B_MAST	-0.787	-0.787	-0.324	-0.787	-0.324	-0.324	-0.787	0.609	0.279	0.609	3.861
