GO	[-5.59 -0.42]	[-0.42 -0.22]	[-0.22 -0.12]	[-0.12 -0.04]	[-0.04 0.00]	[0.00 0.04]	[0.04 0.13]	[0.13 0.26]	[0.26 0.46]	[0.46 0.93]	[0.93 6.96]
GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP	1.466	-1.590	-2.267	-1.906	-0.873	0.278	-4.304	-0.873	0.737	2.459	7.782
GSE21379_TFH_VS_NON_TFH_CD4_TCELL_DN GSE21379_TFH_VS_NON_TFH_CD4_TCELL_DN	0.597	0.278	-1.906	-3.686	0.474	-0.427	-3.686	0.278	-0.550	2.459	5.983
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP	1.048	-2.117	-1.123	-3.102	-0.398	0.417	-0.692	-3.102	1.485	3.616	2.581
GSE14413_UNSTIM_VS_IFNB_STIM_RAW264_CELLS_DN GSE14413_UNSTIM_VS_IFNB_STIM_RAW264_CELLS_DN	1.853	-0.354	-0.904	-3.122	0.501	1.302	-1.956	-2.477	-1.532	2.858	2.156
GSE4811_CLASSSICALY_ACTIVATED_VS_TYPE_2_ACTIVATED_MACROPHAGE_DN GSE4811_CLASSSICALY_ACTIVATED_VS_TYPE_2_ACTIVATED_MACROPHAGE_DN	1.988	-1.278	-3.091	-1.278	-0.672	0.387	-0.407	-1.549	-1.044	2.820	4.876
GSE2405_0H_VS_3H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN GSE2405_0H_VS_3H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	0.409	-2.719	-2.281	-2.281	-0.391	1.179	-1.044	-0.835	0.527	2.691	4.777
GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_UP GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_UP	2.561	-1.837	-1.837	-1.027	-1.027	-1.027	-1.528	-0.659	0.508	2.561	4.544
GSE22886_IL2_VS_IL15_STIM_NKCELL_UP GSE22886_IL2_VS_IL15_STIM_NKCELL_UP	1.667	-1.249	-1.009	-1.529	0.326	-0.490	-1.854	-2.662	0.692	1.027	6.155
GSE22611_NOD2_TRANSD_VS_CTRL_TRANSD_HEK293_MDP_STIM_2H_DN GSE22611_NOD2_TRANSD_VS_CTRL_TRANSD_HEK293_MDP_STIM_2H_DN	1.607	-2.425	-2.425	-1.952	1.122	-0.552	-1.559	-0.734	1.122	1.122	3.564
GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_DN GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_DN	0.426	-1.407	-1.407	-2.319	-0.301	0.578	-1.815	-1.815	1.732	2.372	3.497
GSE29614_CTRL_VS_TIV_FLU_VACCINE_PBMC_2007_UP GSE29614_CTRL_VS_TIV_FLU_VACCINE_PBMC_2007_UP	2.033	-1.707	-2.541	-2.541	0.878	0.428	-1.381	-0.872	-0.388	2.631	2.620
GSE22886_NEUTROPHIL_VS_MONOCYTE_UP GSE22886_NEUTROPHIL_VS_MONOCYTE_UP	0.309	-2.281	-1.288	-2.281	-1.044	1.388	-1.044	0.309	0.309	0.989	6.475
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_BCELL_UP GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_BCELL_UP	1.562	-0.411	-3.874	-0.866	0.503	-0.309	-2.775	-1.327	0.784	2.056	2.607
GSE19198_1H_VS_6H_IL21_TREATED_TCELL_UP GSE19198_1H_VS_6H_IL21_TREATED_TCELL_UP	1.048	-0.888	-2.117	-3.102	1.048	-0.398	-0.530	-0.692	-1.123	2.915	3.244
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_6H_DN GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_6H_DN	0.678	-1.204	-1.204	-1.467	-1.204	-0.621	-2.118	-0.483	1.392	3.622	3.274
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN	0.894	-1.078	-2.267	-2.267	-0.550	0.894	-0.427	-1.316	-0.325	1.258	5.566
GSE22443_NAIVE_VS_ACT_AND_IL2_TREATED_CD8_TCELL_DN GSE22443_NAIVE_VS_ACT_AND_IL2_TREATED_CD8_TCELL_DN	1.538	-0.828	-2.598	-0.828	-0.301	-1.259	-1.259	-0.301	-0.398	0.946	6.163
GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY7_DN GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY7_DN	0.946	-2.598	-1.259	-0.659	-0.516	0.783	-1.027	-2.192	0.637	1.126	4.928
GSE19888_ADENOSINE_A3R_INH_VS_INH_PRETREAT_AND_ACT_WITH_TCELL_MEMBRANES_MAST_CELL_DN GSE19888_ADENOSINE_A3R_INH_VS_INH_PRETREAT_AND_ACT_WITH_TCELL_MEMBRANES_MAST_CELL_DN	2.017	-1.259	-0.828	-1.027	-0.516	-0.828	-1.259	-2.192	0.783	3.494	2.007
