GO	[-5.63 -0.68]	[-0.68 -0.35]	[-0.35 -0.18]	[-0.18 -0.04]	[-0.04 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.27]	[0.27 0.54]	[0.54 1.06]	[1.06 7.81]
chr21q22 chr21q22	-1.830	0.867	-3.710	-1.830	1.943	4.554	2.212	-1.230	-0.791	0.335	-0.789
chr11q12 chr11q12	-1.725	-0.756	-1.725	-0.946	1.228	7.885	0.568	-1.168	-0.263	-0.756	0.344
chr6p22 chr6p22	4.887	2.216	-1.926	-0.283	-1.926	-0.283	-1.209	-1.535	0.581	0.934	-1.207
MT MT	-0.538	-0.538	-0.538	-0.538	-0.538	-0.538	1.603	5.410	-0.176	-0.538	-0.538
chr1q23 chr1q23	-1.511	-1.899	-0.921	-1.188	0.451	0.451	0.330	-1.188	0.596	0.955	5.418
chr4q13 chr4q13	-0.935	-0.935	-1.962	-0.251	3.952	2.486	0.539	-0.935	-0.626	0.357	-0.934
chr8p23 chr8p23	-0.566	-0.359	-1.855	-1.271	1.459	5.402	0.405	-0.359	-0.359	-0.566	-0.858
chr11q11 chr11q11	-0.538	-0.538	-0.538	-0.538	1.603	4.274	-0.176	-0.176	-0.538	-0.538	-0.538
chrXq27 chrXq27	0.302	-0.610	-0.300	-1.201	1.877	3.825	-0.300	-0.610	-0.610	-0.300	-1.201
chr2q31 chr2q31	-0.865	-0.595	2.283	0.520	-1.225	0.966	1.556	0.520	-2.363	-0.255	-1.224
chrYq11 chrYq11	-0.462	-0.462	-0.994	-0.994	0.426	4.650	0.426	0.426	-0.462	-0.462	-0.462
chrXq13 chrXq13	-0.586	-1.301	-0.884	0.388	1.417	1.417	1.417	-1.301	-1.891	0.582	0.389
chr21p11 chr21p11	2.229	-0.373	-0.373	-0.373	-0.373	1.382	0.712	-0.373	-0.373	-0.373	-0.372
