GO	[-5.46 -0.71]	[-0.71 -0.38]	[-0.38 -0.21]	[-0.21 -0.07]	[-0.07 0.00]	[0.00 0.01]	[0.01 0.15]	[0.15 0.34]	[0.34 0.64]	[0.64 1.17]	[1.17 6.41]
HOXA9_DN.V1_UP HOXA9_DN.V1_UP	-3.546	-0.801	-3.017	-1.227	-3.017	-4.155	-0.495	0.532	1.374	9.777	6.332
RPS14_DN.V1_UP RPS14_DN.V1_UP	-0.270	-1.754	-2.959	-1.452	-4.791	-1.190	-1.190	-0.610	1.213	9.411	6.018
KRAS.KIDNEY_UP.V1_UP KRAS.KIDNEY_UP.V1_UP	3.491	-0.998	-2.013	-2.493	0.292	3.117	-1.612	-1.277	-2.493	1.553	2.105
IL21_UP.V1_DN IL21_UP.V1_DN	1.543	-1.980	-2.368	-1.980	-0.318	4.284	-1.980	-0.702	-1.351	1.323	3.546
PTEN_DN.V1_UP PTEN_DN.V1_UP	0.622	-1.643	-1.100	-1.643	-0.549	8.767	-2.368	-1.351	0.492	-0.422	2.025
ALK_DN.V1_UP ALK_DN.V1_UP	5.645	-1.612	-1.612	-2.013	0.292	1.553	-0.768	-0.581	-1.612	-0.998	3.477
KRAS.LUNG_UP.V1_DN KRAS.LUNG_UP.V1_DN	0.836	-1.661	-2.553	-1.661	0.381	5.985	-1.037	-1.321	-0.609	0.510	2.340
KRAS.300_UP.V1_DN KRAS.300_UP.V1_DN	-0.442	-1.299	-3.808	-2.523	0.855	3.441	-1.299	-0.442	0.392	0.855	3.058
NOTCH_DN.V1_DN NOTCH_DN.V1_DN	-0.301	-2.316	-1.312	-2.758	1.595	1.369	-1.599	-1.312	0.973	0.650	4.366
KRAS.KIDNEY_UP.V1_DN KRAS.KIDNEY_UP.V1_DN	0.478	-0.672	-2.312	-1.850	0.629	1.225	-0.886	-1.148	-1.148	1.470	4.644
IL15_UP.V1_DN IL15_UP.V1_DN	1.417	-1.030	-3.206	-1.030	-0.502	1.647	-0.648	-1.030	-0.823	0.836	4.468
IL2_UP.V1_DN IL2_UP.V1_DN	0.544	-0.787	-4.827	-0.981	0.326	0.427	-0.787	0.427	0.544	0.680	3.629
ATF2_S_UP.V1_UP ATF2_S_UP.V1_UP	-0.285	0.666	-1.799	-0.635	0.666	0.532	-2.555	-1.227	-0.495	0.985	3.935
VEGF_A_UP.V1_UP VEGF_A_UP.V1_UP	0.949	-1.031	-1.534	-1.031	-0.517	-1.534	-0.661	0.301	-0.301	2.576	3.501
MEL18_DN.V1_DN MEL18_DN.V1_DN	1.358	-1.787	-1.787	-0.683	0.927	-0.515	-1.136	-0.683	0.446	0.584	3.508
CAHOY_ASTROGLIAL CAHOY_ASTROGLIAL	0.542	-1.331	-0.715	0.542	-0.715	0.259	-2.335	-0.985	0.730	0.730	3.729
ATF2_S_UP.V1_DN ATF2_S_UP.V1_DN	1.753	0.277	-2.004	-0.716	-0.326	0.370	-1.371	-2.004	0.919	0.481	2.549
PTEN_DN.V2_UP PTEN_DN.V2_UP	-0.418	-0.979	-1.255	-0.752	-0.752	0.712	-0.979	-0.567	-0.301	3.164	2.794
LEF1_UP.V1_UP LEF1_UP.V1_UP	2.293	-0.398	-1.534	-2.201	0.397	-0.517	0.301	-1.264	0.397	0.397	2.562
BMI1_DN_MEL18_DN.V1_DN BMI1_DN_MEL18_DN.V1_DN	-0.683	-1.787	-1.787	0.329	1.606	-0.515	-0.515	-0.275	-0.275	0.744	2.792
