GO	[-6.85 -0.55]	[-0.55 -0.30]	[-0.30 -0.16]	[-0.16 -0.05]	[-0.05 0.00]	[0.00 0.02]	[0.02 0.14]	[0.14 0.29]	[0.29 0.54]	[0.54 1.06]	[1.06 8.49]
MIR142_3P MIR142_3P	-1.424	0.486	0.277	1.807	-3.582	-1.424	3.639	0.770	0.277	-1.155	0.369
MIR302A_5P MIR302A_5P	-0.994	-0.494	0.416	4.666	-0.379	-4.140	0.317	0.664	0.982	-0.494	-0.805
MIR520F_5P MIR520F_5P	-1.591	-0.325	0.278	1.467	-1.316	-3.150	3.053	0.737	-1.078	1.467	-0.328
MIR504_3P MIR504_3P	-0.360	2.544	1.660	0.470	-0.258	-3.942	0.779	-0.652	-1.093	-0.258	-0.656
MIR4633_5P MIR4633_5P	-0.676	0.654	0.959	1.321	-1.124	-1.124	0.226	2.207	0.410	-1.124	-1.869
MIR875_5P MIR875_5P	-0.534	-2.155	-0.316	1.763	1.763	-2.155	0.721	-0.316	0.477	-0.316	-0.318
MIR3960_MIR8072 MIR3960_MIR8072	0.304	-0.298	-0.298	-0.745	-0.745	0.304	0.304	-0.745	-0.745	-0.298	5.019
MIR6807_3P MIR6807_3P	0.381	-0.608	1.031	-0.453	0.274	-3.834	2.037	0.274	0.510	-1.657	1.025
MIR589_5P MIR589_5P	0.405	-3.610	1.299	1.299	-0.338	-1.933	0.405	0.405	0.577	-0.338	0.265
MIR362_5P MIR362_5P	-0.381	-1.501	1.192	2.899	0.612	-1.501	0.233	0.612	-1.501	-0.381	-0.383
MIR3650 MIR3650	-0.714	-2.488	-0.714	-0.714	-0.714	1.741	1.369	0.520	1.369	-0.273	-0.275
MIR6883_3P MIR6883_3P	-0.273	1.040	2.610	0.520	-2.488	0.756	-0.452	-0.273	-0.452	-0.714	-1.096
MIR3925_5P MIR3925_5P	-0.758	0.388	-0.435	1.460	0.388	-5.107	0.388	0.661	0.661	0.284	0.385
MIR4637 MIR4637	-0.470	-0.470	0.729	1.005	0.499	-1.122	-2.529	0.729	0.316	-1.122	1.685
MIR6794_5P MIR6794_5P	0.679	-0.910	0.326	0.326	0.326	-3.402	0.326	0.326	2.183	-0.910	0.482
MIR196B_3P MIR196B_3P	-0.248	-0.248	-0.248	-0.248	-0.248	0.361	-0.248	-0.248	-0.248	4.466	-0.249
