	logFC	SE	t.value	p.value
ADAM12_+_128076607.23-P1P2	-1.71093430677295	2.5572932148581	-0.669041116142751	0.572357199240144
ADAM20_-_71001696.23-P1P2	-2.43995431841147	1.07787571531001	-2.26366944143436	0.151904074599761
ADAM30_+_120439103.23-P1P2	0.770062045976907	0.965386418881995	0.797672342302793	0.508720468123188
ADAM32_+_38965299.23-P1P2	-3.58804973760616	0.812117745250308	-4.41813980619308	0.0476014377053402
ADAMDEC1_-_24242003.23-P1P2	-2.96631009071408	1.19188769240246	-2.48874966124952	0.130566139441966
ADAMDEC1_+_24242074.23-P1P2	2.13807628343298	1.39072346084179	1.5373842058714	0.264026076587758
ADAMTS13_+_136287462.23-P1P2	-3.15035120782913	2.80442309273272	-1.12335090093675	0.378016350208054
ADAMTS16_+_5140912.23-P2	-4.29463595679959	0.271831408041015	-15.7988953070191	0.00398241214933201
ADAMTS18_-_77468873.23-P1P2	-2.545761954614	2.08917180895185	-1.21855078826246	0.347244421757579
ADAMTS18_+_77468890.23-P1P2	1.72075631242382	0.578928933682891	2.97231009249637	0.0970012937210838
ADAMTS19_-_128796009.23-P1P2	-1.14720134979873	2.64221238986988	-0.434182109733889	0.706507336440757
ADAMTS3_-_73434972.23-P1P2	0.62369363512284	3.10834424460541	0.200651403461914	0.859524903445222
ADAMTS4_-_161168458.23-P1P2	0.0362159591264375	1.47731404210613	0.0245147328829327	0.982668069945637
ADAMTS5_-_28339421.23-P1P2	-0.453215328723649	1.76305493155476	-0.257062511559965	0.82115983566421
ADAMTS5_+_28339356.23-P1P2	0.635610252352414	0.253944808307661	2.50294643386588	0.129363370102496
ADAMTS7_-_79103411.23-P1P2	-1.35229097946021	2.58459248340415	-0.523212455403845	0.653018279254351
ADAMTSL1_-_18474157.23-P1P2	-1.40033151509243	1.7570392201109	-0.796983641039069	0.509042359262338
ADCK1_-_78266900.23-P1P2	-1.36126220080856	0.257853181953768	-5.27921428191889	0.0340582734953202
ADCK2_-_140373160.23-P1P2	-1.2410691809036	0.602045310908744	-2.0614215548499	0.175395676986372
ADCK2_+_140373084.23-P1P2	0.108073440219872	1.570468786373	0.0688160383432188	0.951397220015336
ADCY1_+_45614267.23-P1P2	-1.08947753213617	1.7228539543316	-0.632367897114552	0.591798851249969
ADCY10_-_167882918.23-P1P2	0.592077718006653	4.62806799291412	0.127931940263878	0.909906337737705
ADCY10_+_167883329.23-P1P2	-1.38241137371605	2.69263095231843	-0.51340543809977	0.658758339160252
ADCY3_-_25143044.23-P1P2	2.21720732539135	0.88032087132687	2.51863541761704	0.128052098302859
ADK_+_75911444.23-P2	-1.01886961614292	3.13462798801282	-0.325036852870323	0.776004331797881
ADNP2_-_77867623.23-P1P2	-0.439919138288491	0.816204907639526	-0.538981246217623	0.643870104828239
ADPRHL1_-_114103435.23-P2	0.742616166728872	2.86797999688465	0.258933523781735	0.819900232984398
ADRA2C_-_3767888.23-P1P2	-4.46468128226299	0.638361541958388	-6.99396970025181	0.0198370964891573
ADRB1_+_115804002.23-P1P2	1.25486219655423	0.998050084629422	1.2573138521602	0.335566752314468
AEBP2_-_19593012.23-P1P2	-0.588866339632344	2.2158929985412	-0.265746739585357	0.815320962171706
AEN_-_89164606.23-P1P2	-2.75985921324665	0.967706601785389	-2.85195864961012	0.104099280169551
AFF1_-_87856567.23-P1P2	-0.220383542549239	1.86358304682129	-0.118257967051775	0.916669824059657
AFM_-_74347908.23-P1P2	-1.11804499705103	1.73422750667876	-0.6446933823534	0.585200671338678
AFMID_-_76183473.23-P1P2	0.436171031466806	2.24592825629394	0.194205237965411	0.863952944665882
AFP_+_74316360.23-P2	0.450140042688044	0.929591915409623	0.484234033478755	0.676058326642315
AGA_-_178363447.23-P1P2	-1.89833292578975	2.12057018380465	-0.895199291345231	0.465148053655947
AGAP3_-_150783625.23-P1P2	-1.45282975060997	1.88752408118467	-0.769701306114268	0.521956014822317
AGBL1_+_86685238.23-ENST00000441037.2	-1.46748716877353	4.15498207421289	-0.353187364605304	0.757700718198868
AGBL3_-_134671681.23-P1P2	-0.198363116014087	0.145823206848656	-1.36029868153949	0.306764734315813
AGBL5_-_27274959.23-P1	-2.66692964969046	1.09038502352313	-2.445860491621	0.134295915150819
AGER_+_32151968.23-P1P2	-0.1381278951759	0.322297161340818	-0.428573105022897	0.709978014229665
AGER_+_32151976.23-P1P2	-1.17682836413512	1.04111177960612	-1.13035736141641	0.375646354228852
AGGF1_+_76326633.23-P1P2	0.126756054983086	1.20173727933827	0.105477342812302	0.925622838957858
AGL_-_100315704.23-P1P2	-2.73580166858598	1.24197654175912	-2.20278046855138	0.158498533090464
AGO3_-_36396753.23-P1P2	-0.365381957340205	2.89747926293041	-0.126103389941321	0.911183828891065
AGO4_+_36273634.23-P1P2	0.0303287983633872	1.99991357669519	0.0151650544887569	0.989277303614635
AGPAT1_+_32143856.23-P1	0.398870145376303	0.416362135665744	0.957988518188687	0.439162738039567
AGPAT1_+_32145529.23-P2	-0.503047547576093	0.448657290787369	-1.12122896006721	0.378737507389012
AGPAT2_-_139581796.23-P1P2	-1.02954409138303	1.6697814120944	-0.616574171880188	0.600348070828639
AGR2_+_16844579.23-P1P2	0.516338105885715	2.46231425215367	0.209696266605328	0.853325987942611
AGRP_+_67517406.23-P1P2	-2.1795035773428	0.668423287396068	-3.2606637417337	0.0825736856384588
AGT_-_230849427.23-P1P2	-2.61585106216203	1.44558806613441	-1.80954112962275	0.212083277934764
AHCTF1_+_247095176.23-P1P2	-0.330424867536737	1.12918285176419	-0.292622994602242	0.797376411052462
AHCY_-_32891101.23-P1P2	-0.979712605190703	2.1216969077128	-0.46175898245845	0.689613426822828
AHCYL2_-_128864908.23-P1P2	-0.0635135057113228	2.20628152112959	-0.028787579963415	0.979648323041873
AHDC1_+_27930650.23-P1P2	-0.132914534108482	0.82115022674581	-0.161863846321053	0.886287368254596
AHNAK2_-_105444326.23-P2	-1.66362994350707	1.44554404572772	-1.15086769470906	0.368806580329892
AHSA2_+_61404634.23-P1P2	-0.765542889242149	1.34211004078281	-0.570402475191701	0.625944196265646
AIM1_+_106960458.23-P1P2	-0.910250099184867	1.12020550495594	-0.812574206391417	0.501804712103852
AIRE_-_45705829.23-P1P2	-1.25657730294336	0.967903982265546	-1.29824582393196	0.323742443525862
AK5_-_77748081.23-P1P2	-3.9036995117424	2.21426580703683	-1.76297691963478	0.219958951086408
AKAP1_+_55162968.23-P1P2	-0.997860676750487	0.802720130770475	-1.24309910577764	0.339793886967859
AKAP1_+_55162988.23-P1P2	0.429540878984609	0.718990638631729	0.597422074649045	0.610856771841028
AKAP10_+_19881109.23-P1P2	-2.34132987859421	3.08001057696304	-0.760169428022813	0.526542564730655
AKAP12_-_151561572.23-P1	-2.54067535724348	3.2162470211558	-0.789950318035727	0.51234118016815
AKAP12_+_151561539.23-P1	-3.23666227075883	3.88297297290687	-0.833552613768464	0.492227769914761
AKAP14_+_119030337.23-P1P2	-0.918922860814028	1.47650032406245	-0.622365498901957	0.59720091082459
AKAP3_-_4758224.23-P1	-2.08076069446633	1.85378783872116	-1.12243734207565	0.37832663613481
AKAP4_+_49965636.23-P1P2	-6.20232885172519	0.0489305743484735	-126.757736534084	6.22315341120935e-05
AKAP5_+_64932286.23-P1P2	3.57633346886174	0.711708221895813	5.02499951361427	0.0373956291687436
AKIP1_-_8932793.23-P1P2	-2.09941292319119	1.72780851317903	-1.21507268147929	0.348315660279601
AKNA_+_117150247.23-P1	0.439601282923383	1.32257487532243	0.33238290786086	0.771204105426179
AKNA_+_117160729.23-P2	-1.90219569042759	0.87406082838901	-2.1762738114389	0.161492231488889
AKR1C4_+_5239007.23-P1P2	-0.188139179323384	2.87484798492503	-0.0654431748426135	0.953774154935872
AKR1D1_+_137761243.23-P1P2	-2.35993694871462	3.26423884819139	-0.722966994287869	0.544815694872023
AKT1_+_105262020.23-P1P2	1.00935821685559	0.427700075458071	2.3599673574398	0.142223882178281
AKT1S1_-_50380610.23-P1P2	0.261941672133471	0.361680295594267	0.724235396078413	0.54418290954017
AKT3_-_244013548.23-P1P2	-1.11865416621249	3.21693557461336	-0.34773906417039	0.761223772831438
ALAS2_-_55057412.23-P1P2	-0.926133252013348	1.11341316058108	-0.831796573636695	0.493022328621126
ALCAM_+_105085737.23-P1P2	0.916331246048846	0.91226214325365	1.00446045341823	0.420936726605548
ALCAM_+_105086147.23-P1P2	-0.233970242414356	1.63263971439433	-0.14330794501171	0.899182285798835
ALDH1A2_-_58357877.23-P1P2	-2.66714157659321	1.15203580338038	-2.31515510956092	0.146619210585124
ALDH2_+_112204827.23-P1P2	-1.44546262690601	4.77137277732712	-0.30294481155919	0.790537647540544
ALDH3B1_+_67777830.23-P1P2	-1.22221514959453	2.67095924016523	-0.45759408500705	0.692146582298064
ALDH4A1_-_19228655.23-P1P2	-2.18925932220588	3.23622696457366	-0.676485100140154	0.568481120984058
ALDOB_-_104187842.23-P2	-0.648934535522271	1.38889933737364	-0.467229350652138	0.686296288203456
ALG12_+_50311854.23-P1P2	-0.781869100438267	0.143168641519165	-5.46117566068825	0.0319322249874738
ALG14_+_95538302.23-P1P2	-0.223171649100927	1.55362767724624	-0.143645515826863	0.89894722564623
ALKBH7_+_6372803.23-P1P2	-1.51497091855327	1.74468057405154	-0.868337127773007	0.476754304693546
ALOX12B_+_7990948.23-P1P2	-0.932183298940376	1.59001517917264	-0.586273207420219	0.617045189176326
ALOXE3_-_8021463.23-P1P2	-2.22265133432495	0.623603757075174	-3.56420452748653	0.0704955819446561
ALPK3_-_85360414.23-P1P2	2.59670032219908	0.879985139208454	2.95084565238773	0.0982157337442015
ALPP_+_233243502.23-P1P2	-1.23162105892715	1.17694787586974	-1.04645335972675	0.405180749708222
ALS2_-_202645658.23-P1P2	0.0437780620886853	1.53962116423112	0.0284343078061984	0.979897970893522
ALX3_-_110612895.23-P1P2	-1.79681433505679	2.81857244788225	-0.637490917221886	0.589048497146956
ALYREF_-_79849081.23-P1P2	-1.91675696513542	0.581742145883982	-3.29485662797015	0.0810704126383504
AMACR_+_34008110.23-P1P2	-1.68512424509426	1.03678449790946	-1.62533703821005	0.2455960741506
AMELX_-_11311877.23-P1P2	-2.02115044501461	2.38680279577286	-0.846802445763078	0.486274244129755
AMHR2_+_53819383.23-P1P2	-1.24777233283991	2.30455429988787	-0.541437592900554	0.642454157556314
AMOTL2_-_134092903.23-P1P2	-3.0714902948553	1.11865956077994	-2.74568814547459	0.110994884654354
AMPD2_-_110163004.23-P1	0.105291406478289	2.23126001214505	0.0471892141234879	0.96665074724132
ANAPC11_+_79849694.23-P1P2	-1.0898455616034	0.973563739035023	-1.11943935245948	0.37934694833487
ANGPT1_+_108510118.23-P1P2	-1.58240118794465	0.192794993862231	-8.207688157481	0.0145216943257559
ANGPT2_+_6420752.23-P1P2	-3.9459890984654	1.1316751236814	-3.48685679829111	0.0733183884183139
ANGPTL3_-_63063403.23-P1P2	0.911811300173663	1.49485969471728	0.60996446917121	0.603957303211158
ANKFY1_+_4167232.23-P1P2	0.711985484408387	0.64725583393057	1.10000628358146	0.386037685460353
ANKRD10_-_111567397.23-P1P2	-1.17282275889617	4.16520350885153	-0.281576339884422	0.804728382114523
ANKRD11_-_89556765.23-P1P2	-0.292473409622158	0.967710323023123	-0.302232396062979	0.791008687655316
ANKRD11_-_89556960.23-P1P2	-0.264390195570717	2.1349018264072	-0.123841851789342	0.912764426750334
ANKRD13A_+_110437696.23-P1P2	0.224038209935875	2.04669755369916	0.109463271469179	0.922828604169619
ANKRD13B_+_27920172.23-P1P2	-1.10310633099901	1.82123401417813	-0.605691702665026	0.606300271287952
ANKRD13D_-_67056225.23-P1P2	-3.73953822099798	0.305388042103851	-12.2452018593652	0.0066031307995264
ANKRD16_-_5931399.23-P1P2	-4.60388312164041	0.0438916791653578	-104.891934170386	9.08775495316699e-05
ANKRD16_+_5931454.23-P1P2	-1.55880999146098	1.7504034270384	-0.890543269844034	0.467138522657888
ANKRD17_-_74124477.23-P1P2	-1.44688904583022	2.51801529928781	-0.574614874754515	0.623572001188501
ANKRD18A_-_38577100.23-ENST00000564591.1,ENST00000566717.2	-3.74525189459689	4.49898215183197	-0.832466493131526	0.492719056237736
ANKRD18B_-_33524757.23-P1P2	0.636693327743888	2.08977312447524	0.304671028776756	0.789396899636166
ANKRD22_-_90611355.23-P1P2	-2.70604887113361	1.58953590910184	-1.70241443155735	0.230787426092261
ANKRD30A_+_37414731.23-P1P2	-2.74678800584553	0.495110805716984	-5.54782479826477	0.0309880626946586
ANKRD34B_-_79864932.23-P2	-1.01795786907559	1.32589467264327	-0.767751685015986	0.522890977085298
ANKRD34B_+_79864679.23-P2	-1.81054596691826	0.922435144451752	-1.96278944683353	0.188662724310796
ANKRD46_-_101571922.23-P1P2	-2.39219728659533	0.782888522367262	-3.05560398223992	0.0924857782918937
ANKRD46_-_101571982.23-P1P2	-3.77367712903039	0.829098998251688	-4.55153984866452	0.0450349083181789
ANKRD54_+_38240316.23-P1P2	1.54586399786427	0.261386267873925	5.91409797629419	0.0274200944060514
ANKRD55_-_55528781.23-ENST00000341048.4	-0.552239217434404	2.73536623455245	-0.201888584591949	0.858676005896578
ANKRD62_-_12094275.23-P1P2	0.941394823040595	1.16458474333593	0.808352357720216	0.503754475940101
ANKS3_+_4784183.23-P1P2	-1.53386319460647	0.117175318543006	-13.0903266462511	0.00578518894996929
ANKZF1_-_220094589.23-P1P2	1.08149990853037	1.95527837322128	0.553118125450659	0.635754729973202
ANKZF1_+_220094583.23-P1P2	-0.772641326565892	0.55560170081151	-1.39063887932196	0.298861190647963
ANO1_-_69924829.23-P1P2	-3.42602494085413	3.08251344324807	-1.11143876707447	0.382085307755307
ANO4_+_101188701.23-P1P2	-3.55560974057034	0.436770017462423	-8.1406909778926	0.0147564159005155
ANP32E_-_150208476.23-P1P2	0.701699815043116	1.03447990012189	0.678311695529741	0.567533642472388
ANPEP_-_90358028.23-P1	-3.77367712903039	1.89620794771897	-1.9901177682384	0.184854890911293
ANXA11_-_81964867.23-P1P2	-1.82733402277064	0.385820760932115	-4.73622523151926	0.0418040009385685
ANXA2_-_60690116.23-P1P2	-0.949319094874078	0.814118280891119	-1.16607023470222	0.36383000648809
AOAH_-_36763676.23-P1P2	-2.03916649998381	1.32159072086742	-1.54296369351429	0.262805445253719
AOX1_+_201450779.23-P1	2.52532487815084	2.24999401054359	1.12236960023762	0.378349655992087
AP1B1_-_29784085.23-P1P2	-0.45416681775914	3.11373228521297	-0.145859302007422	0.897406124516403
AP1G1_-_71842296.23-P1P2	2.33834524822485	1.00784522567302	2.32014320121757	0.146120749438993
AP1M1_-_16308748.23-P1P2	0.222208060474846	2.04202028016854	0.108817753982593	0.923281006296064
AP1S3_-_224702252.23-P1P2	-0.566065635349288	0.501102752805276	-1.12963984368542	0.375888272397785
AP2M1_-_183894706.23-P2	-2.18043545339351	1.48309406183477	-1.47019363741234	0.279305529909675
AP4M1_-_99699531.23-P1P2	-2.15151400721085	2.35624908509889	-0.913109747529325	0.457573716957419
AP5M1_+_57736193.23-P1P2	-0.662317450508437	2.67985742437848	-0.247146525215625	0.827850035979305
AP5Z1_-_4815338.23-P1P2	0.713471876761279	1.2800618869205	0.557372955207431	0.633328263252796
APBA1_+_72286785.23-P1P2	-1.27111767869721	1.02406910759397	-1.24124208929969	0.340350805065769
APC_-_112043228.23-P2	-2.79713610185438	0.815056836990437	-3.43182950551361	0.0754269657162801
APC_-_112073576.23-P1	-2.09640795090743	3.18450746886935	-0.658314659771155	0.577984190620908
APC2_+_1446359.23-P2	1.80331548255863	2.43740114146659	0.739851742858203	0.536448722204573
APC2_+_1450166.23-P1	0.460017147884966	2.26979214002722	0.202669284016223	0.858140485644214
APCS_-_159557638.23-P1P2	-0.794098724376854	2.33844125406139	-0.339584636987425	0.766514330694916
APEX1_-_20923425.23-P1P2	-0.0359439168361441	0.752292558429813	-0.0477791737182226	0.966234287278137
APH1A_-_150241316.23-P1P2	0.420599514264504	1.45620591055277	0.288832445478021	0.79989537477164
APH1A_+_150241051.23-P1P2	-0.214176695796754	2.5273801962829	-0.0847425710274025	0.940185244123316
APLP2_-_129940207.23-P1P2	2.28187511286979	0.967599233974218	2.35828536520998	0.142385541050991
APOA2_-_161193229.23-P1P2	-2.11028314231776	0.921627565090479	-2.2897352707876	0.149196239266192
APOA4_+_116693794.23-P1P2	1.00027543312378	0.827862155164553	1.20826326808593	0.350424267605038
APOA5_-_116662518.23-P1P2	-0.887095409411837	0.874886049612214	-1.01395537145098	0.417315669052139
APOBEC1_+_7818434.23-P1P2	-3.63893467527507	1.06446631358756	-3.41855315553464	0.0759487768345929
APOBEC3B_+_39378603.23-P1P2	-0.600811488124599	1.95721019706567	-0.30697340992059	0.787876740031809
APOC2_-_45449342.23-P1P2	-2.62911566513863	1.66002699166341	-1.58377886524854	0.25409165435929
APOM_-_31620274.23-P1P2	-0.247847771289432	3.31994942727136	-0.0746540803463792	0.947284990687396
APP_+_27543048.23-P1P2	-0.114175693915441	0.671909166219327	-0.169927275375451	0.880701380334778
AQP10_-_154293754.23-P1P2	-1.63544679396933	3.27326417069559	-0.49963788703977	0.666881278023192
AQP2_+_50344869.23-P1P2	-0.785051871401361	2.10791044228113	-0.372431321395134	0.745334129280612
AQP3_-_33447178.23-P1	-0.548722057511403	3.0891217771514	-0.177630439036107	0.875375520796587
AQP3_-_33447239.23-P1	-4.24297083622254	0.556765494749759	-7.62075034504349	0.0167865214028261
AQP5_-_50356124.23-P1P2	-1.3085163343212	0.798498013324317	-1.63872209133442	0.242937901840513
AQP5_+_50356092.23-P1P2	-3.41942360536378	0.151146284312882	-22.6232726851912	0.00194813298729603
AQP6_+_50367222.23-P1P2	0.960415998096558	2.99630542954981	0.320533410454374	0.778955178937982
ARAP1_+_72432960.23-P1	0.887221664901928	5.39576816824872	0.164429166939151	0.884509031393774
ARAP2_-_36246030.23-P1P2	0.987586903413177	1.28701753695833	0.767345335283613	0.52308605091443
ARF6_-_50359824.23-P1	0.0227981543538381	1.2728428967555	0.0179112083761091	0.987335878755851
ARG1_+_131894441.23-P1P2	-3.36656717009323	0.935988222165923	-3.59680505626751	0.0693527177153374
ARGFX_-_121286898.23-P1P2	-4.31986623452695	0.964289165164803	-4.47984524827535	0.0463883406613334
ARHGAP11A_-_32908029.23-P1P2	0.452014053874915	0.805483888645107	0.561170819487453	0.631168697550562
ARHGAP11A_-_32908159.23-P1P2	-2.83172286352851	2.17664952261438	-1.30095490068944	0.322977736057915
ARHGAP22_+_49812988.23-P1P2	-1.80821099183032	2.17083284806315	-0.832957264970279	0.492497003489243
ARHGAP25_-_68962176.23-P1P2	0.691954373610927	0.519778754721487	1.33124789600471	0.314574318650861
ARHGAP27_+_43487368.23-P1	-2.44924349154944	1.86761411684406	-1.31142909526098	0.320041638872362
ARHGAP32_-_129062218.23-ENST00000310343.9	-2.48486528027619	3.12785564073668	-0.794430934699706	0.510237220460843
ARHGAP33_+_36266470.23-P1P2	-0.795553130382422	2.07708062097156	-0.383015046382889	0.738585240751603
ARHGAP4_-_153191354.23-P2	1.43079385343495	1.41394776535833	1.01191422235626	0.418091189844975
ARHGAP40_+_37230561.23-P1P2	0.541032192845916	2.39023066495608	0.226351456693347	0.841956882961018
ARHGAP44_-_12693223.23-P1P2	0.990579135951324	4.89698794296319	0.20228335202964	0.85840519989761
ARHGAP5_+_32546217.23-P1P2	-1.35215758987705	2.53945848693735	-0.532459024958423	0.647641716938094
ARHGAP9_-_57871616.23-P1P2	-1.1628048900983	1.09741825961493	-1.05958223303694	0.400390469739943
ARHGEF1_+_42388906.23-P2	4.13304945110102	3.08881490356596	1.33806964163813	0.312718812903906
ARHGEF11_-_157015113.23-P1P2	-1.36165087084288	1.66723092609397	-0.81671401935483	0.499900144998377
ARHGEF17_-_73019356.23-P1P2	-2.36102659774425	0.235650694376946	-10.0191794638532	0.00981532551462768
ARHGEF2_+_155948688.23-P1P2	-1.20136993175576	1.22989075291163	-0.976810280841328	0.431679478455415
ARHGEF33_+_39146900.23-ENST00000398800.4	-1.123300785214	0.334594446076187	-3.35720092902625	0.0784289700682756
ARHGEF7_-_111767696.23-ENST00000370623.3	0.594347893036777	1.20096008834529	0.494893959261948	0.669697610694794
ARID1B_-_157099118.23-P1	-1.0664059400457	2.42639589740276	-0.439502037234399	0.703226217316353
ARID4A_+_58765323.23-P1P2	-2.72950939482735	0.552673989187245	-4.93873322832025	0.0386380308871271
ARID5B_+_63661183.23-ENST00000279873.7	-0.454374503549854	0.878395499692488	-0.517277813591854	0.656487224442832
ARL10_+_175792539.23-P1P2	-4.01909946889093	2.94086705266881	-1.36663759255748	0.305092390293505
ARL13B_-_93699076.23-P1P2	-1.55585140446475	0.920040467477613	-1.6910684469459	0.232893084394087
ARL15_-_53605969.23-P1P2	1.29082179927611	2.96038800531968	0.43603128946495	0.705365652616157
ARL15_+_53606225.23-P1P2	-1.00608356768929	0.248906770751889	-4.04200964341043	0.0561059845038766
ARL3_+_104474074.23-P1P2	-1.17853291561282	0.579291179317695	-2.03443960082549	0.178896416096966
ARL4A_+_12726517.23-P1P2	0.141718148347474	0.548552061795722	0.25834949536704	0.820293317745642
ARL4C_+_235405481.23-P1P2	1.13470540255666	1.15502865694652	0.982404545317878	0.429482038257338
ARL4C_+_235405676.23-P1P2	-0.282145603285214	0.706358480323721	-0.399436845659315	0.728189322948389
