	logFC	SE	t.value	p.value
ABCA13_+_48211160.23-P1P2	-3.53432414335029	2.32761101555197	-1.51843418841707	0.268225964827569
ABCA2_+_139922272.23-P1P2	-1.17937998698617	1.33110643031578	-0.886014792000053	0.469082988770678
ABCA3_-_2390323.23-P1P2	0.0878461577979734	2.16288816444693	0.0406152103663837	0.97129254581091
ABCA5_-_67322872.23-P1P2	-1.02519829107218	0.899994070896508	-1.1391167166812	0.372707491402267
ABCB11_-_169887784.23-P1P2	-1.15332694902143	4.36552525173825	-0.264189732624316	0.816366403034041
ABCB4_+_87105008.23-P1P2	-2.39663138887513	1.2112014833081	-1.97872230335229	0.186430008435343
ABCB6_-_220083181.23-P1P2	-1.36887586404567	1.1594997812835	-1.18057449095023	0.359154883092289
ABCB6_-_220083604.23-P1P2	-3.07013245898799	0.548622861987758	-5.59607094728856	0.030480117856713
ABCB8_+_150725965.23-P1P2	-0.0166615343927105	0.556401181535358	-0.0299451815446077	0.978830304324194
ABCC12_-_48180679.23-ENST00000311303.3	0.0991732100390296	0.764812057166668	0.129670039991822	0.908692450644082
ABCC4_+_95953641.23-P1P2	-0.261150364603342	0.469000185964214	-0.556823584337061	0.633641142360095
ABCC5_-_183735467.23-P1P2	-0.176353737509652	0.649805159563102	-0.271394794138329	0.811533898475205
ABCC8_+_17498387.23-P1P2	-1.15792886268635	0.313756368229167	-3.69053501358927	0.0662123228577169
ABCD1_+_152990711.23-P1P2	-1.68029526894864	1.57709549725129	-1.06543660284188	0.398274947316251
ABCD3_+_94884032.23-P1P2	1.81078875165564	0.24466462680624	7.40110564936581	0.0177708645836576
ABCF1_+_30546315.23-P2	-0.719966854564668	1.37348655498525	-0.524189226280706	0.652448690005742
ABCG1_-_43639541.23-P1P2	-2.57362906069848	2.57806631989691	-0.998278842105733	0.423312775121817
ABCG2_-_89079989.23-P1P2	1.84649764059064	0.266016102167088	6.94130026546601	0.0201302160657119
ABCG4_-_119019811.23-P1P2	-0.134650287613419	0.333196724650724	-0.404116480300241	0.725244009657064
ABHD14A_-_52009122.23-P1P2	-2.40299968069966	0.462605141628635	-5.19449410406404	0.0351199654973261
ABHD14A_+_52009194.23-P1P2	-2.1005210233077	2.06072184258941	-1.01931322311229	0.415287541258239
ABHD14B_+_52016945.23-P2	-2.90710860453892	1.02743266033983	-2.82948821539056	0.105505729935378
ABHD17C_+_80987703.23-P1P2	-0.588163081989757	0.631672387846557	-0.931120456277774	0.450088078782553
ABHD4_-_23067680.23-P1P2	-2.76991266993605	0.866431568076305	-3.19692030160668	0.085484888620603
ABHD5_+_43732395.23-P1P2	-0.143002056099818	0.793438057811813	-0.180230901066426	0.873580003462778
ABHD5_+_43732521.23-P1P2	-1.04015719317286	1.60359043801305	-0.648642676157186	0.583100200876691
ABHD5_+_43732806.23-P1P2	-0.18141737231297	0.930747747487223	-0.194915725343145	0.863464487122423
ABI1_-_27149855.23-P1P2	-2.30777175427904	1.51138059449325	-1.52692959184963	0.266332718714942
ABI2_-_204193058.23-P1P2	-1.64850555257306	1.20038042259916	-1.37331925907587	0.303341742767818
ABI2_-_204193288.23-P1P2	-1.91563964642039	1.27438118357068	-1.50319203635208	0.271665712404335
ABI3BP_-_100712320.23-P1P2	-2.38835314403646	0.6050137741629	-3.94760127129501	0.0585875700634792
ABI3BP_+_100712307.23-P1P2	-0.53656429720429	0.736451344253201	-0.728580783226613	0.542020299276663
ABL1_-_133589228.23-ENST00000372348.2	0.765791030068987	1.9036971757896	0.402265150050117	0.726408298503906
ABO_-_136150600.23-P1	-3.22135700246156	1.60810346379101	-2.00320257682139	0.183068300566125
ABRA_-_107782347.23-P1P2	-1.73870336154464	1.08491624326777	-1.60261529158017	0.250194930401534
ABRA_-_107782350.23-P1P2	0.885802557938823	0.524056103105836	1.6902819234221	0.233039978428478
ABT1_-_26597263.23-P1P2	-0.843913251379827	1.00445909934014	-0.840166863871528	0.489246614696926
ABTB1_+_127391828.23-P1P2	-2.76963598933707	1.57383038522525	-1.75980589480147	0.220509195163744
ABTB2_-_34379310.23-P1P2	-2.71929894822545	1.93116584249325	-1.40811259623082	0.294423405961832
ACAA1_+_38178517.23-P1P2	-0.145448250595068	0.838334111728149	-0.17349675810667	0.878232180775327
ACAA2_-_47339855.23-P1P2	-1.71206957300117	1.19594822230058	-1.43155827407624	0.288596682923616
ACAA2_-_47339858.23-P1P2	-4.060631456432	0.283585097640136	-14.3189169325987	0.00484190763148597
ACAA2_-_47339876.23-P1P2	-1.66305240900663	1.09191606678834	-1.52305883170873	0.267193228735874
ACACA_+_35715534.23-P1P2	-2.07750299445957	0.241510944020972	-8.60210705101285	0.0132462766715098
ACADL_-_211090030.23-P1P2	-0.83542671207797	1.85621873363823	-0.450069109280302	0.696740011058163
ACADL_-_211090095.23-P1P2	-2.9907546397091	1.06616001578579	-2.80516488653424	0.107058682488558
ACADM_+_76190432.23-P1P2	-2.99352937683218	1.06923124226096	-2.79970249513301	0.107411880803229
ACADS_-_121163671.23-P1P2	-0.0107968881016548	0.753274122559066	-0.0143332789197312	0.989865361788181
ACADSB_-_124768552.23-P1P2	-1.57517547097864	0.939667103034924	-1.67631224493351	0.235669214170493
ACADVL_-_7123283.23-P1P2	0.390161166489378	1.65529693350756	0.2357046392049	0.83559939835232
ACBD4_+_43210042.23-P2	-0.899571360170307	1.1256215234035	-0.799177469039777	0.508017689184373
ACBD6_+_180471354.23-P1P2	0.865264754995723	0.900846685142456	0.960501680548333	0.438155475668441
ACCS_-_44088090.23-P1P2	-1.49606787250539	2.77158976140461	-0.539786909786822	0.643405413558948
ACD_-_67693904.23-P1P2	-0.313430810098919	1.13973249513336	-0.275003837687583	0.80911839098679
ACE_-_61554458.23-P1	0.74104924934133	0.549502001841748	1.34858334793609	0.30988522197951
ACE_-_61562443.23-P2	1.02653301343063	1.00464842153879	1.02178333377394	0.414356195956612
ACER2_-_19409474.23-P1P2	0.559764209648975	2.22070595251597	0.25206588428098	0.824527962866765
ACKR3_-_237476493.23-P2	-1.15688039226856	1.09969798263876	-1.05199828546797	0.40314979707768
ACKR3_+_237478950.23-P1	-0.210173095947333	1.06791477578875	-0.196806993134917	0.862164733402306
ACO1_-_32385047.23-P1P2	-1.16913904253454	1.52762035346802	-0.76533350703291	0.524052895662031
ACOT1_+_74003818.23-P1P2	-2.03502297700993	2.85275731370539	-0.713352996146271	0.549634416950408
ACOT7_-_6453388.23-P1P2	2.02521648760392	0.23517457147631	8.61154535071801	0.0132178294390003
ACOT9_+_23761360.23-P1P2	-1.39368108815528	0.51597664606789	-2.70105458992404	0.114084280445234
ACOX1_-_73975196.23-P1P2	-0.0514320010192488	1.49469500015685	-0.0344096963018219	0.975675869449132
ACOX2_+_58512441.23-P2	-1.52378026914818	0.320850169457141	-4.74919577485754	0.0415899986224595
ACOX2_+_58522520.23-P1	3.24530991363446	1.14743989094004	2.82830494151266	0.105580536946878
ACOX3_-_8442435.23-P2	0.571102941242183	0.551072171370786	1.03634872329258	0.408911287823803
ACP5_-_11689771.23-P2	0.685533593146958	1.42748492475144	0.480238762077524	0.678453702885637
ACPL2_-_140950647.23-P1P2	-1.76216388523839	0.714034533784552	-2.46789728208032	0.132361245111418
ACR_-_51176666.23-P1P2	-1.38010975042596	1.67901015448573	-0.821978203490185	0.497488738786002
ACRV1_+_125550697.23-P1P2	0.317050796063855	1.07208324901767	0.295733373648329	0.795312443856382
ACSF2_-_48503638.23-P1P2	-2.20344094953405	2.34845145352384	-0.938252713816073	0.447159821745026
ACSF2_+_48503620.23-P1P2	0.746961967039726	1.14218947382206	0.653973779446765	0.580275361907579
ACSF2_+_48503695.23-P1P2	1.95356004326706	0.363057479748182	5.38085606891245	0.0328458317015464
ACSL4_-_108976456.23-P1P2	-2.43577040454578	0.585058716036978	-4.16329222653924	0.053136782796299
ACSL5_-_114133923.23-P2	0.74104924934133	0.456945840123459	1.62174416368712	0.246315976303229
ACSM3_-_20775771.23-P1P2	0.465541664942421	3.3077835969185	0.140741270189536	0.90097008394555
ACSS3_-_81472068.23-P1P2	-3.4748369968215	3.11798558914962	-1.11444934476724	0.381052225121855
ACSS3_-_81472074.23-P1P2	-2.41709838811153	1.11295843315299	-2.1717777736442	0.162007682590368
ACTA1_+_229568301.23-P2	-2.51542578611495	2.59963012186375	-0.967609109064935	0.435320336346036
ACTA2_-_90751066.23-P2	-3.25684026313863	2.06723619410906	-1.57545628913597	0.255838147691824
ACTG1_-_79479785.23-P1P2	1.36198321973033	0.35329372744069	3.85510161642758	0.0611769279095729
ACTG2_+_74120202.23-P1	-0.814571124501545	0.920048103553502	-0.885357103998613	0.46936609095216
ACTL8_-_18081836.23-P1P2	-3.74844894870314	1.30595387740153	-2.8702766717623	0.102972319312159
ACTL8_-_18081895.23-P1P2	-1.16468626592359	0.838726992161404	-1.38863572629538	0.299375204022987
ACTN3_+_66313730.23-P1P2	-1.72561570830156	0.722868625860597	-2.38717748504738	0.1396436449174
ACTN4_-_39138687.23-P1P2	-0.51722751913767	0.860015525657409	-0.601416490408465	0.608652285241659
ACTR1B_-_98280407.23-P1P2	-0.979386823573186	0.329780546388736	-2.96981381800099	0.0971414290517282
ACTR2_+_65455294.23-P1P2	1.50579773086079	0.240733799179011	6.25503247153539	0.0246188995642459
ACTR5_-_37377127.23-P1P2	-3.35646003307959	1.16431702940223	-2.88277157193416	0.10221351262787
ACTR5_+_37377138.23-P1P2	-3.35036195801866	0.454997790375942	-7.36346863410133	0.0179481197402948
ACTRT3_+_169487342.23-P1P2	0.328154770446533	0.955905261673156	0.343292147876821	0.764106310697201
ACVR1B_-_52345917.23-P1P2	-0.205271161463568	0.906776276001156	-0.226374649289244	0.841941093963088
ACVRL1_-_52301119.23-P1P2	-0.869967485034675	0.394758005527203	-2.20379947424455	0.158384968165047
ADA_-_43279996.23-P1P2	-1.97354592104937	2.00858999791382	-0.982552896857574	0.429423931463854
ADA_+_43280282.23-P1P2	-0.848387272289877	1.07201452660443	-0.791395313435828	0.511661723238563
ADAD1_-_123300726.23-P1P2	-0.0514320010192489	1.45974866316588	-0.0352334633468367	0.975093907530442
ADAM11_-_42836572.23-P1P2	-4.15480743460148	1.96591221558054	-2.11342470008232	0.168906300444618
ADAM11_+_42836963.23-P1P2	-2.07343672700304	1.26078039985049	-1.64456611734203	0.241788980960172
ADAM12_+_128076607.23-P1P2	-1.4962726538074	1.16095865778632	-1.28882509620148	0.32641879552951
ADAM15_+_155023202.23-P1P2	-4.29935951446283	2.11531686500821	-2.03248959320624	0.179153069389913
ADAM18_-_39442133.23-P1P2	-2.66959511460166	0.537564752769307	-4.96609031907139	0.038237543892479
ADAM22_+_87563621.23-P1P2	-0.235265974531441	1.84098797891382	-0.127793324685503	0.910003164080348
ADAM23_+_207308716.23-P1P2	-2.76991266993605	0.850405450475323	-3.25716711762353	0.0827296634179376
ADAM30_+_120439103.23-P1P2	-1.27254316532179	1.38851785350437	-0.916475911426072	0.456164714554282
ADAM32_+_38965125.23-P1P2	-1.20330450603859	1.6219411806147	-0.741891580545816	0.535446189002883
ADAM32_+_38965299.23-P1P2	-3.71981050992804	0.309525814632667	-12.017771488115	0.00685283008017382
ADAM7_+_24298519.23-P1P2	0.123183579430042	0.635329220172869	0.193889365574157	0.864170137696721
ADAM9_+_38854902.23-P1P2	-1.41266501325479	4.04878733956553	-0.348910647751231	0.760465385912539
ADAMTS10_-_8675371.23-P1P2	-1.4086796577005	1.56370806526113	-0.90085847160049	0.462740663575605
ADAMTS13_-_136287551.23-P1P2	-1.84789252369443	0.553325009636911	-3.33961503910153	0.0791613791229103
ADAMTS13_+_136287462.23-P1P2	-2.20284163698908	1.19759526031774	-1.8393874040589	0.207230268095032
ADAMTS14_-_72432290.23-P1P2	1.8625864660323	0.907699188538447	2.05198648357435	0.176609182301805
ADAMTS15_+_130318578.23-P1P2	1.28005050534197	0.733361687999938	1.74545592752873	0.223021967264363
ADAMTS15_+_130318981.23-P1P2	0.742380149203087	0.770770348482745	0.963166461533525	0.437090168136591
ADAMTS16_+_5140912.23-P2	2.84367676086758	0.423137960162186	6.7204482428795	0.0214320884996547
ADAMTS16_+_5146334.23-P1	-1.08886153752616	0.986593405857007	-1.10365783012741	0.38477023392823
ADAMTS17_-_100882079.23-P1P2	-1.47926388108341	0.445368076541473	-3.32144120559944	0.0799286543918507
ADAMTS18_+_77468890.23-P1P2	-1.54741576037469	0.410394054185934	-3.77056086605391	0.063691498295599
ADAMTS3_-_73434879.23-P1P2	-1.00752608475462	0.322134033720936	-3.12766109534219	0.0888176166853198
ADAMTS3_-_73434922.23-P1P2	-1.0534034826065	0.440872931720402	-2.38935849042908	0.139439646265998
ADAMTS3_-_73434972.23-P1P2	-0.0520383028161881	1.37668073085447	-0.0377998337958064	0.973281023692838
ADAMTS4_-_161168458.23-P1P2	0.559764209648975	0.678950550594228	0.824455049280188	0.496358189191199
ADAMTS5_-_28339421.23-P1P2	-2.11536247195713	1.83189485299922	-1.1547401143105	0.367531462255612
ADAMTS5_+_28339356.23-P1P2	-1.76945878250353	1.24040390092193	-1.42651823425287	0.289837037325497
ADAMTS5_+_28339363.23-P1P2	-1.62587222815913	0.771163884343035	-2.10833554471269	0.169526811659868
ADAMTS7_-_79103411.23-P1P2	-0.0768086512515672	0.329675978186577	-0.232982250250876	0.837447767113484
ADAMTS8_+_130298490.23-P1P2	-4.39103670082872	1.26288141567964	-3.47699843097746	0.0736898449195446
ADAMTSL1_-_18474157.23-P1P2	-1.63553677569351	0.613541030165073	-2.66573333368344	0.116615694184114
ADAR_-_154580652.23-P1	-0.419914798102352	1.66258187910926	-0.252567890567486	0.824189289751116
ADARB1_+_46494884.23-P1P2	-3.03415924507081	0.801191926826933	-3.78705668826119	0.0631892139850677
ADCK1_-_78266900.23-P1P2	1.28882505200906	0.258321501431835	4.98922871253579	0.0379035627369833
ADCY1_-_45614627.23-P1P2	1.19428684382444	1.07163014981701	1.1144580469562	0.381049243602902
ADCY1_+_45614650.23-P1P2	-1.96157512398336	0.905500179630427	-2.16628905008496	0.162639995957457
ADCY10_+_167883329.23-P1P2	-0.815055502451682	2.03830462711507	-0.399869328465038	0.727916800750909
ADCY4_-_24804232.23-P1P2	0.559764209648975	0.678950550594228	0.824455049280188	0.496358189191199
ADCY7_+_50300487.23-P1P2	0.986809541882788	0.536185057601044	1.84042715829846	0.20706386904221
ADCY8_+_132053037.23-P1P2	-2.31650816090314	0.931519456632257	-2.48680598608006	0.130732023397429
ADD2_+_70995010.23-P1P2	-1.99901265253245	0.307163690745754	-6.50797184940416	0.022806093538585
ADD3_-_111767791.23-P1P2	-1.985893373724	1.24231227202172	-1.59854604872589	0.251030208797565
ADH4_-_100065227.23-P1P2	-1.69903598926017	1.37322838527352	-1.23725667738928	0.341549705703216
ADIPOQ_+_186560448.23-P1P2	-1.69955037174312	0.0754812117984145	-22.5162041155627	0.00196664972843625
ADM_-_10327037.23-P1P2	1.19488701278644	0.698919026850771	1.70962152535814	0.229462770195496
ADNP2_-_77867208.23-P1P2	-0.93933281645851	0.309581683143904	-3.03420023729852	0.0936170271910961
ADORA2A_+_24820308.23-P1P2	0.0693280045662407	0.755019161681105	0.0918228411738277	0.935207875336196
ADORA3_+_112031386.23-P1	-4.07526662671491	0.976198012558424	-4.17463114479657	0.0528709772144249
ADPRH_+_119298604.23-P1P2	-2.34989957221287	3.05783540571804	-0.768484650226314	0.522539285218876
ADRA1B_+_159343520.23-P1P2	-1.74123847874211	2.69960538166803	-0.644997409831149	0.585038734943482
ADRA2C_-_3767885.23-P1P2	1.68411721455115	0.462810760954035	3.63888949141874	0.0679166004788197
ADRA2C_-_3767888.23-P1P2	-0.446967257632975	0.342633295267605	-1.30450619891999	0.321978600602149
ADRA2C_+_3768082.23-P1P2	1.4904337637066	0.160522797377968	9.28487285327587	0.0114017288756355
ADRB1_+_115804002.23-P1P2	-2.54312119244503	1.1033416583522	-2.30492628751377	0.147648750289107
ADSL_-_40742729.23-P1P2	1.48115183553083	0.94563652403177	1.56630142543127	0.257777083559312
ADSS_-_244614690.23-P1P2	-2.5746569875136	0.69776541876987	-3.68986040043745	0.0662341836081772
ADSSL1_-_105190666.23-P1P2	0.317050796063854	1.02279788274369	0.309983821254455	0.785891421681358
ADSSL1_+_105190984.23-P1P2	-2.01698834965616	1.81505398217894	-1.11125529568812	0.382148369842412
AEBP2_-_19593012.23-P1P2	-3.18050133091969	2.79161524068355	-1.13930504625735	0.372644597032196
AEBP2_+_19592704.23-P1P2	-0.578655893030437	0.752178837925821	-0.769306265815875	0.522145329681181
AES_-_3062139.23-P1P2	-1.30339496533437	1.25522818834206	-1.038372924891	0.408160910956579
AES_+_3061863.23-P1P2	-0.843913251379826	0.636552773858846	-1.32575535923587	0.316078050912205
AFAP1L2_+_116164052.23-P1P2	-1.27338685443757	2.88134478441112	-0.441941853445291	0.701724936028404
AFF1_+_87856192.23-P1P2	-1.69031337251142	0.901677984756776	-1.87463085612252	0.201687562192617
AFF3_-_100758841.23-P1P2	0.74104924934133	0.636552773858846	1.16415995621073	0.364451024264567
AFM_-_74347908.23-P1P2	-3.58170421495742	1.97755784460364	-1.81117544790468	0.211813667294915
AFM_+_74347553.23-P1P2	-2.00487729882351	2.08085106572812	-0.963489089557676	0.436961380140142
AGA_-_178363447.23-P1P2	-4.80631950318272	1.75131111170645	-2.74441215558755	0.11108155603022
AGAP1_+_236403023.23-P1P2	-0.927142794981471	0.331034069569003	-2.80074735566821	0.107344192706086
AGBL1_+_86685489.23-ENST00000441037.2	0.317050796063855	1.93033740817559	0.164246309852902	0.884635755416858
AGBL1_+_86686989.23-ENST00000421325.2	-2.81685561499202	1.9140695866718	-1.47165789300795	0.278960831011001
AGBL2_-_47736458.23-P1P2	0.943275623660169	2.01883021349045	0.467238709504597	0.686290622942305
AGBL2_+_47736890.23-P1P2	-0.858283199100352	0.914242429009991	-0.938791694484979	0.446939362602312
AGBL2_+_47736896.23-P1P2	-1.29592872211446	1.48017876895078	-0.87552176081615	0.473620948579352
AGBL3_-_134671681.23-P1P2	-1.08543188916437	0.279544546078109	-3.88285840089717	0.0603827406080244
AGBL5_-_27274959.23-P1	-2.47858997502823	1.50425797715957	-1.64771602521826	0.241172631426157
AGBL5_+_27276245.23-P2	0.317050796063855	1.32404725790437	0.239455800517018	0.833055381580126
AGER_+_32151968.23-P1P2	1.33059034144005	0.621359869603966	2.14141660337371	0.165548027216149
AGER_+_32151976.23-P1P2	-1.22725558632694	0.177175076501298	-6.92679585956294	0.0202120665071332
AGGF1_+_76326633.23-P1P2	-2.13752022544298	0.74408933936833	-2.87266610654247	0.102826593930913
AGMO_+_15601269.23-P1P2	-2.42038921279913	0.502314611756456	-4.81847263876257	0.0404737842909302
AGO2_-_141645349.23-P1P2	-1.89891688991131	1.45482166226886	-1.30525750279925	0.321767706264151
AGO3_-_36396745.23-P1P2	-0.413401457954233	2.40410164013191	-0.171956730553018	0.879297224589826
AGO3_-_36396753.23-P1P2	-2.53781012365415	1.92027031061676	-1.32159004366372	0.317224263037187
AGO4_+_36273634.23-P1P2	-0.145345029232888	0.943353925716377	-0.15407263940998	0.891695041909115
AGPAT1_-_32145360.23-P2	-2.29073508166828	1.09170711240317	-2.09830553968426	0.170758864275268
AGPAT1_+_32143856.23-P1	-2.37336009590661	1.80810054287437	-1.31262617295255	0.319708143401623
AGPAT1_+_32145529.23-P2	-2.71325428475744	0.608474875655455	-4.45910651912242	0.0467909525254636
AGPAT9_+_84457483.23-P1P2	-3.51086361965655	1.8719487964768	-1.87551263488849	0.201551428452845
AGPAT9_+_84457847.23-P1P2	-1.87319519762713	2.19454984599827	-0.853566940410525	0.483263050476679
AGPS_-_178257877.23-P1P2	-0.329594041110691	0.877099713636829	-0.375777161919315	0.743196519688788
AGR2_-_16844607.23-P1P2	-0.512933301161667	0.355131721952237	-1.44434661691713	0.285479063496118
AGRN_+_955594.23-P1P2	-4.12970014360291	1.6202903382669	-2.548740831239	0.125587445582877
AGRP_+_67517406.23-P1P2	1.38159941082696	0.591050226667701	2.33753300225654	0.144401184602863
AGTRAP_+_11796254.23-P1P2	0.559764209648976	0.788444701231958	0.709960012128098	0.551344518693642
AHCYL1_-_110546819.23-P2	0.355658226633105	0.764873869376537	0.46498938043603	0.687653188221973
AHCYL2_-_128864908.23-P1P2	0.536598023415378	0.944870567227465	0.567906380013422	0.627353337857856
AHDC1_-_27930242.23-P1P2	-1.15096767457016	1.42748492475144	-0.806290598669948	0.504709390784335
AHDC1_+_27930650.23-P1P2	-1.45621965468034	0.416845532806424	-3.49342751708601	0.0730723069572051
AHDC1_+_27930664.23-P1P2	2.83527894603076	0.616847092720347	4.59640481326895	0.0442172014638648
AHNAK2_-_105444326.23-P2	-1.06445093147001	0.255317886673079	-4.16912009315267	0.0529999237080891
AHR_-_17338343.23-P1P2	0.861448667156139	0.987052029027788	0.872748995820044	0.474827676902332
AHRR_-_322310.23-P1P2	-0.0514320010192488	1.49469500015685	-0.0344096963018219	0.975675869449132
AHSA2_+_61404634.23-P1P2	-2.0613920514663	1.52752320018176	-1.34949966797298	0.309639752789589
AHSP_-_31539661.23-P1P2	-3.41402990963258	2.84935834982419	-1.19817498906139	0.353575988757916
AIFM3_+_21319900.23-P2	-1.23905395572916	2.54673581380584	-0.486526301241085	0.674686794764729
AIFM3_+_21319938.23-P2	0.86362895480851	1.95069166840712	0.442729606526552	0.701240683166364
AIM1_+_106960458.23-P1P2	-1.37872282010127	1.20184325573555	-1.1471735715299	0.370027777310224
AIM1_+_106960479.23-P1P2	-1.82756116884347	0.381728176579175	-4.78759829892833	0.0409657396583007
AIP_-_67250576.23-P1P2	-2.26427001088184	2.18976775625646	-1.03402290238886	0.409775374478371
AK1_+_130639945.23-P1P2	-0.97107184574617	1.46079269394447	-0.66475677881716	0.574598813152396
AK5_-_77748081.23-P1P2	-2.32222754291007	1.2093812324596	-1.92017825362413	0.194813091007802
AKAP1_+_55162988.23-P1P2	-0.691779562050517	0.206046296693429	-3.35739866793043	0.0784207902440649
AKAP12_+_151561539.23-P1	-1.9812397402651	1.24862548232645	-1.58673659020128	0.253474656159818
AKAP13_+_85923863.23-P1P2	-1.19302985121857	1.02430276514999	-1.16472384124032	0.364267580814961
AKAP14_+_119030337.23-P1P2	-0.428353265996864	0.63580027783702	-0.673722992783385	0.569916578039849
AKAP4_+_49965636.23-P1P2	0.805758714039171	0.384185765409585	2.09731537861675	0.170881152203749
AKAP5_+_64932286.23-P1P2	0.0507349799389904	1.29583802966673	0.0391522541995767	0.97232577897188
AKAP7_-_131456595.23-P1P2	-1.63639450174041	1.45974866316588	-1.12101113228041	0.378811627251904
AKAP8L_-_15529435.23-P1P2	-2.85878692307685	0.706524202689684	-4.0462689207159	0.0559976586066835
AKIP1_-_8932793.23-P1P2	-0.655363020611541	0.491258778790169	-1.33404846672769	0.313810945049287
AKR1A1_-_46016592.23-P1P2	-0.72936231784712	0.476391493004391	-1.53101457216911	0.265428397550024
AKR1B1_+_134143398.23-P1P2	0.317050796063855	1.07208324901767	0.295733373648328	0.795312443856382
AKR1C2_-_5060111.23-P2	-1.04546219436349	1.41422031656485	-0.739249876499385	0.536744866363274
AKR1C4_+_5239007.23-P1P2	0.616918178974969	1.39709150120312	0.441573210089463	0.701951630111957
AKR1D1_+_137761222.23-P1P2	1.6844337491852	0.979107858524671	1.72037608984502	0.227504494070894
AKT1_+_105262011.23-P1P2	0.851541754526199	0.551616524491176	1.54372053178008	0.262640424460097
AKT1S1_-_50380610.23-P1P2	-1.4102702461732	0.267161470265425	-5.27871868938321	0.0340643458443406
AKT3_-_244013164.23-P1P2	-3.53432414335029	0.305366865695721	-11.574026328292	0.00738245836227136
AKT3_-_244013352.23-P1P2	0.317050796063855	1.93033740817559	0.164246309852902	0.884635755416858
AKT3_-_244013548.23-P1P2	0.728440200251671	1.03421064086789	0.704344135968645	0.554185843046766
AKTIP_+_53536722.23-P1P2	0.0696555157442464	1.79245151452297	0.0388604741494411	0.972531863410577
AKTIP_+_53537096.23-P1P2	-2.6728965471413	0.749623917124668	-3.56565003607906	0.0704443325223056
ALAS1_+_52232611.23-P1P2	-2.62800085537198	0.347931584922741	-7.55321151988984	0.0170803827479914
ALAS2_-_55057412.23-P1P2	-1.26932718434708	0.741618077259003	-1.71156451449845	0.229107350206606
ALB_+_74275112.23-P2	0.685533593146958	1.68459247054998	0.40694328458155	0.723468582228441
ALB_+_74275167.23-P2	1.16501257148743	0.579977349773812	2.00872080942777	0.182321824439642
ALCAM_-_105086158.23-P1P2	0.559764209648976	0.810785904695846	0.690397065867792	0.561300858421348
ALCAM_+_105086147.23-P1P2	-0.84854471204431	1.52708867331223	-0.555661715572699	0.634303262287928
ALDH1A2_-_58357877.23-P1P2	-0.14356486663674	0.213320563076537	-0.673000598565038	0.570292543058111
ALDH1A2_+_58357459.23-P1P2	-3.24351145071505	1.7505444737415	-1.85285863876545	0.205088039612503
ALDH3A1_+_19651294.23-P1P2	-0.70024020883289	3.39144686702542	-0.20647241023919	0.8555335225467
ALDH3B1_+_67777830.23-P1P2	-0.834188203832688	0.668577001141711	-1.24770699920603	0.3384166726757
ALDH4A1_-_19228655.23-P1P2	-0.879223733411013	1.05860198894294	-0.830551748999596	0.493586360730738
ALDH7A1_+_125930884.23-P1P2	1.71308869176571	0.609666551965912	2.80987809851423	0.106755245586822
ALDH9A1_-_165667761.23-P1P2	0.338556896954473	0.43846265269507	0.772145346641241	0.52078623963655
ALDOB_-_104187842.23-P2	-1.30444343575216	0.259603421273998	-5.02475440943974	0.0373990754090975
ALDOB_+_104197939.23-P1	-1.18875848990452	1.56879032375006	-0.757754858573384	0.52771057045654
ALG13_-_110924371.23-P1P2	2.10276727679734	0.247897538808308	8.48240481493182	0.0136151182961137
