GO	[-6.23 -0.73]	[-0.73 -0.33]	[-0.33 -0.15]	[-0.15 -0.05]	[-0.05 0.00]	[0.00 0.01]	[0.01 0.10]	[0.10 0.21]	[0.21 0.36]	[0.36 0.75]	[0.75 6.04]
FAN_EMBRYONIC_CTX_MICROGLIA_1 FAN_EMBRYONIC_CTX_MICROGLIA_1	-5.223	-3.562	-3.562	0.475	-1.986	-5.223	1.379	10.210	10.210	0.955	-5.219
BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS	-4.913	-4.204	0.782	13.459	2.854	-4.204	4.557	0.945	-1.838	-4.913	-3.590
RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS	-6.245	-2.255	1.885	16.171	2.148	-6.245	1.007	-0.821	-0.285	-2.255	-2.688
FAN_OVARY_CL0_XBP1_SELK_HIGH_STROMAL_CELL FAN_OVARY_CL0_XBP1_SELK_HIGH_STROMAL_CELL	-3.869	-3.160	0.496	12.099	2.301	-3.160	0.815	0.815	-0.465	-1.340	-3.866
DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS	4.863	-1.534	-1.877	-5.654	0.469	8.658	-1.534	-3.937	-1.534	0.469	1.565
RUBENSTEIN_SKELETAL_MUSCLE_B_CELLS RUBENSTEIN_SKELETAL_MUSCLE_B_CELLS	-4.317	-2.579	1.288	12.177	1.748	-4.317	0.737	-0.761	0.261	-0.761	-1.781
ZHONG_PFC_C2_UNKNOWN_NPC ZHONG_PFC_C2_UNKNOWN_NPC	-2.216	-2.216	-1.580	-1.580	-3.153	-1.580	0.599	2.941	8.921	2.503	-1.579
FAN_OVARY_CL12_T_LYMPHOCYTE_NK_CELL_2 FAN_OVARY_CL12_T_LYMPHOCYTE_NK_CELL_2	-3.134	-3.134	-1.756	0.676	0.406	-3.766	3.938	8.544	1.457	-1.143	-1.422
ZHONG_PFC_MAJOR_TYPES_NPCS ZHONG_PFC_MAJOR_TYPES_NPCS	-3.094	-2.516	-1.015	0.283	-1.296	-3.797	3.054	8.654	2.706	-0.320	-1.630
MANNO_MIDBRAIN_NEUROTYPES_BASAL MANNO_MIDBRAIN_NEUROTYPES_BASAL	-3.277	-2.326	-0.244	3.683	2.336	-2.326	5.885	0.748	-1.198	-2.326	-2.324
BUSSLINGER_GASTRIC_PPP1R1B_POSITIVE_CELLS BUSSLINGER_GASTRIC_PPP1R1B_POSITIVE_CELLS	-3.906	-1.928	1.596	10.095	2.542	-3.087	-0.343	-0.661	-1.508	-0.343	-1.163
TRAVAGLINI_LUNG_PROLIFERATING_NK_T_CELL TRAVAGLINI_LUNG_PROLIFERATING_NK_T_CELL	-4.175	-2.130	-0.301	1.383	0.301	-4.175	4.129	5.024	1.383	-1.687	-2.128
