GO	[-31.63 -1.23]	[-1.23 -0.63]	[-0.63 -0.36]	[-0.36 -0.16]	[-0.16 0.00]	[0.00 0.00]	[0.00 0.07]	[0.07 0.28]	[0.28 0.60]	[0.60 1.30]	[1.30 23.45]
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_DENDRITIC_CELLS DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_DENDRITIC_CELLS	-1.407	-1.815	-1.407	-2.319	-1.077	-4.859	-2.948	-0.597	3.105	9.906	5.330
DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS	2.996	-0.782	-3.292	-4.707	-0.346	5.722	0.927	-2.278	-2.745	-1.241	4.462
DESCARTES_FETAL_ADRENAL_STROMAL_CELLS DESCARTES_FETAL_ADRENAL_STROMAL_CELLS	-0.594	-1.935	-1.935	-3.494	-0.447	5.660	2.545	-1.255	-0.329	-0.594	2.548
DESCARTES_FETAL_CEREBELLUM_ASTROCYTES DESCARTES_FETAL_CEREBELLUM_ASTROCYTES	1.645	-0.319	-0.430	-2.197	-1.182	3.838	1.903	-1.468	-3.834	-1.468	2.184
DESCARTES_FETAL_PANCREAS_LYMPHOID_CELLS DESCARTES_FETAL_PANCREAS_LYMPHOID_CELLS	2.831	0.823	-0.555	-3.165	-2.628	1.431	-0.310	-0.923	-1.162	-0.419	2.835
DESCARTES_FETAL_PANCREAS_MESOTHELIAL_CELLS DESCARTES_FETAL_PANCREAS_MESOTHELIAL_CELLS	-0.368	-0.559	-0.819	-1.643	-1.171	4.817	0.243	-1.171	-0.819	0.243	3.274
DESCARTES_FETAL_LUNG_VASCULAR_ENDOTHELIAL_CELLS DESCARTES_FETAL_LUNG_VASCULAR_ENDOTHELIAL_CELLS	2.692	-0.316	-1.362	-0.865	-0.534	1.017	-0.534	-1.362	-1.362	-0.534	3.796
DESCARTES_FETAL_EYE_SKELETAL_MUSCLE_CELLS DESCARTES_FETAL_EYE_SKELETAL_MUSCLE_CELLS	-0.337	-0.767	-0.974	-2.716	-0.594	1.842	0.365	-0.974	-0.452	0.365	5.351
DESCARTES_MAIN_FETAL_SQUAMOUS_EPITHELIAL_CELLS DESCARTES_MAIN_FETAL_SQUAMOUS_EPITHELIAL_CELLS	-0.400	-0.983	-0.552	-0.552	-0.282	4.696	-0.552	-1.635	-0.282	-0.744	2.012
DESCARTES_MAIN_FETAL_SCHWANN_CELLS DESCARTES_MAIN_FETAL_SCHWANN_CELLS	0.477	-0.865	-0.534	-2.156	-0.534	1.017	0.286	-0.865	0.286	-0.316	3.796
LAKE_ADULT_KIDNEY_C26_MESANGIAL_CELLS LAKE_ADULT_KIDNEY_C26_MESANGIAL_CELLS	0.737	-1.784	-0.457	-0.345	-0.457	-1.784	-0.595	-0.595	0.353	2.278	2.573
DESCARTES_MAIN_FETAL_MICROGLIA DESCARTES_MAIN_FETAL_MICROGLIA	0.939	-0.327	-0.926	-1.155	-0.926	-2.102	-0.436	-0.436	0.939	1.805	2.070
