Sample	salmon_version	samp_type	opt_type	quant_errors	num_libraries	library_types	frag_dist_length	seq_bias_correct	gc_bias_correct	num_bias_bins	mapping_type	keep_duplicates	num_valid_targets	num_decoy_targets	num_eq_classes	serialized_eq_classes	eq_class_properties	length_classes	index_seq_hash	index_name_hash	index_seq_hash512	index_name_hash512	index_decoy_seq_hash	index_decoy_name_hash	num_bootstraps	num_processed	num_mapped	num_decoy_fragments	num_dovetail_fragments	num_fragments_filtered_vm	num_alignments_below_threshold_for_mapped_fragments_vm	percent_mapped	call	start_time	end_time
molm14_t_3	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	482408	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	24696205	16066779	0	0	270346	41576351	65.05768396399367	quant	Sun Aug 30 22:32:57 2020	Sun Aug 30 22:34:10 2020
molm14_u_1	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	479817	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	23717191	15326984	0	0	251761	38538223	64.62394302934104	quant	Sun Aug 30 22:34:12 2020	Sun Aug 30 22:35:49 2020
molm14_u_2	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	200090	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	3149980	1932195	0	0	34652	4991828	61.339913269290605	quant	Sun Aug 30 22:35:52 2020	Sun Aug 30 22:36:18 2020
molm14_u_3	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	491135	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	26283566	16939440	0	0	291864	44712478	64.44878902657273	quant	Sun Aug 30 22:36:19 2020	Sun Aug 30 22:37:57 2020
ociaml2_t_1	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	527691	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	28531790	19196587	0	0	280044	51678810	67.28139734660881	quant	Sun Aug 30 22:37:59 2020	Sun Aug 30 22:39:39 2020
ociaml2_t_2	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	240363	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	4467194	2858696	0	0	49403	8092287	63.99310170993245	quant	Sun Aug 30 22:39:42 2020	Sun Aug 30 22:40:16 2020
ociaml2_t_3	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	641675	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	46985090	31739912	0	0	456784	85817213	67.55315782091724	quant	Sun Aug 30 22:40:18 2020	Sun Aug 30 22:42:24 2020
ociaml2_u_1	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	473865	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	22260887	14709640	0	0	221158	38307990	66.07840918468342	quant	Sun Aug 30 22:42:26 2020	Sun Aug 30 22:43:56 2020
ociaml2_u_2	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	207908	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	3165968	2063726	0	0	34760	5596001	65.18467653494918	quant	Sun Aug 30 22:43:58 2020	Sun Aug 30 22:44:18 2020
ociaml2_u_3	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	554021	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	32576321	22165951	0	0	322378	60592377	68.04313783622159	quant	Sun Aug 30 22:44:19 2020	Sun Aug 30 22:46:02 2020
ociaml3_t_1	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	668313	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	39070462	24687995	0	0	435719	84046817	63.18838768786507	quant	Sun Aug 30 22:46:04 2020	Sun Aug 30 22:48:27 2020
ociaml3_t_2	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	229489	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	3904528	2382726	0	0	44215	7117415	61.02468723492315	quant	Sun Aug 30 22:48:29 2020	Sun Aug 30 22:49:00 2020
ociaml3_t_3	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	513741	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	25552348	16395347	0	0	311007	47730212	64.16375904085213	quant	Sun Aug 30 22:49:02 2020	Sun Aug 30 22:50:38 2020
ociaml3_u_1	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	482035	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	20073751	12081197	0	0	236613	37578522	60.1840532942747	quant	Sun Aug 30 22:50:40 2020	Sun Aug 30 22:52:02 2020
ociaml3_u_2	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	241293	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	4231450	2522241	0	0	51304	8268450	59.60701414408772	quant	Sun Aug 30 22:52:04 2020	Sun Aug 30 22:52:34 2020
ociaml3_u_3	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	552857	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	30337290	18609936	0	0	395965	57729504	61.34343575184204	quant	Sun Aug 30 22:52:38 2020	Sun Aug 30 22:54:18 2020
thp1_t_1	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	601279	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	33909446	21869845	0	0	348761	64320158	64.49484606737603	quant	Sun Aug 30 22:54:20 2020	Sun Aug 30 22:56:17 2020
thp1_t_2	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	301459	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	7054893	4361974	0	0	83092	13503913	61.8290596327967	quant	Sun Aug 30 22:56:20 2020	Sun Aug 30 22:56:55 2020
thp1_t_3	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	558661	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	30134517	19840457	0	0	348322	59113968	65.83963831243753	quant	Sun Aug 30 22:56:57 2020	Sun Aug 30 22:58:41 2020
thp1_u_1	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	514966	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	23321778	14419187	0	0	252178	43423300	61.82713427766957	quant	Sun Aug 30 22:58:44 2020	Sun Aug 30 23:00:08 2020
thp1_u_2	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	226534	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	3618587	2217473	0	0	44096	7302950	61.280079765941785	quant	Sun Aug 30 23:00:11 2020	Sun Aug 30 23:00:37 2020
thp1_u_3	1.2.1	none	vb	[]	1	['SF']	1001	False	False	4096	mapping	False	227201	0	540063	False	['range_factorized', 'gzipped']	[539, 719, 1200, 2366, 347561]	f6f7d26b3f97e2df84e1807404dacea8e401fb5340181a2d3788f2bd6c36f90c	e76259feeeea09cda3f19353228fad640e0b428b440e5c9d660a20e8d9f63aa4	ebb77560638a2386e67e46822f839faad0a1daf6f905f47f05bf76a51666268c34ec324c5f320e0507e6154ef8d8f4052575519317f89aaf5bfe5ed378326757	c9495a1c5b6cb328789ef40321be2ccc735bd3e64a78f64ba6990a84e7b90dfc18e76a7ce815ed921c94cd62cd12e226d299419c1ed47ded17f1ca463d7f2be3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	27489449	17592626	0	0	336300	54298395	63.99773964185314	quant	Sun Aug 30 23:00:39 2020	Sun Aug 30 23:02:14 2020
