GO	[-6.85 -0.67]	[-0.67 -0.33]	[-0.33 -0.17]	[-0.17 -0.04]	[-0.04 0.00]	[0.00 0.02]	[0.02 0.15]	[0.15 0.32]	[0.32 0.61]	[0.61 1.16]	[1.16 24.36]
FAN_EMBRYONIC_CTX_MICROGLIA_1 FAN_EMBRYONIC_CTX_MICROGLIA_1	-6.444	-0.470	6.463	6.954	-1.297	-2.426	2.468	1.379	-0.806	-4.304	-5.219
DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS	0.355	-0.607	-3.937	-3.937	2.673	10.317	-5.654	-1.241	-1.877	-0.607	4.462
TRAVAGLINI_LUNG_NONCLASSICAL_MONOCYTE_CELL TRAVAGLINI_LUNG_NONCLASSICAL_MONOCYTE_CELL	-5.225	-1.010	-1.250	-1.250	-1.854	-3.163	1.434	0.691	7.088	2.763	0.851
DESCARTES_FETAL_PANCREAS_LYMPHOID_CELLS DESCARTES_FETAL_PANCREAS_LYMPHOID_CELLS	3.887	-0.310	-3.165	-4.560	0.292	2.514	-2.628	-2.628	-0.722	1.431	3.170
DESCARTES_FETAL_KIDNEY_METANEPHRIC_CELLS DESCARTES_FETAL_KIDNEY_METANEPHRIC_CELLS	3.630	0.513	-3.461	-4.195	1.227	4.418	-3.461	-0.975	-1.543	0.513	0.829
TRAVAGLINI_LUNG_PROLIFERATING_NK_T_CELL TRAVAGLINI_LUNG_PROLIFERATING_NK_T_CELL	-4.175	0.924	3.711	5.995	-0.424	-1.322	1.141	-0.424	-2.130	-1.322	-2.667
BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS	-6.760	-1.529	2.015	3.490	-0.829	-1.260	3.490	1.125	0.396	-0.659	-2.189
FAN_EMBRYONIC_CTX_BRAIN_MYELOID FAN_EMBRYONIC_CTX_BRAIN_MYELOID	-2.456	-1.583	0.301	-0.301	-2.456	-4.600	-0.977	0.710	3.917	2.457	3.151
ZHONG_PFC_MAJOR_TYPES_NPCS ZHONG_PFC_MAJOR_TYPES_NPCS	-2.516	0.853	2.706	3.809	-0.594	-1.632	1.517	1.517	-2.035	-4.677	-1.294
FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE	-3.327	-1.807	-1.807	-0.528	-2.228	-2.228	1.326	0.904	2.118	5.533	1.106
DESCARTES_FETAL_LIVER_STELLATE_CELLS DESCARTES_FETAL_LIVER_STELLATE_CELLS	1.255	-0.530	-1.732	-1.124	1.255	1.999	-3.102	-5.419	-0.398	0.691	3.993
RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS	-5.262	-3.194	0.833	1.639	-1.551	-1.551	3.039	1.007	1.410	1.200	-1.025
DESCARTES_FETAL_PANCREAS_DUCTAL_CELLS DESCARTES_FETAL_PANCREAS_DUCTAL_CELLS	1.714	-0.744	-4.098	-2.072	0.445	3.034	-2.605	-1.276	-0.744	2.329	2.012
RUBENSTEIN_SKELETAL_MUSCLE_B_CELLS RUBENSTEIN_SKELETAL_MUSCLE_B_CELLS	-3.073	-3.073	-0.457	0.737	-1.466	-2.579	2.569	2.278	2.878	1.288	-0.957
DESCARTES_FETAL_HEART_LYMPHOID_CELLS DESCARTES_FETAL_HEART_LYMPHOID_CELLS	1.395	0.527	-1.622	-2.706	0.261	0.702	-2.706	-2.706	-0.685	1.136	5.880
DESCARTES_FETAL_CEREBELLUM_ASTROCYTES DESCARTES_FETAL_CEREBELLUM_ASTROCYTES	0.505	-0.568	-1.804	-1.182	2.791	3.472	-3.834	-1.804	-1.804	0.986	2.184
FAN_OVARY_CL12_T_LYMPHOCYTE_NK_CELL_2 FAN_OVARY_CL12_T_LYMPHOCYTE_NK_CELL_2	-1.756	-3.134	-0.301	1.026	-3.134	-2.599	2.552	1.232	2.552	1.702	-0.706
DESCARTES_FETAL_EYE_SKELETAL_MUSCLE_CELLS DESCARTES_FETAL_EYE_SKELETAL_MUSCLE_CELLS	0.946	-0.452	-0.594	-3.902	-0.767	4.920	-2.716	-1.221	-0.974	2.114	1.845
DESCARTES_FETAL_LIVER_LYMPHOID_CELLS DESCARTES_FETAL_LIVER_LYMPHOID_CELLS	2.715	0.331	-1.254	-2.573	0.331	0.611	-2.573	-3.228	-0.537	0.788	4.767
GAO_LARGE_INTESTINE_ADULT_CH_MKI67HIGH_CELLS GAO_LARGE_INTESTINE_ADULT_CH_MKI67HIGH_CELLS	-3.372	0.576	4.116	2.466	-0.312	-1.540	1.790	-0.312	-0.634	-1.540	-2.600
DESCARTES_FETAL_KIDNEY_STROMAL_CELLS DESCARTES_FETAL_KIDNEY_STROMAL_CELLS	0.778	-1.384	-1.384	-3.941	2.540	1.174	-1.093	-1.384	-0.652	-0.258	5.279
CUI_DEVELOPING_HEART_C7_MAST_CELL CUI_DEVELOPING_HEART_C7_MAST_CELL	-1.297	-2.946	-1.030	0.259	-1.986	-1.613	1.379	0.614	3.485	4.661	-0.805
DESCARTES_FETAL_INTESTINE_CHROMAFFIN_CELLS DESCARTES_FETAL_INTESTINE_CHROMAFFIN_CELLS	-0.252	-1.676	-1.676	-2.163	3.799	4.713	-2.163	-0.971	-0.369	-0.369	1.336
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_DENDRITIC_CELLS DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_DENDRITIC_CELLS	-1.815	-0.430	-1.815	-1.077	-2.319	-2.319	0.577	0.426	4.839	2.371	1.451
DESCARTES_FETAL_ADRENAL_LYMPHOID_CELLS DESCARTES_FETAL_ADRENAL_LYMPHOID_CELLS	0.823	0.292	-1.780	-3.165	-0.419	1.209	-2.171	-1.780	-0.555	2.215	5.101
HAY_BONE_MARROW_IMMATURE_NEUTROPHIL HAY_BONE_MARROW_IMMATURE_NEUTROPHIL	-3.562	-0.814	0.406	1.145	-1.241	-4.171	1.795	1.795	3.533	-0.389	-0.645
DESCARTES_FETAL_STOMACH_SQUAMOUS_EPITHELIAL_CELLS DESCARTES_FETAL_STOMACH_SQUAMOUS_EPITHELIAL_CELLS	1.417	-2.779	0.238	-1.891	1.097	2.610	-1.891	-1.891	-1.302	0.582	2.177
DESCARTES_FETAL_INTESTINE_ENS_NEURONS DESCARTES_FETAL_INTESTINE_ENS_NEURONS	-0.409	-0.409	-4.523	-1.143	1.232	1.966	-1.756	-1.756	-0.543	1.966	3.569
CUI_DEVELOPING_HEART_C9_B_T_CELL CUI_DEVELOPING_HEART_C9_B_T_CELL	-0.348	-0.806	-1.613	-1.297	-2.946	-2.946	0.259	1.622	1.379	4.252	1.624
DESCARTES_FETAL_CEREBELLUM_OLIGODENDROCYTES DESCARTES_FETAL_CEREBELLUM_OLIGODENDROCYTES	0.722	-0.668	-0.668	-4.526	3.548	2.033	-1.214	-1.594	-1.214	0.543	1.429
DESCARTES_FETAL_SPLEEN_LYMPHOID_CELLS DESCARTES_FETAL_SPLEEN_LYMPHOID_CELLS	2.455	0.353	-0.924	-3.982	0.353	-0.924	-1.986	-1.986	0.644	3.581	1.275
DESCARTES_FETAL_LUNG_LYMPHOID_CELLS DESCARTES_FETAL_LUNG_LYMPHOID_CELLS	1.853	0.347	-0.635	-3.596	-0.259	1.353	-2.012	-2.977	-0.823	1.353	3.441
DESCARTES_FETAL_CEREBRUM_SKOR2_NPSR1_POSITIVE_CELLS DESCARTES_FETAL_CEREBRUM_SKOR2_NPSR1_POSITIVE_CELLS	3.465	-1.999	-1.077	-1.477	2.604	3.021	-1.077	-1.477	-1.477	-0.538	0.540
AIZARANI_LIVER_C21_STELLATE_CELLS_1 AIZARANI_LIVER_C21_STELLATE_CELLS_1	-0.829	-0.517	-0.829	-2.192	-1.529	-4.204	0.396	1.125	1.767	1.767	3.836
FAN_OVARY_CL0_XBP1_SELK_HIGH_STROMAL_CELL FAN_OVARY_CL0_XBP1_SELK_HIGH_STROMAL_CELL	-3.869	-1.340	1.223	0.815	-0.623	-2.576	3.324	2.963	-0.340	0.265	-1.052
DESCARTES_MAIN_FETAL_SQUAMOUS_EPITHELIAL_CELLS DESCARTES_MAIN_FETAL_SQUAMOUS_EPITHELIAL_CELLS	3.034	-2.605	-1.276	-3.263	0.445	3.824	-1.276	-0.552	-0.552	0.769	0.770
AIZARANI_LIVER_C2_KUPFFER_CELLS_1 AIZARANI_LIVER_C2_KUPFFER_CELLS_1	-1.633	-0.342	-0.725	0.572	-3.208	-3.749	0.263	0.572	2.675	3.957	0.573
DESCARTES_FETAL_MUSCLE_SCHWANN_CELLS DESCARTES_FETAL_MUSCLE_SCHWANN_CELLS	3.990	-0.291	-1.055	-2.913	0.775	-0.417	-2.913	-1.383	-0.291	0.439	3.160
DESCARTES_FETAL_ADRENAL_SYMPATHOBLASTS DESCARTES_FETAL_ADRENAL_SYMPATHOBLASTS	2.078	-1.055	-0.792	-2.913	0.775	2.414	-2.288	-1.787	0.594	-0.792	2.777
AIZARANI_LIVER_C25_KUPFFER_CELLS_4 AIZARANI_LIVER_C25_KUPFFER_CELLS_4	-0.909	0.284	-0.718	-0.425	-3.549	-2.983	0.284	1.149	6.106	0.958	0.285
MENON_FETAL_KIDNEY_10_IMMUNE_CELLS MENON_FETAL_KIDNEY_10_IMMUNE_CELLS	-2.473	-0.934	0.313	-0.934	-1.308	-0.442	1.770	0.313	4.393	1.770	-2.471
ZHONG_PFC_C2_UNKNOWN_NPC ZHONG_PFC_C2_UNKNOWN_NPC	-3.153	-2.216	1.725	1.088	0.265	-0.775	2.941	1.088	0.265	-2.216	-0.522
DESCARTES_FETAL_SPLEEN_MESOTHELIAL_CELLS DESCARTES_FETAL_SPLEEN_MESOTHELIAL_CELLS	1.714	-0.858	-1.061	-2.652	-1.297	0.377	-2.652	-0.417	1.279	0.610	5.237
DESCARTES_FETAL_ADRENAL_STROMAL_CELLS DESCARTES_FETAL_ADRENAL_STROMAL_CELLS	0.500	-1.255	-1.566	-3.494	2.237	0.996	-1.255	-1.255	-0.594	1.680	3.221
ZHENG_CORD_BLOOD_C8_PUTATIVE_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_2 ZHENG_CORD_BLOOD_C8_PUTATIVE_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_2	-1.277	-1.709	-0.476	-0.476	-2.995	-1.709	0.998	2.979	3.406	-0.324	0.773
DESCARTES_FETAL_PLACENTA_TROPHOBLAST_GIANT_CELLS DESCARTES_FETAL_PLACENTA_TROPHOBLAST_GIANT_CELLS	-0.268	-3.818	-0.833	-0.833	5.244	2.447	-0.404	-0.589	-0.833	-0.268	-0.268
AIZARANI_LIVER_C18_NK_NKT_CELLS_5 AIZARANI_LIVER_C18_NK_NKT_CELLS_5	-3.052	-0.469	0.272	-0.469	-1.482	-3.867	0.892	1.112	3.341	0.892	0.699
DESCARTES_FETAL_PLACENTA_STROMAL_CELLS DESCARTES_FETAL_PLACENTA_STROMAL_CELLS	2.737	-1.201	-0.875	-2.164	-0.290	4.558	-1.201	-1.621	-0.875	0.456	1.082
DESCARTES_MAIN_FETAL_PDE11A_FAM19A2_POSITIVE_CELLS DESCARTES_MAIN_FETAL_PDE11A_FAM19A2_POSITIVE_CELLS	1.224	-0.689	-1.455	-2.071	2.311	0.688	-0.689	-2.986	-1.012	1.549	1.551
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_FIBROBLASTS_STROMAL_CELLS DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_FIBROBLASTS_STROMAL_CELLS	-0.911	0.326	-2.437	-1.771	-0.277	-0.633	-1.280	-0.277	-0.277	3.470	4.478
DESCARTES_FETAL_PANCREAS_ACINAR_CELLS DESCARTES_FETAL_PANCREAS_ACINAR_CELLS	0.404	-0.505	-1.933	-1.420	1.605	4.083	-1.933	-0.730	-1.933	0.576	1.607
DESCARTES_FETAL_THYMUS_STROMAL_CELLS DESCARTES_FETAL_THYMUS_STROMAL_CELLS	-0.283	0.581	-0.718	0.581	-0.718	-1.535	-1.926	-3.654	0.581	2.538	3.630
DESCARTES_FETAL_PANCREAS_ENS_NEURONS DESCARTES_FETAL_PANCREAS_ENS_NEURONS	2.181	-1.182	-1.804	-2.657	0.805	0.805	-0.737	-1.804	-0.940	2.791	1.906
CUI_DEVELOPING_HEART_C4_ENDOTHELIAL_CELL CUI_DEVELOPING_HEART_C4_ENDOTHELIAL_CELL	-0.667	-0.869	-0.370	-1.406	-1.406	-2.173	-0.667	0.339	0.944	1.379	6.640
DESCARTES_FETAL_PLACENTA_LYMPHOID_CELLS DESCARTES_FETAL_PLACENTA_LYMPHOID_CELLS	0.965	0.470	-0.851	-1.093	-2.637	1.932	-1.384	-1.731	-0.490	0.470	4.834
HAY_BONE_MARROW_FOLLICULAR_B_CELL HAY_BONE_MARROW_FOLLICULAR_B_CELL	-0.453	-0.608	-1.318	-2.062	-0.608	-2.062	0.509	0.274	0.274	6.944	1.250
DESCARTES_FETAL_INTESTINE_LYMPHOID_CELLS DESCARTES_FETAL_INTESTINE_LYMPHOID_CELLS	0.788	0.375	-1.490	-3.229	-0.328	0.630	-0.441	-2.224	-0.752	1.617	4.570
DESCARTES_FETAL_LUNG_LYMPHATIC_ENDOTHELIAL_CELLS DESCARTES_FETAL_LUNG_LYMPHATIC_ENDOTHELIAL_CELLS	3.355	-0.960	-1.393	-1.999	1.298	2.426	-0.960	-0.647	-1.999	0.519	0.343
FAN_EMBRYONIC_CTX_BRAIN_EFFECTOR_T_CELL FAN_EMBRYONIC_CTX_BRAIN_EFFECTOR_T_CELL	-0.831	-1.084	-0.461	-1.392	-3.440	-0.625	0.384	0.384	0.519	4.824	2.135
DESCARTES_MAIN_FETAL_MUC13_DMBT1_POSITIVE_CELLS DESCARTES_MAIN_FETAL_MUC13_DMBT1_POSITIVE_CELLS	3.792	-0.424	-2.534	-0.290	0.312	1.867	-3.296	-0.601	-1.120	0.805	0.448
DESCARTES_FETAL_PLACENTA_EXTRAVILLOUS_TROPHOBLASTS DESCARTES_FETAL_PLACENTA_EXTRAVILLOUS_TROPHOBLASTS	0.966	-0.276	-1.424	-2.945	-0.438	-0.276	-1.424	-0.668	-0.438	2.808	3.285
DESCARTES_FETAL_ADRENAL_VASCULAR_ENDOTHELIAL_CELLS DESCARTES_FETAL_ADRENAL_VASCULAR_ENDOTHELIAL_CELLS	4.028	-1.535	-0.940	-1.209	0.934	-0.395	-1.926	-0.940	-0.940	0.581	3.247
