GO	[-16.09 -0.82]	[-0.82 -0.36]	[-0.36 -0.18]	[-0.18 -0.06]	[-0.06 0.00]	[0.00 0.04]	[0.04 0.18]	[0.18 0.39]	[0.39 0.65]	[0.65 1.16]	[1.16 11.87]
GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_DN GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_DN	-2.598	1.324	2.281	0.396	-1.837	-4.204	-0.516	-0.516	0.508	0.946	2.007
GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	-0.646	-2.571	2.595	-0.813	-1.815	-1.241	-1.241	0.406	0.650	1.146	3.864
GSE33292_DN3_THYMOCYTE_VS_TCF1_KO_TCELL_LYMPHOMA_UP GSE33292_DN3_THYMOCYTE_VS_TCF1_KO_TCELL_LYMPHOMA_UP	3.247	0.532	-0.285	-0.494	-1.222	-3.531	-1.222	-0.633	-0.799	0.814	3.233
GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN	-2.069	1.230	0.343	0.707	-1.725	-2.464	-0.352	-1.725	0.447	2.168	2.725
GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP	0.278	0.368	-1.078	-3.149	-0.873	0.474	-2.267	-0.325	0.894	2.187	3.038
GSE21670_STAT3_KO_VS_WT_CD4_TCELL_UP GSE21670_STAT3_KO_VS_WT_CD4_TCELL_UP	2.728	-0.285	-0.501	-0.820	-2.255	-0.820	-2.255	1.201	0.834	-0.820	2.419
GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_UP GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_UP	3.494	0.301	-0.828	-2.598	-1.259	-1.027	-0.398	-0.828	-0.301	1.126	2.549
GSE26488_WT_VS_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_DN GSE26488_WT_VS_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_DN	0.723	-0.813	-0.268	-1.280	0.446	0.446	-3.356	-0.365	0.723	-1.027	4.738
GSE20151_CTRL_VS_FUSOBACT_NUCLEATUM_NEUTROPHIL_UP GSE20151_CTRL_VS_FUSOBACT_NUCLEATUM_NEUTROPHIL_UP	-1.078	0.503	0.952	0.635	-0.686	-4.561	-0.309	-0.866	-0.309	1.562	2.046
GSE27786_CD8_TCELL_VS_NKCELL_UP GSE27786_CD8_TCELL_VS_NKCELL_UP	0.368	-0.550	-0.550	0.368	-3.149	-1.590	0.368	0.737	-1.078	2.748	2.176
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_6H_DN GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_6H_DN	-0.483	0.831	-0.784	-2.517	-1.204	-0.278	-2.118	0.326	1.613	1.613	2.096
