GO	[-7.20 -0.50]	[-0.50 -0.22]	[-0.22 -0.12]	[-0.12 -0.04]	[-0.04 0.00]	[0.00 0.00]	[0.00 0.07]	[0.07 0.17]	[0.17 0.36]	[0.36 0.74]	[0.74 7.26]
DROSHA_K562_POSTAR_eCLIP DROSHA_K562_POSTAR_eCLIP	-1.254	0.788	0.991	1.747	-2.574	-2.574	2.047	0.991	0.991	-0.538	-3.220
EIF3B_HEK293T_POSTAR_PAR-CLIP EIF3B_HEK293T_POSTAR_PAR-CLIP	-0.479	1.716	2.374	0.928	-1.214	-2.672	1.426	0.392	0.543	-1.595	-3.441
EIF3B_HEK293T_POSTAR_PARalyzer EIF3B_HEK293T_POSTAR_PARalyzer	-0.553	1.666	2.711	0.873	-1.052	-2.433	1.373	0.346	0.346	-1.408	-3.176
EIF3A_HEK293T_POSTAR_PARalyzer EIF3A_HEK293T_POSTAR_PARalyzer	0.290	-0.313	1.025	2.252	-1.252	-1.680	2.630	1.287	-0.659	-2.231	-2.225
UCHL5_K562_POSTAR_eCLIP UCHL5_K562_POSTAR_eCLIP	-0.852	-0.490	1.405	2.874	-0.852	-2.638	-0.652	1.658	0.612	0.612	-2.630
EIF3A_HEK293T_POSTAR_PAR-CLIP EIF3A_HEK293T_POSTAR_PAR-CLIP	0.312	-0.291	0.805	2.201	-1.487	-1.487	2.561	1.279	-0.829	-1.487	-1.943
EIF3D_HEK293T_POSTAR_PAR-CLIP EIF3D_HEK293T_POSTAR_PAR-CLIP	-0.623	-0.465	1.007	1.007	-2.090	-2.090	2.300	2.621	0.265	-1.682	-0.619
EIF3D_HEK293T_POSTAR_PARalyzer EIF3D_HEK293T_POSTAR_PARalyzer	-0.580	-0.430	1.074	0.693	-2.008	-2.008	2.416	2.748	0.292	-1.608	-0.763
DHX30_K562_POSTAR_eCLIP DHX30_K562_POSTAR_eCLIP	-1.642	-0.273	1.368	-0.273	-0.715	-2.488	1.740	0.519	1.368	0.519	-1.638
CSTF2T_K562_POSTAR_eCLIP CSTF2T_K562_POSTAR_eCLIP	-2.654	0.274	0.906	0.906	-0.810	-2.654	-0.329	1.547	0.906	0.651	-0.525
GEMIN5_K562_POSTAR_eCLIP GEMIN5_K562_POSTAR_eCLIP	-1.115	0.752	0.752	1.743	-0.898	-2.833	0.915	1.294	0.915	-0.560	-2.377
RBM15_K562_POSTAR_eCLIP RBM15_K562_POSTAR_eCLIP	-1.739	-0.491	0.398	2.923	-0.696	-0.962	1.225	0.749	1.225	-0.696	-2.292
NCBP2_HepG2_POSTAR_eCLIP NCBP2_HepG2_POSTAR_eCLIP	-0.595	1.116	2.208	0.902	-0.796	-3.370	0.407	0.713	0.713	-0.796	-1.707
SRRM4_HEK293T_POSTAR_iCLIP SRRM4_HEK293T_POSTAR_iCLIP	-0.877	0.301	0.402	1.641	-1.669	-2.924	3.078	0.661	-0.301	-0.877	0.405
EIF3G_HEK293T_POSTAR_PARalyzer EIF3G_HEK293T_POSTAR_PARalyzer	-1.557	0.345	2.048	1.782	-0.798	-1.010	1.307	0.588	-0.356	-0.356	-2.766
YTHDF2_HEK293T_POSTAR_iCLIP YTHDF2_HEK293T_POSTAR_iCLIP	-1.616	-0.867	1.560	1.339	-1.616	-0.867	2.054	1.136	0.634	-1.079	-0.862
SRRM4_HEK293T_POSTAR_Piranha_0.01 SRRM4_HEK293T_POSTAR_Piranha_0.01	-1.049	-0.358	0.463	1.593	-1.637	-2.456	2.430	0.935	-0.260	-1.049	0.603
EIF3G_HEK293T_POSTAR_PAR-CLIP EIF3G_HEK293T_POSTAR_PAR-CLIP	-1.692	0.292	1.863	2.130	-0.704	-0.893	1.382	0.510	-0.415	-0.415	-2.460
FMR1_K562_POSTAR_eCLIP FMR1_K562_POSTAR_eCLIP	-1.518	-0.314	1.466	2.201	-0.732	-1.518	0.642	0.445	1.153	-1.518	-0.729
YTHDF2_HEK293T_POSTAR_CIMS YTHDF2_HEK293T_POSTAR_CIMS	-1.530	-0.806	1.434	1.434	-1.530	-0.806	1.913	1.221	0.551	-1.250	-0.801
EFTUD2_HepG2_POSTAR_eCLIP EFTUD2_HepG2_POSTAR_eCLIP	-2.268	0.736	0.368	1.066	-1.317	-0.551	0.474	1.464	-1.591	2.184	-0.868
ZNF622_K562_POSTAR_eCLIP ZNF622_K562_POSTAR_eCLIP	-1.262	0.368	0.511	1.109	-0.703	-2.740	0.511	1.953	0.683	0.511	-1.644
DDX6_K562_POSTAR_eCLIP DDX6_K562_POSTAR_eCLIP	-0.668	0.814	0.564	-0.247	-2.405	-1.571	1.845	1.112	0.564	-0.416	-0.666
FASTKD2_K562_POSTAR_eCLIP FASTKD2_K562_POSTAR_eCLIP	-0.787	1.057	0.279	-0.787	-0.787	-0.787	1.057	0.609	1.613	-0.324	-0.786
EIF3D_HEK293T_POSTAR_Piranha_0.01 EIF3D_HEK293T_POSTAR_Piranha_0.01	-0.746	0.655	-0.298	2.400	-0.746	-0.298	1.713	-0.298	-0.746	-0.746	-0.297
RBM15B_HEK293T_POSTAR_Piranha_0.01 RBM15B_HEK293T_POSTAR_Piranha_0.01	-1.807	0.319	1.833	1.326	-1.153	-0.904	1.326	1.104	-0.392	-0.528	-1.446
HNRNPH1_HEK293T_POSTAR_HITS-CLIP HNRNPH1_HEK293T_POSTAR_HITS-CLIP	-0.580	-0.580	-0.580	0.892	-0.580	-0.580	0.434	1.488	-0.199	1.488	-0.579
