GO	[-6.80 -2.45]	[-2.45 -1.58]	[-1.58 -1.13]	[-1.13 -0.79]	[-0.79 0.55]	[0.55 0.90]	[0.90 1.32]	[1.32 2.10]	[2.10 4.15]	[4.15 4.92]	[4.92 6.64]
GSE13484_12H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN GSE13484_12H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN	-1.999	1.577	-0.452	-1.231	2.508	0.572	-0.452	0.852	-1.999	-0.452	0.349
GSE23925_DARK_ZONE_VS_NAIVE_BCELL_DN GSE23925_DARK_ZONE_VS_NAIVE_BCELL_DN	-1.249	0.423	0.881	-0.344	-0.839	3.803	-0.344	1.897	-1.249	-1.831	-0.844
GSE45365_WT_VS_IFNAR_KO_CD11B_DC_MCMV_INFECTION_DN GSE45365_WT_VS_IFNAR_KO_CD11B_DC_MCMV_INFECTION_DN	-1.061	0.453	5.597	-0.626	0.718	-0.626	-1.061	-1.061	0.718	-0.355	-1.065
GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_DN GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_DN	0.547	0.547	0.547	-0.785	-0.473	-2.041	-0.785	-0.270	-2.041	3.531	0.813
GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_24H_DN GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_24H_DN	-1.099	-0.273	-0.718	1.379	4.255	-0.453	-2.503	0.521	-0.718	-0.453	0.328
GSE12507_PDC_CELL_LINE_VS_IMMATUE_T_CELL_LINE_DN GSE12507_PDC_CELL_LINE_VS_IMMATUE_T_CELL_LINE_DN	1.735	-0.497	-0.497	-0.497	-0.497	-0.497	-0.497	0.524	-0.497	-0.497	3.500
GSE21546_SAP1A_KO_VS_SAP1A_KO_AND_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_DN GSE21546_SAP1A_KO_VS_SAP1A_KO_AND_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_DN	0.272	-0.332	5.000	-1.404	-0.897	0.456	0.456	-0.332	0.456	-0.897	-1.409
GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_LPS_STIM_UP GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_LPS_STIM_UP	-1.011	1.159	-0.400	-0.648	1.918	-0.234	0.380	1.918	-0.400	-1.011	-2.384
GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_LPS_STIM_DN GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_LPS_STIM_DN	-0.993	-2.966	0.328	0.328	-0.276	0.716	-0.993	-0.993	0.973	1.985	0.967
GSE7548_DAY7_VS_DAY28_PCC_IMMUNIZATION_CD4_TCELL_DN GSE7548_DAY7_VS_DAY28_PCC_IMMUNIZATION_CD4_TCELL_DN	0.371	1.092	-1.080	0.685	2.809	-0.521	-0.241	-1.080	-1.080	-0.521	-0.242
GSE17721_LPS_VS_POLYIC_12H_BMDC_UP GSE17721_LPS_VS_POLYIC_12H_BMDC_UP	-0.423	2.037	-2.013	-0.423	-0.650	2.457	-0.650	0.742	-0.263	0.342	-1.409
GSE21380_NON_TFH_VS_GERMINAL_CENTER_TFH_CD4_TCELL_DN GSE21380_NON_TFH_VS_GERMINAL_CENTER_TFH_CD4_TCELL_DN	-3.769	1.213	0.719	-0.247	1.213	-0.378	-0.558	-0.247	0.719	0.363	-1.118
GSE33513_TCF7_KO_VS_HET_EARLY_THYMIC_PROGENITOR_DN GSE33513_TCF7_KO_VS_HET_EARLY_THYMIC_PROGENITOR_DN	-1.664	0.823	0.302	-0.550	1.604	-0.961	1.182	-0.300	-1.664	0.528	0.300
GSE9946_IMMATURE_VS_LISTERIA_INF_MATURE_DC_UP GSE9946_IMMATURE_VS_LISTERIA_INF_MATURE_DC_UP	0.524	-0.497	-0.497	0.166	-0.497	0.166	-0.497	3.507	-0.497	-0.497	0.523
