GO	[-4.68 -0.45]	[-0.45 -0.21]	[-0.21 -0.12]	[-0.12 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.07]	[0.07 0.17]	[0.17 0.34]	[0.34 0.73]	[0.73 6.53]
MORF_PRKDC MORF_PRKDC	-3.796	1.012	4.115	4.893	1.650	-4.479	5.305	0.541	-3.796	-7.565	-7.583
MORF_RFC4 MORF_RFC4	-3.306	3.916	3.916	4.747	0.928	-4.930	3.916	-0.888	-6.132	-6.132	-4.042
MORF_NPM1 MORF_NPM1	-6.469	-1.995	-0.348	0.259	1.896	-1.995	6.525	10.919	-0.348	-4.322	-6.485
MORF_PPP1CC MORF_PPP1CC	-5.521	1.440	6.039	6.039	0.396	-3.180	3.921	-1.167	-1.167	-6.764	-5.536
MORF_ANP32B MORF_ANP32B	-6.675	-0.278	0.680	4.007	2.122	-3.520	8.838	1.005	-0.623	-4.834	-8.007
GNF2_EIF3S6 GNF2_EIF3S6	-3.725	-2.922	-1.058	-0.291	3.585	-2.922	4.943	10.771	-0.291	-4.831	-4.843
MORF_ACTG1 MORF_ACTG1	-5.544	-1.825	-0.657	-0.487	1.252	-1.825	6.167	12.078	0.362	-4.383	-5.557
MORF_TPT1 MORF_TPT1	-4.119	-4.119	-1.332	-0.715	1.199	-2.337	5.766	13.116	0.385	-2.337	-4.129
MORF_RAD21 MORF_RAD21	-4.233	0.499	1.367	4.871	2.114	-5.997	5.288	1.598	-2.086	-4.233	-7.287
MORF_HAT1 MORF_HAT1	-5.798	0.876	3.583	11.322	1.492	-4.840	1.267	-1.049	-1.049	-4.840	-4.073
MORF_G22P1 MORF_G22P1	-5.600	-0.442	1.627	7.858	1.627	-2.699	5.024	0.633	-1.836	-4.654	-6.865
MORF_CDC10 MORF_CDC10	-3.884	-0.340	5.451	2.315	1.729	-4.773	2.640	2.640	-2.097	-5.964	-5.979
MORF_EIF4A2 MORF_EIF4A2	-4.422	-1.852	1.003	2.033	1.741	-2.874	5.124	7.130	-2.874	-3.559	-5.600
MORF_AP3D1 MORF_AP3D1	-5.166	-0.524	0.473	2.778	2.426	-4.034	7.449	1.509	-0.945	-4.034	-5.179
MORF_DNMT1 MORF_DNMT1	-3.687	1.811	2.129	6.576	1.011	-2.263	3.229	-0.775	-4.789	-4.789	-3.697
MORF_DAP3 MORF_DAP3	-3.333	0.285	1.546	5.924	1.122	-4.620	4.294	1.784	-1.645	-3.333	-7.753
MORF_RPA2 MORF_RPA2	-6.316	0.993	1.623	2.133	3.026	-3.829	4.839	1.869	-3.241	-3.829	-4.530
GNF2_FBL GNF2_FBL	-4.734	-0.330	2.047	0.837	3.029	-3.139	2.681	4.190	-0.610	-5.922	-5.937
MORF_CTBP1 MORF_CTBP1	-4.580	-0.310	0.396	3.547	2.533	-3.817	6.998	0.826	-0.420	-3.817	-6.780
MORF_RRM1 MORF_RRM1	-4.161	1.445	2.442	6.816	0.924	-2.371	3.243	-1.803	-3.115	-4.161	-3.124
MORF_RAD23B MORF_RAD23B	-2.907	0.310	0.678	3.492	2.212	-7.143	4.629	1.937	-1.653	-1.347	-7.160
MORF_NME2 MORF_NME2	-5.008	-1.480	-0.714	0.888	1.550	-2.266	6.470	8.025	-0.714	-2.266	-5.022
GCM_MYST2 GCM_MYST2	-2.343	1.291	5.652	4.795	0.336	-5.758	0.576	1.519	-1.286	-2.817	-7.034
MORF_EI24 MORF_EI24	-3.703	0.311	1.359	4.863	1.359	-5.754	7.333	-0.407	-1.564	-3.006	-3.715
MORF_PPP2CA MORF_PPP2CA	-4.034	-0.263	0.629	3.967	3.153	-5.166	4.405	1.018	-1.235	-3.203	-5.179
GCM_ACTG1 GCM_ACTG1	-4.873	-0.430	0.578	1.739	2.742	-2.326	3.528	4.872	-2.326	-3.764	-4.885
MORF_RAB1A MORF_RAB1A	-3.928	-0.549	0.285	0.938	1.784	-5.439	5.924	4.294	0.771	-2.819	-6.453
MODULE_92 MODULE_92	-0.320	-2.042	-1.638	-5.880	-0.442	11.157	-3.106	-2.042	-0.786	2.393	3.431
GNF2_RAN GNF2_RAN	-3.534	1.086	5.337	7.802	0.435	-1.872	-0.692	0.289	-3.534	-2.552	-3.542
MORF_UBE2N MORF_UBE2N	-3.868	-0.418	3.229	6.917	0.472	-2.851	2.804	0.325	-1.595	-3.868	-3.877
GNF2_DAP3 GNF2_DAP3	-4.747	-0.757	2.170	1.280	1.280	-2.232	1.280	7.229	-1.015	-3.649	-4.759
GNF2_RRM1 GNF2_RRM1	-2.627	3.617	1.611	6.930	0.785	-2.627	0.785	-1.031	-2.627	-3.617	-3.626
GCM_TPT1 GCM_TPT1	-2.741	-1.858	-1.858	-1.273	0.405	-0.860	4.230	11.398	0.405	-2.741	-1.863
MORF_PTPN11 MORF_PTPN11	-3.267	0.462	3.878	5.882	0.631	-2.507	2.624	-0.411	-2.507	-4.328	-3.276
GNF2_HDAC1 GNF2_HDAC1	-3.229	0.852	4.910	1.637	1.346	-4.286	1.637	1.346	-2.473	-3.229	-4.297
GCM_APEX1 GCM_APEX1	-3.419	-0.652	0.744	3.205	1.761	-2.644	3.628	3.205	-2.046	-3.419	-4.507
GCM_NPM1 GCM_NPM1	-3.457	-0.911	-0.479	0.270	0.932	-1.599	4.010	10.274	-0.669	-3.457	-3.467
MORF_PPP1CA MORF_PPP1CA	-3.817	-0.926	0.826	3.191	1.684	-4.580	5.583	1.684	-0.926	-1.167	-5.536
MODULE_289 MODULE_289	0.700	-3.062	-0.646	-3.062	-0.868	7.247	-3.879	-1.906	-0.469	0.272	7.224
MORF_FBL MORF_FBL	-3.559	-0.363	1.472	3.814	2.347	-2.315	5.598	-0.256	-2.315	-2.874	-4.434
MORF_PSMC1 MORF_PSMC1	-4.444	-0.373	0.694	2.197	1.928	-4.444	4.948	3.106	-1.255	-1.863	-4.459
MORF_MAP2K2 MORF_MAP2K2	-3.274	-0.552	-0.552	3.441	0.972	-3.274	9.014	0.446	-0.400	-1.280	-5.263
GNF2_SMC4L1 GNF2_SMC4L1	-3.450	3.417	2.961	4.955	0.468	-2.478	0.468	-0.653	-1.310	-3.450	-3.459
GCM_CSNK2B GCM_CSNK2B	-2.889	-1.204	0.633	1.357	0.842	-2.889	6.815	3.614	-1.204	-2.889	-3.919
GNF2_RBBP6 GNF2_RBBP6	-2.908	1.000	4.434	3.368	1.301	-2.908	-0.422	1.000	-2.908	-2.908	-2.915
MORF_RAF1 MORF_RAF1	-4.454	-0.451	2.479	3.261	0.980	-3.381	3.261	0.764	-0.312	-3.381	-4.465
MORF_ERH MORF_ERH	-4.580	-0.345	1.141	3.946	2.342	-2.107	3.946	0.380	-1.240	-2.713	-4.591
MORF_EIF3S6 MORF_EIF3S6	-3.841	-0.849	0.281	1.143	2.648	-1.461	5.716	2.298	-0.456	-3.841	-4.969
MORF_RAD54L MORF_RAD54L	-1.773	2.126	3.746	1.788	1.479	-3.077	2.126	-0.506	-2.337	-4.119	-4.129
GNF2_APEX1 GNF2_APEX1	-3.659	1.269	7.455	2.274	0.761	-1.970	0.256	-0.351	-0.752	-3.659	-3.668
MORF_PRKAR1A MORF_PRKAR1A	-3.006	-0.736	-0.553	0.311	1.615	-3.006	5.798	5.798	-0.292	-1.960	-4.590
GNF2_PA2G4 GNF2_PA2G4	-2.294	2.005	2.827	4.841	1.644	-1.173	-0.368	-0.559	-3.242	-3.242	-3.249
GCM_DDX5 GCM_DDX5	-2.574	1.645	1.287	2.961	2.484	-2.574	2.044	-1.153	-2.574	-2.574	-2.581
MORF_JUND MORF_JUND	-2.616	-2.616	-1.750	0.677	1.598	-1.183	2.889	7.139	-0.315	-1.750	-2.622
MORF_PCNA MORF_PCNA	-3.325	0.726	4.132	4.665	1.247	-2.367	0.521	-0.596	-0.866	-3.325	-3.333
MORF_TERF2IP MORF_TERF2IP	-3.534	0.252	0.885	2.298	3.043	-4.621	1.963	1.114	0.252	-2.138	-4.633
GCM_DFFA GCM_DFFA	-1.563	0.831	3.604	4.469	0.487	-3.995	-0.365	1.540	-0.695	-2.517	-5.137
MODULE_244 MODULE_244	-3.149	2.230	4.213	3.486	-0.269	-6.196	0.709	0.335	-0.363	-2.648	-1.849
MORF_PSMC2 MORF_PSMC2	-2.201	-0.381	0.647	0.841	2.563	-4.705	6.202	0.841	-0.537	-2.201	-3.621
