GO	[-6.41 -0.57]	[-0.57 -0.25]	[-0.25 -0.13]	[-0.13 -0.04]	[-0.04 0.00]	[0.00 0.02]	[0.02 0.10]	[0.10 0.19]	[0.19 0.34]	[0.34 0.67]	[0.67 6.00]
GSE40493_BCL6_KO_VS_WT_TREG_DN GSE40493_BCL6_KO_VS_WT_TREG_DN	3.055	-0.613	-2.350	-3.790	-0.828	4.312	-1.098	-2.982	-0.828	1.165	2.671
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN	4.052	0.894	-1.906	-2.679	-0.550	1.466	-2.267	-2.267	-2.679	3.051	1.681
GSE13485_DAY1_VS_DAY3_YF17D_VACCINE_PBMC_UP GSE13485_DAY1_VS_DAY3_YF17D_VACCINE_PBMC_UP	2.508	-1.011	-0.790	-1.275	0.630	4.723	-5.184	-2.397	-1.589	1.406	1.174
GSE13411_NAIVE_VS_SWITCHED_MEMORY_BCELL_UP GSE13411_NAIVE_VS_SWITCHED_MEMORY_BCELL_UP	3.497	-1.114	-3.346	-1.366	0.916	0.607	-2.832	-1.366	-1.366	2.548	3.151
GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP	2.459	-0.873	0.278	-0.550	0.894	-0.873	-3.149	-2.267	-1.906	0.597	6.414
GSE37532_WT_VS_PPARG_KO_LN_TREG_DN GSE37532_WT_VS_PPARG_KO_LN_TREG_DN	2.290	-0.411	-0.760	-1.661	0.750	2.987	-2.637	-3.298	-2.100	1.167	1.674
GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_UP GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_UP	2.728	0.420	-2.255	-2.690	0.420	0.540	-2.255	-1.550	-0.646	1.008	4.064
GSE20727_ROS_INH_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_DN GSE20727_ROS_INH_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_DN	2.335	-3.324	-1.260	-1.260	0.588	2.335	-2.304	-0.797	-0.474	1.784	1.093
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_PDC_UP GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_PDC_UP	3.454	0.469	-0.571	-2.021	-1.386	-0.571	-1.681	-1.386	-0.571	0.898	4.517
GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP	4.256	-0.547	-1.972	-1.972	0.285	3.540	-1.637	-1.096	-0.700	0.621	0.488
GSE23114_WT_VS_SLE2C1_MOUSE_PERITONEAL_CAVITY_B1A_BCELL_DN GSE23114_WT_VS_SLE2C1_MOUSE_PERITONEAL_CAVITY_B1A_BCELL_DN	4.536	0.403	-2.922	-2.025	0.523	-0.689	-0.689	-1.668	1.895	-0.405	0.991
GSE8835_CD4_VS_CD8_TCELL_DN GSE8835_CD4_VS_CD8_TCELL_DN	2.345	-0.285	-0.285	-1.222	0.317	1.824	-2.143	-1.222	-2.143	0.416	1.814
GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_TREATED_MACROPHAGE_UP GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_TREATED_MACROPHAGE_UP	3.521	-1.446	-0.922	-1.446	0.518	-0.310	-0.922	-0.922	-0.922	1.675	1.666
GSE45365_NK_CELL_VS_CD8A_DC_DN GSE45365_NK_CELL_VS_CD8A_DC_DN	3.370	1.690	0.278	-1.078	0.737	0.737	-1.316	-2.679	-0.698	-0.698	-0.328
GSE13306_TREG_RA_VS_TCONV_RA_DN GSE13306_TREG_RA_VS_TCONV_RA_DN	2.249	0.497	-0.309	-1.278	-0.527	-0.407	-1.860	-2.625	0.293	1.302	1.977
GSE40274_IRF4_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN GSE40274_IRF4_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	3.159	-0.417	-2.287	-0.582	-0.417	0.776	-0.291	-1.382	-0.582	-0.417	2.071
