GO	[-4.32 -0.48]	[-0.48 -0.23]	[-0.23 -0.13]	[-0.13 -0.05]	[-0.05 0.00]	[0.00 0.03]	[0.03 0.11]	[0.11 0.23]	[0.23 0.46]	[0.46 0.97]	[0.97 6.79]
MORF_MAP2K7 MORF_MAP2K7	3.855	-1.347	-2.425	-3.469	1.222	3.146	-0.522	0.310	-0.522	-0.293	-0.527
MORF_CTSB MORF_CTSB	2.981	-0.929	-1.745	-3.599	1.343	3.316	-0.571	-0.571	-0.929	-0.327	0.482
MORF_LCAT MORF_LCAT	4.665	-0.762	-0.567	-0.762	0.949	0.433	-4.150	-1.303	-0.412	-0.412	1.680
MORF_CDH4 MORF_CDH4	3.285	-0.596	-2.166	-2.711	1.624	2.222	-0.436	-0.436	-1.719	-0.311	0.405
GNF2_MYL3 GNF2_MYL3	2.365	0.283	-1.243	-1.243	0.283	1.799	-1.243	-1.243	-1.243	0.283	1.299
MORF_IL4 MORF_IL4	3.106	-0.808	-1.536	-4.444	1.032	1.928	-0.373	-0.277	-1.013	0.326	0.548
MORF_EPHA7 MORF_EPHA7	3.573	-0.461	-0.461	0.273	0.680	1.562	-4.305	-1.396	0.384	-0.626	-0.334
MORF_WNT1 MORF_WNT1	3.682	-0.734	-0.734	0.249	0.372	1.169	-3.115	-1.008	-0.522	-1.008	1.740
MORF_PTPRR MORF_PTPRR	2.994	-0.476	-1.280	-2.270	2.591	1.260	-0.476	-0.324	-1.713	0.279	-0.682
MORF_IL9 MORF_IL9	3.353	0.350	-0.572	-0.257	1.173	-0.391	-3.785	-1.129	-0.572	-0.572	1.167
GNF2_DNM1 GNF2_DNM1	2.435	0.739	-2.002	-0.647	0.342	1.642	-2.908	-0.962	-0.263	-0.263	0.517
GNF2_MLF1 GNF2_MLF1	4.179	0.597	-1.394	-1.007	0.278	1.056	-1.394	-1.905	-0.489	0.278	0.593
MORF_FRK MORF_FRK	3.495	-0.270	-1.076	-0.398	0.650	1.346	-3.229	-0.791	0.335	-0.791	0.332
MODULE_111 MODULE_111	2.354	-0.610	-1.322	-2.556	-0.610	-0.330	-0.454	-0.610	-0.454	1.497	2.668
MORF_MAP3K14 MORF_MAP3K14	3.585	-0.793	-0.583	0.440	0.440	0.987	-2.295	-1.386	0.311	-1.058	0.772
MORF_RAB3A MORF_RAB3A	3.350	-0.672	-0.959	-0.301	-0.672	0.637	-1.839	-0.959	0.451	-0.458	1.725
MODULE_157 MODULE_157	2.442	0.372	-0.522	-1.803	-0.360	-0.522	-0.734	-1.358	-0.734	1.445	1.740
